,grain,FIP
0,1,3.0555146146917244e-07
1,2,8.119882607951398e-06
2,3,7.616966208448898e-07
3,4,2.2974584725100175e-07
4,5,4.2088557682018826e-10
5,6,4.630099341356554e-08
6,7,1.2956094358464362e-07
7,8,2.7428859349669153e-06
8,9,7.034356099769545e-06
9,10,4.826979852402589e-07
10,11,2.8248121098752966e-06
11,12,1.7691749539180016e-07
12,13,3.729450709706894e-06
13,14,9.371554608125462e-06
14,15,1.1875125319118923e-07
15,16,6.582304479611125e-07
16,17,7.176021705642504e-06
17,18,1.1863733142978224e-08
18,19,8.887709916239582e-07
19,20,7.4977089452130855e-06
20,21,4.84881423199998e-07
21,22,3.971230685884866e-06
22,23,1.4421188513448127e-06
23,24,6.443819014112492e-06
24,25,9.913008394240951e-07
25,26,6.36519390149129e-07
26,27,6.655581757826032e-07
27,28,9.348507888897304e-08
28,29,2.821876108145244e-06
29,30,7.12889011799044e-06
30,31,2.629810164206705e-08
31,32,1.0211126884877836e-05
32,33,2.0382449637049836e-07
33,34,3.369853766411927e-08
34,35,7.858202342519045e-08
35,36,7.203840072405594e-07
36,37,7.4559511823960815e-06
37,38,1.1528189268318794e-06
38,39,3.0432098194583137e-07
39,40,3.329887833522009e-06
40,41,1.5735075220041255e-06
41,42,2.830713348152427e-06
42,43,5.3396679937923684e-08
43,44,1.076107959531416e-11
44,45,1.0978789424843368e-06
45,46,7.507058978348464e-06
46,47,2.376680494279436e-06
47,48,1.0312223592938579e-09
48,49,1.5856236108549504e-09
49,50,9.407528583685157e-07
50,51,1.8328699096683773e-10
51,52,2.3540564795922654e-07
52,53,6.2645026262438e-06
53,54,2.0364700254151124e-07
54,55,3.698315052526337e-08
55,56,3.3735801198851033e-10
56,57,5.671302508168805e-06
57,58,5.827000277414529e-06
58,59,5.253876930243784e-12
59,60,5.298282051027313e-08
60,61,5.71750141816297e-10
61,62,1.6764131241146939e-06
62,63,6.504797765402665e-06
63,64,8.946242646266214e-06
64,65,5.491137231340554e-07
65,66,4.376250930555987e-08
66,67,6.0280196781720715e-06
67,68,7.482147631550357e-08
68,69,4.992923385149158e-09
69,70,2.6941392568665095e-06
70,71,7.453232670694318e-10
71,72,1.143239364863868e-08
72,73,5.020147154642684e-08
73,74,7.929787323097964e-06
74,75,4.614268870729961e-06
75,76,8.643623332834935e-07
76,77,5.488544643668654e-08
77,78,1.377657361480666e-07
78,79,1.4922844926533616e-09
79,80,1.4817740096510043e-07
80,81,1.3640783576555132e-12
81,82,1.1647155590161468e-09
82,83,2.738497083054243e-07
83,84,9.009229706852584e-06
84,85,9.53807679891528e-07
85,86,3.203625768346076e-10
86,87,2.9284697500654568e-06
87,88,1.2403252781159983e-07
88,89,2.776872704199218e-08
89,90,2.8766012443206083e-06
90,91,1.0850920409195901e-08
91,92,8.30210511155139e-09
92,93,1.1617803304779123e-06
93,94,1.0991630077338053e-08
94,95,1.952750518403895e-06
