1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
145,2895,12580,6755,,,12489,4447,8091,6996,,1161,4677,2550,4902,12141,397,12033,10371,651,9341,8845,12397,3532,1258,378,,8261,7677,4990,1861,8508,10631,6075,852,8846,6772,9112,,796,602,,,,8032,7658,9178,4041,4013,11085,3439,8225,12384,512,1060,,1121,4428,,,,13555,7191,594,13502,,,11575,9308,10227,10634,,14084,5397,2543,13776,933,,5720,8094,, ,,3540,8493,,2658,,,9108,3845,6387,,,12643
160,2916,12581,6756,,,12490,4448,8514,6997,,1182,4678,2573,4903,12142,419,12034,10391,652,9342,8866,12418,3533,1259,379,,8262,7701,5010,1862,8509,10632,6076,853,8847,6773,9584,,797,603,,,,8033,7659,9179,4042,4036,11086,3440,8226,12385,513,1061,,1122,4429,,,,13556,7192,595,13503,,,11576,9309,10228,10635,,14085,5398,2544,13777,934,,5741,8095,,,,3541,8494,,2659,,,9130,3846,6388,,,12644
161,2917,12582,6779,,,12512,4449,8515,6998,,1183,4679,2574,4904,12143,420,12058,10392,653,9343,8867,12419,3534,1260,398,,8263,7702,5011,1863,8510,10633,6097,854,8848,6775,9585,,798,604,,,,8034,7678,9198,4043,4037,11109,3441,8227,12386,514,1082,,1123,4430,,,,13557,7214,596,13504,,,11577,9781,10229,10636,,14106,5399,2545,13778,935,,5742,8570,,,,3561,8495,,2660,,,9131,3868,6389,,,12645
162,2918,12605,6780,,,12513,4450,8538,6999,,1184,4701,2575,4925,12144,421,12059,10393,654,9344,8868,12420,3535,1261,399,,8264,7703,5012,1864,8511,10656,6098,855,8871,6776,9589,,799,605,,,,8035,7679,9199,4044,4038,11110,3442,8250,12387,515,1083,,1124,4431,,,,13558,7215,614,13505,,,11597,9782,10230,10637,,14107,5421,2546,14302,936,,5743,8571,,,,3562,8516,,2682,,,9132,3869,6390,,,12646
163,2919,12606,6781,,,12514,4451,8539,7023,,1185,4702,2598,4926,12145,422,12559,10394,655,9364,8869,12421,3557,1262,400,,8265,7704,5013,1865,8512,10657,6099,856,8872,6795,9590,,800,606,,,,8056,7680,9200,4063,4061,11632,3464,8251,12407,516,1084,,1125,4432,,,,13559,7690,615,13526,,,11598,9806,10231,10660,,14108,5422,2547,14303,955,,5744,8593,,,,3563,8517,,2683,,,9632,3870,6411,,,12647
164,2920,13131,7252,,,12515,4452,8540,7024,,1207,4703,2599,4927,12146,445,12560,10395,676,9365,8870,12422,3558,1281,401,,8285,7726,5014,1887,8513,10658,6100,857,8873,6796,9609,,820,1004,,,,8057,7681,9201,4064,4062,11633,3465,8676,12408,537,1085,,1145,4433,,,,13560,7691,616,13527,,,11599,9807,10232,10661,,14109,5423,2548,14304,956,,5745,8594,,,,3564,8518,,2684,,,9633,3871,6412,,,12648
165,2921,13132,7253,,,12516,4472,8562,7025,,1208,4704,2600,4928,12167,446,12561,10396,677,9366,8891,12423,3559,1282,402,,8286,7727,5015,1888,8532,10659,6101,879,9322,6797,9610,,821,1027,,,,8058,7682,9202,4065,4087,11634,3466,8677,12409,538,1086,,1146,4434,,,,13581,7692,617,13528,,,11600,9808,10233,10662,,14110,5818,2568,14305,957,,5767,8595,,,,3565,8519,,2685,,,9656,3872,6413,,,12649
166,2941,13133,7254,,,12537,4473,8563,7048,,1209,4725,2623,4929,12168,844,12583,10418,678,9367,8892,12443,3560,1283,403,,8287,7728,5016,1889,8533,10681,6121,880,9323,6798,9611,,822,1028,,,,8059,7683,9203,4066,4687,11635,3467,8678,12410,539,1610,,1147,4453,,,,13582,7714,618,13529,,,11601,9809,10249,10685,,14706,5819,2569,14326,958,,5768,8596,,,,3585,8520,,2707,,,9657,3894,6414,,,12650
167,2942,13154,7276,,,12538,4474,8564,7049,,1210,4726,2624,4950,12693,867,12584,10419,679,9368,8893,12444,3583,1284,423,,8288,7729,5035,1890,8534,10682,6122,1401,9345,6799,9612,,823,1029,,,,8060,7705,9204,4067, ,11636,3488,8701,12411,540,1611,,1148,4454,,,,13583,7715,619,13530,,,11602,9831,10250,10686,,14707,5820,2570,14327,959,,5769,8597,,,,3586,8541,,2708,,,9658,3895,6415,,,12669
168,2943,13155,7277,,,12539,4475,8565,7050,,1232,4727,2625,4951,12716,868,12585,10420,680,9369,8894,12445,3584,1285,424,,8289,7730,5036,1891,8535,10683,6123,1402,9346,6800,9613,,824,1030,,,,8084,7706,9205,4068,,11657,3489,8702,12412,564,1631,,1149,4455,,,,13584,7716,620,13550,,,11622,9832,10251,10687,,14708,5821,2571,14328,960,,5792,8618,,,,3587,8542,,2709,,,9659,3896,6416,,,12670
169,2944,13156,7278,,,12540,4476,8566,7596,,1233,4728,3174,4952,12717,869,12586,10421,681,9389,8895,12446,3609,1286,425,,8290,7731,5037,2385,8536,10684,6124,1403,9347,6801,9614,,825,1051,,,,8657,7707,9223,4069,,11658,3490,8703,12431,964,1632,,1150,4456,,,,13606,7717,621,13551,,,11623,9833,10252,11234,,14709,5822,2572,14329,961,,5793,8619,,,,3588,8543,,2710,,,9681,3919,6436,,,12671
185,2945,13157,7279,,,12541,4477,8586,7597,,1733,4729,3175,4953,12718,891,12587,10445,701,9390,8896,12447,4055,1287,448,,8310,7751,5038,2386,8537,10706,6125,1404,9348,6819,9615,,826,1052,,,,8658,8180,9224,4070,,11659,3491,8704,12432,965,1633,,1170,4457,,,,13607,7718,641,13552,,,11624,9834,10253,11235,,14710,5823,3118,14330,980,,5794,8620,,,,3589,8544,,2731,,,9682,4469,6437,,,12672
186,2946,13158,7280,,,12562,4497,8587,7598,,1734,4749,3198,4975,12719,892,12607,10894,702,9391,8916,12448,4056,1306,449,,8311,7752,5039,2387,8559,10707,6146,1405,9370,6820,9634,,845,1053,,,,8659,8181,9225,4088,,11660,3492,8724,12433,987,1634,,1171,4458,,,,14131,7737,642,13553,,,11625,9856,10254,11259,,14731,5824,3119,14351,981,,6267,8621,,,,3590,8545,,2732,,,9683,4470,6438,,,12673
187,2966,13159,7301,,,12563,4498,8588,7622,,1735,4750,3199,4976,12741,893,12608,10895,703,9392,8917,12449,4057,1307,450,,8312,7753,5040,2388,8560,10708,6147,1406,9371,6821,9635,,846,1054,,,,8681,8182,9226,4089,,11661,3493,8725,12434,988,1635,,1172,4478,,,,14132,7738,643,13575,,,11626,9857,10255,11260,, ,5825,3120,14352,982,,6268,8622,,,,3610,8567,,2733,,,9684,4471,6439,,,12674
188,2967,13160,7302,,,12564,4499,8589,7623,,1758,4751,3200,4977,12742,894,12609,10896,704,9393,8918,12468,4058,1308,475,,8313,7754,5041,2389,8561,11256,6148,1407,9372,6822,9636,,847,1055,,,,8682,8183,9227,4091,,11662,3515,8726,12435,989,1636,,1173,4479,,,,14133,7739,644,14078,,,11647,9858,10256,11261,,,5843,3121,14353,983,,6269,8643,,,,3611,8568,,2734,,,9705,4494,6440,,,12694
189,2968,13178,7303,,,12565,4500,8590,7624,,1759,4752,3223,5476,12743,915,12610,10897,705,9394,8919,12469,4059,1309,877,,8314,7755,5060,2410,9109,11257,6149,1426,9373,6823,9637,,848,1056,,,,8683,8184,9228,4092,,11682,3516,8727,12436,990,1657,,1174,4930,,,,14134,7740,645,14079,,,11648,9859,10257,11285,,,5844,3142,14354,984,,6292,8644,,,,3612,8569,,2735,,,9706,4495,6463,,,12695
190,2969,13179,7304,,,12566,4501,8591,7625,,1760,4753,3224,5478,12744,916,12611,10917,706,9414,8920,12470,4080,1310,878,,8315,7756,5061,2411,9110,11258,6150,1427,9395,6824,9638,,849,1076,,,,8684,8204,9229,4093,,11683,3517,8728,12437,991,1658,,1175,4931,,,,14135,7741,646,14080,,,11649,9860,10275,11286,,,5845,3143,14355,1508,,6293,8645,,,,3613,9092,,2755,,,9707,4496,6986,,,12696
191,2970,13180,7305,,,12588,4522,8592,7649,,1782,4754,3225,5501,12745,917,12612,10918,726,9415,8921,12471,4081,1311,901,,8335,7757,5062,2412,9111,11281,6675,1428,9396,6825,9639,,850,1077,,,,8709,8205,9230,4094,,11684,4090,8729,12456,1012,1659,,1195,4932,,,,14156,7742,647,14101,,,11650,9881,10276,11311,,,5846,3144,14356,1509,,6294,8646,,,,3614,9093,,2756,,,9708,4519,6987,,,12697
192,2971,13181,7306,,,12589,4525,8611,7650,,1783,4774,3248,5502,12766,918,12613,10919,727,9416,8941,12472,4082,1332,902,,8336,7776,5063,2413,9133,11282,6676,1429,9397,6826,9660,,851,1078,,,,9334,8206,9248,4095,,11685,4115,8730,12457,1013,1660,,1196,4933,,,,14157,7743,648,14102,,,11671,9882,10277, ,,,5847,3145,14376,1510,,6316,8647,,,,3615,9094,,2757,,,9709,4520,6988,,,12698
193,2991,13182,7327,,,12590,4997,8612,7674,,1784,4775,3249,5503,12767,919,12632,10920,728,9417,8942,12473,4083,1333,903,,8337,7777,5064,2414,9134,11283,6700,1430,9398,6844,9661,,870,1079,,,, ,8207,9249,4113,,11686,4116,8749,12458,1014,1661,,1197,4954,,,,14158,7762,667,14103,,,11672,9883,10278,,,,5848,3146,14377,1530,,6317,8668,,,,3635,9095,,2758,,,9730,4544,6989,,,12720
194,2992,13183,7328,,,12591,4998,8613,7675,,1785,4800,3250,5504,12768,920,12633,10921,729,9418,8943,12474,4084,1334,904,,8338,7778,5065,2415,9135,11284,6701,1431,9419,6845,9662,,871,1080,,,,,8208,9250,4114,,11687, ,8750,12459,1015,1682,,1198,4955,,,,14159,7763,668,14104,,,11673,9884,10279,,,,5849,3147,14378,1531,,6318,8669,,,,3636,9116,,2759,,,9731, ,7011,,,12721
209,2993,13184,7329,,,12614,4999,8614,8248,,1807,5252,3848,5505,12769,940,12634,10922,730,9440,8944,12494,4105,1335,905,,8812,7779,5085,2435,9136,11306,6721,1432,9420,6846,9663,,872,1081,,,,,8209,9251,4117,,11707,,8751,12460,1016,1683,,1199,4956,,,,14160,7764,669,14105,,,11674,9885,10280,,,,5850,3148,14379,1532,,6319,8670,,,,3637,9117,,2780,,,9732,,7012,,,12722
210,2994,13202,7330,,,12615,5000,8615,8249,,1808,5253,3849,5526,12770,941,12635,10941,731,9441,8945,12495,4106,1357,926,,8813,7780,5086,2436,9137,11307,6722,1452,9421,6847,9664,,873,1100,,,,,8228,9252,4118,,11708,,8752,12461,1017,1684,,1200,4957,,,,14161,7765,670,14126,,,11696,9906,10281,,,,5868,3168,14927,1533,,6320,8671,,,,3638,9118,,2781,,,9733,,7013,,,12746
211,2995,13203,7331,,,13113,5001,8616,8274,,1809,5276,3850,5527,12771,942,12657,10942,732,9442,8946,12496,4107,1358,927,,8814,7781,5087,2437,9158,11308,6723,1453,9422,6848,9685,,874,1101,,,,,8229,9253,4119,,11709,,8753,12462,1037,1685,,1221,4958,,,,14180,7766,1144,14127,,,11697,9907,10300,,,,5869,3169,14928,1534,,6341,8672,,,,3639,9119,,2782,,,9734,,7014,,,13193
212,3016,13204,7332,,,13114,5002,8617,8275,,1810,5277,3873,5528,12791,943,12658,10943,751,9942,8968,12497,4108,1359,928,,8834,7801,5088,2438,9159,11331,6724,1454,9423,6849,9686,,875,1102,,,,,8230,9254,4120,,11710,,8754,12481,1038,1686,,1222,4959,,,,14181,7767,1166,14128,,,12147,9908,10301,,,,5870,3170,14929,1535,,6342,8694,,,,3640,9120,,2783,,,9756,,7015,,,13194
213,3017,13205,7352,,,13115,5021,8636,8899,,1832,5278,3874,5529,12792,944,12659,10944,752,9943,8969,12498,4109,1382,929,,8835,7802,5089,2439,9160,11882,6725,1455,9444,6850,9687,,876,1103,,,,,8231,9255,4140,,11711,,8755,12482,1039,1708,,1223,4978,,,,14182,7768,1167,14129,,,12148,9909,10302,,,,5871,3171,14930,1555,,6344,8695,,,,3665,9141,,2784,,,9757,,7036,,,13195
214,3018,13206,7353,,,13137,5022,8637, ,,1833,5279,3875,5530,12793,945,12660,10945,753,9944,9443,12520,4110,1384,950,,8836,7803,5090,2440,9161, ,6726,1456,9445,6873,9688,,895,1104,,,,,8232,9273,4141,,11732,,8774,12483,1040,1709,,1224,4979,,,,14183,7787,1168,14130,,,12172,9931,10303,,,,5872,3172,14951,1556,,6345,8696,,,,3666,9142,,3208,,,9758,,7037,,,13196
215,3019,13207,7354,,,13138,5023,8638,,,1834,5301, ,5551,13341,946,12683,10946,754,9965,9466,12521,4111,1855,951,,8837,7804,5585,2441,9185,,6746,1457,9446,6874,9710,,896,1105,,,,,8233,9274,4142,,11733,,8775,12484,1041,1710,,1225,4980,,,,14184,7788,1169,14150,,,12173,9932,10304,,,,5873,3173,14952,1557,,6369,9195,,,,3691,9143,,3209,,,10282,,7038,,,13217
216,3020,13208,7355,,,13139,5024,8639,,,2359,5302,,5552,13342,966,12684,10947,755,9966,9467,12522,4112,1856,952,,8838,7805,5586,2460,9759,,6747,1478,9447,6875,9711,,897,1106,,,,,8234,9275,4143,,11734,,8776,12485,1042,1711,,1246,4981,,,,14185,7789,1190,14151,,,12174,9933,10305,,,,5874,3193,14953,1558,,6393,9196,,,,4137,9144,,3210,,,10283,,7039,,,13218
217,3041,13228,7356,,,13140,5025,8640,,,2384,5303,,5553,13343,967,12708,10967,756,9967,9468,12970,4129,1857,953,,8839,7806,5587,2461,9760,,6748,1479,9448,7397,9712,,898,1107,,,,,8252,9276,4144,,11735,,8777,12486,1043,1736,,1247,4982,,,,14206,7790,1191,14152,,,12175,9934,10327,,,,5875,3194,14954,1559,,6394,9197,,,,4138,9145,,3230,,,10306,,7040,,,13219
235,3042,13229,7377,,,13162,5026,8641,,,2408,5304,,5554,13366,968,12709,10968,757,9968,9469,12995,4130,1858,954,,8840,7827,5588,2462, ,,6749,1480,9470,7398,9735,,899,1126,,,,,8253,9277,4145,,12259,,8778,12487,1062,2235,,1248,4983,,,,14207,7791,1192,14153,,,12176,9957,10328,,,,5893,3195,14955,1560,,6418,9218,,,,4139,9166,,3231,,,10307,,7062,,,13220
236,3043,13230,7378,,,13163,5027,8642,,,2409,5326,,5576,13367,969,13185,10969,1251,9969,9491,12996,4131,1859,974,,8859,7828,5610,2463,,,6750,1481,9471,7399,9736,,900,1127,,,,,8254,9278,4592,,12260,,8779,12508,1063,2236,,1249,4984,,,,14208,7792,1193,14154,,,12197,9958,10329,,,,5894,3196,14976,1561,, ,9219,,,,4161,9167,,3232,,,10308,,7063,,,13221
237,3044,13231,7379,,,13164,5046,8660,,,2433,5327,,5577,13368,970,13186,10970,1252,9989,9492,13019,4132,1860,975,,8860,7829,5611,2464,,,6774,1482,9472,7400,9737,,921,1128,,,,,8255,9279,4593,,12284,,8780,12509,1064,2256,,1250,5003,,,,14209,7793,1194,14155,,,12198,9959,10330,,,,5895,3197,14977,1580,,,9220,,,,4162,9168,,3233,,,10331,,7064,,,13222
238,3067,13232,7380,,,13165,5047,8661,,,2434,5328,,5578,13369,971,13187,10971,1253,9990,9493,13020,4133,1880,976,,8861,7830,5612,2465,,,7325,1503,9473,7401,9761,,922,1129,,,,,8256,9280,4613,,12285,,8799,12510,1065,2257,,1672,5004,,,,14231,7813,1215,14175,,,12199,10431,10751,,,,5896,3743,14978,1581,,,9221,,,,4163,9169,,3234,,,10332,,7087,,,13241
239,3068,13255,7381,,,13166,5048,8662,,,3009,5329,,5602,13370,992,13209,10991,1254,9991,9494,13021,4134,1881,977,,8862,7831,5613,2466,,,7326,1504,9474,7402,9762,,923,1130,,,,,8257,9299,4614,,12286,,8800,12511,1066,2258,,1696,5005,,,,14232,7814,1216,14176,,,12200,10432,10752,,,,5897,3744,14979,1582,,,9222,,,,4164,9170,,3235,,,10333,,7088,,,13242
240,3069,13256,7403,,,13188,5049,8663,,,3034,5351,,6126,13391,993,13210,10992,1276,9992,9495,13022,4135,1882,978,,8863,7852,5614,2486,,,7350,1505,9496,7421,9763,,924,1131,,,,,8258,9300,4615,,12310,,8801,12534,1067,2259,,1697,5006,,,,14780,7815,1217,14177,,,12201,10456,10753,,,,5898,3745,14980,1583,,,9243,,,,4165,9171,,3255,,,10356,, ,,,13243
241,3092,13755,7404,,,13189,5050,8664,,,3634,5352,,6127,13392,994,13211,10993,1277,9993,9516,13044,4136,1883,979,,8864,7853,5615,2487,,,7351,1506,9497,7422,10209,,925,1151,,,,,8259,9301,4616,,12311,,8802,12535,1068,2260,,1698,5007,,,,14781,7816,1218,14178,,,12222,10457,10754,,,,5899,3746,14981,1584,,,9244,,,,4166,9192,,3256,,,10357,,,,,13244
261,3093,13756,7405,,,13190,5051,8665,,,15506,5353,,6151,13393,995,13212,10994,1278,9994,9517,13045,4155,1884,998,,8865,7854,5635,2488,,,7374,1507,9498,7423,10210,,947,1152,,,,,8278,9302,4617,, ,,8803,12536,1069,2261,,1699,5008,,,,14782,7817,1219,14179,,,12223,10458,10755,,,,5900,3767,15552,1585,,,9245,,,,4186,9193,,3257,,,10358,,,,,13245
262,3094,13757,7428,,,13191,5052,8666,,,15507,5354,,6152,13394,996,13213,10995,1279,10014,9518,13046,4156,1885,999,,8884,7855,5636,2489,,,7375,2001,9499,7424,10211,,948,1153,,,,,8279,9303,4618,,,,8804,12936,1087,2282,,1721,5009,,,,14783,7818,1220,14200,,,12224,10481,10756,,,,5901,3768,15553,1586,,,9246,,,,4187,9194,,3258,,,10381,,,,,13246
263,3519,13758,7429,,,13214,5071,8667,,,15508,5375,,6153,13395,997,13233,10996,1280,10015,9519,13047,4157,1886,1000,,8885,7877,5637,2490,,,7376,2002,9522,7425,10212,,949,1154,,,,,8280,9325,4638,,,,8805,12937,1088,2283,,1722,5028,,,,14805,7838,1240,14201,,,12225,10482,10757,,,,5919,3769,15554,1606,,,9247,,,,4188,9741,,3259,,,10382,,,,,13247
264,3520,13779,7430,,,13215,5072,8685,,,15509,5376,,6177,13966,1018,13234,11016,1301,10016,9520,13069,4158,1905,1001,,8886,7878,5638,2491,,,7975,2003,9523,7426,10213,,972,1155,,,,,8281,9726,4639,,,,8824,12960,1089,2284,,1723,5029,,,,14806,7839,1241,14225,,,12226,10483,10776,,,,5920,3770,15555,1607,,,9268,,,,4189,9742,,3260,,,10383,,,,,13248
638,3521,13780,7879,,,13216,5073,8686,,,15531,5377,,6178,13967,1019,13235,11017,1302,10017,9521,13070,4159,1906,1002,,8887,8326,5639,2492,,,8000,2004,9524,7427,10214,,973,1156,,,,,8282,9727,4640,,,,8825,12961,1090,2285,,1724,5030,,,,14807,7840,1242,14728,,,12246,10484,10777,,,,5921,3771,15576,1608,,,9269,,,,4190,9743,,3281,,,10932,,,,,13249
639,3542,13781,7880,,,13240,5074,8687,,,15532,5378,,6179,13991,1020,13236,11018,1303,10018,9541,13071,4160,1907,1003,,8888,8327,5640,2512,,, ,2005,9548,7445,10215,,1372,1176,,,,,8283,9728,4641,,,,8826,12962,1091,2286,,1745,5031,,,,14808,7841,1243,14730,,,12247,10506,10778,,,,5922,3772,15577,1609,,,9270,,,,4191,9766,,3282,,,10957,,,,,13250
640,3543,13782,7902,,,13739,5075,8688,,,15533,5379,,6202,13992,1021,13237,11019,1304,10019,9542,13072,4181,1908,1023,,8889,8328,5641,2513,,,,2026,9946,7446,10234,,1373,1177,,,,,8284,9729,4642,,,,8827,12983,1092,2308,,1746,5032,,,,14809,7864,1244,14751,,,12248,10507,10779,,,,5923,3792,15578,2155,,,9271,,,,4210,9767,,3283,,,10982,,,,,13267
662,3544,13783,7903,,,13763,5076,8689,,,15534,5400,,6227, ,1022,13238,11020,1305,10039,9543,13073,4182,1909,1024,,8890,8329,5660,2514,,,,2027,9947,7447,10235,,1374,1178,,,,,8303,9749,4643,,,,8828,12984,1093,2309,,1747,5033,,,,14830,7865,1245,14752,,,12249,10508,10780,,,,5924,3793,15579,2156,,,9272,,,,4211,9768,,3284,,, ,,,,,13268
663,3545,13784,7904,,,13764,5077,8690,,,15556,5902,,6751,,1044,13239,11021,1326,10040,9544,13094,4183,1910,1025,,8910,8351,5661,2515,,,,2028,9948,7448,10236,,1375,1179,,,,,8304,9750,4644,,,,8849,12985,1094,2310,,1748,5034,,,,14831,8339,1266,14753,,,12250,10509,10781,,,,5925,3794,15580,2157,,,9294,,,,4212,9769,,3285,,,,,,,,13269
664,3546,13785,7905,,,13788,5096,8691,,,15557,5926,,6752,,1045,13257,11042,1327,10041,9545,13095,4184,1911,1026,,8911,8352,5662,2516,,,,2029,9949,7449,10237,,1395,1180,,,,,8305,9751,4663,,,,8850,12986,1112,2311,,1749,5053,,,,14832,8340,1267,14754,,,12251,10531,10782,,,,5944,3795,15601,2158,,,9295,,,,4213,9792,,3306,,,,,,,,13270
665,3547,13801,7906,,,13789,5097,8692,,,15558,5927,,6777,,1046,13258,11043,1328,10042,9546,13096,4185,1912,1048,,8912,8353,5663,3010,,,,2030,9970,7450,10238,,1396,1181,,,,,8306,9752,4664,,,,8851,12987,1113,2333,,1770,5054,,,,14833,8341,1268,14755,,,12271,10532,10783,,,,5945,3796,15602,2159,,,9296,,,,4214,9793,,3307,,,,,,,,13271
666,3566,13802,7907,,,13814,5098,8693,,,15559,5928,,6778,,1047,13259,11044,1329,10043,9547,13097,4207,1931,1049,,8913,8354,5664,3011,,,,2031,9971,7451,10239,,1397,1201,,,,,8307,9753,4665,,,,8852,12988,1114,2334,,1771,5055,,,,14834,8342,1269,14776,,,12272,10533,10799,,,,5946,3797,15603,2179,,,9297,,,,4215,9794,,3308,,,,,,,,13272
687,3567,13803,7926,,,13815,5099,8710,,, ,5929,,6802,,1070,13260,11045,1330,10065,9566,13098,4208,1932,1050,,8914,8355,5665,3012,,,,2052,9972,7452,10240,,1398,1202,,,,,8308,9754,4666,,,,8874,13006,1115,2335,,1772,5056,,,,14856,8343,1292,14777,,,12273,10534,10800,,,,5947,3818,15604,2180,,,9319,,,,4216,9795,,3309,,,,,,,,13273
688,3568,13804,7927,,,13840,5100,8711,,,,5951,,6803,,1516,13261,11046,1331,10066,9567,13099,4209,1933,1074,,8915,8376,5685,3013,,,,2053,9973,7470,10241,,1399,1203,,,,,8309,9755,4667,,,,8875,13007,1116,14732,,1773,5057,,,, ,8363,1293,14778,,,12274,10556,10801,,,,5948,3819,15605,2181,,,9320,,,,4235,9796,,3310,,,,,,,,13274
689,3569,13805,7928,,,14388,5101,8712,,,,5952,,6827,,1517,13262,11069,1351,10566,9568,13119,4233,1934,1075,,8935,8377,5686,3035,,,,2054,9974,7471,10258,,1400,1204,,,,,8330,9772,4668,,,,8876,13008,1117,14733,,1774,5058,,,,,8364,1817,14779,,,12275,10557,10802,,,,5949,3820,15606,2182,,,9321,,,,4236,9818,,3311,,,,,,,,13275
690,3570,13806,7929,,,14413,5102,8713,,,,5953,, ,,1518,13263,11070,1352,10567,9569,13120,4234,1935,1528,,8936,8378,5687,3036,,,,2055,9995,7472,10259,,1420,1205,,,,,8331,9773,4669,,,,8900,13009,1118,14734,,1775,5059,,,,,8365,1818,14800,,,12296,10558,10803,,,,5950,3821, ,2183,,,9821,,,,4237,9819,,3330,,,,,,,,13292
691,3571,13807,7930,,, ,5122,8714,,,,5954,,,,1540,13264,11542,1353,10568,9570,13121,4259,1936,1529,,8937,8379,5688,3037,,,,2056,9996,7473,10260,,1421,1206,,,,,8332,9774,4670,,,,9304,13010,1119,14735,,1794,5078,,,,,8366,1819,14801,,,12297,10559,10804,,,,5969,3822,,2184,,,9844,,,,4238,9820,,3331,,,,,,,,13293
692,3572,13808,7931,,,,5123,8715,,,,5976,,,,1541,13282,11543,1354,10569,9571,13122,4680,1956,1552,,8938,8380,5689,3038,,,,2077,9997,7474,10261,,1422,1226,,,,,8333,9775,4688,,,,9305,13011,1137,14736,,1795,5079,,,,,8367,1842,14802,,,12298,10582,10805,,,,5970,4368,,2185,,,9845,,,,4239,10444,,3332,,,,,,,,13294
693,3591,13809,7932,,,,5124,8716,,,,5977,,,,1542,13283,11544,1355,10590,9572,13123,4681,1957,1553,,8939,8381,5690,3039,,,,2078,9998,7475,10262,,1423,1227,,,,,8334,9776,4689,,,,9326,13012,1138,14756,,1796,5080,,,,,8368,1843,14803,,,12299,10583,10806,,,,5971,4369,,2205,,,9846,,,,4240, ,,3333,,,,,,,,13295
694,3592,13826,7951,,,,5125,8738,,,,5978,,,,1543,13284,11545,1356,10591,9591,13124,4682,1958,1554,,8940,8401,5710,3040,,,,2079,9999,7476,10263,,1424,1228,,,,,8356,9777,4690,,,,9327,13013,1139,14757,,1797,5081,,,,,8388,1844,14804,,,12300,10584,10807,,,,5972,4370,,2206,,,9869,,,,4241,,,3334,,,,,,,,13296
711,3593,13827,7952,,,,5126,9139,,,,6001,,,,1544,13285,11546,1376,10592,9592,13145,4683,1959,1576,,8960,8402,5711,3059,,,,2080,10020,7495,10264,,1425,1229,,,,,8357,9778,4691,,,,9328,13031,1140,14758,,1798,5082,,,,,8389,1866,14825,,,12321,11082,10808,,,,5973,4371,,2207,,,9870,,,,4260,,,3335,,,,,,,,13297
712,3594,13828,7953,,,,5127,9140,,,,6002,,,,1566,13286,11567,1377,10593,9593,13146,4684,1960,1577,,8961,8403,5712,3060,,,,2081,10021,7496,10265,,1445,1230,,,,,8358,9779,4692,,,,9329,13032,1141,14759,,1799,5083,,,,,8390,1867,14826,,,12322,11107,10809,,,,5974,4392,,2208,,,9871,,,,4261,,,3336,,,,,,,,13298
713,3595,13829,7954,,,,5149,9162,,,,6003,,,,1567,13307,11568,1378,10594,9594,13147,4685,1982,1578,,8962,8404,5713,3061,,,,2103,10022,7497,10266,,1446,1231,,,,,8359,9780,4693,,,,9330,13033,1142,14760,,1800,5103,,,,,8391,1868,14827,,,12323,11108,10824,,,,5975,4393,,2209,,,9894,,,,4262,,,3354,,,,,,,,13299
714,3596,13830,7955,,,,5150,9163,,,,6577,,,,1568,13308,11569,1379,10614,9595,13148,4686,1983,1601,,8963,8405,5714,3062,,,,2104,10023,7498,10284,,1447,1651,,,,,8829,9797,4694,,,,9331,13034,1143,14761,,1820,5104,,,,,8392,1869,14850,,,12797,11132,10825,,,,5995,4394,,2210,,,9895,,,,4263,,,3355,,,,,,,,13317
715,3616,13831,7956,,,,5601,9164,,,,6578,,,,1569,13309,11570,1380,10615,9619,13595,4705,1984,1602,,8964,8426,5715,3063,,,,2105,10024,7499,10285,,1448,1652,,,,,8830,9798,4695,,,,9349,13035,1165,14784,,1821,5105,,,,,8393,2468,15426,,,12798,11133,10826,,,,5996,4395,,2231,,,9896,,,,4264,,,3356,,,,,,,,13318
716,3617,13832,7957,,,,5622,9165,,,,6579,,,,1570,13310,11571,1381,10616,10094,13620,4706,2457,1625,,9438,8427,5740,3064,,,,2106,10044,7500,10286,,1449,1653,,,,,8831,9799,4713,,,,9350,13036,1565,14785,,1822,5531,,,,,8394,2469,15427,,,12799,11134,10827,,,,5997,4396,,2232,,,9919,,,,4265,,,3357,,,,,,,,13319
717,3618,13833,7976,,,,5623,9186,,,,6602,,,,1592,13333,11593,1876,10617,10116,13621,4707,2458,1626,,9439,8428,6210,3065,,,,2128,10045,8023,10287,,1450,1654,,,,,8832,9800,4714,,,,9351,13037,1589,14786,,1823,5532,,,,,8413,2493,15428,,,12801,11157,10828,,,,5998,4417,,2233,,,9920,,,,4266,,,3358,,,,,,,,13320
718,3619,13834,7977,,,,5624,9187,,,,6603,,,,1593,13334,11594,1877,10618,10117,13645,4708,2459,1627,,9459,8429,6211,3066,,,,2129,10046,8024,10288,,1451,1655,,,,,8833,9801,4715,,,,9352,13038,1590,14810,,1824,5555,,,,,8414,12517,15450,,,12821,11158,10829,,,,5999,4418,,2234,,,9921,,,,4286,,,3359,,,,,,,,13321
