1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111
, 1214, 4213, 12271, 10661, 12558, 7001, 9622,, 12222, 5717, 801, 6724, 2112, 7368, 6000, 852, , 5916, 12481, 5904, 6970,, 12095,, 15588, 15262, 1554, 9245, 6005,,, 11801, 10851, 12525, 9376, 11295, 4531, 12065, 9663,, 14696, 2749, 933, 11577, 10882, 5735, 96, 1209, 8426, 11162, 753, 14077, 12344, 3550, 12974, 9454, 6919, 14236, 3108, 4912, 6806, 12230, 3249, 396, 3647,,, 3479,, 5115, 7978,, 5796,, 9222, 1939, 533, 171, 961, 6958, 14204, 2534, 9940, 2678, 2765, 4991, 12261, 700, 5213, 8079, 13047, 13939, 941, 1364, 2670, 1123, 11563, 11928, 7910, 3961, 5682, 14707, 10993,, 2769, 410, 1695, 180, 8186, 7247
, 1215, 4214, 12272, 10662, 13131, 7002, 9623,, 12223, 5718, 824, 6747, 2113, 7369, 6001, 853,, 5917, 12482, 5926, 6971,, 12096,, 15589, 15263, 1577, 9246, 6006,,, 11802, 10852, 12545, 9398, 11317, 4552, 12066, 9664,, 14697, 2750, 934, 11578, 10883, 5736, 97, 1210, 8427, 11163, 12553, 14078, 12866, 3551, 12975, 9455, 6920, 14237, 3109, 4913, 6807, 12231, 3250, 397, 3648,,, 3502,, 5116, 7979,, 5797,, 9223, 1940, 554, 172, 962, 6959, 14205, 2535, 9941, 2679, 2766, 5488, 12262, 701, 5214, 8080, 13048, 13961, 942, 1388, 2671, 1145, 11564, , 8432, 3962, 5683, 14730, 10994,, 2770, 411, 1696, 181, 8187, 7248
, 1715, 4235, 12273, 10663, , 7003, 9624,, 12224, 5741, 825, 6748, 2114, , 6002, 854,, 5918, 13004, 5927, 6972,, 12118,, 15590, 15286, 1578, 9267, 6031,,, 11803, 10853, 12546, 9399, 11318, 4553, 12067, 9665,, 14698, 2751, 955, 11579, 10884, 6261, 98, 1211, 8428, 11186, 12554, 14079, 12867, 3552, 12976, 9456, 6921, 14238, 3110, 4937, 6808, 12255, 3251, 398, 3668,,, 3503,, 5136, 7980,, 5798,, 9224, 1941, 555, 173, 963, 6960, 14206, 2558, 10414, 2680, 2767, 5489, 12286, 702, 5215, 8081, 13049, 13962, 943, 1988, 3142, 1146, 11587,, 8433, 3982, 5684, 14731, 11014,, 2771, 412, 1718, 182, 8188, 7249
, 1716, 4763, , 10685,, 7004, 9625,, 12747, 5742, 849, 6749, 2135,, 6022, 874,, 5939, 13005, 5928, 6973,, 12119,, 15613, 15287, 1579, 9268, ,,, 11825, 10854, 12547, 9400, 11319, 4554, 12068, 9666,, 14719, 2773, 956, 11601, 10885, 6285, 99, 1212, 8452, 11187, 12578, 14080, 12868, 3555, 12999, 9457, 6922, 14261, 3111, 5512, 6809, 12256, 3273, 399, 3669,,, 3504,, 5137, 7981,, 5799,, 9225, 1963, 556, 190, 1510, 6961, 14227, 3133, 10415, 2702, 2768, 5490, 12287, 703, 5238, 8101, 13070, 13963, 944, , 3143, 1147, 11588,, 8434, 3983, 5705, 14732, 11015,, 2772, 413, 1719, 183, 8210, 7250
, 1717, 4783,, 10686,, 7025, 9647,, 12748, 5767, 1400, 6773, 2136,, 6023, 875,, 5940, 13029, 5929, 6974,, 12120,, 15614, 15288, 2151, 9269,,,, 11826, 10855, 12548, 9401, 11320, 4555, 12090, 9667,, 14720, 2774, 957, 11602, 10906, 6286, 518, 1232, 8453, 11188, 12579, 14081, 12890, 3575, 13000, 9458, 6923, 14262, 3112, 5537, 6832, 12257, 3274, 400, 3670,,, 3505,, 5138, 7982,, ,, 9226, 1964, 557, 191, 1511, 6982, 14228, 3157, 10416, 2703, 2789, 5491, 12288, 725, 5239, 8102, 13071, 13964, 966,, 3144, 1148, 11589,, 8435, 3984, 5706, 14754, 11016,, 2794, 414, 1720, 184, 8211, 7251
, 1739, 4784,, 10687,, 7026, 9648,, 12772, 5792, 1401, 7296, 2137,, 6024, 876,, 5941, 13030, 5930, 6994,, 12121,, 15615, 15312, 2152, 9270,,,, 11827, 10874, 12549, 9402, 11321, 4556, 12091, 9668,, 14721, 2775, 958, 11603, 10907, 6287, 542, 1233, 8951, 11189, 12580, 14103, 12891, 3576, 13024, 9479, 7392, 14263, 3113, , 6833, 12258, 3275, 401, 3671,,, 3527,, 5139, 8002,,,, 9247, 1965, 579, 192, 1535, 6983, 14229, 3158, 10417, 2704, 2790, 5513, 12311, 727, 5240, 8103, 13072, 14487, 967,, 3145, 1747, 12138,, 8436, 3985, 5707, 14755, 11017,, 2795, 415, 1721, 185, 8212, 7252
, 1740, 4785,, 10688,, 7027, 10197,, 12773, 6263, 1424, 7297, 2138,, 6025, 877,, 5942, 13031, 5952, 6995,, 12143,, , , 2176, 9271,,,, 11828, 10875, 12550, 9422, 11342, 5103, 12092, 9669,, 14744, 2776, 959, 11604, 10908, 6311, 543, 1234, 8953, 11190, 12603, 14104, 12892, 3577, 13025, 9480, 7393, 14287, 3134,, 6834, 12279, 3276, 402, 3672,,, 3528,, 5140, 8003,,,, 9248, 1989, 580, 193, 1536, 6984, 14230, , 10418, 2705, 2791, 5514, 12312, 1176, 5264, 8104, 13073, 14488, 968,, 3167, 1748, 12139,, 8437, 3986, 5708, 14756, 11018,, 2796, 416, 1744, 205, 8213, 7271
, 1741, 4786,, 11234,, 7028, 10198,, 12796, 6264, 1425, 7321, 2139,, 6026, 878,, 5943, 13054, 5953, 6996,, 12144,,,, 2177, 9272,,,, 11829, 10876, 12571, 9423, 11343, 5104, 12093, 9689,, 14745, 2799, 980, 11625, 10909, 6312, 544, 1235, 8954, 11191, 12604, 14105, 12893, 3578, 13549, 9481, 7394, 14887, 3135,, 6858, 12280, 3297, 403, 3673,,, 3529,, 5141, 8004,,,, 9249, 2488, 581, 194, 1537, 6985, 14231,, 10439, 2706, 2792, 5515, 12313, 1177, 5812, 8126, 13074, 14489, 992,, 3168, 13521, 12162,, 8457, 3987, 5731, 14757, 11019,, 2797, 417, 1745, 206, 8234, 7272
, 1742, 4787,, 11235,, 7029, 10199,, 12797, 6265, 1449, 7322, 2687,, 6049, 879,, 5944, 13055, 5954, 6997,, 12145,,,, 2178, 9291,,,, 11849, 10877, 12572, 9424, 11344, 5105, 12115, 9690,, 15270, 2800, 981, 11626, 10910, 6336, 545, 1236, 8976, 11210, 13129, 14128, 12894, 3579, 13574, 9482, 7395, 14888, 3136,, 6859, 12281, 3298, 419, 3693,,, 3530,, 5161, 8033,,,, 9250, 2489, 582, 195, 1538, 6986, 14252,, 10440, 2727, 2793, 5516, 12336, 1201, 5813, 8127, 13696, 14510, 1515,, 3169, 13523, 12163,, 8458, 4007, 5732, 14778, 11541,, 2798, 418, 1746, 207, 8235, 7273
, 1743, 4788,, 11236,, 7030, 10221,, 12798, 6266, 1450, 7323, 2688,, 6050, 880,, 5964, 13056, 5955, 6998,, 12168,,,, 2202, 9292,,,, 11850, 10878, 12573, 9425, 11345, 5106, 12116, 9691,, 15271, 2801, 982, 11627, 10911, 6337, 546, 1237, 8977, 11211, 13130, 14129, 12895, 3580, 13575, 9483, 7396, , 3137,, 7433, 12282, 3299, 420, 3694,,, 3531,, 5162, 8058,,,, 9251, 2513, 605, 196, 1539, 7007, 14253,, 10441, 2728, 2814, 5538, 12338, 1202, 5814, 8128, 13697, 14511, 1516,, 3170, 13546, 12164,, 8459, 4008, 5757, 14779, 11542,, 2819, 434, 2193, 208, 8236, 7274
, 1763, 4789,, 11259,, 7050, 10222,, 12799, 6267, 13876, 7346, 2689,, 6075, 898,, 5965, 13080, 5978, 6999,, 12169,,,, 2203, 9293,,,, 11851, 10879, 12574, 9426, 11346, 5127, 12117, 9692,, 15273, 3301, 983, 11628, 10930, 6886, 547, 1786, 8978, 11212, 13152, 14153, 12914, 3599, 13599, 9503, 7397,, 3138,, 7458, 12283, 3300, 421, 3695,,, 3553,, 5164, 8505,,,, 9273, 2514, 606, 197, 1560, 7008, 14254,, 10442, 2729, 2815, 5539, , 1203, 5815, 8129, 13698, 14512, 1540,, 3171, 13548, 12165,, 8460, 4009, 6180, 14780, 11565,, 2820, 435, 2194, 209, 8237, 7275
, 1764, 4808,, 11260,, 7051, 10223,, 12821, 6268, 13899, 7347, 2711,, 6600, 899,, 5966, 13081, 5979, 7000,, 12170,,,, 15277, 9294,,,, 11852, 10880, 12596, 9427, 11367, 5128, 12140, 9693,, 15294, 3323, 1506, 11629, 10931, 6911, 566, 1810, 8979, 11213, 13153, 14654, 12915, 3600, 13600, 9504, 7398,, 3139,, 7459, 12304, 3874, 422, 3696,,, 3554,, 5165, 8528,,,, 9274, 2515, 1029, 198, 1561, 7009, 14255,, 10443, 2730, 2816, 5540,, 1204, 5816, 8151, 13699, 14513, 1541,, 3172, 13570, 12187,, 8461, 4010, 6205, 14781, 11566,, 2821, 436, 2217, 210, 8238, 7276
, 1765, 4809,, 11261,, 7052, 10224,, 12822, 6288, 13900, 7348, 2712,, 6601, 900,, 5967, 13106, 5980, 7018,, 12171,,,, 15302, 9295,,,, 11853, 10899, 12597, 9447, 11368, 5129, 12141, 9715,, 15295, 3324, 1507, 11650, 10932, 6912, 567, 1811, 9001, 11214, 13154, 14655, 12916, 3601, 13601, 9507, 7417,, 3159,, , 12305, 3875, 423, 3697,,, 4102,, 5166, 8529,,,, 9275, 2516, 1030, 215, 1562, 7010, 14256,, 10444, 2731, 2817, 5541,, 1226, 5837, 8152, , 14514, 1542,, 3191, 13571, 12188,, 8462, 4011, 6206, 14782, 11567,, 2822, 437, 2218, 230, 8259, 7277
, 1766, 4810,, 11262,, 7053, 10245,, 12823, 6289, 13901, 7349, 2713,, 6622, 1402,, 5968, 13656, 6454, 7019,, 12193,,,, , 9296,,,, 11854, 10900, 12598, 9448, 11369, 5130, 12142, 9716,, 15296, 3325, 1508, 11651, 10933, 6936, 568, 1834, 9002, 11215, 13155, 14656, 12917, 3602, 13624, 9508, 7418,, 3160,,, 12306, 3899, 424, 3698,,, 4103,, 5713, 8530,,,, 9276, 2538, 1031, 216, 1563, 7032, 14257,, 10463, 2752, 2818, 5562,, 1227, 5838, 8652,, 14535, 1565,, 3192, 13572, 12189,, 8482, 4012, 6229, 14806, 11568,, 2823, 438, 2219, 231, 8260, 7298
, 1767, 4811,, 11284,, 7054, 10246,, 12824, 6290, 13924, 7372, 2736,, 6623, 1426,, 5969, 13679, 6455, 7020,, 12194,,,,, 9297,,,, 11874, 10901, 12622, 9449, 11370, 5131, 12641, 9717,, 15297, 3326, 1509, 11652, 10934, 7511, 569, 1835, 9003, 11216, 13156, 14678, 12918, 3603, 13625, 9509, 7419,, 3161,,, 12307, 3900, 425, 3718,,, 4127,, 5714, 8531,,,, 9298, 2539, 1032, 217, 1564, 7033, 14277,, 10464, 2753, 2840, 5563,, 1228, 5839, 8653,, 14536, 1566,, 3193, 13573, 12763,, 8483, 4032, 6230, 14807, 11590,, 2824, 439, 2220, 232, 8261, 7324
, 1768, 4812,, 11285,, 7055, 10247,, 12847, 6291, 13925, 7373, 2737,, 6624, 1427,, 5989, 13680, 6477, 7021,, 12195,,,,, 9819,,,, 11875, 10902, 13094, 9450, 11371, 5132, 12665, 9718,, 15298, 3348, 1530, 11653, 10935, , 570, 1836, 9004, 11217, 13157, 14679, 12919, 3604, 13626, 9528, 7420,, 3162,,, 12308, 3901, 426, 3719,,, 4128,, 5737, 8553,,,, 9299, 2540, 1053, 218, 1586, 7034, 14278,, 10465, 2754, 2841, 5564,, 1229, 5840, 8654,, 14537, 1567,, 3194, 13595, ,, 8484, 4033, 6231, 15281, 11591,, 2825, 440, 2221, 233, 8262, 7748
, 1769, 4813,, 11286,, 7074, 10248,, 12848, 6292, 14500, 7374, 2738,, 6625, 1428,, 5990, 13681, 6478, 7022,, 12196,,,,, 9844,,,, 11876, 10903, 13095, 9451, 11393, 5152, 12666, 10217,, 15319, 3349, 1531, 11675, 10936,, 571, 1837, 9026, 11237, 13177, 14680, 12920, 3605, 13649, 9529, 7421,, 3186,,, 12309, 3923, 427, 3720,,, 4752,, 5738, 8554,,,, 9300, 2541, 1054, 219, 1587, 7035, 14279,, 10466, 2755, 3265, 5565,, 1230, 5841, 8676,, 14538, 1568,, 3195, 13596,,, 8485, 4034, 6253, 15282, 11592,, 2846, 441, 2241, 234, 8263, 7749
, 1787, 4814,, 11287,, 7075, 10249,, 12849, 6293, 14501, 7971, 2760,, 6626, 1451,, 5991, 13705, 6479, 7023,, 12219,,,,, 9845,,,, 11877, 10904, 13096, 9452, 11394, 5153, 12667, 10240,, 15320, 3350, 1532, 11676, 10955,, 572, 1858, 9027, 11238, 13178, 14681, 12939, 3624, 13650, 9530, 7422,, 3187,,, 12329, 3924, 447, 3721,,, ,, 5739, 8555,,,, 9324, 2562, 1055, 220, 1588, 7558, 14280,, 10467, 2756, 3290, 5566,, 1251, 5863, 8677,, 14539, 1591,, 3196, 13597,,, 8486, 4035, 6254, 15306, 11593,, 2847, 442, 2242, 235, 8264, 7770
, 1788, 4833,, 11288,, 7076, 10272,, 12872, 6313, 14524, 7972, 2761,, 6627, 1452,, 5992, , 6480, 7024,, 12220,,,,, 9846,,,, 11878, 10905, 13097, 9453, 11395, 5154, 12690, 10241,, 15321, 3351, 1533, 11677, 10956,, 573, 1859, 9028, 11239, 13179, 14702, 12940, 3625, 13674, 9531, 7423,, 3659,,, 12330, 3925, 448, 3722,,,,, 5740, 8556,,,, 9325, 2563, 1056, 221, 2161, 7559, 14281,, 10468, 2777, 3291, 5588,, 1252, 5864, 8678,, 14560, 1592,, 3197, 13598,,, 8487, 4036, 6255, 15307, 11614,, 2848, 443, 2243, 657, 8284, 7771
, 1789, 4834,, 11310,, 7077, 10273,, 12873, 6314, 14525, 7973, 2762,, 6647, 1453,, 5993,, 6481, 7042,, 12221,,,,, 9868,,,, 12376, 10925, 13098, 9472, 11396, 5155, 12691, 10242,, 15322, 3373, 1534, 11678, 10957,, 574, 1860, 9029, 11240, 13180, 14703, 12941, 3626, 13675, 9532, 7424,, 3660,,, 12331, 4499, 449, 3723,,,,, 5761, 8557,,,, 9350, 2564, 1057, 222, 2162, 7560, 14305,, 10488, 2778, 3292, 5589,, 1253, 5865, 8679,, 14561, 12764,, 3216, 13620,,, 8506, 4037, 6256, 15330, 11615,, 2849, 459, 2244, 658, 8285, 7772
, 1790, 4835,, 11311,, 7078, 10274,, 12874, 6315, 14526, , 2763,, 6648, 1474,, 6014,, 6501, 7043,, 12244,,,,, 9869,,,, 12377, 10927, 13099, 9473, 11419, 5156, 12692, 10243,, 15344, 3374, 1555, 11700, 10958,, 575, 11834, 9051, 11241, 13181, 14704, 12942, 3627, 14174, 9533, 7442,, 3683,,, 12332, 4524, 450, 3743,,,,, 5762, 8577,,,, 9823, 2565, 1058, 223, 2163, 7582, 14802,, 10489, 2779, 3314, 5590,, 1254, 5889, 8680,, 14562, 12765,, 3217, 13621,,, 8507, 4038, 6257, 15331, 11616,, 3320, 460, 2245, 659, 8286, 7773
, 1791, 4836,, 11312,, 7099, 10822,, 13372, 6316, 14527,, 2786,, 6649, 1475,, 6015,, 6502, 7044,, 12245,,,,, 9870,,,, 12401, 10928, 13119, 9474, 11893, 5157, 12715, 10265,, 15345, 3375, 1556, 11701, 10959,, 589, 11858, 9052, 11242, 13182, 14705, 12943, 3628, 14175, 9534, 7443,, 3684,,, 12333, 4525, 451, 3744,,,,, 5763, 8578,,,, 9824, 2566, 1078, 242, 2164, 7583, 14803,, 10490, 2780, 3315, 5591,, 1255, 6437, 8701,, 14563, 12766,, 3218, 13622,,, 8508, 4057, 6258, 15332, 11617,, 3321, 461, 2246, 660, 8287, 7774
, 1792, 4837,, 11885,, 7100, 10823,, 13373, 6317, 14549,, 2787,, 6650, 1476,, 6016,, 6503, 7045,, 12744,,,,, 9871,,,, 12402, 10929, 13120, 9475, 11917, 5177, 12716, 10266,, 15346, 3376, 1557, 11702, 10960,, 590, 11859, 9053, 11263, 13202, 14727, 12944, 3629, 14199, 9554, 7444,, 3685,,, 12334, 4549, 923, 3745,,,,, 5764, 8579,,,, 9825, 2588, 1079, 243, 2186, 7584, 14804,, 10491, 2802, 3316, 5614,, 1256, 6438, 8702,, 14564, 12767,, 3219, 13623,,, 8509, 4058, 6259, 15354, 11618,, 3322, 462, 2266, 681, 8288, 7795
, 1793, 4838,, 11886,, 7101, 10824,, 13396, 6318, 14550,, 2788,, 6651, 1477,, 6017,, 6504, 7046,, 12745,,,,, 9893,,,, 12403, 11401, 13121, 9476, 11918, 5178, 12717, 10267,, 15369, 3398, 1558, 12201, 10961,, 591, 11884, 9054, 11264, 13203, 14728, 12945, 3630, 14200, 9555, 7445,, 3686,,, 12354, 4550, 924, 3746,,,,, 5765, 8580,,,, 9826, 2589, 1080, 244, 2187, 7585, 14805,, 10492, 2803, 3317, 5615,, 1274, 6439, 8703,, 14565, 12789,, 3220, 13644,,, 8510, 4059, 6278, 15355, 11640,, 3344, 463, 2267, 682, 8289, 7796
, 1812, 4839,, 11909,, 7102, 10846,, 13397, 6338, 14551,, 3313,, 6673, 1478,, 6040,, 6505, 7047,, 12746,,,,, 9894,,,, 12425, 11402, 13122, 9477, 11919, 5179, 12740, 10268,, , 3399, 1559, 12202, 10982,, 592, 12409, 9078, 11265, 13204, 14729, 12964, 3649, 14201, 9556, 7446,, 3687,,, 12355, 5175, 946, 3747,,,,, 5766, 8581,,,, 9847, 2590, 1081, 245, 2188, 7607, 14827,, 10493, 2804, 3318, 5616,, 1275, 6440, 8704,, 14585, 12790,, 3221, 13645,,, 8511, 4060, 6279, 15356, 11641,, 3345, 464, 2268, 683, 8309, 7797
, 1813, 4840,, 11910,, 7125, 10847,, 13398, 6339, 14552,, 3337,, 6674, 1479,, 6041,, 6506, 7048,, 12768,,,,, 9895,,,, 12426, 11403, 13123, 9478, 11920, 5180, 12741, 10269,,, 3400, 1580, 12203, 10983,, 593, 12410, 9079, 11266, 13205, 14752, 12965, 3650, 14224, 9557, 7447,, 3688,,, 12356, , 947, 3772,,,,, 5786, 8582,,,, 9848, 2591, 1082, 246, 2189, 7608, 14828,, 10513, 2805, 3339, 6114,, 1276, 6441, 8705,, 14586, 12791,, 3222, 13646,,, 8512, 4061, 6280, 15357, 11642,, 3346, 465, 2269, 684, 8310, 7798
, 1814, 4858,, 11911,, 7601, 10848,, 13421, 6340, 14573,, 3338,, 6675, 1499,, 6491,, 6526, 7049,, 12769,,,,, 9896,,,, 12427, 11426, 13124, 9498, 11942, 5181, 12742, 10290,,, 3401, 1581, 12204, 11483,, 594, 12433, 9577, 11761, 13206, 14753, 12966, 3651, 14225, 9558, 7448,, 3708,,, 12357,, 948, 4243,,,,, 5787, 8583,,,, 9849, 2614, 1083, 247, 2211, 7609, 14829,, 10514, 2827, 3340, 6115,, 1277, 6463, 8706,, 14587, 12792,, 3241, 13647,,, 8532, 4062, 6281, 15378, 12166,, 3347, 466, 2270, 685, 8311, 7799
, 1815, 4859,, 11912,, 7602, 10849,, 13422, 6341, 14574,, 3361,, 6699, 1500,, 6514,, 6527, 7067,, 12770,,,,, 9897,,,, 12428, 11427, 13143, 9499, 11943, 5728, 13315, 10291,,, 3424, 1582, 12205, 11484,, 595, 12434, 9601, 11762, 13207, 15280, 12967, 3652, 14226, 9559, 7449,, 3709,,, 12358,, 949, 4244,,,,, 5788, 8602,,,, 9850, 2615, 1084, 248, 2212, 7632, 14830,, 10515, 2828, 3341, 6116,, 1278, 6464, 8726,, 14588, 12815,, 3242, 13648,,, 8533, 4063, 6282, 15379, 12167,, 3370, 467, 2271, 705, 8312, 7820
, 1816, 4860,, ,, 7626, 10871,, 13423, 6342, 14575,, 3362,, 6700, 1501,, 6515,, 6528, 7068,, 12771,,,,, 9917,,,, 12450, 11428, 13144, 9500, 11944, 5729, 13316, 10292,,, 3425, 1583, 12226, 11506,, 596, 12435, 9602, 11786, 13227, 15303, 12968, 3653, 14249, 9580, 7450,, 3710,,, 12359,, 950, 4245,,,,, 5789, 8603,,,, 9851, 3114, 1102, 268, 2213, 7633, 14831,, 10516, 2829, 3342, 6138,, 1279, 6465, 8727,, 14589, 12816,, 3243, 13669,,, 8534, 4082, 6283, 15380, 12190,, 3371, 485, 2291, 706, 8313, 7821
, 1817, 4861,,,, 7627, 10872,, 13446, 6343, 14576,, 3387,, 7299, 1502,, 6516,, 6529, 7069,, 12793,,,,, 9918,,,, 12451, 11449, 13145, 9501, 11945, 5730, 13340, 10293,,, 3426, 1584, 12227, 11507,, 597, 12458, 9603, 11787, 13228, 15304, 12969, 3654, 14250, 9581, 7467,, 3711,,, 12856,, 951, 4246,,,,, 5790, 8604,,,, 9872, 3140, 1103, 269, 2811, 7634, 14852,, 10517, 3302, 3343, 6139,, 1280, 6466, 8728,, 14613, 12817,, 3244, 13670,,, 8535, 4083, 6284, 15381, 12191,, 3372, 486, 2292, 707, 8314, 7822
, 1818, 4862,,,, 7628, 10873,, 13447, 6344, 14598,, ,, 7300, 1503,, 6517,, 6530, 7070,, 12794,,,,, 9919,,,, 12452, 11450, 13146, 9502, 11946, 5753, , 10294,,, 3926, 1585, 12228, 11508,, 598, 12459, 9626, 11788, 13229, 15305, 12970, 3655, 14251, 9582, 7468,, 3712,,, 12857,, 969, 4247,,,,, 5791, 8605,,,, 9873, 3141, 1104, 270, 2812, 7657, 14853,, 10538, 3303, 3363, 6140,, 1281, 6467, 8729,, 15062, 12818,, 3245, 13671,,, 8536, 4084, 6303, 15382, 12192,, 3394, 487, 2293, 708, 8315, 7823
, 1838, 4883,,,, 7651, 11447,, 13448, 6365, 14599,,,, 7325, 1524,, 6518,, 6531, 7071,, 12795,,,,, 9920,,,, 12453, 11451, 13147, 9523, 11967, 5754,, 10315,,, 3948, 1605, 12229, 11509,, 599, 12460, 9627, 11789, 13230, 15328, 12989, 3674, 14274, 9583, 7469,, 3713,,, 12880,, 970, 4267,,,,, 6362, 8606,,,, 9874, 3163, 1105, 271, 2813, 7658, 14854,, 10539, 3304, 3364, 6141,, 1299, 6488, 8730,, 15063, 12841,, 3246, 13672,,, 8537, 4085, 6304, 15404, 12215,, 3395, 488, 2294, 709, 8336, 7824
, 1839, 4884,,,, 7652, 11448,, 13449, 6366, 14600,,,, , 1525,, 6539,, 6551, 7072,, 12819,,,,, 9921,,,, 12454, 11452, 13148, 9524, 11968, 5755,, 10316,,, 3949, 1606, 12250, 11510,, 600, 12483, 9628, 11810, 13231, 15329, 12990, 3675, 14275, 9605, 7470,, 3714,,, 12881,, 971, 4268,,,,, 6363, 8607,,,, 9875, 3164, 1106, 272, 2836, 7659, 14855,, 10540, 3305, 3365, 6142,, 1300, 6489, 8751,, 15086, 12842,, 3247, 13673,,, 8559, 4086, 6305, 15405, 12216,, 3396, 489, 2295, 710, 8337, 7825
, 1840, 4885,,,, 7653, 11472,, 13472, 6367, 15101,,,,, 2051,, 6540,, 6552, 7073,, 12820,,,,, 9922,,,, 12474, 11453, 13149, 9525, 11969, 5756,, 10317,,, 3950, 1607, 12251, 11511,, 614, 12484, 9629, 11811, 13232, 15353, 12991, 4101, 14299, 9606, 7471,, 3733,,, 12882,, 972, 4269,,,,, 6364, 8608,,,, 9876, 3165, 1107, 273, 2837, 8208, 14856,, 10541, 3327, 3366, 6162,, 1301, 6490, 8752,, 15087, 12843,, 3266, 14170,,, 8560, 4087, 6306, 15406, 12217,, 3397, 490, 2296, 730, 8338, 7826
, 1841, 5386,,,, 7654, 11473,, 13473, 6368, 15124,,,,, 2076,, 6541,, 6553, 7092,, 12844,,,,, 9942,,,, 12475, 11454, 13150, 9526, 11970, 5777,, 10318,,, 3951, 1608, 12252, 11531,, 615, 12485, 9651, 11812, 13254, , 12992, 4126, 14300, 9607, 7472,, 3734,,, 12883,, 973, 4270,,,,, 6386, 8627,,,, 9898, 3166, 1108, 294, 2838, 8209, 14877,, 10542, 3328, 3367, 6163,, 1302, 7063, 8753,, 15088, 13364,, 3267, 14171,,, 9058, 4088, 6307, 15407, 12218,, 3419, 491, 2297, 731, 8339, 7845
, 1842, 5387,,,, 7655, ,, 13474, 6391, 15125,,,,, 2077,, 6542,, 6554, 7093,, 12845,,,,, 9943,,,, 12476, 11474, 13168, 9527, 11971, 5778,, 10319,,, 3973, 1609, 12253, 11532,, 616, 12508, 9652, 11813, 13255,, 12993, 4129, 14324, 9608, 7473,, 3735,,, 12904,, 974, 4271,,,,, 6387, 8628,,,, 9899, 3188, 1109, 296, 15283, 8233, 14878,, 10566, 3329, 3368, 6164,, 1303, 7064, 8754,, 15111, 13365,, 3268, 14172,,, 9059, 4108, 6329, , 12240,, 3420, 510, 2316, 732, 8340, 7846
, 1865, 5388,,,, 7675,,, 13497, 6392, 15126,,,,, 2101,, 6543,, 6555, 7094,, 12846,,,,, 9944,,,, 12477, 11475, 13169, 9549, 11992, 5779,, 10865,,, 3974, 1632, 12254, 11533,, 617, 12509, 9653, 11814, 13752,, 12994, 4130, 14325, 10032, 7474,, 3736,,, 12905,, 975, 4272,,,,, 6388, 8629,,,, 9900, 3189, 1127, 297, 15284, , 14879,, 11039, 3330, 3369, 6165,, 1304, 7065, 8777,, 15112, 13366,, 3269, 14173,,, 9060, 4109, 6330,, 12241,, 3421, 511, 2317, 733, 8362, 7847
, 2339, 5408,,,, 7676,,, 13498, 6393, 15127,,,,, 2102,, 6544,, 6556, 7095,, 12869,,,,, 9945,,,, 12478, 11476, 13170, 9550, 11993, 5780,, 10866,,, 3975, 1633, 12275, 11534,, 618, 12510, 9654, 11815, 13753,, 13015, 4151, 14824, 10033, 7491,, 3737,,, 12906,, 976, 4273,,,,, 6389, 8630,,,, 9901, 3190, 1128, 715, 15285,, 14880,, 11040, 3331, 3388, 6166,, 1305, 7088, 9301,, 15113, 13367,, 3270, 14195,,, 9061, 4110, 6331,, 12242,, 3422, 512, 2318, 734, 8363, 7848
, 2340, 5409,,,, 7677,,, 13998, 6417, 15149,,,,, 2126,, 6564,, 6576, 7096,, 12870,,,,, 9946,,,, 12479, 11477, 13171, 10022, 11994, 5781,, 10867,,, 3976, 2131, 12276, 11535,, 619, 12511, 9677, 11817, 13754,, 13016, 4152, 14825, 10056, 7492,, 3738,,, 12907,, 977, 4292,,,,, 6390, 8632,,,, 9923, 3213, 1129, 716, ,, 14881,, 11041, 3352, 3389, 6167,, 1324, 7089, 9302,, 15114, 13388,, 3271, 14196,,, 9062, 4111, 6332,, 12243,, 3423, 513, 2319, 735, 8760, 7849
, 2341, 5410,,,, 7678,,, 14022, 6442, 15150,,,,, 2127,, 6565,, 6577, 7097,, 12871,,,,, 9947,,,, 12500, 11478, 13172, 10023, 11995, 5782,, 10868,,, 3998, 2132, 12277, 11536,, 620, 12533, 9678, 11835, 13755,, 13017, 4153, 14826, 10057, 7493,, 3739,,, 12908,, 978, 4293,,,,, 6411, 8633,,,, 9924, 3214, 1130, 717,,, 14902,, 11042, 3353, 3390, 6187,, 1325, 7090, 9303,, 15136, 13389,, 3293, 14197,,, 9082, 4112, 6354,, ,, 3444, 514, 2320, 754, 8761, 7850
