105
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.76042581,0.61045468,-0.48852673,-0.57260811,-0.05144034,0.65636539,2.344785,2.4678469,5.1937647,14.725821,11.197894,8.9894457,59.086956,20.47826,104.73913,21.170332,4.9966578,0.96257645,5.4342184,23,9,0.32788447,1,0,0,4968,4968,4968
2,0.47546685,0.11829581,-0.80133206,-0.069987006,-0.19868483,0.55990463,5.1318178,0.035878137,6.0717444,68.590759,32.612633,8.1139994,21.727272,77.818184,94.272728,30.083824,0.42811048,1.8692707,0.25387594,66,12,0.00023179958,1,1,1,14256,14256,14256
3,0.23273315,0.19852965,-0.70934987,-0.00090323982,-0.38404718,0.59104115,1.5780402,2.0359964,6.2615151,46.16925,10.745115,9.165966,119.27027,15.810811,40.297298,24.580227,0.57749444,1.5771526,0.57494777,36,8,0.013005392,1,1,1,7992,7776,7992
4,0.85966593,0.6364156,-0.36909857,-0.71607703,0.5792191,0.12451974,3.1892748,2.2115822,5.4195075,16.723577,14.37669,10.643146,100.60976,141.7317,94.170731,25.669241,6.0190139,1.8733933,3.8292761,41,6,0.38499436,1,1,1,8856,8856,8856
5,0.80687964,0.68011385,0.14052303,0.1597379,-0.44983366,0.86740232,1.2298208,1.935544,5.8961263,17.513542,14.131321,11.911203,43,11.75,103.125,27.054041,4.4693131,0.42877877,2.7707033,48,12,0.41732058,1,1,1,10368,10368,10368
6,0.34501323,0.26850498,-0.54076314,-0.033115797,-0.20992975,0.81388456,1.5611438,1.7376204,0.012922554,46.152477,15.923216,12.39217,30.068182,133.56818,123.68182,32.858765,0.31359598,1.1450977,0.19127074,86,14,0.030716602,1,1,1,19008,18576,19008
7,0.69708419,0.52646524,-0.42828462,-0.17678988,-0.64667881,0.60590768,5.6045227,0.11917912,5.2383971,30.330776,21.143105,15.968099,105.40224,18.921787,11.581006,41.875347,1.2094162,0.96351719,0.42645633,178,13,0.59506333,1,1,1,38664,38448,38664
8,0.6203568,0.28815237,-0.37456781,0.36901456,0.82462484,0.20861727,5.6626554,0.062211774,5.7587662,60.67334,37.639118,17.483166,116.32552,123.61826,108.79391,55.031609,4.1822443,1.1073266,5.7381043,404,29,0.051012654,1,1,1,92232,87264,92232
9,0.82493085,0.20242189,0.36685276,-0.89995074,0.0087635396,0.23543784,2.1597104,0.055249743,2.8740594,67.44796,55.6399,13.652944,105.61475,108.90984,45.909836,46.132896,1.9206632,2.6659191,4.2881117,238,20,0.00089303247,1,1,1,52704,51408,52704
10,0.66841334,0.52550137,-0.65560603,-0.58827317,0.21804269,0.42020556,1.3879036,1.7113447,5.9159484,24.536289,16.400383,12.893853,19.449438,128.19101,43.719101,33.236485,0.25267032,2.1552806,5.0732164,89,12,0.54143655,1,1,1,19224,19224,19224
