,grain,FIP
0,1,8.936160037920913e-11
1,2,2.467853641702792e-07
2,3,7.867630321046993e-07
3,4,1.3961245163098554e-07
4,5,3.526899582439688e-06
5,6,9.88721940769362e-07
6,7,7.461334302013218e-07
7,8,9.548878498713924e-08
8,9,2.409936595588793e-06
9,10,1.7559101203549926e-06
10,11,9.3507843138455e-10
11,12,3.1928259983734205e-08
12,13,6.242470511932708e-07
13,14,3.455915453576659e-07
14,15,2.789721196056525e-06
15,16,2.9465164570184075e-07
16,17,6.652449234847543e-09
17,18,1.780962029753037e-06
18,19,9.047741209874379e-08
19,20,6.037897068411064e-07
20,21,3.3546871940225937e-07
21,22,8.34790346712876e-06
22,23,8.133443426288051e-07
23,24,1.4120976116597856e-06
24,25,8.14039045260886e-06
25,26,2.7753372061965853e-06
26,27,1.6219832199804808e-06
27,28,8.879508561175008e-07
28,29,1.155597638858656e-07
29,30,6.93275953572624e-06
30,31,1.5350910165002385e-06
31,32,4.6295502910869356e-10
32,33,1.6784552751316388e-07
33,34,2.3450970984627816e-07
34,35,1.2376795029217325e-09
35,36,1.586438394950614e-06
36,37,1.8866267906921456e-08
37,38,8.586838167839295e-06
38,39,7.428953451933152e-08
39,40,7.531888181832734e-08
40,41,3.666985983957734e-06
41,42,3.203927466067652e-07
42,43,3.2851413842906904e-07
43,44,2.985296969183715e-06
44,45,6.272097292661937e-06
45,46,1.03469123175396e-07
46,47,7.5186542859135595e-06
47,48,6.929908427934467e-06
48,49,3.8938866989557986e-07
49,50,3.6688342456712165e-08
50,51,7.718124950342136e-06
51,52,7.484141162577567e-06
52,53,2.2121260245825626e-07
53,54,6.40222025524857e-07
54,55,1.5120899399352493e-07
55,56,5.298734871433307e-08
56,57,3.1094005960176567e-06
57,58,1.4809841386942818e-07
58,59,5.706380817031462e-06
59,60,9.609349604945316e-08
60,61,4.259757974598026e-06
61,62,9.747861085169605e-06
62,63,3.6090811687523264e-06
63,64,2.4572697012913926e-07
64,65,1.4740515354267029e-08
65,66,1.917844606863206e-07
66,67,5.235918004343169e-10
67,68,4.883042525805568e-07
68,69,1.7604701061833692e-06
69,70,7.573409585292904e-06
70,71,6.936821274657059e-07
71,72,4.3353957231747577e-07
72,73,3.292142382207575e-06
73,74,7.222343890493702e-07
74,75,3.4759451466589804e-07
75,76,1.7487922622640038e-06
76,77,8.236488829446149e-07
77,78,4.672803379130916e-08
78,79,1.8487584009538072e-06
79,80,4.7666369039769984e-08
80,81,4.753507367502608e-06
81,82,9.013116694319761e-10
82,83,7.7428010731374e-06
83,84,1.1441085482382659e-07
84,85,6.762275360057184e-06
85,86,6.259582879251412e-08
86,87,1.1451187237946472e-06
87,88,8.89167127392721e-08
88,89,6.817255819178785e-06
89,90,7.561617313775801e-06
90,91,1.0747463991887455e-06
91,92,6.032455266713883e-07
92,93,1.1228595062607571e-06
93,94,1.0239186447161684e-10
94,95,4.130358730154524e-07
95,96,1.500183897273326e-07
96,97,4.005269085666505e-08
97,98,3.546506555490945e-09
98,99,8.533786464497255e-06
99,100,2.983036921328576e-07
100,101,2.0038667168015958e-08
101,102,1.382800989849887e-11
102,103,9.070044799061524e-06
103,104,1.557396748490963e-08
104,105,6.317952617455595e-07
