103
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.24298377,0.14018317,-0.10606041,-0.34281045,-0.86993104,0.33830777,3.1825879,1.7345952,0.025859794,64.648499,15.708536,9.0626316,26.629629,44.333332,46.555557,32.209209,2.4706554,0.73405468,6.212337,81,12,0.019253429,1,1,1,17496,17496,17496
2,0.96916038,0.64083654,0.18548392,0.43310249,0.88148201,0.031740803,1.2248784,1.6906453,0.62473541,20.694633,20.056417,13.261877,121.42105,40.200001,85.168419,33.236485,6.1427279,2.4411979,3.98207,89,12,0.55829394,1,0,0,20520,19224,20520
3,0.82382971,0.48187959,0.22615501,0.21906233,-0.76922107,0.55602574,3.4559708,1.8341881,3.991854,18.7579,15.453316,9.0390491,138.62791,85.046509,47.093021,25.244877,4.8559651,0.64061016,3.3170278,39,6,0.43403465,1,1,1,9288,8424,9288
4,0.79100186,0.45306808,-0.44244856,-0.82857299,0.32228187,0.11764569,3.6545269,1.672122,4.2885981,20.793634,16.447803,9.4209318,106,20.222221,120.77778,27.606318,4.7678266,1.7212893,2.906718,51,12,0.48209575,1,0,0,11664,11016,11664
5,0.56644624,0.15088841,0.71419251,0.38630012,0.2367561,0.53352404,3.6221592,0.026115801,3.5028574,60.691162,34.378284,9.1575937,111.14117,19.729412,122.36471,32.730907,3.2197635,1.8950456,2.2281182,85,8,0.00063527981,1,1,1,18360,18360,18360
6,0.23002037,0.14260349,0.3875972,-0.16826734,-0.47169611,0.77392328,0.093155168,0.28588161,0.1013808,76.260185,17.541397,10.874969,114.625,114,74.5,38.92815,3.2793808,0.87250614,4.0985365,143,13,0.03464878,1,1,1,31104,30888,31104
7,0.75653201,0.43005869,-0.18085316,-0.68770748,0.025944695,0.70262182,5.1978798,0.59337711,5.3098145,18.495428,13.992384,7.9541197,109.05882,42.176472,104.29412,24.116339,4.5480313,0.68415999,1.0381269,34,8,0.44820717,1,0,0,7344,7344,7344
8,0.66373116,0.57620066,-0.67269695,-0.57347202,-0.055745609,0.464221,1.2264855,1.6919254,5.6176567,27.092047,17.981836,15.610456,31.55814,83.511627,104.48837,37.613895,2.3009555,1.2781047,2.2294166,129,14,0.51205546,1,0,0,27864,27864,27864
9,0.50032854,0.16163595,-0.50002003,0.64853185,0.079994194,0.5683198,3.1647296,1.5553268,6.1691236,70.536575,35.291462,11.401247,103.16883,32.337662,22.51948,39.465157,5.2293601,1.9190184,0.77415133,149,11,0.0017149324,1,1,1,33264,32184,33264
10,0.59775019,0.26656801,-0.70111626,0.35432613,-0.33006951,0.52339578,3.1984158,1.5761973,6.124547,74.780243,44.699902,19.934019,45.628929,112.04402,121.42767,57.589779,0.094700418,1.8072145,1.030576,463,24,0.0068544983,1,1,1,103032,100008,103032
11,0.90295917,0.71857905,0.17639379,-0.76271302,0.61205554,0.11199185,4.32793,0.94554424,4.4692273,17.062191,15.406463,12.260533,114.41177,68.529411,106.52941,27.606318,3.1098447,1.4658326,3.5271387,51,7,0.36177683,1,0,0,11016,11016,11016
12,0.90214521,0.7418474,0.54273629,-0.23358935,-0.68854326,0.42045388,3.640048,0.94068241,6.1507745,26.423992,23.838278,19.602571,85.611115,116.25,89.694443,44.247784,0.4897958,1.6593729,5.4103093,210,19,0.59725863,1,0,0,46656,45360,46656
13,0.54371941,0.3879047,-0.11927151,0.4455699,-0.023874441,0.88694519,4.7942719,0.60414732,6.2414885,47.438511,25.79324,18.401623,29.070288,123.97764,102.29713,50.218594,5.0008512,0.95882326,1.3361564,307,20,0.18927011,1,1,1,67608,66312,67608
14,0.91933507,0.62502736,0.046081565,0.89588416,-0.040092308,0.44006905,5.3792739,0.60743594,5.2335424,23.329695,21.447805,14.581697,108.60938,72.890625,55.21875,36.409416,2.7729502,0.98118758,0.44062838,117,16,0.60586452,1,0,0,27648,25272,27648
15,0.93387055,0.61614078,0.35482147,0.64422649,0.55662811,0.38631481,4.2663264,1.1147244,4.9013181,15.368224,14.351932,9.4689894,8.272727,82.818184,11.909091,23.877548,3.2448633,1.6527401,1.1101412,33,9,0.35909286,1,1,1,7128,7128,7128
16,0.79867792,0.76119745,-0.18085316,-0.68770748,0.025944695,0.70262182,1.6110491,2.0385482,4.5845041,19.7024,15.735872,14.997417,128.61038,70.090912,90.428574,31.532345,3.6983607,0.61511689,5.084157,76,12,0.4540953,1,0,0,16632,16416,16632
17,0.34013405,0.3129757,-0.60458148,-0.41655388,-0.53634608,0.41628954,1.6202618,1.6763443,0.0058070691,51.093266,17.378559,15.990951,22.418919,21,118.29729,38.837196,1.514065,1.6489477,0.30746078,142,14,0.044861685,1,1,1,31968,30672,31968
18,0.944718,0.19290394,-0.6449306,0.0026444383,-0.73426092,0.21193981,1.5394243,1.5857002,5.1267338,69.459824,65.619942,13.399074,126.90647,52.122303,61.208633,48.291714,1.2856901,1.4018791,1.2938907,273,16,0.00071257085,1,1,1,60048,58968,60048
19,0.17638339,0.14121465,0.32149303,-0.11373273,0.92957747,0.13997464,3.9132268,1.5309879,4.722558,88.48455,15.607205,12.495316,34.610737,88.409393,47.013424,38.745811,1.3802279,0.69599801,2.0602765,141,13,0.017500797,1,1,1,32184,30456,32184
20,0.21589723,0.16195971,-0.25632152,0.37186933,0.83334225,0.31867418,3.074209,1.7559004,6.2776775,80.295593,17.335596,13.00465,111.62963,93.851852,93.925926,40.497391,4.1103334,0.93722719,6.0449381,161,16,0.02092931,1,1,1,34992,34776,34992
21,0.90131682,0.5526098,-0.44244856,-0.82857299,0.32228187,0.11764569,5.2242413,0.53631258,5.7030787,16.863373,15.199242,9.3188658,85.307693,63.615383,49.615383,24.805748,0.63488632,1.1428452,2.3549049,37,9,0.42315692,1,0,0,8424,7992,8424
22,0.18917553,0.17699797,-0.24270095,0.74411625,-0.53253663,0.32216763,2.8429472,1.5454749,4.7505774,72.004036,13.621402,12.744569,60.786407,70.631065,31.194174,33.605808,6.0544014,1.7979708,2.2822473,92,15,0.013851373,1,1,1,22248,19872,22248
23,0.71125746,0.65074492,-0.25977373,0.079935245,0.9552151,0.11701316,3.2804472,2.1563146,5.6377392,21.862753,15.550046,14.227076,116.71429,117.42857,137.5,32.602047,4.5357652,0.55051368,5.1327972,84,11,0.57605124,1,1,1,18144,18144,18144
24,0.25805792,0.19486348,-0.4642635,0.06157067,-0.32922122,0.81992799,4.7857761,0.69288754,6.2162018,96.415634,24.880819,18.787886,96.702705,57.5,68.540543,56.40464,0.24996932,0.97479594,0.51367068,435,30,0.033829067,1,1,1,95904,93960,95904
25,0.77592152,0.62519115,-0.013859713,0.4202942,-0.67890763,0.60186809,5.4903092,0.10808586,4.7237725,16.820034,13.051026,10.515737,136.5,81.166664,67.5,23.877548,5.5908298,0.86804265,2.3833086,33,9,0.33634263,1,1,1,7776,7128,7776
