1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
, 5191, 7523,,, 3821,,, 13730,, 1961,, 5359,, 12652, 12743,,, 14880,,,,, 6570, 14026, 4195,,,, 7056, 12550,,,,,,,,,,, 7412,,, 12105, 13364,,,, 5154,,,,,, 1250,,,,, 3164, 8209, 8730, 6842, 10342, 2293,, 2820,, 14941, 2232,,,,,, 2696, 10603,,,,,, 10320,,, 12871, 4776,,,,,,
, 5192, 7524,,, 3822,,, 13731,, 1962,, 5360,, 12653, 12744,,, 14881,,,,, 6571, 14027, 4196,,,, 7057, 12569,,,,,,,,,,, 7437,,, 12106, 13365,,,, 5155,,,,,, 1251,,,,, 3165, 8210, 8749, 6843, 10343, 2310,, 2821,, 14942, 2251,,,,,, 3144, 10604,,,,,, 10321,,, 12872, 4777,,,,,,
, 5193, 7525,,, 3823,,, 13732,, 1983,, 5361,, 12654, 12745,,, 14882,,,,, 6572, 14028, 4197,,,, 7058, 12570,,,,,,,,,,, 7909,,, 12107, 13366,,,, 5177,,,,,, 1268,,,,, 3166, 8211, 8750, 6844, 10344, 2311,, 2844,, 14943, 2252,,,,,, 3167, 10625,,,,,, 10322,,, 12873, 4778,,,,,,
, 5194, 7546,,, 3824,,, 13733,, 1984,, 5362,, 13127, 12746,,, 14883,,,,, 6573, 14029, 4216,,,, 7059, 12571,,,,,,,,,,, 7934,,, 12108, 13384,,,, 5178,,,,,, 1269,,,,, 3187, 8212, 8751, 6845, 10363, 2312,, 2845,, 14944, 2253,,,,,, 3168, 11001,,,,,, 10323,,, 12874, 4797,,,,,,
, 5211, 7547,,, 3846,,, 13734,, 1985,, 5363,, 13128, 12747,,, 14884,,,,, 6574, 14030, 4217,,,, 7060, 12572,,,,,,,,,,, 7935,,, 12132, 13385,,,, 5179,,,,,, 1270,,,,, 3188, 8213, 8752, 6846, 10364, 2313,, 3365,, 14945, 2254,,,,,, 3169, 11002,,,,,, 10324,,, 12888, 4798,,,,,,
, 5212, 7548,,, 3847,,, 13754,, 1986,, 5364,, 13129, 12748,,, 14885,,,,, 6590, 14031, 4218,,,, 7076, 12573,,,,,,,,,,, 7959,,, 12133, 13386,,,, 5626,,,,,, 1271,,,,, 3189, 8229, 8753, 6847, 10365, 2314,, 3366,, 14966, 2255,,,,,, 3191, 11003,,,,,, 10345,,, 12889, 4799,,,,,,
, 5213, 7549,,, 3848,,, 13755,, 1987,, 5365,, 13130, 12749,,, 14886,,,,, 6591, 14032, 4219,,,, 7077, 12574,,,,,,,,,,, 7960,,, 12632, 13387,,,, 5627,,,,,, 1272,,,,, 3190, 8230, 8754, 6848, 10366, 2315,, 3367,, 14967, 2256,,,,,, 3192, 11004,,,,,, 10346,,, 12890, 4800,,,,,,
, 5214, 7550,,, 3849,,, 13756,, 2008,, 5366,, 13152, 12750,,, 14910,,,,, 6592, 14051, 4220,,,, 7078, 12575,,,,,,,,,,, 7961,,, 12633, 13388,,,, 5628,,,,,, 1273,,,,, 3611, 8231, 8776, 6864, 10367, 2316,, 3368,, 14968, 2257,,,,,, 3193, 11005,,,,,, 10347,,, 12891, 4801,,,,,,
, 5215, 7569,,, 3871,,, 13757,, 2009,, 5384,, 13153, 12751,,, 14911,,,,, 6593, 14052, 4221,,,, 7079, 12594,,,,,,,,,,, 7962,,, 12655, 13389,,,, 5629,,,,,, 1274,,,,, 3612, 8232, 8777, 6865, 10368, 2317,, 3369,, 14969, 2258,,,,,, 3194, 11024,,,,,, 10348,,, 12892, 4802,,,,,,
, 5216, 7570,,, 3872,,, 13758,, 2010,, 5385,, 13154, 12767,,, 15333,,,,, 6594, 14053, 4222,,,, 7080, 12595,,,,,,,,,,, 7963,,, 12656, 13390,,,, 5630,,,,,, 1275,,,,, 3613, 8233, 8778, 6866, 10369, 2335,, 3370,, 14992, 2276,,,,,, 3195, 11025,,,,,, 10349,,, 12893, 4803,,,,,,
, 5217, 7571,,, 3873,,, 13759,, 2011,, 5386,, 13155, 12768,,, 15334,,,,, 6595, 14054, 4223,,,, 7081, 12596,,,,,,,,,,, 7983,,, 12657, 13409,,,, 5649,,,,,, 1276,,,,, 3614, 8234, 8803, 6867, 10370, 2336,, 3371,, 14993, 2277,,,,,, 3215, 11026,,,,,, 10372,,, 12894, 4823,,,,,,
, 5218, 7572,,, 3874,,, 13760,, 2012,, 5387,, 13156, 12769,,, 15335,,,,, 6596, 14055, 4240,,,, 7082, 12597,,,,,,,,,,, 7984,,, 12658, 13410,,,, 5650,,,,,, 1294,,,,, 3634, 8235, 9326, 6868, 10371, 2337,, 3391,, 15442, 2278,,,,,, 3216, 11027,,,,,, 10373,,, 12895, 4824,,,,,,
, 5236, 7573,,, 3875,,, 13761,, 2013,, 5388,, 13176, 12770,,, 15357,,,,, 6597, 14056, 4241,,,, 7083, 12598,,,,,,,,,,, 7985,,, 12678, 13411,,,, 5651,,,,,, 1295,,,,, 3635, 8236, 9327, 6869, 10388, 2338,, 3392,, 15443, 2279,,,,,, 3217, 11028,,,,,, 10374,,, 12896, 4825,,,,,,
, 5237, 7574,,, 3876,,, 13762,, 2014,, 5389,, 13177, 12771,,, 15358,,,,, 6598, 14057, 4242,,,, 7084, 12599,,,,,,,,,,, 7986,,, 12679, 13412,,,, 5652,,,,,, 1296,,,,, 3636, 8237, 9328, 6870, 10389, 2339,, 3393,, 15466, 2280,,,,,, 3218, 11029,,,,,, 10398,,, 12897, 4826,,,,,,
, 5238, 7575,,, 3896,,, 13780,, 2033,, 5390,, 13178, 12772,,, 15359,,,,, 6616, 14058, 4243,,,, 7085, 12600,,,,,,,,,,, 7987,,, 12680, 13413,,,, 5653,,,,,, 1298,,,,, 3637, 8238, 9349, 6871, 10390, 2340,, 3394,, 15467, 2281,,,,,, 3219, 11030,,,,,, 10844,,, 12898, 4827,,,,,,
, 5239, 7593,,, 3897,,, 13781,, 2034,, 5391,, 13179, 12773,,, 15360,,,,, 6617, 14076, 4244,,,, 7086, 12620,,,,,,,,,,, 7988,,, 12681, 13414,,,, 5654,,,,,, 1299,,,,, 3638, 8257, 9350, 6872, 10391, 2341,, 3395,, 15468, 2282,,,,,, 3220, 11048,,,,,, 10845,,, 12899, 4849,,,,,,
, 5240, 7594,,, 3898,,, 13782,, 2035,, 5410,, 13180, 12774,,, 15361,,,,, 6618, 14077, 4245,,,, 7101, 12621,,,,,,,,,,, 8008,,, 12682, 13415,,,, 5655,,,,,, 1300,,,,, 3639, 8258, 9351, 6873, 10392, 2342,, 3396,, 15469, 2283,,,,,, 3240, 11049,,,,,, 10868,,, 12913, 4850,,,,,,
, 5241, 7595,,, 3899,,, 13783,, 2036,, 5411,, 13181, 12775,,, 15381,,,,, 6641, 14078, 4246,,,, 7102, 12622,,,,,,,,,,, 8009,,, 12683, 13434,,,, 5674,,,,,, 1301,,,,, 3640, 8259, 9352, 6890, 10393, 2360,, 3417,, 15491, 2301,,,,,, 3241, 11050,,,,,, 10869,,, 12914, 4851,,,,,,
, 5242, 7596,,, 3900,,, 13784,, 2037,, 5412,, 13182, 12794,,, 15382,,,,, 6642, 14079, 4247,,,, 7103, 12623,,,,,,,,,,, 8010,,, 12684, 13435,,,, 5675,,,,,, 1321,,,,, 3659, 8260, 9353, 6891, 10394, 2361,, 3418,, 15492, 2302,,,,,, 3242, 11051,,,,,, 10870,,, 12915, 4875,,,,,,
, 5262, 7597,,, 3901,,, 13785,, 2038,, 5413,, 13201, 12795,,, 15383,,,,, 6667, 14080, 4248,,,, 7104, 12624,,,,,,,,,,, 8011,,, 12703, 13436,,,, 5676,,,,,, 1322,,,,, 3660, 8261, 9354, 6892, 10395, 2362,, 3419,, 15493, 2303,,,,,, 3243, 11052,,,,,, 10871,,, 12916, 4900,,,,,,
, 5263, 7598,,, 3921,,, 13786,, 2039,, 5414,, 13202, 12796,,, 15384,,,,, 7094, 14081, 4249,,,, 7105, 13072,,,,,,,,,,, 8012,,, 12704, 13437,,,, 5677,,,,,, 1323,,,,, 3661, 8262, 9374, 6893, 10396, 2363,, 3420,, 15494, 2304,,,,,, 3244, 11053,,,,,, 10891,,, 12917, 5275,,,,,,
, 5264, 7599,,, 3922,,, 13807,, 2059,, 5415,, 13203, 12797,,, 15385,,,,, 7095, 14082, 4266,,,, 7106, 13073,,,,,,,,,,, 8032,,, 12705, 13438,,,, 5678,,,,,, 1324,,,,, 3662, 8263, 9375, 6894, 10397, 2364,, 3421,, 15495, 2305,,,,,, 3245, 11054,,,,,, 10892,,, 12918, 5300,,,,,,
, 5265, 7600,,, 3923,,, 13808,, 2060,, 5416,, 13204, 12798,,, 15386,,,,, 7118, 14083, 4267,,,, 7107, 13096,,,,,,,,,,, 8033,,, 12706, 13439,,,, 5679,,,,,, 1325,,,,, 3663, 8681, 9376, 6895, 10413, 2365,, 3443,, 15496, 2306,,,,,, 3265, 11055,,,,,, 10893,,, 12919, 5301,,,,,,
, 5266, 7618,,, 3924,,, 14305,, 2061,, 5437,, 13205, 12799,,, 15405,,,,, 7119, 14101, 4268,,,, 7108, 13097,,,,,,,,,,, 8034,,, 12707, 13461,,,, 5680,,,,,, 1326,,,,, 3664, 8682, 9377, 6896, 10414, 2366,, 3444,, 15497, 2307,,,,,, 3266, 11073,,,,,, 10894,,, 12920, 5323,,,,,,
, 5287, 7619,,, 3925,,, 14306,, 2062,, 5438,, 13206, 12800,,, 15406,,,,, 7120, 14102, 4269,,,, 7109, 13098,,,,,,,,,,, 8035,,, 12708, 13462,,,, 5681,,,,,, 1347,,,,, 3665, 8683, 9378, 6897, 10415, 2367,, 3445,, 15498, 2326,,,,,, 3267, 11074,,,,,, 10895,,, 12921, 5324,,,,,,
, 5288, 7620,,, 3926,,, 14307,, 2063,, 5439,, 13207, 12821,,, 15407,,,,, 7121, 14103, 4270,,,, 7110, 13099,,,,,,,,,,, 8036,,, 12709, 13463,,,, 5699,,,,,, 1348,,,,, 3666, 8684, , 6915, 10416, 2389,, 3469,, 15515, 2751,,,,,, 3268, 11075,,,,,, 10896,,, 12922, 5325,,,,,,
, 5289, 7621,,, 3927,,, 14308,, 2064,, 5440,, 13226, 12822,,, 15408,,,,, 7122, 14104, 4271,,,, 7111, 13120,,,,,,,,,,, 8037,,, 12731, 13964,,,, 5700,,,,,, 1349,,,,, 3683, 8685,, 6916, 10417, 2390,, 3993,, 15516, 2752,,,,,, 3269, 11076,,,,,, 10897,,, 12923, 5326,,,,,,
, 5290, 7622,,, 3946,,, 14309,, 2085,, 5938,, 13227, 12823,,, 15409,,,,, 7123, 14105, 4272,,,, 7127, 13121,,,,,,,,,,, 8559,,, 12732, 13986,,,, 5701,,,,,, 1350,,,,, 3684, 8686,, 6917, 10418, 2391,, 3994,, 15517, 2753,,,,,, 3270, 11077,,,,,, 10916,,, 12939, 5327,,,,,,
, 5665, 7623,,, 3947,,, 14310,, 2086,, 5939,, 13228, 12824,,, 15410,,,,, 7142, 14106, 4273,,,, 7128, 13122,,,,,,,,,,, 8560,,, 12733, 13987,,,, 5702,,,,,, 1772,,,,, 3685, 8706,, 6918, 10419, 2392,, 4017,, 15518, 2776,,,,,, 3291, 11078,,,,,, 10917,,, 12940, 5348,,,,,,
, 5686, 7624,,, 3948,,, 14311,, 2087,, 5961,, 13229, 12825,,, 15411,,,,, 7143, 14107, 4274,,,, 7129, 13123,,,,,,,,,,, 8584,,, 13280, 13988,,,, 5703,,,,,, 1773,,,,, 3686, 8707,, 6919, 10420, 2865,, 4018,, 15519, 2777,,,,,, 3292, 11079,,,,,, 10918,,, 12941, 5349,,,,,,
, 5687, 7625,,, 3949,,, 14329,, 2088,, 5962,, 13230, 12848,,, 15428,,,,, 7144, 14126, 4292,,,, 7130, 13124,,,,,,,,,,, 8585,,, 13281, 13989,,,, 5704,,,,,, 1774,,,,, 3687, 8708,, 6920, 10421, 2866,, 4019,, 15520, 2778,,,,,, 3293, 11080,,,,,, 10919,,, 12942, 5350,,,,,,
, 5688, 7644,,, 3950,,, 14330,, 2089,, 5963,, 13231, 12849,,, 15429,,,,, 7145, 14127, 4293,,,, 7131, 13125,,,,,,,,,,, 8586,,, 13282, 13990,,,, 5705,,,,,, 1775,,,,, 3688, 8709,, 6941, 10422, 2889,, 4042,, 15521, 2779,,,,,, 3294, 11098,,,,,, 10920,,, 12943, 5351,,,,,,
, 5689, 7645,,, 3951,,, 14331,, 2110,, 5964,, 13232, 12850,,, 15430,,,,, 7146, 14128, 4294,,,, 7132, 13144,,,,,,,,,,, 8587,,, 13303, 14010,,,, 5706,,,,,, 1776,,,,, 3708, 8710,, 6942, 10439, 2890,, 4043,, 15522, 2801,,,,,, 3295, 11099,,,,,, 10921,,, 12944, 5352,,,,,,
, 5690, 7646,,, 3952,,, 14332,, 2111,, 5965,, 13251, 13249,,, 15431,,,,, 7147, 14129, 4295,,,, 7133, 13145,,,,,,,,,,, 8588,,, 13304, 14011,,,, 5725,,,,,, 1796,,,,, 3709, 8711,, 7315, 10440, 2891,, 4044,, 15540, 2802,,,,,, 3316, 11100,,,,,, 10922,,, 12945, 5353,,,,,,
, 5691, 7647,,, 3971,,, 14333,, 2112,, 5985,, 13252, 13250,,, 15432,,,,, 7148, 14130, 4296,,,, 7134, 13146,,,,,,,,,,, 8609,,, 13305, 14012,,,, 5726,,,,,, 1797,,,,, 3710, 8712,, 7316, 10441, 2892,, 13918,, 15541, 2803,,,,,, 3317, 11101,,,,,, 10923,,, 12946, 5372,,,,,,
, 5692, 7648,,, 3972,,, 14334,, 2113,, 5986,, 13253, 13269,,, 15433,,,,, 7149, 14131, 4297,,,, 7135, 13147,,,,,,,,,,, 8610,,, 13306, 14013,,,, 5727,,,,,, 1798,,,,, 3711, 8713,, 7317, 10442, 2912,, 13941,, 15542, 2804,,,,,, 3318, 11102,,,,,, 10924,,, 12947, 5373,,,,,,
, 5710, 7649,,, 3973,,, 14335,, 2135,, 5987,, 13254, 13270,,, 15434,,,,, 7150, 14151, 4298,,,, 7136, 13148,,,,,,,,,,, 8611,,, 13307, 14014,,,, 5728,,,,,, 1799,,,,, 3712, 8731,, 7340, 10443, 2913,, 13942,, 15543, 2805,,,,,, 3319, 11103,,,,,, 10943,,, 12948, 5374,,,,,,
, 5711, 7650,,, 3974,,, 14336,, 2136,, 5988,, 13255, 13271,,, 15435,,,,, 7166, 14152, 4299,,,, 7137, 13149,,,,,,,,,,, 8633,,, 13330, 14035,,,, 5729,,,,,, 1800,,,,, 3713, 8732,, 7341, 10444, 2914,, 13943,, 15544, 2826,,,,,, 3320, 11104,,,,,, 10944,,, 12966, 5375,,,,,,
, 5712, 7669,,, 3975,,, 14354,, 2137,, 5989,, 13256, 13272,,, 15436,,,,, 7167, 14153, 4300,,,, 7153, 13169,,,,,,,,,,, 8634,,, 13331, 14036,,,, 5730,,,,,, 1801,,,,, 3733, 8733,, 7342, 10445, 2915,, 13965,, 15545, 2827,,,,,, 3341, 11105,,,,,, 10945,,, 12967, 5376,,,,,,
, 5713, 7670,,, 3976,,, 14355,, 2161,, 5990,, 13277, 13273,,, 15453,,,,, 7168, 14154, 4317,,,, 7154, 13170,,,,,,,,,,, 8635,,, 13332, 14037,,,, 5731,,,,,, 1802,,,,, 3734, 8734,, 7343, 10446, 2916,, 13966,, 15546, 2828,,,,,, 3342, 11122,,,,,, 10946,,, 12968, 5377,,,,,,
, 5714, 7671,,, 3977,,, 14356,, 2556,, 6009,, 13278, 13274,,, 15454,,,,, 7169, 14155, 4318,,,, 7155, 13171,,,,,,,,,,, 8658,,, 13905, 14038,,,, 5750,,,,,, 1820,,,,, 3735, 8735,, 7344, 10447, 2917,, 13967,, 15565, 2829,,,,,, 3343, 11123,,,,,, 10947,,, 12969, 5378,,,,,,
, 5715, 7672,,, 3997,,, 14357,, 2561,, 6010,, 13279, 13275,,, 15455,,,,, 7170, 14176, 4319,,,, 7156, 13172,,,,,,,,,,, 8659,,, 13928, 14039,,,, 5751,,,,,, 1821,,,,, 3736, 8736,, 7346, 10464, 2934,, 13968,, 15566, 2830,,,,,, 3344, 11124,,,,,, 10948,,, 12970, 5397,,,,,,
, 5716, 7673,,, 3998,,, 14358,, 2580,, 6011,, 13753, 13276,,, 15456,,,,, 7171, 14177, 4320,,,, 7157, 13173,,,,,,,,,,, 9258,,, 13929, 14040,,,, 5752,,,,,, 1822,,,,, 3737, 8737,, 7347, 10465, 2935,, 13991,, 15567, 2831,,,,,, 3345, 11125,,,,,, 10949,,, 12971, 5398,,,,,,
, 5717, 7674,,, 3999,,, 14359,, 2581,, 6012,, 13778, 13293,,, 15457,,,,, 7172, 14178, 4321,,,, 7158, 13174,,,,,,,,,,, 9283,,, 13930, 14059,,,, 5753,,,,,, 1823,,,,, 3738, 8738,, 7364, 10466, 2936,, 13992,, 15568, 2851,,,,,, 3769, 11126,,,,,, 10970,,, 12972, 5399,,,,,,
, 5718, 7675,,, 4000,,, 14360,, 2587,, 6013,, 13779, 13294,,, 15458,,,,, 7173, 14179, 4322,,,, 7159, 13175,,,,,,,,,,, 9284,,, 13931, 14060,,,, 5754,,,,,, 1824,,,,, 3757, 8755,, 7365, 10467, 2937,, 13993,, 15569, 2852,,,,,, 3792, 11127,,,,,, 10971,,, 13391, 5400,,,,,,
, 5735, 7694,,, 4001,,, 14361,, 2609,, 6014,, 13803, 13295,,, 15459,,,,, 7174, 14553, 4323,,,, 7160, 13194,,,,,,,,,,, ,,, , 14061,,,, 5755,,,,,, 1825,,,,, 3758, 8756,, 7366, 10468, 2938,, 14017,, 15570, 2853,,,,,, 3793, 11128,,,,,, 10972,,, 13416, 5401,,,,,,
, 5736, 7695,,, 4023,,, 14379,, 2610,, 6015,, 13804, 13296,,, 15460,,,,, 7175, 14578, 4324,,,, 7161, 13195,,,,,,,,,,,,,,, 14062,,,, 5756,,,,,, 1826,,,,, 3759, 8757,, 7367, 10469, 2939,, 14519,, 15590, 2854,,,,,, 3794, 11129,,,,,, 10973,,, 13417, 5402,,,,,,
, 5737, 7696,,, 4024,,, 14380,, 2611,, 6016,, 13805, 13297,,, 15461,,,,, 7190, 14579, 4325,,,, 7162, 13196,,,,,,,,,,,,,,, 14063,,,, 5776,,,,,, 1827,,,,, 3760, 8758,, 7368, 10470, 2940,, 14541,, 15591, 2855,,,,,, 3795, 11130,,,,,, 10974,,, 13418, 5403,,,,,,
, 5738, 7697,,, 4025,,, 14381,, 2612,, 6036,, 13806, 13298,,, 15478,,,,, 7191, 14603, 4342,,,, 7178, 13197,,,,,,,,,,,,,,, 14064,,,, 5777,,,,,, 1828,,,,, 3761, 8759,, 7369, 10471, 2941,, 14542,, 15592, 2856,,,,,, 3816, 11147,,,,,, 10997,,, 13440, 5422,,,,,,
, 5739, 7698,,, 4421,,, 14382,, 2633,, 6037,, 13827, 13299,,, 15479,,,,, 7192, 14604, 4343,,,, 7179, 13198,,,,,,,,,,,,,,, 14086,,,, 5778,,,,,, 1843,,,,, 3762, 8760,, 7370, 10472, 2942,, 14543,, 15593, 2857,,,,,, 3817, 11148,,,,,, 10998,,, 13441, 5423,,,,,,
, 5740, 7699,,, 4422,,, 14383,, 2634,, 6038,, 13828, 13300,,, 15480,,,,, 7193, 14605, 4344,,,, 7180, 13199,,,,,,,,,,,,,,, 14087,,,, 5779,,,,,, 1844,,,,, 3763, 8761,, 7371, 10490, 2960,, 14544,, 15594, 2877,,,,,, 3818, 11149,,,,,, 11023,,, 13442, 5424,,,,,,
, 5741, 7700,,, 4446,,, 14384,, 2635,, 6039,, 13829, 13301,,, 15481,,,,, 7194, 14627, 4345,,,, 7181, 13200,,,,,,,,,,,,,,, 14636,,,, 5801,,,,,, 1845,,,,, 3764, 8762,, 7372, 10491, 2961,, 14565,, 15616, 2878,,,,,, 3819, 11150,,,,,, 11492,,, 13443, 5425,,,,,,
, 5742, 7721,,, 4447,,, 14385,, 2636,, 6040,, 13830, 13302,,, 15482,,,,, 7195, 14628, 4346,,,, 7182, 13220,,,,,,,,,,,,,,, 14637,,,, 5802,,,,,, 1846,,,,, 3765, 8763,, 7389, 10492, 2962,, 14566,, 15617, 2879,,,,,, 3820, 11151,,,,,, 11493,,, 13444, 5426,,,,,,
, 5743, 7722,,, 4448,,, 14386,, 2637,, 6041,, 13831, 13317,,, 15483,,,,, 7196, 14629, 4347,,,, 7183, 13221,,,,,,,,,,,,,,, 14638,,,, 5803,,,,,, 1847,,,,, 3766, 8764,, 7390, 10493, 2963,, 14567,, 15618, 2880,,,,,, 3841, 11152,,,,,, 11494,,, 13445, 5427,,,,,,
, 5759, 7723,,, 4471,,, 14387,, 2638,, 6063,, 13851, 13318,,, 15484,,,,, 7197, 14630, 4348,,,, 7184, 13222,,,,,,,,,,,,,,, 14661,,,, 5827,,,,,, 1848,,,,, 3767, 8765,, 7391, 10494, 2964,, 14568,, , 2881,,,,,, 3842, 11153,,,,,, 11516,,, 13464, 5428,,,,,,
, 5760, 7724,,, 4472,,, 14388,, 2639,, 6064,, 13852, 13319,,, 15485,,,,, 7198, 14631, 4368,,,, 7185, 13223,,,,,,,,,,,,,,, 14662,,,, 6275,,,,,, 1849,,,,, 3768, 8779,, 7392, 10495, 2965,, 14569,,, 2882,,,,,, 3843, 11154,,,,,, 11517,,, 13465, 5448,,,,,,
, 5761, 7725,,, 4473,,, 14404,, 2658,, 6065,, 13853, 13320,,, 15504,,,,, 7199, 14651, 4369,,,, 7186, 13224,,,,,,,,,,,,,,, 14663,,,, 6276,,,,,, 1850,,,,, 3784, 8780,, 7393, 10496, 2966,, 14590,,, 2883,,,,,, 3844, 11155,,,,,, 11518,,, 13466, 5449,,,,,,
, 5762, 7749,,, 4474,,, 14405,, 2659,, ,, 13854, 13321,,, 15505,,,,, 7200, 14652, 4370,,,, 7187, 13225,,,,,,,,,,,,,,, 14685,,,, 6277,,,,,, 1851,,,,, 3785, 8781,, 7394, 10940, 2988,, 14591,,, 2902,,,,,, 3845, 11172,,,,,, 11519,,, 13467, 5450,,,,,,
, 5763, 7750,,, 4496,,, 14406,, 2660,,,, 13855, 13322,,, 15506,,,,, 7215, 14653, 4371,,,, 7207, 13245,,,,,,,,,,,,,,, 14686,,,, 6278,,,,,, 1852,,,,, 3786, 8782,, 7395, 10941, 2989,, 14592,,, 2903,,,,,, 3866, 11173,,,,,, 11520,,, 13468, 5451,,,,,,
, 5764, 8147,,, 4497,,, 14407,, 2661,,,, 13856, 13323,,, 15507,,,,, 7216, 14654, 4372,,,, 7208, 13246,,,,,,,,,,,,,,, 14687,,,, 6279,,,,,, 1853,,,,, 3787, 8783,, 7396, 10942, 2990,, 14593,,, 2904,,,,,, 3867, 11174,,,,,, 11541,,, 13469, 5452,,,,,,
, 5765, 8148,,, 4498,,, 14408,, 2662,,,, 13876, 13324,,, 15508,,,,, 7217, 14655, 4767,,,, 7209, 13247,,,,,,,,,,,,,,, 14688,,,, 6280,,,,,, 1868,,,,, 3788, 8784,, 7397, 10965, 2991,, 14594,,, 2905,,,,,, 3868, 11175,,,,,, 11542,,, 13470, 5474,,,,,,
, 5766, 8149,,, 4499,,, 14409,, 2663,,,, 13877, 13325,,, 15509,,,,, 7218, 14656, 4768,,,, 7210, 13248,,,,,,,,,,,,,,, 14711,,,, 6300,,,,,, 1869,,,,, 3789, 8785,, 7413, 10966, 3541,, 14616,,, 2906,,,,,, 3869, 11176,,,,,, 11543,,, 13471, 5475,,,,,,
, 5767, 8150,,, 4521,,, 14410,, 2664,,,, 13878, 13326,,, 15510,,,,, 7219, 14657, 4769,,,, 7234, 13697,,,,,,,,,,,,,,, 15286,,,, 6301,,,,,, 1870,,,,, 3790, 8786,, 7414, 10967, 3565,, 14617,,, 2907,,,,,, 3870, 11177,,,,,, 11544,,, 13472, 5476,,,,,,
, 5768, 8171,,, 4522,,, 14411,, 2683,,,, 13879, 13327,,, ,,,,, 7220, 14676, 4770,,,, 7630, 13721,,,,,,,,,,,,,,, 15287,,,, 6302,,,,,, 1871,,,,, 3791, 8787,, 7415, 10968, 3566,, 14618,,, 2908,,,,,, 3892, 11178,,,,,, 11545,,, 13488, 5477,,,,,,
, 5785, 8172,,, 4523,,, 14430,, 2684,,,, 13880, 13342,,,,,,,, 7221, 14677, 4771,,,, 7631, 13722,,,,,,,,,,,,,,, 15311,,,, 6303,,,,,, 1872,,,,, 3812, 8788,, 7416, 10969, 3589,, 14619,,, 2927,,,,,, 3893, 11179,,,,,, 11546,,, 13489, 5500,,,,,,
, 5786, 8173,,, 4524,,, 14431,, 2685,,,, 13902, 13343,,,,,,,, 7222, 14678, 4792,,,, 7632, 13723,,,,,,,,,,,,,,, 15312,,,, 6304,,,,,, 1873,,,,, 3813, 8789,, 7417, 10989, 3590,, 14642,,, 2928,,,,,, 3894, 11180,,,,,, 11568,,, 13490, 5525,,,,,,
, 5787, 8174,,, 4525,,, 14432,, 2686,,,, 13903, 13344,,,,,,,, 7241, 14679, 4793,,,, 7654, 13724,,,,,,,,,,,,,,, 15336,,,, 6305,,,,,, 1874,,,,, 3814, 8804,, 7418, 10990, 3591,, 14643,,, 2929,,,,,, 3895, 11197,,,,,, 11569,,, 13491, 5925,,,,,,
, 5788, 8175,,, 4526,,, 14433,, 2687,,,, 13904, 13345,,,,,,,, 7242, 14680, 4794,,,, 7655, 13745,,,,,,,,,,,,,,, ,,,, 6306,,,,,, 1875,,,,, 3815, 8805,, 7419, 10991, 3615,, 14644,,, 2930,,,,,, 3917, 11198,,,,,, 11570,,, 13492, 5926,,,,,,
, 5789, 8195,,, 4546,,, 14904,, 2688,,,, 14429, 13346,,,,,,,, 7243, 14681, 4795,,,, 7656, 13746,,,,,,,,,,,,,,,,,,, 6325,,,,,, 1893,,,,, 4261, 8806,, 7420, 10992, 14187,, 15142,,, 2931,,,,,, 3918, 11199,,,,,, 11571,,, 13493, 5949,,,,,,
, 5790, 8196,,, 4547,,, 14905,, 2689,,,, 14453, 13347,,,,,,,, 7719, 14682, 4796,,,, 7657, 13747,,,,,,,,,,,,,,,,,,, 6326,,,,,, 1894,,,,, 4262, 8808,, 7421, 10993, 14188,, 15143,,, 2932,,,,,, 3919, 11200,,,,,, 11572,,, 13494, 5950,,,,,,
, 5791, 8197,,, 4548,,, 14906,, 2709,,,, 14454, 13348,,,,,,,, 7720, 14683, 4817,,,, 7658, 13748,,,,,,,,,,,,,,,,,,, 6327,,,,,, 1895,,,,, 4263, 8809,, 7422, 10994, 14213,, 15144,,, 3401,,,,,, 3920, 11201,,,,,, 11596,,, 13495, 5951,,,,,,
, 5792, 8198,,, 4549,,, 14907,, 2710,,,, 14455, 13349,,,,,,,, 7743, 14701, 4818,,,, 7659, 13795,,,,,,,,,,,,,,,,,,, 6328,,,,,, 1898,,,,, 4264, 8810,, 7423, 10995, 14237,, 15145,,, 3402,,,,,, 3943, 11202,,,,,, 11597,,, 13496, 5952,,,,,,
, 5793, 8199,,, 4550,,, 14908,, 2711,,,, 14478, 13350,,,,,,,, 7744, 14702, 4819,,,, 7660, 13796,,,,,,,,,,,,,,,,,,, 6329,,,,,, 1899,,,,, 4265, 8811,, 7438, 10996, 14737,, 15165,,, 3403,,,,,, 3944, 11203,,,,,, 11598,,, 13497, 5973,,,,,,
, 5810, 8200,,, 4551,,, 14909,, 2712,,,, 14479, 13351,,,,,,,, 7745, 14703, 4820,,,, 7679, 13820,,,,,,,,,,,,,,,,,,, 6330,,,,,, 1900,,,,, 4284, 8812,, 7439, 11013, 14738,, 15166,,, 3426,,,,,, 3945, 11204,,,,,, 11599,,, 13498, 5974,,,,,,
