,grain,FIP
0,1,0.0008080346741074223
1,2,0.0008931807795857689
2,3,0.0006417817651916514
3,4,0.0002229305571760344
4,5,0.0004290123918448117
5,6,0.0005222819727857829
6,7,0.0007267666130729663
7,8,0.00012991288742708753
8,9,0.0006380376972998571
9,10,0.0007083710752380051
10,11,0.000588157238603823
11,12,0.0004710493367375908
12,13,0.0007020586410534852
13,14,0.00014305862123585228
14,15,0.0008486378620113437
15,16,0.0009421574630861376
16,17,0.0008086274007695014
17,18,0.0003780805261226752
18,19,0.0007084660803076542
19,20,0.0005906061776507558
20,21,0.0007796797729602231
21,22,0.00034577861548298433
22,23,0.00021291665542708582
23,24,0.0008316967215226582
24,25,0.0006427063512631784
25,26,0.0007710038692038139
26,27,0.0007552228229631859
27,28,0.0006496062233891884
28,29,0.0004989887382225694
29,30,0.0008818948219520254
30,31,0.0011523280041090885
31,32,0.00030632324859369234
32,33,7.470418706645619e-05
33,34,0.0007494939924979124
34,35,0.0005611335871382466
35,36,0.0006029531312061299
36,37,0.00032184269129399267
37,38,1.4018834193637232e-05
38,39,0.00043787497957958627
39,40,0.0008450182603956894
40,41,0.00017576033826090126
41,42,0.0008958001927746272
42,43,0.0004576101116944659
43,44,0.001003869996203237
44,45,0.0008625382998628545
45,46,0.0002818028369646993
46,47,0.0006049165966917338
47,48,0.0007061400368592101
48,49,0.0006697195632319515
49,50,0.00028888861600104976
50,51,0.00043046191622917433
51,52,0.00012979658250094966
52,53,0.000390550318205553
53,54,0.00038964958390759957
54,55,0
55,56,0.0008172451412923826
56,57,0.0009227480189447818
57,58,0.0004578009866672667
58,59,0.00034477346247825896
59,60,0.0006022064778866781
60,61,0.0008391841254507456
61,62,0.000648666272954975
62,63,0.0005246992420407374
63,64,0.0009317506620359475
64,65,0.0005779217220456506
65,66,0.0006525978499853703
66,67,3.922413467564798e-05
67,68,0.0005507399916541792
68,69,0.0005197580453596701
69,70,0.0005292004006357225
70,71,0.0006116582560148487
71,72,0.000882375150779681
72,73,0.00014095339744847672
73,74,0.00034662545365525457
74,75,0.0006846406133306901
75,76,0.00020024001683344983
76,77,0.0006907945789107235
77,78,0.0009147259521262268
78,79,0.0005931359040924365
79,80,0.0007254424177657955
80,81,0.001051779729485181
81,82,0.0007649250745872455
82,83,0.0004846806998682357
83,84,0.0008360579247073032
84,85,0.0005569166592942115
85,86,0.0002251292243442972
86,87,0.0006398266376209499
87,88,0.0006376471152729153
88,89,0.00027893943994030816
89,90,0.0011495750295950362
90,91,0.000607809873463173
91,92,0.0005281362262663623
92,93,0.000754595953279596
93,94,0.0004354132724765085
