105
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.20951433,0.16677977,-0.95594811,0.28192946,-0.071241796,0.040044561,0.78819227,1.5454528,4.7485342,89.393288,18.729176,14.908993,18.120001,78.519997,101.16,44.802673,0.77192461,2.9779603,1.3455065,218,19,0.021695945,1,1,1,48600,47088,48600
2,0.82182544,0.8117469,-0.46378866,0.50059748,0.038277477,0.72995692,0.41933802,0.35176459,6.1434364,25.426334,20.896009,20.63975,27.093264,95.797928,58.554405,42.569538,5.4072475,1.5021379,0.77115756,187,14,0.61567914,1,1,1,41688,40392,41688
3,0.85090494,0.19472745,-0.95300722,0.14266169,0.26601228,0.025736064,1.5894889,1.5917856,0.43902978,69.680969,59.291882,13.568798,93.595238,91.333336,107.40476,46.707226,4.6602435,2.6005075,4.9574294,247,14,0.00066922803,1,1,1,54432,53352,54432
4,0.82263178,0.48209751,-0.27020252,0.17983265,0.28798264,0.90095329,3.9446845,1.5297886,4.6674099,30.153112,24.804911,14.53674,134.40933,93.279793,49.911919,42.031601,5.3865795,0.66112554,0.27784917,180,18,0.64258093,1,1,1,41688,38880,41688
5,0.2059983,0.17320371,0.95647109,-0.0093805175,0.041672885,0.28868395,3.375474,1.5872476,4.753294,79.03653,16.281391,13.68942,133.51949,80.922081,113.14286,39.376671,2.9884212,2.5496349,3.0080354,148,10,0.018616885,1,1,1,33264,31968,33264
6,0.13803662,0.06353914,0.28542158,0.85402626,0.42175379,0.10628942,0.015687993,0.5396471,0.0068290439,81.772224,11.287562,5.1957369,46.935482,124.93549,51,22.604996,3.0659328,2.241647,0.56941336,28,7,0.0041149855,1,1,1,6696,6048,6696
7,0.43953305,0.21938634,0.1087889,-0.31413046,0.29011434,0.89739662,3.1252573,1.555373,4.8074446,79.229843,34.824135,17.381945,124.24203,44.350319,98.732483,50.109303,1.5915073,0.67776829,4.066319,305,17,0.0043866816,1,1,1,67824,65880,67824
8,0.21061301,0.17050907,-0.47037262,0.087642752,-0.25052997,0.84160745,3.1845369,1.4265405,0.023026699,87.649864,18.460203,14.945097,45.2029,68.91304,86.246376,43.388382,0.10511351,0.99781853,0.47354108,198,14,0.016758882,1,1,1,44712,42768,44712
9,0.64876097,0.60176545,0.33080611,-0.050882209,-0.09193895,0.93783021,0.5533753,1.121384,5.885848,20.617044,13.375534,12.406626,32.586208,93.724136,120.93104,28.815605,1.172673,2.1119776,0.82690728,58,7,0.51051581,1,0,0,12528,12528,12528
10,0.92827064,0.57835901,0.50595433,-0.75598997,0.019401044,0.41486505,6.169425,0.35953039,4.515027,16.621889,15.429612,9.6134195,127.30769,15.769231,7.7692308,24.580227,2.1138618,2.285007,4.0758619,36,6,0.36106229,1,1,1,8424,7776,8424
