,grain,FIP
0,1,2.1630221251824628e-07
1,2,7.875276722915361e-08
2,3,4.040378024068893e-06
3,4,4.651566339048417e-06
4,5,8.574963147188718e-06
5,6,3.6790169468402878e-09
6,7,3.51867416945665e-06
7,8,2.362124082103964e-06
8,9,9.04641314963454e-09
9,10,1.9295123323808845e-08
10,11,3.1265878026611644e-10
11,12,7.675326496367626e-06
12,13,2.16826038025875e-08
13,14,6.491096530144526e-06
14,15,1.189205794414823e-08
15,16,2.922892883282715e-08
16,17,2.0992527119440094e-06
17,18,5.996999058196643e-06
18,19,8.453224434756755e-08
19,20,3.1915348153187944e-06
20,21,1.6321890229329547e-09
21,22,4.3590901771685497e-08
22,23,4.35276598685937e-07
23,24,2.8760626813118823e-07
24,25,8.362485854046723e-07
25,26,1.3471687645446272e-08
26,27,5.59808064013642e-06
27,28,9.174351019407843e-07
28,29,5.807954580412659e-06
29,30,2.549755609907246e-06
30,31,2.3687380691482296e-08
31,32,8.336878423890616e-06
32,33,2.6051865921089184e-06
33,34,7.094785545556604e-08
34,35,3.917639226224537e-06
35,36,5.513771407597109e-08
36,37,2.9217255516865372e-08
37,38,1.697986921852543e-07
38,39,1.3642812004393514e-07
39,40,5.0808475792705885e-06
40,41,8.700384734523625e-08
41,42,4.1549729016882445e-09
42,43,1.6767011721826974e-07
43,44,6.6437576406806514e-06
44,45,6.1414423162527055e-06
45,46,5.355993567363195e-07
46,47,3.960449950035845e-09
47,48,1.114589186846244e-11
48,49,8.400103306017228e-09
49,50,2.6589984086326085e-07
50,51,3.9003390176735337e-10
51,52,2.7646603818011726e-06
52,53,1.7634269910606278e-06
53,54,6.087928808309436e-07
54,55,7.592898771672719e-07
55,56,1.1198834335676004e-06
56,57,5.602959906387475e-07
57,58,1.7750402649005844e-07
58,59,2.450400058894502e-06
59,60,1.9187532063796444e-06
60,61,1.7898716563284617e-06
61,62,4.041564390843263e-09
62,63,8.207694552690133e-07
63,64,8.809536840432938e-08
64,65,1.8353847076675892e-07
65,66,4.5095683148339874e-07
66,67,1.491457953537656e-07
67,68,3.4445961184946085e-06
68,69,7.379158734369452e-06
69,70,2.9539354440835484e-07
70,71,7.682152263897223e-10
71,72,3.007966788851669e-06
72,73,1.3525585862743407e-06
73,74,2.3119217500989792e-07
74,75,8.263886560763772e-09
75,76,6.0058993456847465e-06
76,77,1.0858234183655784e-06
77,78,4.6739090977310594e-07
78,79,6.8122754135377385e-06
79,80,3.017747448359524e-08
80,81,1.4734335013492785e-07
81,82,1.0137968607387326e-05
82,83,2.5879680260047214e-11
83,84,7.424750069489906e-06
84,85,5.959280529621958e-08
85,86,3.61812053101833e-07
86,87,9.120954895842418e-08
87,88,2.3655002706609962e-07
88,89,1.0770191488556825e-09
89,90,1.49684286898285e-07
90,91,8.352485499940676e-06
91,92,8.386679132743212e-10
92,93,3.986915006376826e-09
93,94,6.219643575514966e-07
94,95,8.034791056465819e-08
95,96,7.12991853405836e-06
96,97,3.8893607705853183e-07
97,98,4.361741244112914e-06
98,99,1.2011374839768284e-07
99,100,2.674070443728767e-06
100,101,7.280599096723713e-10
101,102,2.8169780359078213e-08
102,103,5.798605648263468e-06
103,104,6.003590000894066e-07
104,105,9.09302479019959e-06
