102
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.91604441,0.584786,-0.041488644,0.010695623,0.69327837,0.71939516,4.8854947,0.55339068,5.7017159,18.525923,16.970568,10.8337,55.285713,115.07143,83.035713,27.962566,0.51841092,1.2424386,1.0163885,53,15,0.43802676,1,0,0,12096,11448,12096
2,0.71803361,0.65372956,0.43241754,-0.61792171,-0.1280275,0.6440472,2.8142323,2.1212683,4.4013548,32.082062,23.035999,20.972994,119.28261,105.5,93.760872,48.11417,2.3776114,1.7088588,4.2980294,270,16,0.65271288,1,1,1,59616,58320,59616
3,0.78215241,0.55525315,0.26053977,0.84096426,0.24525744,0.40589035,3.9752505,1.4465823,6.1140199,25.338665,19.818699,14.069373,46.081966,71.655739,52.229507,36.095524,0.39879522,2.1617877,0.0013112093,114,13,0.55970156,1,0,0,26352,24624,26352
4,0.15120669,0.14129367,0.44462797,0.01234123,0.58386046,0.67916167,1.9334466,1.5817528,4.7242837,91.232857,13.795017,12.890625,106.77273,59.227272,97,37.221031,2.4592559,0.92190015,2.4037576,125,11,0.013000431,1,1,1,28512,27000,28512
5,0.44297296,0.36481968,-0.021250311,-0.65934032,-0.72849858,0.18468508,1.4839756,1.5802846,4.722599,59.403004,26.313923,21.671385,96.924706,28.877647,119.73882,55.34763,2.8610904,1.4407929,6.0671201,411,22,0.11333569,1,1,1,91800,88776,91800
6,0.78074741,0.57706684,0.76562983,-0.45378572,-0.42086118,0.17540053,1.1850207,1.8928182,4.1664114,21.458012,16.753286,12.382707,65.415581,102.19481,65.727272,30.969147,0.68515927,2.1603827,5.9146175,72,10,0.56461662,1,0,0,16632,15552,16632
7,0.91221744,0.48372319,-0.56407857,0.14342548,-0.564556,0.585253,1.5502591,1.6488891,4.8037233,31.819262,29.026085,15.391715,21.050421,79.210083,59.369747,45.87299,5.936832,2.6729696,3.0117493,234,25,0.47960344,1,0,0,51408,50544,51408
8,0.53153294,0.115936,-0.65248829,-0.095838808,0.21543327,0.7201823,3.1411874,1.5401878,4.5612326,59.508244,31.630592,6.899148,22.21875,37.96875,37.21875,29.776825,6.1383595,1.4402781,5.8466811,64,8,0.0010600486,1,1,1,13824,13824,13824
9,0.67099458,0.61440551,-0.44880274,0.43469283,0.76780719,0.14174078,3.5780163,1.8827873,5.742218,14.836273,9.9550591,9.1154881,70.714287,116.14286,100.42857,20.538002,2.8728926,1.5636588,3.543896,21,7,0.33665016,1,0,0,4536,4536,4536
10,0.77942663,0.65460902,-0.34812632,-0.28610441,-0.70177448,0.55178338,5.0429873,0.4901855,4.5305433,15.235659,11.875078,9.9734001,48.517242,82.655174,92.586205,22.87096,5.2792015,1.2534971,0.13542195,29,7,0.39094055,1,0,0,6264,6264,6264
11,0.7742582,0.093443535,-0.079039045,-0.27965069,-0.055872008,0.95521027,3.1517274,1.5750443,4.7602391,66.689514,51.634899,6.2317038,30.861385,21.594059,57.594059,34.552944,1.3537712,0.58971959,5.0462646,100,14,0.00084215897,1,1,1,21816,21600,21816
12,0.59189624,0.39780277,-0.17578185,-0.75930429,-0.49550068,0.38345385,3.7953796,1.4162532,4.7707009,48.078213,28.457314,19.125647,82.495331,94.476639,126.47664,50.054478,2.255492,1.7873698,5.852077,304,17,0.10128821,1,1,1,69336,65664,69336
13,0.31605485,0.25347659,0.084633857,-0.48543331,-0.85023135,0.18519773,3.5670953,1.5315117,4.6707845,68.615562,21.686281,17.392437,120.48043,107.26334,36.117439,48.584755,3.0997343,1.030508,5.8961029,278,17,0.055019461,1,1,1,60696,60048,60696
14,0.36166054,0.2753987,-0.12164601,0.46740445,0.22736605,0.84560037,2.4668932,1.6296879,4.6734128,47.396496,17.141443,13.052934,30.357798,90.30275,20.174313,34.78178,4.7043304,1.0080978,1.0535172,102,10,0.041826293,1,1,1,23544,22032,23544
15,0.65584731,0.56735682,-0.2459984,0.48713744,-0.81361896,0.20051451,0.34627965,0.87708437,5.7209826,15.078713,9.8893337,8.5550108,22.200001,129,59.400002,20.206684,3.6627553,0.7556476,3.0844138,20,4,0.34531552,1,0,0,4320,4320,4320
16,0.57257503,0.46978137,-0.52011395,0.4583863,0.077123232,0.7165302,1.5688906,1.6768521,6.1968637,33.489063,19.175001,15.732538,85.396553,14.275862,33.879311,35.989674,5.4535661,1.5320597,0.61517602,113,13,0.072766133,1,1,1,25056,24408,25056
17,0.80592132,0.50189382,-0.44880274,0.43469283,0.76780719,0.14174078,5.3104992,0.62135625,4.9885492,18.381422,14.813979,9.2255211,107.14286,109.28571,119.57143,25.669241,0.18845889,1.9383928,5.878778,41,9,0.47628093,1,0,0,9072,8856,9072
18,0.85363543,0.80574638,-0.80906206,0.11369538,0.57575446,0.031602543,1.3986003,1.5444466,4.0031133,15.316733,13.074906,12.341403,141.1579,42.947369,131.6842,24.116339,4.6276097,1.9124187,4.906836,34,9,0.31325436,1,1,1,8208,7344,8208
19,0.29583025,0.17221676,-0.64964926,0.69503182,-0.17651528,0.25244594,6.2786899,0.68628371,6.2329001,45.327122,13.409134,7.8060904,16.659575,45.893616,139.21277,25.876261,6.0742526,2.5153353,1.4293374,42,9,0.034781832,1,1,1,10152,9072,10152
20,0.93825251,0.74770021,0.32876071,-0.91093713,-0.094480738,0.23061495,2.0103843,2.3679965,4.7111163,15.195768,14.257468,11.361879,10.384615,31,120.69231,25.244877,2.305984,2.6378462,4.7548656,39,9,0.36397561,1,1,1,8424,8424,8424
21,0.8390041,0.63196063,0.57649082,0.774041,0.2617583,0.0012180692,1.8662738,1.86665,5.954464,26.201242,21.98295,16.558153,18.578314,42.903614,101.49397,40.328999,2.5060937,2.6118996,0.64480579,159,18,0.58246118,1,1,1,35856,34344,35856
22,0.29287261,0.27591369,0.01929469,-0.95331532,-0.0023587586,0.30135056,1.605642,1.2190692,6.2797737,92.115959,26.978241,25.416054,108.59265,100.64471,81.22052,64.252312,1.5988601,2.5293558,4.6999793,643,31,0.043063395,1,1,1,141048,138888,141048
23,0.77636439,0.56781703,0.11995389,0.66319644,-0.26193795,0.69077492,0.80879819,1.4189897,4.2994199,16.985518,13.186952,9.6446667,140.48572,141.51428,97.971428,24.350492,4.8958941,1.4791049,2.1121769,35,4,0.40701815,1,1,1,7560,7560,7560
24,0.31397948,0.25280777,-0.45015064,-0.46039498,0.47679013,0.59839123,1.573626,1.9516342,0.024327543,57.517986,18.059467,14.540995,37.770187,23.310558,33.447205,39.987934,0.12386996,1.399153,4.8137584,155,16,0.05016968,1,1,1,34776,33480,34776
25,0.8555674,0.56601018,0.27236831,-0.74369258,0.17540416,0.58478218,0.95186532,1.6584971,5.9510632,15.05865,12.88369,8.5233488,118.15385,97.846153,131.76923,22.053432,5.5816731,1.0045749,4.9596572,26,8,0.35035586,1,0,0,5616,5616,5616
26,0.29044682,0.2055075,0.49900284,-0.80242997,0.10378443,0.3103725,1.4219199,1.5312421,4.6907663,44.011967,12.783135,9.0447893,27.638298,133.97873,134.23404,26.864845,1.8044394,2.4747775,3.8333492,47,7,0.024506526,1,1,1,10152,10152,10152
27,0.75929236,0.55390263,-0.40246302,-0.81361216,-0.41959301,0.0006335777,1.0878268,0.43408704,0.41722047,29.894775,22.698875,16.558794,91.400002,64.50769,67.276924,42.795979,2.1395767,0.85343611,4.5172896,190,17,0.5739271,1,0,0,42120,41040,42120
28,0.78253895,0.67296088,-0.49388111,0.3163552,0.34078845,0.73475444,4.4517574,0.58682179,4.9231272,35.781017,28.00004,24.079224,88.08197,83.388756,98.1007,55.571167,0.85229605,1.2304078,5.3835039,416,24,0.63342601,1,0,0,92232,89856,92232
29,0.31041899,0.15640745,0.10875572,0.52831864,0.82476777,0.16973406,4.6930265,0.1665592,6.2436109,57.859234,17.960606,9.0496149,121.92857,128.07143,44.214287,32.341217,3.1415386,1.1394402,0.40597922,82,9,0.020730192,1,1,1,18144,17712,18144
30,0.83209056,0.66823632,0.32536152,0.41552249,0.46095428,0.71344382,4.3184881,1.0033157,6.2489629,31.230114,25.986282,20.869097,112.04,43.259998,82.68,49.443321,4.7096977,1.3057822,4.8939981,293,17,0.63580632,1,0,0,64800,63288,64800
31,0.2591154,0.2428353,-0.35180444,-0.69696581,-0.32668108,0.53268355,6.2490778,0.062865064,0.049415,81.60202,21.144341,19.815851,111.47619,34.638096,63.019047,50.109303,1.6534663,1.7916427,5.7299647,305,14,0.024201348,1,1,1,68040,65880,68040
32,0.87848288,0.72443807,-0.34812632,-0.28610441,-0.70177448,0.55178338,3.2011323,2.2544119,0.16511919,18.42395,16.185123,13.347011,42.969231,42.969231,30.138462,29.143082,3.8684206,2.1534045,1.3276941,60,9,0.42362195,1,0,0,14040,12960,14040
33,0.47362345,0.34023231,-0.28695181,-0.1348706,0.43660596,0.8419286,3.0763819,2.3589261,6.1486011,61.913971,29.323908,21.065134,121.67974,70.124184,119.23529,56.361385,6.2441559,0.64527041,5.3654156,434,25,0.090785235,1,1,1,99144,93744,99144
34,0.61310285,0.21451975,-0.81652689,-0.16396071,-0.55353439,0.00059761532,3.0805922,1.6081854,6.1488643,79.965752,49.027233,17.154234,87.264503,47.213455,33.654293,55.571167,1.7678838,1.9683876,1.3715495,416,25,0.0039413786,1,1,1,93096,89856,93096
35,0.91493177,0.73079926,0.54518175,0.71989512,-0.27701244,0.3283169,1.2779438,1.5601723,3.8158066,13.301649,12.170101,9.7208357,92.478264,139.69565,140.47826,20.538002,4.7650733,2.253566,2.9198034,21,4,0.24319148,1,1,1,4968,4536,4968
36,0.23374823,0.19304366,0.65942246,0.62857723,-0.38982752,0.13448876,1.5749713,2.3357801,0.02623773,77.332176,18.07626,14.928487,18.661016,115.0339,48.288136,41.319061,5.141634,2.2914748,3.6187248,171,12,0.016005492,1,1,1,38232,36936,38232
37,0.86926883,0.58730268,0.33866638,-0.04343123,0.93899596,0.041296594,2.770546,2.1059608,5.2436743,21.592064,18.769308,12.681077,36.103447,102.86207,63.068966,32.730907,0.22599709,1.1545132,2.4323304,85,12,0.50690752,1,0,0,18792,18360,18792
38,0.7230804,0.61670744,0.81977785,-0.22816025,-0.47274184,0.22895938,2.1127307,2.1598961,4.9708996,19.430779,14.050014,11.983106,77.666664,65.777779,118.44444,27.962566,5.2907319,1.8241706,5.2170496,53,6,0.44679928,1,0,0,11664,11448,11664
