,grain,FIP
0,1,7.539814224679076e-07
1,2,1.7803232650051013e-08
2,3,8.104967800649172e-06
3,4,2.191459596799102e-06
4,5,7.969623484637396e-06
5,6,5.1337688041935826e-08
6,7,6.817948606076205e-07
7,8,9.994045278649813e-07
8,9,7.028036313274823e-06
9,10,6.33074907905913e-06
10,11,4.1208673076972364e-07
11,12,1.349317331111009e-10
12,13,1.4359189010194e-07
13,14,2.1941007214319253e-07
14,15,8.412252472971242e-06
15,16,3.048767851959382e-06
16,17,1.5272888294422223e-07
17,18,8.624433881842975e-07
18,19,5.880416722859388e-06
19,20,1.5313096240369624e-06
20,21,2.6546528398215774e-06
21,22,2.9017116133442405e-07
22,23,1.205720287361032e-06
23,24,1.655395991856364e-06
24,25,8.234242653255015e-08
25,26,1.1847168494870327e-07
26,27,3.07789849712265e-06
27,28,1.0079500276704166e-07
28,29,1.035529102141711e-08
29,30,2.975074927304318e-06
30,31,4.420007972901122e-07
31,32,3.188826720715584e-06
32,33,7.850850234795412e-06
33,34,1.9407173486839297e-06
34,35,3.6149896645011855e-06
35,36,1.4381197533636247e-06
36,37,3.6515084942824256e-06
37,38,7.539966747497156e-06
38,39,1.4453291463036133e-06
39,40,8.847566758394252e-07
40,41,1.9169685082620586e-06
41,42,2.9724741721142063e-07
42,43,1.3507619404293056e-08
43,44,8.370408774033571e-07
44,45,8.17836632547803e-07
45,46,9.332894033330527e-10
46,47,1.2255183682928776e-09
47,48,8.039592853499545e-07
48,49,6.066251473193201e-10
49,50,1.5557323225378605e-08
50,51,2.3224145116885918e-07
51,52,4.02256093915085e-06
52,53,2.2392564157170395e-07
53,54,1.8565975463270474e-06
54,55,6.672024115478383e-11
55,56,6.3091504321464e-08
56,57,1.3881575472864087e-07
57,58,9.74598839114112e-10
58,59,7.779775464823284e-07
59,60,5.93042845541063e-08
60,61,9.258004903724481e-08
61,62,3.089781138605206e-07
62,63,3.373118980469678e-08
63,64,8.489451699852304e-06
64,65,2.591701242576509e-08
65,66,1.9515474426412062e-07
66,67,6.807700330606484e-07
67,68,6.018317870865906e-06
68,69,1.9605728618528487e-11
69,70,5.419891068908161e-08
70,71,1.390291685053212e-06
71,72,1.7173048835925545e-06
72,73,1.427250787391212e-07
73,74,4.740053085444328e-07
74,75,2.1278880413903182e-07
75,76,6.057793928320403e-09
76,77,9.016089646084108e-08
77,78,6.516423847254596e-07
78,79,2.9803226944127477e-06
79,80,1.409393636097643e-06
80,81,3.262919354544693e-08
81,82,2.983849317047299e-08
82,83,5.974738634441321e-08
83,84,1.643750678470042e-06
84,85,7.816298099315441e-06
85,86,3.6221140011579114e-06
86,87,3.888868989221936e-07
87,88,7.399142919987717e-08
88,89,9.730244102001508e-07
89,90,6.285392619505939e-07
90,91,2.8943804856255533e-07
91,92,8.157453218478155e-06
92,93,2.6565642988749965e-06
93,94,4.4437884941593174e-07
94,95,1.2590399511105506e-08
95,96,2.000306778600203e-06
