,grain,FIP
0,1,5.166382850600449e-07
1,2,1.2959092265993222e-08
2,3,2.654310872224587e-07
3,4,1.7267775594623648e-07
4,5,4.4741170242549656e-07
5,6,1.1754565821999484e-08
6,7,2.2676181091790875e-08
7,8,3.0906521837962684e-07
8,9,2.479184568205877e-06
9,10,3.4192627228239894e-08
10,11,2.91633563270694e-06
11,12,5.8083866196952e-06
12,13,6.366074906559343e-07
13,14,1.2648619136019655e-06
14,15,7.693363442164079e-06
15,16,4.751019293813006e-06
16,17,8.539663034114329e-09
17,18,1.1358288421904674e-06
18,19,3.345609350573401e-07
19,20,4.121861775954965e-07
20,21,5.082734602071715e-10
21,22,1.7930400120926566e-06
22,23,7.488934579952481e-06
23,24,1.1284368027084543e-09
24,25,1.410321835017417e-06
25,26,1.8647151551733452e-08
26,27,4.4928646398415203e-10
27,28,2.2300303283777256e-06
28,29,4.982748997168643e-06
29,30,1.4900366872064053e-07
30,31,3.987407541882942e-07
31,32,7.4694016722293496e-06
32,33,1.4480334938939983e-09
33,34,3.412443750176936e-07
34,35,1.5531608406416538e-06
35,36,5.348043968350871e-09
36,37,4.041146857243723e-06
37,38,5.632376862536237e-06
38,39,1.2872238241865338e-06
39,40,1.3715710747261696e-06
40,41,2.716094982841304e-07
41,42,1.1672939983726414e-06
42,43,3.6756064004868814e-08
43,44,3.4205250389471677e-07
44,45,1.97471782025752e-06
45,46,4.277224913988515e-07
46,47,6.362663976884068e-08
47,48,2.0246990890428546e-06
48,49,1.2681866464885545e-07
49,50,1.2365200533984343e-06
50,51,1.7387776887792402e-07
51,52,1.4424411318683904e-06
52,53,1.3872690600463183e-08
53,54,1.0749453074694293e-06
54,55,7.291693805285686e-06
55,56,8.859606055095921e-06
56,57,1.1532594312126253e-06
57,58,1.545439351642552e-06
58,59,1.957558417920174e-08
59,60,7.531498805617055e-06
60,61,5.597087234147865e-06
61,62,2.021496815433664e-07
62,63,3.05178428682561e-07
63,64,1.5718577885673769e-06
64,65,7.515346876385893e-06
65,66,3.814238393944404e-06
66,67,5.167006984947399e-07
67,68,1.1027838170948627e-06
68,69,3.113474201823206e-08
69,70,1.3889572783926933e-08
70,71,2.5726510556911365e-06
71,72,5.836988736796647e-07
72,73,5.657968548501727e-07
73,74,7.027834228022769e-06
74,75,1.0022692844802978e-07
75,76,9.833169812577795e-08
76,77,1.524975870390722e-08
77,78,4.457017109134325e-06
78,79,3.2217974999172966e-07
79,80,7.859775378087417e-08
80,81,2.067161616662081e-07
81,82,4.241560586637094e-08
82,83,1.0958864665968793e-08
83,84,7.693760028706672e-10
84,85,3.813348218241194e-07
85,86,4.321130397570904e-10
86,87,6.617883688240832e-06
87,88,8.333036840725127e-06
88,89,9.795897649701121e-08
89,90,2.826151617506996e-07
90,91,8.369137237002455e-06
91,92,2.161064325480689e-06
92,93,3.0270456050232553e-07
93,94,1.3443253544956782e-06
94,95,8.029296235056767e-12
95,96,8.985988085591806e-06
96,97,1.0879311784960788e-06
97,98,3.403751644179451e-08
98,99,9.141909851208531e-06
99,100,3.7397353521142036e-06
