1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
8557,1569,7561,8627,10400,12171,2986,10487,11463,8513,1950,5574,1594,7739,9816,12543,6674,11882,5892,7201,11035,7092,2514,12890,39,12687,10364,8981,48,4691,6151,2270,6491,2045,3968,1820,4010,10118,6690,215,7517,7,3579,4132,7501,5528,3911,7981,14189,7243,12078,8259,2312,9780,3783,2503,1417,2974,308,2540,7510,4142,79,935,136,1,3502,9380,1953,2501,369,12123,4577,91,1272,3275,11628,6582,7059,3430,3782,8202,92,302,247,366,4059,8150,1282,479,11548,311,6347,10157,12826,9326,2380,18,7993,1306,7571
8558,2121,7562,8628,10401,12172,3010,10488,11488,8514,2523,5575,1595,7740,9841,12544,6675,11883,5893,7202,11036,7668,2538,12891,40,12710,10389,8982,49,4716,6152,2271,6516,2592,3992,1847,4034,10119,6691,216,8065,8,3603,4133,7502,5529,4486,7982,14214,7247,12103,8260,2911,9804,3807,2504,1418,2998,309,2562,7511,4143,80,936,160,2,3503,9381,1976,2502,370,12124,4578,113,1273,3300,11629,6583,7659,3454,4381,8203,93,326,248,367,4060,8751,1283,480,11573,336,6348,10181,12827,9350,2381,19,7994,1330,8170
8559,2145,7563,8629,10425,12770,3011,10489,11489,8538,2524,5599,1596,8291,9866,12567,6699,11884,5894,7203,11037,7692,2539,12915,63,12711,10964,9006,72,4741,6176,2272,6541,2593,3993,1891,4035,10120,6715,217,8066,9,3604,4134,7503,5530,4511,7983,14215,7248,12678,8858,2912,9805,3808,2505,1442,2999,310,2563,7535,4144,81,937,161,3,3526,9405,1977,2526,394,12125,4601,114,1297,3851,11630,7157,7683,3455,4382,8227,94,327,249,368,4061,8775,1307,481,11574,337,6371,10182,12828,9374,2382,20,7995,1331,8171
8582,2146,7585,8652,10426,12771,3012,10490,11513,8539,2525,5600,1597,8315,10416,12568,6700,11885,5895,7776,11061,7693,3137,12916,64,12712,10988,9007,73,4766,6177,2273,6565,2594,4017,1892,4610,10144,6716,240,8090,10,4104,4156,7504,5553,4536,7984,14216,7292,12702,8859,2913,9829,3809,2506,1443,3000,331,2564,8085,4145,82,961,185,4,3527,9406,1978,2551,395,12148,4602,115,1298,3876,11653,7181,7684,4003,4383,8228,118,328,250,391,4062,8776,1308,504,11598,338,6372,10183,12852,9375,2404,21,7996,1332,8172
8583,2169,7586,8653,10449,12772,3034,10491,11514,8540,2548,5624,1619,8340,10441,13143,6724,11907,5917,7777,11635,7716,3138,12917,65,12735,10989,9031,74,4791,6201,2295,6566,2595,4018,1893,4611,10145,6717,241,8091,11,4105,4157,7526,5554,4537,8005,14217,7293,12703,8860,2914,10378,3832,2528,1444,3023,332,2565,8109,4167,103,962,186,5,3528,9407,2553,3001,396,12149,4603,116,1322,3900,11654,7182,7685,4004,4404,8801,119,329,271,392,4063,9351,1882,505,11599,339,6373,10205,12877,9876,2405,22,8018,1333,8195
8584,2170,7587,8654,10450,12794,3035,10513,11538,8563,2549,5625,1620,8364,10442,13144,6725,11908,5918,7778,11636,7717,3139,12940,66,12736,10990,9032,75,5291,6202,2296,6567,2596,4567,2370,4634,10146,6740,242,8115,12,4129,4158,7527,5555,4538,8006,14240,7317,12704,8882,2936,10379,3833,2529,1468,3024,333,2566,8110,4168,104,963,187,6,3551,9430,2554,3002,397,12724,4627,117,1323,3901,11655,7183,7686,4028,4405,8802,120,350,272,393,4084,9376,1883,506,11600,361,6396,10206,13401,9900,2406,23,8019,1355,8196
8608,2171,7588,8677,10451,12795,3036,10514,12088,8564,2550,6199,1621,8365,10466,13145,6750,11909,5919,7779,11637,7718,3162,12941,88,12737,11012,9033,76,5315,6226,2297,6590,2597,4568,2395,4635,10170,6741,243,8116,13,4130,4159,7528,6129,4561,8007,14241,7318,12727,8883,2937,10380,3834,2530,1469,3025,334,2587,8111,4169,105,964,188,24,3552,9431,2576,3026,419,12725,4652,137,1896,3925,11656,7184,7687,4029,4406,8826,143,351,273,414,4085,9377,1906,507,11624,362,6397,10207,13426,9901,2407,42,8020,1356,8197
8609,2194,7610,8678,10474,12796,3037,10515,12089,8565,2573,6200,1622,8390,10467,13167,7226,11910,5920,7780,11659,7741,3163,12942,89,12760,11013,9034,77,5316,6751,2298,6591,2617,4592,2396,4636,10171,7314,265,8140,14,4154,4160,7529,6153,5110,8008,14242,7319,12728,8884,2938,10402,3835,2531,1470,3048,335,2588,8134,4170,106,1559,210,25,3553,9432,2577,3027,420,12748,5201,138,1897,3926,11678,7206,7708,4030,4407,8827,144,352,274,415,4086,9378,1907,529,12173,363,6398,10781,13427,9925,2408,43,8021,1357,8219
9181,2219,7611,8679,10475,12797,3038,10539,12113,8588,2574,6223,1645,8891,10492,13168,7251,11932,6469,7799,11660,7742,3164,12965,90,12761,11014,9056,95,5317,6752,2871,6592,2618,4593,2397,4658,10719,7315,266,8141,15,4155,4181,7552,6154,5111,8009,14266,7323,12729,8885,2961,10403,3857,3054,1494,3049,356,2589,8135,4194,107,1560,211,26,3554,9456,2578,3028,421,12749,5202,139,1898,3927,11679,7207,7709,4053,4408,8828,145,353,275,416,4087,9399,1908,530,12174,364,6947,10782,13428,9926,2430,44,8022,1358,8220
9182,2698,7612,8702,10499,12798,3060,11087,12114,9113,2575,6224,1646,8892,11016,13169,7275,11933,6470,7800,11661,8268,3762,12966,689,12762,11015,9061,96,5340,6753,2872,6615,2619,4594,2419,4659,10743,7316,267,8142,16,4179,4182,7553,6155,5112,8030,14267,7343,12752,8886,2962,10404,3858,3079,1495,3050,357,2590,8136,4195,108,1561,212,27,3575,9457,2579,3051,422,12750,5203,140,1921,4451,11680,7208,7710,4054,4429,8829,146,354,276,417,4088,9400,1909,531,12197,365,6948,10805,13429,9927,2431,45,8023,1359,8221
9183,2699,8162,8703,10500,12819,3061,11088,12115,9114,2598,6225,1647,8914,11040,13192,7276,11934,6492,7801,11662,8292,3763,12967,690,12786,11613,9062,97,5341,6775,2873,6616,2620,4617,2420,4660,10744,7339,268,8143,17,4180,4183,7554,6178,5135,8031,14789,7344,12753,8910,2963,10405,3859,3080,2017,3074,358,2591,8137,4742,127,1562,213,28,3576,10005,2601,3052,423,12773,5204,141,1922,4452,11681,7209,7711,4055,4430,8851,168,355,295,418,4089,9401,1932,532,12198,386,6949,10806,13451,9928,2432,46,8042,1380,8222
9184,2700,8163,9252,10524,12820,3062,11089,12138,9137,2599,6249,2195,8915,11041,13193,7277,11935,6493,7802,11663,8293,3764,12991,691,12787,11614,9063,98,5342,6776,2894,6617,2621,4618,2421,4661,10745,7340,269,8144,32,4204,4184,8126,6179,5136,8032,14790,7347,12754,9458,2987,10427,3860,3104,2042,3075,359,3165,8159,4743,128,1563,214,29,3577,10006,2602,3053,444,12774,5226,142,1923,4476,11703,7231,7712,4056,4431,8852,169,374,296,438,4090,9402,1933,533,12199,387,6971,10807,13452,9929,2433,47,8043,1381,8772
9185,2720,8185,9253,11000,12821,3063,11090,12139,9138,2600,6250,2196,8916,11042,13194,7299,11957,6494,7803,11683,8316,3765,12992,714,13311,11615,9086,99,5366,6777,2895,6641,2622,4619,2422,4682,10746,7341,290,8145,33,4205,4185,8127,6180,5137,8033,14813,7348,13279,9459,3536,10428,3861,3105,2043,3599,360,3185,8160,4744,129,1585,235,30,3578,10007,2603,3076,445,12775,5227,162,1924,4477,11704,7232,7713,4078,4455,8853,170,375,297,439,4109,9403,1934,555,12200,388,6972,10808,13453,9950,2456,67,8044,1382,8773
9206,2721,8186,9254,11001,12822,3064,11112,12163,9139,2625,6824,2197,8917,11065,13767,7300,11958,6495,7804,11684,8317,3787,13489,715,13312,11638,9087,100,5367,6778,2896,6666,2623,4642,2423,4683,10769,7342,291,8166,34,4228,4206,8128,6181,5138,8034,14814,7843,13303,9460,3537,10429,3882,3106,2044,3600,380,3186,8161,4745,130,1586,236,31,3601,10030,2604,3077,446,12799,5228,163,1946,4499,11705,7233,7733,4079,5003,8854,171,376,298,440,4110,9424,2507,556,12223,389,6973,10809,13454,9951,2457,68,8045,1383,8795
9207,2722,8187,9276,11024,12844,3084,11113,12713,9140,3148,6825,2198,8939,11066,13768,7301,11982,6496,7805,11685,8318,3788,13490,1314,13335,11639,9088,101,5391,6800,2897,7115,2643,4643,2443,5210,10770,7364,292,8167,35,4229,4207,8129,6203,5160,8055,14815,7844,13304,9461,3538,10430,3883,3128,2067,3623,381,3187,8661,4767,131,1587,237,50,3602,10031,2626,3078,447,13349,5229,164,1947,4500,11729,7234,7734,4080,5004,8855,194,377,299,441,4111,9425,2508,557,12224,390,6974,10829,13476,9952,2458,69,8046,1384,8796
9208,2723,8188,9277,11025,12845,3085,11114,12714,9161,3149,6848,2220,8940,11067,13769,7302,12482,6517,7824,11686,8319,3789,13491,1315,13336,11640,9581,102,5416,6801,2898,7116,2644,4667,2444,5234,10771,7365,293,8168,36,4230,4208,8130,6204,5161,8056,14816,7846,13328,9482,3539,10452,3884,3129,2068,3624,382,3188,8685,4768,132,1588,238,51,4101,10032,2627,3101,448,13350,5251,165,1948,4501,11730,7757,7735,4081,5005,8876,195,378,300,442,4112,9426,2532,558,12225,411,6995,10830,13477,9953,2979,70,8047,1406,8797
9209,2724,8189,9278,11026,12846,3086,11115,12738,9162,3150,6849,2221,8941,11091,13770,7324,12483,6518,7825,11687,8341,4387,13492,1339,13337,12238,9582,121,5441,6802,2899,7140,2645,5192,2445,5235,10795,7366,294,8169,37,4231,4209,8151,6779,5162,8057,14817,7847,13329,9483,3561,10453,3885,3130,2069,3625,383,3189,8686,4769,133,1589,239,52,4102,10055,2628,3102,449,13373,5252,166,1949,4502,12228,7758,7736,4628,5006,8877,717,379,301,443,4113,9427,2533,580,12248,412,6996,10831,13478,9954,2980,71,8048,1407,8798
9210,2744,8210,9279,11048,13370,3087,11116,12739,9163,3151,6850,2222,8942,11092,13792,7325,12484,6519,7826,11688,8342,4388,13514,1340,13359,12239,9606,122,5891,6803,2919,7141,2646,5193,2446,5236,10796,7367,317,8193,38,4254,4232,8152,6780,5163,8058,14839,7848,13352,9484,3562,10454,3886,3131,2070,3648,384,3190,8687,4770,134,1611,260,53,4103,10056,2629,3103,470,13374,5253,167,2522,4524,12229,7759,7737,4629,5007,8878,718,399,319,463,4114,9428,2534,581,12249,413,6997,10832,13479,9974,2981,594,8068,1408,8820
9232,2745,8211,9301,11049,13394,3088,11137,12740,9164,3173,6874,2223,8964,11117,13793,7326,12506,6520,7827,11709,8343,4389,13515,1939,13360,12240,9607,123,5916,6826,2920,7165,2647,5217,2447,5237,10797,7389,318,8194,41,4728,4732,8153,6804,5185,8059,14840,7849,13353,9485,3563,10455,3908,3132,2092,3649,385,3191,8709,4771,152,2184,261,54,4126,10057,3178,3126,471,13375,5277,189,2546,4525,12253,7760,7738,4630,5008,8879,719,400,320,464,4115,9429,2558,582,12250,437,6998,10833,13480,9975,3003,618,8069,1409,8821
9233,2746,8212,9302,11050,13395,3089,11138,12763,9165,3174,6875,2244,8965,11641,13794,7327,12507,6521,7828,11710,8344,4390,13516,1940,13361,12263,9631,124,5940,6827,2921,7166,2648,5218,2448,5258,11344,7390,342,8665,57,4729,4733,8154,6805,5186,8082,14841,7868,13354,9486,3564,10478,3909,3153,2093,3650,405,3192,8710,4792,153,2185,262,55,4127,10058,3179,3127,472,13398,5302,190,2547,4526,12254,7781,8283,4653,5026,8880,720,401,321,465,4116,9450,2559,606,12800,986,6999,10834,13501,9998,3004,619,8070,1432,8822
9234,2747,8213,9303,11051,13396,3109,11139,12764,9186,3175,7449,2245,8966,11664,13817,7349,12508,6542,7829,11711,8366,4412,13517,12541,13362,12264,9632,125,5941,6828,2922,7167,2669,5242,2466,5259,11345,7391,343,8666,58,4730,4757,8155,7405,5187,8083,14842,7869,13355,9487,3586,10479,3910,3154,2094,3673,406,3211,8711,4793,154,2186,263,56,4128,10080,3180,3152,473,13399,5827,191,2571,4527,12255,7782,8284,4654,5027,8881,721,402,322,466,4136,9976,3133,607,12823,987,7020,11381,13502,9999,3005,620,8071,1433,8823
9235,2748,8214,9304,11073,13397,3110,11140,12788,9187,3176,7450,2246,8989,11665,13818,7350,12509,6543,7850,11712,8367,4413,13539,12565,13384,12265,9633,126,5942,6851,2923,7190,2670,5243,2467,5260,11368,7392,816,8690,59,4731,4758,8177, ,5188,8084,14864,7870,13377,9507,3587,11002,3935,3155,2095,3674,407,3212,8712,4794,155,2187,264,78,4151,10081,3202,3177,474,13400,5851,192,2572,4528,12256,7783,8285,4655,5028,8901,742,403,323,467,4137,9977,3158,1104,12824,988,7021,11405,13503,10000,3006,621,8072,1434,8844
9784,2749,8235,9327,11074,13419,3111,11141, ,9188,3198,7474,2247,8990,11666,13819,7351,12510,6544,7852,11736,8368,4414,13540,12566,13385,12864,9656,147,5965,6852,2924,7191,2671,5267,2468,5261,11369,7415,817,8691,60,4753,4759,8178,,5211,8580,14865,7871,13378,9508,3588,11003,4432,3156,2096,3675,408,3213,8713,4795,156,2188,285,502,4152,10082,3203,3626,475,13423,5852,193, ,4549,12278,7784,8286,4678,5029,8902,743,404,324,468,4138,9978,3159,1105,12825,989,7022,11406,13504,10476,3007,622,8094,1458,8845
9785,2768,8236,9328,11075,13420,3112,11163,,9189,3199,7475,2248,9014,11667,14393,7352,12531,6545,7853,12236,8369,4415,13541,12590,13386,12889,9657,148,5966,7376,2946,7192,2672,5268,2469,5262,11370,7416,840,8692,61,4754,4760,8179,,5212,8581,14866,7872,13379,9509,3589,11004,4433,3157,2118,3699,409,3214,8733,4796,157,2210,286,503,4153,10106,3204,3627,476,13424,5853,218,,4550,12279,7785,8308,4679,5030,8903,744,424,325,469,4139,10001,3184,1106,12847,990,7023,11407,13526,10477,3029,642,8095,1459,8846
9806,2769,8237,9877,11076,13421,3113,11164,,9190,3200,7499,2846,9015,11689,14394,7374,12532,6546,7875,12237,8391,4989,13542,12591,13387, ,9658,149,5967,7377,2947,7215,2673,5842,2470,5282,11371,7914,841,8714,62,4755,4781,8180,,5735,8605,14867,7873,13380,9510,4161,11005,4434,3679,2119,3700,410,3215,8734,4797,158,2211,287,526,4175,10606,3205,3628,495,13425,5876,716,,4551,12280,7806,8309,4680,5031,8904,745,425,344,488,4140,10002, ,1129,12848,1011,7024,11429,13527,10501,3030,643,8096,1484,8847
9807,2770,8238,9878,11097,13422,3134,11713,,9191,3201,7500,2847,9016,11690,14395,7375,12533,6568,8376,12259,8392,4990,13564,13164,13388,,9659,150,5991,7378,2948,7216,2695,5843,2471,5283,11394,7915,842,8715,83,4756,4782,8204,,5736,8606,14890,7874,13403,9511,4162,11027,4456,3680,2120,4249,430,3216,8735,4817,159,2212,288,527,4176,10630,3226,3651,496,13999,5877,739,,4552,12281,7807,8310,4681,5032,9451,746,426,345,489,4141,10003,,1130,12849,1012,7044,11430,13528,10502,3031,644,8618,1930,8848
9808,2771,8239,9902,11098,13443,3135,11714,,9211,3223,8074,2848,9039,11691,14417,7851,12534,6569,8377,12260,8393,5012,13565,13165,13410,,9660,151,5992,7399,2949,7217,2696,5867,2472,5284,11395,7938,843,8716,84,4779,4783,8726,,5737,8607,14891,7892,13404,9512,4163,11028,4457,3704,2144,4250,431,3237,8736,4818,176,2213,289,528,4177,10631,3227,3652,497,14000,5878,740,,4553,12282,7808,8311,4703,5033,9452,747,427,346,490,4662,10004,,1131,12850,1013,7045,11431,13552,10503,3032,645,8619,1931,8869
9809,2772,8261,9903,11099,13444,3136,11737,,9212,3224,8075, ,9040,11692,14418,7876,12535,6570,8378,12261,8416,5013,13566,13166,13411,,9681,172,6016,7400,2972,7218,2697,5868,2473,5285,11396,7939,865,8717,85,4780,4784,8727,,5760,8630,15440,7893,13904,9513,4164,11029,4458,3705,2642,4274,432,3238,8737,4819,177,2214,312,551,4178,10632,3228,3653,498,14023,5879,741,,4575,12302,7809,8312,4704,5053,9453,767,428,347,491,4663,10024,,1132,12874,1014,7046,11432,14051,10525,3033,646,8620,1954,8870
9810,2773,8262, ,11100,13445,3160,11738,,9213,3225,8099,,9041,11715,14419,7877,12555,6571,8379,12262,8417,5014,13567,13189,13412,,9682,173,6041,7401,3496,7240,3193,6468,2491,5286,11397,7940,866,8718,86,4804,4785,8728,,5761,8631,15441,7894,13928,9532,4165,11030,4459,3706,2667,4275,433,3239,8738,4820,178,2236,313,552,4199,10655,3229,3676,499,14024,5901,764,,4576,12303,7810,8313,4705,5054,9454,768,429,348,492,4684,10025,,1133,13448,1036,7047,11433,14052,10526,3055,647,8621,1955,8871
9811,2774,8263,,11101,13446,3610,11739,,9214,3249,8100,,9490,11716,14443,7878,12556,7069,8380,12283,8893,5015,13589,13190,13413,,9683,174, ,7402,3497,7241,3217, ,2492,5307,11421,7941,867,8739,87,4805,4786,8729,,5762,8632,15464,7895,13929,9533,4186,11052,4460,3728,2668,4298,434,3240,8758,4821,179,2237,314,553,4200,10656,3230,3677,500,14025,5902,765,,5051,12304,7830,8333,4706,5055,9455,769,450,349,493,4685,10026,,1154,13449,1037,7048,11434,14053,10527,3056,648,8622,1956,8872
9831,2793,8287,,11123,13447,3611,11740,,9215,3250,8124,,9491,11717, ,7900,12557,7093,8381,12284,8918,5016,13590,13191,13436,,9684,175,,7403,3498,7242,3218,,2493,5308, ,7963,868,8740,109,4829,4806,8752,,5763,8633,15465,7896,13979,9534,4187,11053,4481,3729,2692,4299,435,3241,8759,4822,180,2238,315,554,4201,10657,3251,3678,501,14049,5903,766,,5052,12305,7831,8334,5254,5056,9475,770,451,371,494,4686,10027,,1155,13450,1038,7049,11435,14054,10528,3057,667,8642,1957,9398
9832,2794,8288,,11124,13468,3612,11741,,9216,3774,8125,,9514,11742,,7901,12558,7094,8398,12285,8919,5037,13591,13214,13437,,9685,196,,7404,3518,7265,3219,,2494,5309,,7964,890,8741,110,4830,4807,8753,,5785,8634,15466,7897,13980,9535,4188,11054,4482,3730,2693,4300,436,3786,8760,4843,181,2239,316,575,4202,10658,3252,3701,520,14050,5904,790,,5076,12306,7832,8335,5255,5057,9476,771,452,372,514,4687,10028,,1156,13473,1039,7070,11454,14055,10529,3058,668,8643,1958,9421
9833,2795,8811,,11125,13469,3613,11762,,9237,3775,8724,,9515,12266,,7902,12559,7095,8399,12286,8943,5038,13592,13215,13438,,9686,197,,7424,3519,7266,3220,,2495,5310,,7965,891,8742,111,4831,4808,8754,,5786,8635,15467,7898, ,9536,4189,11055,4483,3731,2694,4324,454,3790,8761,4844,182,2262,340,576,4203,10680,3253,3702,521, ,5927,791,,5077,12307,7833,8336,5278,5058,9477,772,453,373,515,4688,10029,,1157,13474,1062,7071,11455,14075,10549,3059,669,8644,1959,9422
9834,2796,8812,,11148,13470,3614,11763,,9238,3776,8725,,9516,12289,,7903,12560,7096,8400,12287,8944,5039,13616,13216,13461,,9687,198,,7425,3520,7267,3221,,2496,5332,,7966,892,8743,112,4853,4809,8755,,5787,8655,15489,7899,,9537,4211,11056,4484,3732,2717,4325,455,3791,8762,4845,183,2809,341,577,4224,10681,3254,3703,522,,6477,792,,5078,12328,7834,8337,5279,5079,9478,793,477,398,516,4689,10049,,1158,13475,1063,7072,11456,14076,10550,3081,670,8645,1979,9423
9835,2797,8813,,11149,13471,3633,11764,,9239,3798,8749,,9517,12290,,7925,12580,7117,8401,12288,8945,5040,13617,13764,13462,,9688,199,,7426,3521,7290,3222,,2497,5333,,7967,893,8744,135,4854,4810,8777,,5788,8656,15490,7916,,9538,4212,11077,4485,3753,2718,4900,456,3810,8763,5343,184,2810,738,578,4225,10682,3255,3725,523,,6501,1391,,5100,12329,7835,8338,5280,5080,9479,794,478,849,517,4690,10050,,1180,13499,1612,7525,11457,14077,10551,3082,671,8646,1980,9445
9836,2798,8814,,11623,13472,3634,11765,,9240,3799,8750,,9518,12291,,7926,12581,7118,8402,12308,8967,5041,14114,13765,13463,,9705,200,,7427,3522,7291,3242,,2498,5834,,7989,894,8765,487,4855,4832,8778,,5810,8657,15491,7917,,10083,4213,11078,4507,3754,2719, ,457,3811,8764,5344,201,2811,760,579,4226,10683,3276,3726,524,,6502,12614,,5101,12330,7855,8339,5281,5081,9480,795,927,850,518,4707,10051,,1181, ,1613,7548,11458,14078,10552,3083,672,8647,1981,9446
9857,2799,8835,,11625,13493,3635,11766,,9738,3800, ,,9519,12292,,7927,12582,7119,8403,12309,8968,5613,14115,13766,13911,,9706,219,,7428,3523,7765,3243,,2515,5835,,7990,916,8766,511,4856,4833,8779,,5811,8658, ,7918,,10084,4787,11079,4508,3755,2743,,458,3812,8783,5368,202,2812,761,599,4227,10705,3277,3727,525,,6503,12615,,5102,12331,7856,8357,5303,5082,9481,796,951,872,519,4708,10052,,1182,,1614,7549,11459,14079,10553,3107,692,8648,1982,9447
9858,2818,8836,,11626,13494,3636,11788,,9739,3801,,,9539,12314,,7928,12583,7120,8404,12310,8969,5614,14116,13788,13935,,9707,220,,7429,3524,7766,3244,,2516,5858,,7991,917,8767,512,4878,4834,8780,,5812,8659,,7919,,10085,4812,11080,4509,3756,3267,,459,3813,8784,5369,203,2813,762,600,4727,10706,3278,3750,544,,6527,12638,,5103,12353,7857,8358,5304,5105,9500,797,952,873,540,4709,10053,,1183,,1615,7550,11460,14080,10554,3108,693,8667,1983,9448
9859,2819,8837,,11627,13495,3637,11789,,9762,3823,,,9540,12315,,7950,12584,7121,8405,12311,8970,5615,14117,13789,13936,,9708,221,,7430,3544,7790,3245,,2517,5859,,7992,918,8768,513,4879,4857,8803,,5813,8660,,7920,,10086,4813,11103,4510,3757,3293,,460,3814,8785,5370,204,2835,763,601,4751,10707,3279,3751,545,,6552,12639,,5104,12354,7858,8359,5305,5605,9501,818,953,874,541,4710,10054,,1205,,1636,7572,11480,14099,10574,3605,694,8668,1984,9449
9860,2820,8838,,11648,13496,3638,11814,,9763,3824,,,9541,12316,,7951,12585,7122,8424,12312,8971,5637,14139,13790,13937,,9709,222,,7451,3545,7791,3246,,2518,5860,,8014,919,8769,534,4880,4858,8804,,5836,8680,,7921,,10087, ,11104,4532,3758,3318,,461,3815,8786,5371,205,2836,785,602,4752,10730,3804,3752,546,, ,12640,,5124,12355,7859,8360,5306,5606,9502,819,954,875,542,4711,10075,,1206,,1637,7573,11481,14100,10575,3629,695,8669,1985,9469
10431,2821,8839,,11649,13497,3639,12339,,9764,3825,,,9542,12317,,7952,12605,7142,8425,12313,8991,5638,14140,13791,13959,,9710,223,,7452,3546,7815,3247,,2519,5861,,8015,942,8770,535,4881,5357,8805,,5837,8681,,7922,,10088,, ,4533,3778,3343,,462,3816,8787,5392,206,2837,786,603,4776,10731,3827,3777,547,,,12642,,5125,12853,7860,8361,5328,5626,9503,820,976,876,543,4712,10602,,1207,,1638,7574,11482,14101,10576,3630,696,8670,2004,9470
10432,2822,8861,,11650,14019,3658,12340,,9765,3826,,,9543,12341,,7953,12606,7143,8426,12333,8992,5639,14141,13813,13960,,9711,224,,7453,3547,7816,3248,,2520,5862,,8016,943,8771,536,4904,5358,9352,,5838,8682,,7923,,10107,,,4534,3779, ,,482,3817,8788,5393,207,2838,787,604,4777,10732,3828,3802,548,,,12663,,5126,12854,7881,8362,5329,5627,9504,821,977,895,566,4713,10626,,1208,,1639,7575,11483,14102,10577,3631,697,8671,2005,9471
10433,2823,8862,,11651,14020,3659,12364,,9786,3848,,,9544,12342,,7974,12607,7144,8427,12334,8993,5640,14142,13814,13961,,9712,225,,7476,3548,7817,3268,,2521,5863,,8017,967,8790,537,4905,5382,9353,,6359,8683,,7924,,10108,,,4535,3780,,,483,3836,8789,5394,208,2839,788,605,4778,11231,3829,4251,549,,,12664,,5127,12855,7882,8363,5330,5628,9505,844,978,896,567,4714,10627,,1231,,1640,7595,11484,14103,10578,3632,1219,8672,2006,9472
10434,2824,8863,,11652,14021,3660,12365,,9787,3849,,,9545,12367,,7975,12608,7145,8428,12335,8994,5641,14164,13815,13962,,9713,244,,7477,3549,7840,3269,,2541,5882,,8039,968,8791,538,5351,5383,9354,,6360,8684,,7942,,10109,,,4560,3781,,,484,3837,8809,5395,209,2860,789,624,4800,11232,3852,4252,550,,,12665,,5128,12878,7883,8382,5331,5629,9506,869,979,897,568,4715,10628,,1232,,1661,7596,12005,14104,10579,3654,1220,8673,2007,9473
10435,2843,8864,,11672,14022,3661,12366,,9788,3850,,,9564, ,,7976,13082,7146,8429,12336,8995,5662,14165,13816,13984,,9730,245,,8001,3570,7841,3270,,2543,5883,,8040,1466,8792,539,5352,5384,9379,,6361,8706,,7943,,10110,,,5059,3803,,,485,3838,8810,5396,226,2861,810,625,4801,11255,3853,4253,569,,,12666,,5129,12879,7884,8383,5905,5630,9525,1341,980,898,592,4734,10629,,1729,,1662,7597,12006,14105,10599,3655,1242,8674,2008,9474
10457,2844,8887,,11673,14043,3662,12389,,9789,3874,,,9565,,,7977,13083,7147,8430,12337,8996,5663,14166,13838,13985,,9734,246,,8002,3571,7842,3271,,2544,5884,,8041,1467,8793,559,5353,5385,9404,,6362,8707,,7944,,10111,,,5083,3805,,,486,3839,9236,5397,227,2862,811,626,4802,11256,3854,4276,570,,,12667,,5148,12880,7885,8384,5906,5631,9526,1342,999,899,593,4735,10650,,1730,,1663,7598,12007,14124,10600,3656,1243,8693,2009,9494
10458,2845,8888,,11674,14044,3663,12390,,9790,3875,,,9566,,,7978,13107,7168,8449,12338,9017,5664,14167,13839,13986,,9735,270,,8003,3572,7865,3272,,2545,5885,,8589,1491,8794,560,5354,5407,9979,,6385,8708,,7945,,10112,,,5084,4304,,,508,3840,9261,5417,228,2863,812,627,4803,11257,3877,4277,571,,,12688,,5149,12881,8406,8385,5928,5632,9527,1343,1000,900,991,4736,10651,,1731,,2263,7599,12030,14125,10601,3657,1244,8694,2010,9495
10459,2849,8889,,11675,14045,3664,12391,,9812,4401,,,9567,,,7999,13108,7169,8450,12360,9018,5665,14190,13840,13987,,9736,673,,8024,3573,7866,3273,,2569,5886,,8590,1492,8815,561,5355,5408, ,,6386,9205,,7946,,10113,,,5106,4305,,,509,3841,9262,5418,229,2864,813,628,4824,11280,3878,4278,572,,,12689,,5150,12903,8407,8386,5929,5633,9528,1344,1001,901,992,4737,10652,,1754,,2264,7600,12031,14126,10603,3681,1245,8695,2029,9496
10460,2868,8912,,11676,14046,3683, ,,9813,4426,,,9568,,,8000,13109,7170,8451,12361,9019,5666,14191,13841,14009,,9737,674,,8025,3574,7867,3274,,2570,5887,,8591,1493,8816,562,5356,5409,,,6387,9230,,7947,,10132,,,5107,4328,,,510,3842,9263,5419,230,2865,814,629,4825,11281,3879,4279,573,,,12690,,5151,12904,8408,8387,5930,5651,9529,1345,1002,920,993,4738,10653,,1755,,2287,7619,12032,14127,10604,3682,1246,8696,2030,9497
