,grain,FIP
0,1,4.007289742088019e-06
1,2,7.680830912781916e-06
2,3,5.056195891631508e-10
3,4,9.460075496420664e-07
4,5,7.277096567900847e-08
5,6,8.431567555494353e-06
6,7,3.174653650939112e-06
7,8,4.527003760136836e-07
8,9,2.6869075237395445e-09
9,10,9.459137041469467e-09
10,11,3.16547947029288e-08
11,12,3.623394808500395e-06
12,13,1.1239613819105025e-05
13,14,3.739937154303876e-07
14,15,8.021054059233115e-06
15,16,1.6603106652819556e-08
16,17,1.3460048879933e-07
17,18,1.0912327379008286e-07
18,19,6.344240115164216e-09
19,20,5.81181057453207e-07
20,21,9.105589453006139e-06
21,22,9.201980845277769e-07
22,23,1.9986954665204326e-08
23,24,8.163092364619287e-08
24,25,9.381381691722969e-06
25,26,9.471536840703e-06
26,27,2.166862890974359e-06
27,28,2.5812785945225617e-08
28,29,5.138307147322239e-06
29,30,5.461671450672969e-09
30,31,4.4787121721443954e-07
31,32,8.658002868242952e-07
32,33,2.04078722252293e-06
33,34,8.409327329965513e-06
34,35,9.431370607044752e-07
35,36,2.2428541230382125e-06
36,37,2.4468853227603945e-08
37,38,6.596537520424062e-06
38,39,1.5348800611075652e-10
39,40,3.7408416167388927e-06
40,41,5.89723889071108e-06
41,42,3.535565157265794e-06
42,43,7.707710472333759e-06
43,44,1.1781531659662415e-08
44,45,2.5916259745261594e-06
45,46,9.200836043997336e-07
46,47,2.3028292478099608e-10
47,48,3.502005903745106e-07
48,49,2.662641596890579e-07
49,50,4.969481939864405e-08
50,51,1.6943203011060634e-07
51,52,4.6202435007262715e-06
52,53,1.3088587773600201e-08
53,54,5.032415151714558e-12
54,55,3.7842932997511597e-06
55,56,1.0707164926890694e-06
56,57,6.809138498338729e-06
57,58,9.921840369545987e-08
58,59,9.693337010228049e-08
59,60,3.7962222268581015e-07
60,61,6.434543257708276e-07
61,62,8.840827419075621e-06
62,63,4.007409255866607e-06
63,64,1.7398917104560256e-07
64,65,3.3720143296682377e-07
65,66,1.3038533997533218e-07
66,67,4.08950876874654e-06
67,68,6.154338231567266e-06
68,69,7.4348168151078045e-06
69,70,7.868890126033035e-06
70,71,7.076541678220247e-07
71,72,1.0143336541289443e-06
72,73,1.7511226448434313e-08
73,74,9.54727343559854e-08
74,75,1.6602210721168658e-08
75,76,8.955126389905305e-06
76,77,1.5786527818342667e-07
77,78,2.065714935222688e-06
78,79,4.4529942630200026e-07
79,80,7.200861369398034e-06
80,81,1.4254259247796474e-07
81,82,4.70930510561047e-06
82,83,1.5668297263037077e-07
83,84,8.654391890228777e-06
84,85,9.63985513284425e-06
85,86,4.122641502709366e-06
86,87,7.697427793135013e-09
87,88,4.663290353603143e-06
88,89,9.607104410563349e-10
89,90,7.457593354232796e-07
90,91,1.3698008501089575e-07
91,92,8.188753371564945e-06
92,93,7.845825551285429e-07
93,94,5.245967209123036e-08
94,95,3.4951254370996234e-07
95,96,7.694144217923204e-06
96,97,3.252036443800889e-06
97,98,1.7784677004501435e-07
98,99,4.773076360457653e-06
99,100,1.8911976485348743e-06
100,101,1.8105087187836602e-06
