104
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.90126997,0.67454422,0.69155556,-0.67110437,-0.21393938,0.15999918,1.3188244,2.1518068,4.6060233,18.27169,16.467726,12.325063,29.065575,12.04918,121.72131,29.304098,3.2998605,2.6007214,4.8406425,61,8,0.43900269,1,1,1,13176,13176,13176
2,0.78046447,0.63755298,-0.33188817,-0.41533458,0.21371639,0.81955642,4.014472,0.95365554,3.953187,19.471256,15.196623,12.413957,78,44.299999,133.89999,28.649036,0.64152282,1.1210968,5.1314826,57,11,0.42396054,1,1,1,12960,12312,12960
3,0.66591334,0.57559121,-0.5308069,-0.081155017,0.67370123,0.50772488,1.1637114,1.7834567,4.1193795,29.387705,19.569664,16.915304,59.127907,117.52325,25.011627,41.319061,5.5099277,1.1336943,5.2064977,171,12,0.62997532,1,1,1,37152,36936,37152
4,0.68646187,0.57986337,0.24977717,0.22713101,0.76982826,0.54165238,1.0350108,1.8074088,4.1569762,16.619894,11.408923,9.6372671,116.4,141,105.8,22.604996,2.9218838,0.6887427,1.445987,28,5,0.43480814,1,1,1,6480,6048,6480
5,0.78541064,0.65441078,0.86234283,0.40887737,-0.26287925,0.14169914,4.4475164,0.8539902,5.9844594,22.874249,17.965677,14.969154,19.093458,80.158882,77.186913,35.341068,2.8978267,2.6902559,4.8149028,107,11,0.58050507,1,0,0,23112,23112,23112
6,0.22049282,0.19784832,0.10857574,-0.30084088,0.41112986,0.85362655,0.79328871,1.5026623,4.6622844,92.344383,20.361273,18.27018,30.795527,92.904152,98.980827,49.889282,1.4683132,0.65110904,3.9171884,301,17,0.022895815,1,1,1,67608,65016,67608
7,0.91748339,0.6189748,-0.95320648,0.090087831,0.23649538,0.16538331,1.4580636,2.019278,0.27670214,31.260105,28.680628,19.349218,35.536911,59.053692,71.838928,49.273991,1.8121891,0.83505225,3.3510394,290,23,0.54537404,1,0,0,64368,62640,64368
8,0.88069218,0.70073408,-0.5689187,0.031181479,0.5027557,0.65007377,1.6965145,2.0501244,5.3471923,15.289005,13.464908,10.713527,106.02857,133.97144,10.714286,24.350492,5.5701327,1.2124581,5.6796398,35,5,0.36693606,1,1,1,7560,7560,7560
9,0.80224752,0.2321142,-0.70556116,0.22998045,0.47054601,0.47736666,2.9639041,0.062652186,3.1598139,78.859497,63.264835,18.304409,89.218056,109.18058,83.872231,61.974117,5.189888,1.6723861,5.8200769,577,26,0.0040008812,1,1,1,126792,124632,126792
10,0.25316218,0.16052382,0.2279937,-0.7784248,0.57234132,0.12041245,3.1218958,1.602791,6.262599,68.493698,17.340014,10.99487,119.7,54.5,84.199997,36.615704,0.49228385,1.8921514,3.0640321,119,10,0.023893565,1,1,1,25920,25704,25920
11,0.78876841,0.60957366,0.86234283,0.40887737,-0.26287925,0.14169914,3.8687384,0.9239462,6.0970874,15.677821,12.36617,9.5567865,77.14286,44.142857,82.714287,22.332619,2.4143503,2.1652267,2.5918126,27,11,0.28737679,1,0,0,6048,5832,6048
12,0.92291147,0.71451628,-0.28367439,-0.3764973,-0.088752165,0.87744039,1.8900763,2.2967181,5.5966988,20.413208,18.839582,14.585569,126.46667,94.933334,14.333333,33.236485,1.0258929,0.98176336,5.4589047,89,11,0.38771123,1,1,1,19440,19224,19440
13,0.82434285,0.69003958,0.17072009,-0.46659431,0.85612923,0.14208135,4.1118269,1.1147605,5.7249451,14.674345,12.096691,10.125879,80.785713,70.714287,69.214287,22.332619,1.5820255,0.22794525,1.6598638,27,7,0.33444545,1,0,0,6048,5832,6048
14,0.67277122,0.5882439,0.72105247,-0.070995279,-0.43535244,0.53433245,3.9516001,1.4197158,3.9197166,16.036526,10.788913,9.4333887,57.46154,128.76923,96.692307,21.472807,0.053086687,1.262853,3.7270606,24,6,0.37403643,1,0,0,5616,5184,5616
15,0.90558237,0.5132404,0.13520171,0.23386388,0.31279436,0.91059756,0.59407032,1.2753898,3.8780408,15.792725,14.301613,8.105464,137.60001,141.60001,22.799999,22.87096,3.8573356,0.54706222,1.7640966,29,5,0.43085596,1,1,1,6480,6264,6480
16,0.18233535,0.15429409,0.57824111,0.082327999,-0.73305315,0.34855777,4.7270365,0.53379923,6.240592,75.951714,13.848682,11.718901,30.212122,33.909092,43.363636,34.321041,4.4099689,1.2474737,4.1271167,98,12,0.012185323,1,1,1,21384,21168,21384
17,0.62243187,0.41658375,-0.22322626,0.13119279,-0.76705158,0.58701819,1.1879202,1.5074971,4.1241007,18.942499,11.790416,7.8911371,114.55556,111.44444,17.666666,22.332619,0.38624477,0.52381563,1.4489155,27,9,0.30769059,1,1,1,5832,5832,5832
18,0.82570732,0.79706299,-0.54260039,-0.0063716983,0.12064574,0.83125734,1.2242942,1.7179474,3.9978075,15.716784,12.977463,12.527267,116.12195,61.829269,112.46342,24.805748,2.2815955,1.164027,1.8665444,37,11,0.38787863,1,0,0,8856,7992,8856
19,0.28600919,0.25742823,-0.43092886,0.67953694,0.35818979,0.47352925,3.1453335,0.32360286,3.1414282,92.450066,26.441568,23.799257,49.532021,68.546799,117.24631,62.117001,4.6299405,1.8701893,0.35804293,581,24,0.045827165,1,1,1,131544,125496,131544
20,0.81492358,0.14684106,-0.44492939,0.70764434,-0.48920712,0.24890482,1.5365132,1.5764325,4.6400361,71.602501,58.350563,10.514187,75.430496,39.349777,61.170403,44.596207,0.090632789,1.9795277,2.1096466,215,14,0.0012291508,1,1,1,48168,46440,48168
21,0.7102018,0.56852722,0.4112967,0.81930989,0.0051835347,0.39942396,1.3305966,1.8055123,5.6413102,28.607492,20.317093,16.264139,130.46428,86.964287,129.21428,39.901752,4.2341628,2.3197424,2.0230689,154,12,0.64641243,1,1,1,36288,33264,36288
22,0.15303271,0.13465504,-0.22710727,-0.40056947,0.51923901,0.71997035,3.1793749,1.6908511,0.015085774,92.590981,14.169448,12.467842,51.705883,135.35294,42.137257,39.815197,0.430215,0.95705158,4.6033511,153,11,0.026104661,1,1,1,33048,33048,33048
23,0.78484589,0.61960763,0.5933913,0.29345056,-0.72984785,0.17057446,3.4993212,1.8250482,3.9256756,15.178841,11.913051,9.4049263,113.22222,35.222221,138.55556,20.538002,4.9420609,1.4469328,4.0235348,21,7,0.36775562,1,1,1,5832,4536,5832
24,0.75444096,0.44476628,0.63660812,-0.24354681,0.4154669,0.60233074,2.3048146,2.4266727,4.7563772,23.044651,17.38583,10.249484,57,90.565216,128.21739,29.776825,2.1723783,1.4999069,2.9031589,64,11,0.48835212,1,1,1,14904,13824,14904
25,0.86692971,0.54857999,-0.20976818,0.9238652,0.26342416,0.18187389,1.0464917,1.501353,3.9165325,17.315327,15.011171,9.4988413,121.61539,134.84616,11.307693,25.244877,3.969131,2.4899015,0.38099942,39,9,0.35856593,1,1,1,8424,8424,8424
26,0.75648499,0.60182196,-0.60960376,-0.26854041,0.74557674,0.019613165,3.4826725,1.8832079,5.9062524,19.83461,15.004584,11.936904,41.237289,60.864407,12.254237,27.785583,5.1536283,1.4580188,4.3237495,52,12,0.46066901,1,1,1,12744,11232,12744
27,0.90069473,0.76038843,-0.50905818,0.44171867,0.70438004,0.22269496,3.4692698,1.8221146,3.9879661,27.217606,24.514753,20.695951,31.638655,121.9916,108.57983,44.526955,4.3039117,1.4791795,5.7332926,214,15,0.55449325,1,1,1,51408,46224,51408
28,0.27500999,0.22533792,-0.71999449,-0.16194278,-0.03928801,0.67367566,1.5971903,2.0403917,6.2476144,91.579391,25.185246,20.636311,57.166336,48.160397,107.5901,58.887096,0.27949348,1.6601503,6.1201978,495,22,0.049023286,1,1,1,109080,106920,109080
29,0.92929137,0.13224,0.23958175,0.68307567,0.6888929,0.037879825,3.1559851,1.5584152,0.34738845,67.283241,62.525734,8.8975353,99.177513,34.739643,97.224854,40.747379,2.8591902,1.6187981,0.39226481,164,13,0.00068404054,1,1,1,36504,35424,36504
30,0.91111165,0.83887362,-0.15528235,-0.56950653,0.76639307,0.25336003,3.3676512,1.7948605,4.3297248,14.460939,13.17553,12.1309,78.666664,33.5,71.666664,24.580227,1.1255066,1.7073797,2.7469728,36,7,0.33423343,1,0,0,7776,7776,7776
