1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
11791,10132,11257,4714,3584,2795,11030,5816,10231,3320,421,501,11559,10588,6884,4153,7497,3842,14837,8944,10508,10271,4308,1687,13292,7593,330,57,1876,10376,1813,9565,6663,408,3787,1497,13112,4201,2872,3324,50,9618,9533,271,9918,14240,3295,41,1372,5660,8512,13994,331,13270,2997,6897,8829,783,8795,6687,126,6438,719,5387,11313,8520,13827,7885,517,11404,1010,9406,10433,5370,12468,167,13555,6818,8504,2556,7564,3330,944,6326,12404,10497,3197,2176
11792,10133,11258,4715,3585,2796,11053,5817,10232,3321,422,502,11560,10589,6885,4154,7498,4363,14838,8965,10509,10272,4309,1688,13293,7616,347,78,1895,10377,1814,10113,7137,409,3788,1498,13113,4202,2873,3349,69,9619,9534,272,9919,14241,3317,60,1393,5661,8964,14543,332,13271,2998,6898,8830,784,8796,6688,127,6439,720,5936,11315,8521,13828,7886,538,11405,1033,9979,10434,5371,12469,184,13580,6819,8505,2557,7565,3331,945,6327,12405,10498,3218,2177
11793,10134,11259,4716,3586,2797,11054,5840,10233,3322,423,503,12084,10612,6886,4155,8096,4364,14839,8966,10530,10273,4332,1689,13294,7617,348,79,1896,10378,2388,10114,7138,410,3789,1520,13114,4203,2874,3849,70,9620,9557,292,9940,14242,3318,61,1394,5662,8985,14544,881,13272,2999,6899,8852,785,8797,6707,128,6440,744,5937,11316,8522,13829,7909,539,11426,1532,9980,10456,5372,12491,185,13581,7296,8529,2558,7566,3332,946,6350,12406,10521,3219,2178
11794,10135,11260,4717,3606,2798,11055,5841,10234,3345,424,504,12085,10613,6887,4177,8097,4365,14862,8967,10531,10274,4333,1690,13315,7641,349,80,1897,10379,2389,10115,7162,411,3790,1521,13638,4204,2895,3850,71,9641,9558,293,9941,14265,3319,62,1395,5685,8986,14567,882,13273,3020,6921,8853,786,8819,6708,129,6460,745,5938,11336,8523,14377,8458,540,11427,1556,9981,10457,5373,12492,186,13605,7297,8530,2578,7590,3354,966,6351,12429,10522,3221,2179
11815,10156,11261,4718,3607,2799,11078,5842,10235,3346,440,525,12086,10614,6888,4178,8098,4366,14863,8968,10532,10275,4334,1712,13316,7666,350,81,1898,10401,2390,10116,7163,433,3812,1522,13662,4225,2896,3872,72,9642,9559,294,9942,14266,3342,63,1396,5686,8987,14568,905,13274,3021,6922,8854,787,8820,6709,130,6461,746,5961,11337,9045,14378,8459,541,11428,1557,10001,10458,5374,12493,187,13606,7319,8531,2579,7615,3355,967,6352,12430,10523,3222,2180
11816,10157,11282,4719,3608,2820,11079,5865,10256,3347,441,526,12108,10636,6909,4179,8121,4367,14864,8969,10533,10298,4358,1713,13317,8091,351,82,1899,10402,2412,10138,7164,434,3813,1523,13663,4226,2897,3873,73,9643,9560,295,9943,14791,3343,64,1397,5687,8988,14569,906,13275,3022,6923,8855,788,9344,6710,131,6462,768,5962,11338,9046,14379,8460,542,11429,1558,10002,10481,5396,12494,188,13607,7320,9102,2580,8065,3356,968,6876,12431,10524,3223,2200
12342,10158,11283,4739,3609,2821,11080,5866,10257,3370,442,527,12109,10637,6910,4180,8122,4368,14888,9517,10534,10299,4359,1714,13318,8092,352,83,1900,10426,2413,10139,7187,435,3814,1546,13664,4227,2898,3874,74,9644,9581,296,9944,14792,3344,65,1418,5688,8989,14570,907,13848,3023,6924,8877,808,9345,6711,132,6463,769,5963,11339,9047,14380,8461,543,11430,1559,10003,10482,5397,13093,189,13630,7321,9103,2581,8089,3357,969,6900,12432,10545,3769,2201
12365,10159,11284,4740,3610,2822,11104,5867,10258,3371,443,528,12110,10638,6911,4704,8123,4391,14889,9541,10555,10795,4881,1715,13342,8093,353,106,1922,10427,2414,10140,7188,436,3815,1547,13686,4228,2899,3875,75,9645,9582,297,10516,14815,3367,66,1419,5710,8990,14592,929,13849,3024,6945,8878,809,9346,6732,133,6464,770,5986,11340,9070,14381,8482,563,11431,1581,10004,10483,5398,13094,190,13631,7322,9104,2582,8090,3358,970,6901,12455,10546,3770,2202
12366,10160,11285,4741,3611,2823,11105,5868,10259,3372,444,529,12111,10639,6933,4728,8722,4392,15439,9542,10556,10796,4882,1716,13891,8116,354,107,1923,10951,2415,10141,7189,437,3840,1548,13687,4229,2920,3896,94,9667,9583,318,10517,14816,3368,67,1420,5711,9010,14593,930,13850,3044,6946,8879,1333,9347,6733,147,6486,771,5987,11341,9071,14401,8483,564,11453,1582,10005,11005,5922,13117,191,13632,7343,9105,2605,8113,3379,971,6902,12456,10547,3771,2203
12367,10181,11286,4742,3632,2824,11653,5890,10260,3395,445,550,12133,10640,6934,4729,8723,4393,15463,9543,10557,10797,4883,1737,13892,8117,355,108,1924,10976,2437,10142,7190,438,4386,2072,13688,4251,2921,3897,95,9668,9584,319,10540,14817,3369,85,1421,5712,9011,14594,931,13871,3045,6947,8880,1334,9369,7282,148,6487,793,5988,11361,9072,14402,8484,565,11454,1583,10006,11006,5923,13118,192,13633,7344,9128,2606,8114,3380,991,6925,12457,10548,3794,2204
12368,10707,11307,4743,3633,2845,11654,5891,10281,3396,446,551,12134,10641,6935,4730,8747,4416,15464,9544,10558,10798,4906,1738,13893,8118,356,628,1925,10977,2438,10163,7212,458,4387,2095,13689,4252,2922,3898,96,9669,9585,320,10541,14840,3394,86,1422,5713,9012,14595,932,13872,3046,6948,8881,1335,9370,7283,149,6488,794,6011,11362,9073,14403,8485,566,11455,1584,10026,11007,5945,13119,193,13656,7345,9129,2607,8115,3381,992,6926,13005,10549,3795,2225
12369,10708,11308,4744,3634,2846,11678,5892,10282,3397,447,552,12135,10662,6958,4752,8748,4417,15488,9566,10559,10799,4907,1739,13894,8119,357,629,1947,10978,2439,10164,7213,459,4388,2096,13690,4253,2923,3899,97,9670,9607,321,10542,14841,3867,87,1443,5735,9013,14617,956,13873,3047,6949,8902,1358,9371,7284,150,6489,795,6012,11363,9074,14404,8486,567,11456,1606,10027,11008,5946, ,208,13657,7346,9130,2631,8139,3382,993,6927,13029,10570,3796,2751
12389,10709,11309,4745,3635,2847,11679,6416,10283,3971,448,553,12136,10663,6959,4753, ,4418,15489,9567,10560,10800,4908,1740,13916,8142,373,630,1948,10979,2440,10165,7214,460,4389,2097,13711,4254,2924,3900,98,10195,10182,344,10543,14842,3868,88,1444,5736,9014,14618,9601,13874,3070,6969,8903,1359,9372,7285,151,7012,796,6561,11366,9075,14405,8507,568,12001,1607,10028,11031,5947,,209,13658,7347,9131,3129,8140,3383,994,6928,13030,10571,3797,2752
12390,10731,11310,4764,3636,2848,11703,6441,10284,3972,449,554,12158,10664,6960,4754,,4440,15513,9568,10581,10820,4909,1741,13917,8143,374,651,1949,11001,2462,10166,7215,461,4390,2098,13712,4277,2946,3921,99,10216,10183,345,10544,14865,3891,89,1445,5737,9015,14619,9626,13875,3071,6970,8904,1360,9373,7286,152,7035,819,6562,11386,9095,14406,8508,569,12002,1608,10029,11032,5948,,210,14155,7368,9154,3130,8141,3405,995,6950,13031,10572,3818,2753
12391,10732,11334,4765,3658,2849,11704,6465,10285,3995,450,574,12159,10665,6983,4755,,4441,15514,9569,10582,10821,4930,2287,13918,8144,375,652,1950,11002,2463,10188,7237,462,4412,2119,13713,4278,2947,3922,121,10217,10184,346,10565,14866,3892,90,1446,5738,9035,15168,9627,13896,3095,6971,8905,1361,9393,7287,153,7036,820,6586,11387,9096,14426,8509,589,12003,1609,10030,11033,5949,,211,14156,7369,9155,3131,8164,3406,996,6951,13032,10573,3819,2776
12392,10733,11335,4766,3659,3420,11728,6466,10306,3996,451,575,12160,10666,6984,4756,,4442, ,9592,10583,10822,4931,2288,13941,8167,376,653,2425,11003,3038,10189,7238,463,4413,2120,13714,4279,2948,3923,122,10218,10185,844,10566,14867,3893,91,1469,5739,9036,15169,9628,13897,3544,6972,8906,1362,9394,7288,154,7037,821,6587,11412,9097,14427,8510,590,12004,1610,10031,11034,5950,,212,14179,7370,9156,3132,8165,3407,1015,6952,13054,10574,3820,2777
12393,10734,11857,4767,3660,3421,11729,6467,10307, ,465,576,12161,10687,6985,4777,,4443,,9593,10584,10823,4932,2312, ,8168,377,654,2447,11004,3039,10190,7239,482,4414,2121,13715,4303,2949,3924,123,10219,10206,868,10567,14890,3894,92,1470,5761,9037,15193,9651,13898,3568,6973,8927,1363,9395,7307,155,7038,845,6611,11887,9098,14428,8511,591,12005,1631,10032,11056,5970,,213,14180,7371,9727,3133,8166,3408,1016,6953,13055,10575,3821,2778
12394,10735,11858,4768,3661,3422,12279,6490,10308,,466,577,12183,10688,7008,4778,,4465,,9594,10585,10824,4933,2313,,8169,378,655,2448,11027,3040,10191,7261,483,4415,2122,13737,4304,3495,3925,621,10220,10207,869,10568,14891,3895,93,1920,5762,9038,15194,9675,13899,3569,6974,8928,1383,9396,7308,156,7039, ,6612,11888,9099,14429,8532,592,12026,1632,10051,11057,5971,,214,14181,7372,9728,3134,8189,3430,1017,6975,13056,10597,3822,2779
12395,10756,11859,5268,3684,3423,12303,6491,10309,,467,578,12184,10689,7009,4779,,4466,,10167,10607,10825,4934,2314,,8191,379,656,2449,11052,3062,10215,7262,484,4437,2123,13738,4776,3496,3946,622,10241,10208,870,11142,14892,3916,111,1921,5763,9039,15195,9676,13900,3570,6993,8929,1384,9397,7309,157,7040,,6636,11889,9100,14430,8533,593,12027,1633,10052,11058,5972,,215,14182,7391,9729,3153,8190,3431,1018,6976,13057,10598,3823,2800
12414,10757,11860,5289,3685,3424,12304,6492,10835,,468,579,12185,10690,7010,4780,,4467,,10168,10608,10846,4956,2315,,8192,380,677,2450,11601,3063,10738,7263,485,4438,2145,13739,4800,3497,3947,623,10242,10209,893,11165,15440,3917,112,1944,5764,9040,15217,9677,13921,3593,6994,8930,1385,9398,7310,158,7060,,7186,11890,9119,14431,8534,594,12028,1634,10053,11059,5973,,216,14204,7392,9730,3154,8714,3455,1019,6977,13080,10599,3843,2801
12415,10758,11861,5290,3686,3445,12329,6515,10856,,469,599,12709,10714,7011,4803,,4468,,10169,10609,10847,4957,2316,,8193,381,678,2451,11602,3064,10739,7264,486,4439,2146,13740,4801,3498,3948,645,10243,10210,894,11166,15441,3918,114,1945,6261,9059,15218,10201,13922,3594,6995,8931,1386,9399,7311,172,7061,,7211,11891,9120,14451,8535,615,12029,1635,10054,11060,5974,,217,14205,7393,9754,3155,8739,3932,1040,6978,13081,10600,3844,2802
12416,10759,11882,5291,3710,3446, ,6516,10857,,470,600,12710,11188,7033,4804,,4491,,10192,11130,10848,4958,2336,,8215,382,679,2471,11626,3065,10740,7787,487,5012,2147,14262,4802,3499,3949,646,10244,10832,895,11167,15465,3919,115,1946,6262,9060,15219,10202,13923,3595,6996,8952,1387,9400,7312,173,7062,,7236,11911,9121,14452,9082,616,12030,1636,10055,11081,5975,,218,14206,7394,9755,3156,8740,3953,1041,7001,13082,11121,3845,2803
12417,10760,11883,5292,3711,3447,,7041,10858,,471,601,12711,11189,7034,4805,,4965,,10193,11131,10849,4959,2337,,8216,399,680,2472,11627,3066,10741,7788,488,5013,2148,14263,4824,3520,3950,647,10245,10833,918,11168,15466,3920,116,1968,6286,9061,15220,10226,13924,3596,6997,8953,1388,9418,7313,174,7063,, ,11912,9122,14453,9083,617,12031,1656,10056,11082,5995,,233,14207,7395,9756,3157,8764,3954,1042,7002,13680,11122,3846,2804
12418,10781,11884,5293,3735,3448,,7066,10859,,472,602,12734,11190,7059,5353,,4966,,10194,11132,10850,4984,2338,,8217,400,681,2473,11628,3087,10762,7789,505,5038,2171,14287,4825,3521,3973,648,10266,10834,919,11169,15467,3942,117,1969,6287,9062,15242,10227,14473,3597,6998,8954,1389,9419,7332,175,7064,,,11913,9123,14454,9084,618,12051,1657,10579,11083,5996,,234,14208,7396,9779,3158,8765,3955,1043,7501,13681,11123,3847,2825
12419,10782,11885,5294,3736,3449,,7090,10860,,473,603,12735,11212,7484,5354,,4967,, ,11133,10871,5507,2339,,8218,401,682,2474,11652,3088,10763,7812,506,5039,2172,14288,4826,3522,3974,649,10267, ,920,11191,15490,3943,118,1970,6288,9063,15243,10228,14474,3598,6999,8955,1408,9420,7333,176,7065,,,11914,9124,14455,9085,619,12052,1658,10580,11084,5997,,235,14230,7397,9780,3159,8766,3956,1065,7525,13682,11145,3848,2826
12420,10783,11886,5314,4161,3470,,7091,10881,,474,604,12736,11213,7485,5355,,4988,,,11134,10872,5531,2340,,8240,402,703,2475,11677,3089,10764,7813,507,5063,2173,14289,4827,3523,3975,650,10268,,921,11192,15491,3944,137,1971,6310,9064,15244,10229,14475,3599,7000,9427,1409,9421,7334,177,7085,,,11915,9144,14456,9107,620,12053,1659,10603,11085,5998,,236,14231,7415,10355,3176,8789,3957,1066,7526,13706,11146,3869,2827
12439,10784,11907,5315,4162,3471,,7092,10882,,475,624,12759,11214,7486,5377,,4989,,,11135,10873,5532,2341,,8241,403,704,2476,12277,3713,10765,7814,508, ,2723,14290,4828,3524,3997,670,10269,,1494,11193,15492,3945,139,1972,6311,9086, ,10251,14497,3600,7018,9428,1410,9422,7335,178,7086,,,11916,9145,15002,9108,641,12054,1660,10604,11106,5999,,237,14232,7416, ,3177,8790,3958,1542,7527,13707,11147,3870,2828
12440,10785,11908,5316,4184,3472,,7716,10883,,492,625,12760,11215,7487,5378,,4990,,,11155,10874,5533,2342,,8242,404,705,2477, ,3714,10766,7837,509,,2747,14312,4829,3545,3998,671,10270,,1518, ,15515,3967,140,1973,6312,9087,,10252,14498,3618,7019,9429,1411,9423,7336,179,7087,,,11917,9146,15003,9109,642,12055,1661,10605,11107,6000,,238,14233,7417,,3178,8791,3977,1543,7550, ,11148,3871,2829
12441,10786,11909,5317,4185,3473,,7717,10884,,493,626,12761,11216,7508,5379,,4991,,,11156,10875,5556,2361,,8266,405,706,2496,, ,10767,7838,510,,2748,14313,4830,3546,3999,672,10292,,1519,,15516,3968,141,1993,6313,9088,,10253,14499,3619,7020,9430,1412,9424,7337,180,7088,,,11936,9147,15004,9110,643,12056,1681,10606,11108,6021,,239,14234,7418,,3179,8814,3978,1544,7551,,11149,4394,2850
12442,10806,11910,5318,4186,3474,, ,10885,,494,627,12783,11236,7509,5380,,4992,,,11157,10896,5557,2362,,8267,406,707,2497,,,10787,7839,511,,2771,14314,4849,3547,4000,673,10293,,12767,,15517,3969,142,1994,6335,9089,,10254,14500,3620,7021,9452,1413,9425,7338,181,7089,,,11937,9148,15005,9111,644,12057,1682,10626,11109,6022,,240,14255,7419,,3180,8815,3979,1545,7552,,11150,4395,2851
12443,10807,11932,5319,4187,4045,,,10907,,495,1101,12784,11237,7510,5381,,4993,,,11158,10897,5558,2363,,8291,407,708,2498,,,10788,7862,512,,2772,14315,4850,3548,4020,674,10294,,12792,, ,3970,587,1995,6336,9112,,10255,14522,3621,7022,9453,1414,9443,7339,182,7111,,,11938,9149,15006,9132,667,12078,1683,10627,11110,6023,,241,14256,7420,,3181,8816,3980,1566,7553,,11170,4396,2852
12444,10808,11933,5339,4207,4046,,,10908,,496,1102,12785,11238,7511,5403,,4994,,,11159,10898,5559,2364,,8690,425,730,2499,,,10789,7863,513,,2773,14337,4851,3549,4021,675,10295,,12793,,,3992,588,1996,6337,9113,,10276,14523,3622,7023,9454,1415,9444,7357,183,7112,,,11939,9169,15007,9133,668,12079,1684,10628,11111,6024,,242,14257,7421,,3182,9315,3981,1567,7575,,11171,4419,2853
12445,10809,11934,5340,4208,4047,,,10909,,497,1103,12786,11239,7512,5404,,5014,,,11160,10899,5583,2365,,8691,426,731,2500,,,10790,7864,530,,2774,14338,4852,3571,4022,695,10792,,12794,,,3993,611,1997,6338,9114,,10277,14524,3623,7024,9455,1416,9445,7358,196,7113,,,11940,9170,15026,9134,669,12080,1685,10629,11606,6047,,258,14258,7422,,3183,9339,3982,1568,7576,,11172,4420,2854
12465,10810,11935,5341,4209,4048,,,10932,,498,1104,12809,11240,7513,5405,,5015,,,11180,10900,5584,2366,,8715,427,732,2501,,,10791,7887,531,,3348,14339,4853,3572,4023,696,10793,,12818,,,3994,612,1998,6339,9137,,10278,14547,3624,7025,9477,1417,9446,7359,197,7114,,,11941,9171,15027,9135,693,12081,2132,10630,11607,6048,,259,14280,7440,,3201,9340,3983,1569,7577,,11173,4421,2875
12466,10811,11957,5342,4210,4049,,,10933,,499,1126,12810,11241,7533,5406,,5016,,,11181,10921,5609,2367,,8716,428,733,2502,,,10812,7888,532,,3373,14340,4854,3573,4024,697,10794,,12819,,,4017,613,2017,6361,9138,,10279,14548,3625,7048,9478,1433,9447,7360,198,7661,,,11942,9172,15028,9136,694,12082,2157,10631,11630,6571,,260,14281,7441,,3202,9363,4003,1570,7578,,11174,4422,2876
12966,10831,11958,5343,4211,4070,,,11483,,500,1127,12811,11262,7534,5429,,5017,,,11182,10922,6182,2387,,8717,429,1251,2520,,,10813,8438,533,,3398,14341,4855,3574,4474,698,10817,,13391,,,4018,614,2018,6362,9139,,10280,15123,3643,7049,9479,1434,9467,7361,199,7662,,,11961,9173,15029,9157,1140,12626,2158,10651,11631,6572,,261,14282,7442,,3203,9364,4004,1571,7601,,11175,4423,2877
12967,11332,11959,5344,4212,4071,,,11507,,518,1128,13360,11263,7535,5430,,5018,,,11183,10923,6183,2391,,8718,926,1252,2521,,,10814,8439,534,,3399,14362,4875,3575,4475,699,10818,,13392,,,4019,636,2019,6363,9163,,10300,15124,3644,7050,9480,1435,9468,7362,200,7663,,,11962,9174,15030,9158,1141,12627,2159,10652,11632,6573,,262,14306,7443,,3204,9365,4005,1590,7602,,11195,4444,2878
12968,11333,11960,5364,4230,4072,,,11508,,519,1129,13384,11264,7536,5431,,5019,,,11184,10924,6209,2392,,8741,927,1253,2522,,,10815,8463,535,, ,14363,4876,4121,4497,700,10819,,13393,,,4492,637,2020,6364,9164,,10301,15147,3645,7521,9481,1436,9469,7363,201,7664,,,11963,9646,15031,9159,1142,12628,2181,10653,11633,6574,,263,14331,7444,,3205,9366,4006,1591,7603,,11196,4445,3376
12989,11356,12459,5365,4231,4073,,, ,,520,1151,13385,11265,7537,6003,,5040,,,11185,11399,6807,2912,,8742,928,1254,2523,,,10816,8464,536,,,14364,4877,4122,4498,721,10841,,13394,,,4493,638,2021,6386,9586,,10302,15148,3646,7522,9502,1437,9470,7364,202,7665,,,11964,9671,15032,9160,1164,12629,2182,10654,11634,6575,,264,14780,7445,,3206,9389,4007,1592,7627,,11197,4446,3377
12990,11357,12482,5366,4232,4074,,,,,521,1152,13409,11266,7538,6004,,5041,,,11186,11400,6808,2913,,8743,947,1255,2524,,,11364,8488,537,,,14365,4878,4123,4499,722,10842,,13416,,,4517,639,2022,6387,9587,,10303,15172,3647,7523,9503,1438,9492,7382,203,7685,,,11965,9672,15051,9161,1165,12630,2183,10655,11655,6596,,265,14781,7446,,3207,9390,4008,1593,8126,,11198,4447,3378
12991,11358,12483,5367,4233,4095,,,,,522,1153,13410,11287,7558,6005,,5042,,,11206,11420, ,2914,,8744,948,1276,2525,,,11365,8513,555,,,14366,4879,4124,4500,723,10843,,13417,,,4518,640,2023,6388,9588,,10304, ,3648,7524,9504,1439,9493,7383,204,7686,,,11966,9673,15052,9707,1166,12631,2184,10656,11656,6597,,266,14782,7468,,3208,9391,4009,1594,8151,,11199,4448,3400
12992,11359,12484,5368,4234,4096,,,,,523,1154,13434,11288,7559,6029,,5043,,,11207,11421,,2937,,8767,949,1277,2526,,,11388, ,556,,,14913,4880,4145,4501,747,10844,,13418,,,4519,660,2043,6389,9589,,10305,,3649,7545,9505,1440,9968,7384,205,7687,,,11967,9674,15053,9708,1167,12632,2185,10676,11657,6598,,283,14783,7469,,3227,9392,4029,1595,8152,,11200,4449,3401
12993,11360,12485,5369,4235,4097,,,,,524,1175,13435,11289,7560,6030,,5064,,,11208,11422,,2938,,8768,950,1278,2527,,,11389,,557,,,14914,4900,4146,4520,748,10845,,13419,,,4542,661,2044,6912,9611,,10327,,3650,7546,9506,1441,9969,7385,206,7688,,,11986,9693,15054,9709,1168,12651,2205,10677,11658,6599,,284,14804,7470,,3228,9414,4030,1596,8176,,11222,4469,3402
12994,11381,12486,5388,4236,4098,,,,,544,1176,14059,11290,7561,6031,,5065,,,11209,11423,,2939,,8792,951,1279,2546,,,11390,,558,,,14915,4901,4147,4521,1246,10866,,13420,,,4543,662,2045,6913,9612,,10328,,3668,7547,9527,1458,9970,7386,207,7689,,,11987,9694,15077,9732,1188,12652,2206,10678,11659,6600,,285,14805,7897,,3229,9415,4031,1614,8177,,11223,4470,3403
12995,11382,12507,5389,4237,4099,,,,,545,1177, ,11314,7583, ,,5066,,,11210,11424,,2940,,8793,952,1280,2547,,,11391,,559,,,14938,4902,4148,4522,1247,10867,,13441,,,4544,663,2046,6936,9613,,10329,,3669,7548,9528,1459,9971,7387,221,7690,,,11988,9695,15078,9733,1189,12653,2207,10679,11660,6621,,286,14806,7920,,3230,9416,4032,1615,8201,,11224,4471,3404
13013,11383,12508,5390,4259,4695,,,,,546,1178,,11813,7584,,,5067,,,11211,11425,,2941,,8817,953,1281,2548,,,11392,,560,,,14939,4903,4149,4523,1248,10868,,13442,,,4545,664,2047,6937,9614,,10330,,3670,7549,9529,1460,9972,7388,222,7691,,,11989,9696,15079,9734,1190,12654,2208,10680,11680,6622,,287,14807,7921,,3231,9417,4033,1616,8202,,11225,4472,3425
13014,11384,12509,5391,4260,4696,,,,,547,1179,,11814,7585,,,5068,,,11232,11445,,2962,,8818,954,1302,2549,,,11413,,561,,,14940,4904,4171,4524,1270,10869,,13443,,,4567,665,2068,6938,9615,,10826,,3671,7569,9530,1461,9992,7389,223,7710,,,11990,9697, ,9735,1191,12655,2209,10681,11681,6623,,288,14808,7922,,3232,9439,4034,1617,8203,,11770,4473,3426
