1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113
 15107,, 12180, 4880, 6116,,,,,, 6853, 547,, 3885, 3657, , 11086, 1599, 202, 5003, 8338, 4582, 7260, 9418, 13228, 8188,, 10767, 9269, 8382, 3880, 6783, 199, 11397, 506, 11756,,, 1041, 2961, 214,, 9300, 7927,, 14036,, 9247, 2473, 12055, 12283,,, 3142, 7195, , 1353, 1073,, 7240, 7224, 1635, 12700,, 1256, 12555, 762, 4621,, 8739, 8424, 1285,,, 13772, 12136, 1233, 14745,, 3093, 15211, 15552, 9512, 3440, 1809,, 12930,,, 9263, 346, 5279, 5093, 9989,, 2702, 4843, 3466, 12569, 5978, 3593, 11788, 8783, 6954, 889, 2123, 7677, 13291, 10209, 1065, 564, 10239, 528
 15108,, 12181, 4902, 6117,,,,,, 6854, 548,, 3908, 3658,, 11635, 1600, 203, 5026, 8339, 4583, 7261, 9419, 13250, 8189,, 10788, 9270, 8383, 3881, 6784, 220, 11419, 508, 11757,,, 1613, 2982, 215,, 9301, 7928,, 14037,, 9248, 2474, 12056, 12284,,, 3163, 7196,, 1354, 1074,, 7241, 7245, 1656, 13249,, 1257, 12556, 763, 4643,, 8740, 8425, 1286,,, 13773, 12137, 1757, 14767,, 3113, , 15553, 9537, 3462, 1810,, 13479,,, 9264, 347, 5300, 5094, 9990,, 2703, 4844, 3467, 12570, 5979, 4143, 12288, 8784, 6976, 910, 2124, 7678, 13312, 10210, 1066, 565, 10240, 529
 15109,, 12182, 4903, 6140,,,,,, 7351, 549,, 3909, 3680,, 11636, 1601, 204, 5027, 8340, 4584, 7262, , 13251, 8190,, 10789, 9271, 8384, 3882, 6785, 221, 11420, 509, 11758,,, 1614, 3385, 216,, 9302, 7929,, 14038,, 9249, 2475, 12078, 12306,,, 3164, 7743,, 1355, 1096,, 7242, 7246, 1657, 13274,, 1278, 12557, 784, 4644,, 9312, 8426, 1308,,, 13796, 12160, 1781, 14768,, 3114,, 15554, 9937, 3463, 1811,, 13480,,, 9265, 348, 5301, 5095, 9991,, 2704, 4845, 3468, 12571, 5999, 4144, 12312, 8805, 6977, 911, 2144, 7679, 13313, 10211, 1086, 566, 10241, 530
 15110,, 12183, 4904, 6141,,,,,, 7352, 571,, 3910, 3681,, 11637, 1602, 205, 5028, 8862, 4585, 7285,, 13252, 8191,, 10790, 9272, 8385, 3905, 6806, 222, 11421, 510, 11759,,, 1615, 3405, 217,, 9303, 7950,, 14062,, , 2476, 12079, 12307,,, 3165, 7744,, 1356, 1097,, 7243, 7247, 1658, 13299,, 1279, 12578, 785, 4645,, 9313, 8427, 1309,,, 13797, 12161, 1782, 14769,, 3115,, 15575, 9960, 3464, 1812,, 13504,,, 9266, 349, 5302, 5096, 9992,, 2725, 4846, 3469, 12572, 6000, 4167, 12313, 8806, 7001, 912, 2145, 7680, 13314, 10212, 1087, 567, 10242, 554
 15133,, 12184, 5427, 6142,,,,,, 7353, 572,, 3935, 3682,, 11660, 1603, 206, 5051, 8863, 4605, 7861,, 13253, 8213,, 10791, 9273, 8386, 3906, 6807, 669, 11422, 1057, 11760,,, 1616, 3406, 218,, 9304, 7951,, 14587,,, 2477, 12080, 12308,,, 3166, 7768,, 1357, 1098,, 7244, 7248, 1659, 13899,, 1280, 12579, 786, 5167,, 9314, 8447, 1310,,, 13798, 12162, 1806, 14794,, 3116,, 15576, 9961, 3465, 1833,, 13505,,, 9287, 350, 5303, 5097, 9993,, 2726, 4847, 3470, 12573, 6001, 4168, 12314, 8807, 7002, 913, 2146, 7681, 13315, 10213, 1088, 568, 10243, 1001
 15134,, 12185, 5428, 6639,,,,,, 7354, 573,, 4382, 3683,, 11661, 1604, 207, 5052, 8864, 4606, 7885,, 13254, 8214,, 10813, 9292, 8405, 3907, 6808, 670, 11445, 1058, 11779,,, 1638, 3407, 219,, 9324, 7952,, 14611,,, 2478, 12081, 12309,,, 3167, 7769,, 1358, 1099,, 7263, 7249, 1660, ,, 1281, 12580, 787, 5168,, 9337, 8448, 1311,,, 14346, 12186, 1807, 15317,, 3117,, 15577, 9962, 3488, 1834,, ,,, 9288, 351, 5304, 5098, 10016,, 2727, 4868, 3491, 12592, 6002, 4169, 12315, 8808, 7501, 914, 2147, 7701, 13316, 10234, 1089, 569, 10244, 1002
 ,, 12204, 5451, 6640,,,,,, 7376, 574,, 4383, 3704,, 11662, 1605, 208, 5076, 8865, 4607, 7886,, 13275, 8215,, 10814, 9293, 8406, 4380, 6809, 693, 11446, 1059, 11780,,, 1639, 3408, 239,, 9325, 7953,, 14612,,, 2495, 12082, 12333,,, 3168, 7770,, 1377, 1122,, 7264, 7269, 1682,,, 1282, 12581, 788, 5191,, 9338, 8449, 1312,,, 14347, 12187, 1831, 15318,, 3564,, , 9963, 3489, 1835,,,,, 9289, 370, 5325, 5099, 10017,, 2728, 4869, 3494, 12593, 6003, 4192, 12336, 8809, 7502, 935, 2148, 7702, 13866, 10235, 1090, 570, 10245, 1003
,, 12205, 5452, 6663,,,,,, 7377, 596,, 4384, 3705,, 11685, 1624, 209, 5077, 8887, 4608, ,, 13276, 8762,, 10815, 9294, 8407, 4404, 6810, 694, 11447, 1060, 11781,,, 1640, 3409, 240,, 9326, 8428,, 14613,,, 2496, 12102, 12334,,, 3188, 7771,, 1378, 1123,, 7265, 7270, 1683,,, 1306, 12582, 810, 5192,, 9339, 8450, 1333,,, 14371, 12760, 1832, 15319,, 3565,,, 9984, 3490, 1836,,,,, 9290, 371, 5326, 5100, 10541,, 3226, 4870, 3495, 12594, 6004, 4193, 12337, 8831, 7503, 936, 2149, 7703, 13889, 10236, 1091, 588, 10263, 1004
,, 12206, 5453, 6664,,,,,, 7378, 597,, 4385, 3706,, 11686, 1625, 210, 5627, 8888, 4609,,, 13277, 8763,, 10816, 9295, 8408, 4405, 6831, 695, 11994, 1082, 11782,,, 1641, 3410, 241,, 9327, 8451,, 14636,,, 2497, 12103, 12335,,, 3189, 7794,, 1379, 1124,, 7266, 7271, 1684,,, 1307, 12604, 811, 5193,, 9362, 8474, 1334,,, 14372, 12787, 1857, 15320,, 3587,,, 9985, 3513, 1837,,,,, 9812, 372, 5327, 5118, 10564,, 3227, 4871, 4016, 12595, 6024, 4194, 12338, 8832, 7504, 937, 2150, 7704, 13890, 10237, 1111, 589, 10264, 1005
,, 12207, 5454, 6665,,,,,, 7379, 598,, 4386, 3707,, 12260, 1626, 211, 5628, 8889, 4610,,, 13278, 8764,, 11365, 9296, 8409, 4406, 6832, 696, 11995, 1083, 11783,,, 1663, 3411, 242,, 9328, 8452,, 14637,,, 2498, 12104, 12360,,, 3190, 7795,, 1380, 1147,, 7267, 7272, 1685,,, 1881, 12605, 812, 5194,, 9363, 8475, 1858,,, 14373, 12812, 2382, 15341,, 3588,,, 9986, 3514, 2358,,,,, 9813, 373, 5328, 5119, 10565,, 3250, 4872, 4017, 12596, 6025, 4218, 12339, 8833, 7525, 938, 2168, 7705, 13891, 10809, 1112, 590, 10265, 1026
,, 12208, 5475, 6666,,,,,, 7401, 599,, 4387, 3708,, 12261, 1627, 212, 5651, 8890, 4630,,, 13279, 8765,, 11366, 9297, 8410, 4407, 6833, 718, 11996, 1084, 11784,,, 1664, 3430, 243,, 9329, 8453,, ,,, 2499, 12105, ,,, 3191, 7796,, 1381, 1148,, 7268, 7273, 1707,,, , 12606, 1313, 5195,, 9364, 8951, 1859,,, 14395, 13437, 2407, 15342,, 3589,,, 9987, 3515, 2359,,,,, 9814, 374, 5350, 5120, 10566,, 3251, 4893, 4018, 12597, 6026, , 12340, 8834, 7526, 939, 2169, 7706, 13913, 10810, 1113, 591, 10266, 1027
,, 12209, 5476, 6688,,,,,, 7402, 600,, 4408, 3709,, 12262, 1650, 226, 5652, 8912, 4631,,, 13300, 8766,, 11367, 9298, 8411, 4429, 6834, 719, 12019, 1085, 11785,,, 1665, 3431, 244,, 9330, 8454,,,,, 2500, 12106,,,, 3192, 7820,, 1927, 1149,, 7292, 7274, 1708,,,, 12607, 1314, 5196,, 9938, 8973, 1860,,, 14396, , , 15343,, 3590,,, 9988, 3539, 2360,,,,, 9815, 375, 5850, 5121, 10567,, 3252, 4894, 4019, 12598, 6027,, 12361, 8857, 7527, 960, 2170, 7727, 13914, 10811, 1114, 592, 10267, 1028
,, 12210, 5477, 6689,,,,,, 7403, 601,, 4409, 3729,, 12285, 2151, 227, 5653, 8913, 4632,,, 13325, 8787,, 11389, 9318, 8429, 4430, 7304, 720, 12020, 1107, 11804,,, 1666, 3432, 264,, 9349, 8476,,,,, 2501, 12107,,,, 3193, 8395,, 1928, 1620,, 7293, 7294, 1709,,,, 12630, 1335, 5216,, , 8974, 1861,,, ,,, 15344,, 3591,,, 10009, 3990, 2361,,,,, 9837, 395, 5854, 5122, 10590,, 3253, 4895, 4041, 12617, 6028,, 12362, 8858, 7528, 961, 2171, 7728, 13915, 10812, 1115, 593, 10268, 1029
,, 12211, 5478, 6690,,,,,, 7404, 602,, 4410, 3730,, 12286, 2152, 228, 5676, 8914, 4633,,, 13826, 8788,, 11390, 9319, 8430, 4431, 7305, 721, 12021, 1108, 11805,,, 2239, 3433, 265,, 9350, 8477,,,,, 2502, 12108,,,, 3213, ,, 1929, 1621,, 7714, 7295, 2184,,,, 12631, 1336, 5217,,, 8975, 1862,,,,,, 15345,, 3592,,, 10010, 4014, 2383,,,,, 9838, 396, 5874, 5123, 10591,, 3275, 4896, 4042, 12618, 6029,, 12363, 9354, 7529, 962, 2172, 7729, 13916, 10833, 1116, 594, 10269, 1030
,, 12232, 5479, 6691,,,,,, 7425, 603,, 4411, 3731,, 12287, 2175, 229, 5677, 8915, 4634,,, 13827, 8789,, 11391, 9320, 8431, 4432, 7306, 722, 12044, 1109, 11806,,, 2240, 3434, 266,, 9351, 8478,,,,, 2520, 12109,,,, 3214,,, 1930, 1622,, 7715, 7296, 2207,,,, 13128, 1337, 5218,,, 8976, 1882,,,,,, 15366,, 3612,,, 10011, 4015, 2384,,,,, 9839, 397, 5875, 5124, 10592,, 3276, 4897, 4043, 12619, 6049,, 12364, 9355, 7530, 963, 2173, 7730, 13939, 10834, 1136, 595, 10270, 1050
,, 12233, 5502, 6692,,,,,, 7426, 604,, 4412, 3732,, 12310, 2176, 230, 6252, 8938, 4635,,, 13851, 8790,, 11392, 9321, 8432, 4453, 7307, 723, 12045, 12907, 11807,,, 2264, 3435, 267,, 9353, 8479,,,,, 2521, 12128,,,, 3215,,, 1931, 1623,, 7738, 7297, 2208,,,, 13129, 1338, 5219,,, 8996, 1883,,,,,, 15367,, 3613,,, 10012, 4037, 2385,,,,, 9840, 398, 5876, 5125, 10615,, 3277, 4918, 4044, 12620, 6050,, 12386, 9356, 7549, 964, 2174, 7731, 13940, 10835, 1137, 612, 10288, 1051
,, 12234, 5503, 6693,,,,,, 7427, 605,, 4433, 3733,, 12311, 2177, 231, 6253, 8939, 4656,,, 13852, 8791,, 11413, 9322, 8433, 4454, 7308, 743, 12046, 12908, 11808,,, 2265, 3436, 268,, 9374, 8500,,,,, 2522, 12129,,,, 3216,,, 1951, 1645,, 7739, 7298, 2209,,,, 13130, 1339, 5220,,, 8997, 1884,,,,,, 15368,, 3614,,, 10013, 4038, 2386,,,,, 9841, 399, 5877, 5143, 10616,, 3278, 4919, 4066, 12621, 6051,, 12387, 9357, 7550, 965, 2194, 7754, 13941, 10836, 1138, 613, 10289, 1052
,, 12235, 5504, 6712,,,,,, 7428, 621,, 4434, 3734,, 12887, 2178, 232, 6254, 8940, 4657,,, 13853, 8812,, 11414, 9323, 8434, 4455, 7309, 744, , 12909, 11809,,, 2289, 3455, 269,, 9375, 8501,,,,, 2523, 12130,,,, 3217,,, 1952, 1646,, 7740, 7299, 2210,,,, 13152, 1359, 5221,,, 8998, 1885,,,,,, 15369,, 3615,,, 10014, 4039, 2387,,,,, 9862, 400, 5878, 5144, 10617,, 3279, 4920, 4067, 12622, 6052,, 12388, 9379, 7551, 986, 2195, 7755, , 10837, 1139, 614, 10290, 1053
,, 12236, 5505, 6713,,,,,, 7429, 622,, 4435, 3755,, 12912, 2179, 233, , 9489, 4658,,, 13875, 8813,, 11415, 9344, 8435, 4456, 7310, 745,, 12910, 11830,,, 2290, 3456, 290,, 9825, 8502,,,,, 2524, 12131,,,, 3218,,, 1953, 1647,, 7741, 7320, 2231,,,, 13153, 1360, 5222,,, 8999, 1886,,,,,, 15370,, 3616,,, 10015, 4040, 2408,,,,, 9863, 425, 5879, 5145, 11216,, 3300, 4921, 4068, 12642, 6053,, 12913, 9380, 7552, 987, 2196, 8253,, 10859, 1140, 615, 10291, 1054
,, 12237, 5528, 6714,,,,,, 7430, 623,, 4436, 3756,, , 2200, 234,, 9513, 4659,,, 13876, 8814,, 11416, 9345, 8436, 4457, 7311, 746,, 12911, 11831,,, 14739, 3457, 291,, 9826, 8503,,,,, 2525, 12132,,,, 3239,,, 1954, 1648,, 7742, 7321, 2232,,,, 13154, 1361, 5241,,, 9000, 1887,,,,,, 15392,, 3617,,, 10034, 4062, 2409,,,,, 9864, 871, 5899, 5146, 11241,, 3301, 4922, 4069, 12643, 6054,, 12937, 9381, 7553, 1486, 2197, 8254,, 10860, 1141, 616, 10292, 1055
,, 12258, 5529, 6715,,,,,, 7451, 624,, 4437, 3757,,, 2201, 235,, 9514, 4660,,, 13877, 8815,, 11438, 9346, 8455, 4478, 7329, 747,, 12931, 11832,,, 14740, 3458, 292,, 9827, 8504,,,,, 2526, 12133,,,, 3240,,, 1955, 1649,, 7762, 7322, 2233,,,, 13155, 1362, 5242,,, 9001, 1888,,,,,, 15393,, 3618,,, 10035, 4063, 2410,,,,, 9865, 872, 5900, 5147, ,, 3302, 4943, 4070, 12644, 6074,, 12938, 9382, 7554, 1487, 2198, 8255,, 10861, 1162, 617, 10293, 1056
,, 12259, 5530, 6716,,,,,, 7452, 625,, 4458, 3758,,, 2202, 251,, , 5157,,, 13878, 8816,, 11439, 9347, 8456, 4479, 7330, 748,, 12932, 11833,,, 14763, 3459, 293,, 9828, 8505,,,,, 2527, 12153,,,, 3241,,, 1956, 1669,, 7763, 7323, 2234,,,, 13156, 1363, 5243,,, 9002, 1907,,,,,, ,, 3637,,, 10036, 4064, 2411,,,,, 9866, 873, 5901, 5148,,, 3303, 4944, 4091, 12645, 6075,, 12961, 9383, 7555, 1488, 2199, 8256,, 10862, 1163, 618, 10294, 1075
,, 12783, 6076, 6717,,,,,, 7453, 626,, 4459, 4280,,, 2203, 252,,, 5181,,, 13879, 8838,, 11440, 9348, 8457, 4480, 7331, 749,, 12933, 11855,,, 14764, 3460, 316,, 9829, 8525,,,,, 2546, 12154,,,, 3242,,, 1957, 1670,, 7764, 7324, 2235,,,, 13176, 1364, 5244,,, 9021, 1908,,,,,,,, 3638,,, 10037, 4065, 2412,,,,, 9887, 874, 5902, 5149,,, 3304, 4945, 4092, 12646, 6100,, 12962, 9384, 7556, 1510, 2220, 8257,, 11435, 1164, 619, 10295, 1076
,, 12784, 6077, 6718,,,,,, 7454, 627,, 4460, 4281,,, 2204, 253,,, 5182,,, 13900, 8839,, 11441, 9369, 8458, 4481, 7332, 750,, 12934, 11856,,, 14765, 3461, 317,, 9849, 8526,,,,, 2547, 12155,,,, 3264,,, 1977, 1671,, 7765, 7821, 2256,,,, 13177, 1384, 5245,,, 9022, 1909,,,,,,,, 3639,,, 10038, 4087, 2433,,,,, 9888, 875, 5903, 5150,,, 3325, 4946, 4093, 12647, 6601,, , 9404, 7575, 1511, 2221, 8277,, 11436, 1165, 620, 10296, 1077
,, 12785, 6078, 6737,,,,,, 7455, 628,, 4461, 4282,,, 2205, 254,,, 5183,,, 13901, 8840,, 12016, 9370, 8459, 4482, 7333, 769,, 12935, 11857,,, 15364, 3480, 690,, 9850, 8527,,,,, 2548, 12156,,,, 3265,,, 1978, 1672,, 7766, 7822, 2257,,,, 13178, 1385, 5246,,, 9023, 1910,,,,,,,, 3640,,, 10039, 4088, 2434,,,,, 9889, 895, 5904, 5169,,, 3326, 4968, 4094, 12667, 6602,,, 9405, 7576, 1512, 2222, 8278,, 11437, 1166, 640, 10313, 1078
,, 12786, 6079, 6738,,,,,, 7477, 645,, 4462, 4283,,, 2225, 255,,, 5184,,, 13902, 9389,, 12041, 9371, 8460, 4504, 7334, 770,, 12936, 12330,,, 15365, 3481, 691,, 9851, 8528,,,,, 2549, 12178,,,, 3266,,, 1979, 1673,, 7767, 7845, 2258,,,, 13179, 1386, 5247,,, 9024, 1911,,,,,,,, 3641,,, 10040, 4089, 2435,,,,, 9890, 896, 5905, 5170,,, 3327, 4969, 4095, 12668, 6603,,, 9406, 7577, 1513, 2223, 8279,, 11460, 1188, 641, 10314, 1079
,, 12806, 6102, 6739,,,,,, 7478, 646,, 4483, 4305,,, 2226, 256,,, 5185,,, 13903, 9390,, 12063, 9372, 8461, 4505, 7335, 771,, 12957, 12331,,, 15388, 3482, 692,, 9852, 8529,,,,, 2550, 12179,,,, 3267,,, 1980, 1674,, 7787, 7846, 2259,,,, 13180, 1387, 5265,,, 9025, 1912,,,,,,,, 3642,,, 10041, 4090, 2436,,,,, 9891, 897, 5924, 5171,,, 3328, 4970, 4116, 12669, 6604,,, 9407, 7578, 1514, 2224, 8280,, 11461, 1189, 642, 10315, 1080
,, 12807, 6103, 6740,,,,,, 7479, 647,, 4484, 4306,,, 2227, 257,,, 5205,,, 13904, 9414,, 12064, 9373, 8480, 4506, 7336, 772,, 12958, 12332,,, 15389, 3483, 715,, 9853, 8550,,,,, 2551, 12632,,,, 3290,,, 1981, 1675,, 7788, 7847, 2260,,,, 13181, 1388, 5266,,, 9026, 1913,,,,,,,, 3643,,, 10042, 4113, 2437,,,,, 9912, 898, 5925, 5172,,, 3329, 4993, 4117, 12670, 6625,,, 9408, 7579, 1535, 2720, 8281,, 11462, 1190, 643, 10316, 1081
,, 12808, 6104, 6741,,,,,, 7480, 648,, 4485, 4307,,, 2228, 258,,, 5206,,, 13925, 9415,, 12065, 9395, 8481, 4507, 7355, 773,, 12959, 12354,,, 15390, 3484, 716,, 9854, 8551,,,,, 2573, 12655,,,, 3291,,, 1982, 1694,, 7789, 7848, 2281,,,, 13182, 1389, 5267,,, 9027, 1932,,,,,,,, 3662,,, 10059, 4114, 2438,,,,, 9913, 899, 5926, 5173,,, 3350, 4994, 4118, 12671, 6626,,, 9409, 7580, 1536, 2721, 8282,, 11484, 1213, 644, 10317, 1100
,, 12809, 6127, 6742,,,,,, 7976, 649,, 4486, 4308,,, 2229, 259,,, 5207,,, 13950, 9440,, , 9842, 8482, 4530, 7356, 774,, 12960, 12355,,, 15391, 3485, 717,, 9874, 8552,,,,, 2574, 12656,,,, 3292,,, 2003, 1695,, 7790, 7849, 2282,,,, 13203, 1409, 5268,,, 9028, 1933,,,,,,,, 3663,,, 10060, 4115, 2458,,,,, 9914, 900, 5927, 5174,,, 3351, 4995, 4119, 12672, 6627,,, 9430, 7581, 1537, 2722, 8301,, 11485, 1686, 665, 10318, 1101
,, 12810, 6128, 6763,,,,,, 7977, 650,, 4487, 4309,,, 2230, 276,,, 5208,,, 14451, 9441,,, 9843, 8483, 4531, 7357, 775,, 12985, 12356,,, 15413, 3486, 740,, 9875, 8553,,,,, 2575, 12657,,,, 3315,,, 2004, 1696,, 7791, 7870, 2283,,,, 13204, 1410, 5269,,, 9046, 1934,,,,,,,, 3664,,, 10061, 4138, 2459,,,,, 9915, 919, 5928, 5175,,, 3352, 5446, 4120, 12673, 6628,,, 9431, 7600, 1538, 2723, 8302,, 12060, 1687, 666, 10319, 1102
,, 12811, 6129, 6764,,,,,, 7978, 651,, 4508, 4329,,, 2249, 277,,, 5209,,, 14452, ,,, 9844, 8484, 5004, 7358, 794,, 13506, 12357,,, 15414, 3487, 741,, 9876, 8554,,,,, 2600, 12678,,,, 3316,,, 2005, 1697,, 7792, 7871, 2284,,,, 13205, 1411, 5270,,, 9047, 1935,,,,,,,, 3665,,, 10062, 4139, 2460,,,,, 10438, 920, 5929, 5197,,, 3353, 5447, 4121, 12692, 6629,,, 9432, 7601, 1539, 2744, 8303,, 12061, 1688, 667, 10320, 1103
,, 12829, 6130, 6765,,,,,, 7979, 652,, 4509, 4330,,, 2250, 278,,, 5210,,, 14476,,,, 9845, 8485, 5005, 7359, 795,, 13507, 12358,,, , 3505, 742,, 9877, 8575,,,,, 3024, 12679,,,, 3765,,, 2006, 1698,, 7793, 7872, 2285,,,, 13206, 1412, 5271,,, 9048, 1936,,,,,,,, 3666,,, 10063, 4163, 2461,,,,, 10439, 921, 5949, 5198,,, 3354, 5448, 4140, 12693, 6650,,, 9433, 7602, 1560, 2745, 8304,, 12062, 1689, 668, 10321, 1104
,, 12830, 6702, 6766,,,,,, 8001, 653,, 4510, 4331,,, 2251, 279,,, 5211,,, 14477,,,, 9846, 8486, 5029, 7360, 796,, 13508, 12359,,,, 3506, 764,, 9878, 8576,,,,, 3025, 12680,,,, 3766,,, 2007, 1699,, 7812, 7873, 2307,,,, 13207, 1413, 5295,,, 9049, 1937,,,,,,,, 3667,,, 10064, 4164, 2462,,,,, 10462, 922, 5950, 5199,,, 3851, 5468, 4141, 12694, 6651,,, 9434, 7603, 1561, 2746, 8305,, 12085, 1690, 1042, 10838, 1105
,, 12831, 6703, 6767,,,,,, 8002, 671,, 4511, 4332,,, 2252, 280,,, 5230,,, 14478,,,, 9847, 8506, 5030, 7361, 797,, 13509, 12379,,,, 3507, 765,, 9879, 8577,,,,, 3026, 12681,,,, 3767,,, 2008, 1718,, 7813, 7874, 2308,,,, 13229, 1435, 5816,,, 9050, 1958,,,,,,,, 3668,,, 10065, 4639, 2463,,,,, 10463, 923, 5951, 5200,,, 3852, 5469, 4142, 12695, 6652,,, 9456, 7625, 1562, 2747, 8306,, 12086, 1691, 1067, 10839, 1106
,, 12832, 6704, 6791,,,,,, 8003, 672,, 4512, 4333,,, 2253, 281,,, 5231,,, 14501,,,, 9848, 8507, 5031, 7380, 798,, 13510, 12380,,,, 3508, 766,, 9880, 8578,,,,, 3047, 12682,,,, 3788,,, 2556, 1719,, 7814, 7894, 2309,,,, 13230, 1436, 5817,,, 9051, 1959,,,,,,,, 3687,,, 10066, 4640, 2983,,,,, 10464, 924, 5952, 5643,,, 3875, 5470, 4145, 12696, 6653,,, 9457, 7626, 1563, 2748, 8307,, 12686, 1710, 1068, 10840, 1125
,, 12833, 6729, 7288,,,,,, 8004, 673,, 4533, 4334,,, 2275, 282,,, 5232,,, 14502,,,, 9867, 8508, 5053, 7381, 799,, 13511, 12381,,,, 3509, 767,, 9899, 9077,,,,, 3048, 12703,,,, 3789,,, 2557, 1720,, 7815, 7895, 2310,,,, 13231, 1437, 5818,,, 9052, 1983,,,,,,,, 3688,,, 10067, 4662, 2984,,,,, 10465, 925, 5953, 5668,,, 3876, 5471, 4146, 12697, 6654,,, 9458, 7627, 1564, 2749, 8326,, , 1711, 1092, 10841, 1126
,, 12834, 7327, 7289,,,,,, 8026, 674,, 4534, 4354,,, 2751, 283,,, 5233,,, 14503,,,, 9868, 8509, 5054, 7382, 820,, 13512, 12382,,,, 3510, 768,, 9900, 9078,,,,, 3049, 12704,,,, 3790,,, 2576, 1721,, 7816, 7896, 2332,,,, 13232, 1438, 5819,,, 9053, 2483,,,,,,,, 3689,,, 10068, 4663, 2985,,,,, 10466, 945, 5954, 5669,,, 3877, 5472, 4165, 12698, 6675,,, 9482, 7650, 1565, 2750, 8327,,, 1712, 1093, 10842, 1127
,, 12835, 7328, 7290,,,,,, 8027, 675,, 4535, 4355,,, 2752, 284,,, 5234,,, 14504,,,, 9869, 8510, 5055, 7383, 821,, 13529, 12383,,,, 3511, 789,, 9901, 9079,,,,, 3050, 12705,,,, 3791,,, 2577, 1722,, 7817, 7897, 2333,,,, 13255, 1461, 5820,,, 9071, 2484,,,,,,,, 3690,,, 10084, 4664, 2986,,,,, 10487, 946, 5974, 5670,,, 3878, 5473, 4166, 12719, 6676,,, 9483, 7675, 1586, 2769, 8328,,, 1713, 1117, 10845, 1128
,, 12836, , 7291,,,,,, 8028, 676,, 4536, 4356,,, 2776, 302,,, 5235,,, 14525,,,, 9870, 8511, 5056, 7384, 822,, 13530, 12384,,,, 3512, 790,, 9902, 9101,,,,, 3051, 12706,,,, 3792,,, 2578, 1723,, 7818, 7898, 2334,,,, 13256, 1462, 5840,,, 9072, 2485,,,,,,,, 3691,,, 10085, 4665, 2987,,,,, 10488, 947, 5975, 5671,,, 3899, 5493, 4170, 12720, 6677,,, 9508, 8126, 1587, 2770, 8329,,, 1714, 1118, 10863, 1129
,, 12837,, 7312,,,,,, 8029, 677,, 4537, 4357,,, 2777, 303,,, 5255,,, 14526,,,, 9871, 8958, 5057, 7385, 823,, 13531, 12385,,,, 3530, 791,, 9903, 9102,,,,, 3052, 12707,,,, 3793,,, 2579, 1724,, 7819, 7899, 2335,,,, 13779, 1938, 5841,,, 9073, 2486,,,,,,,, 3692,,, 10086, 4687, 3008,,,,, 10489, 948, 6475, 5693,,, 3900, 5494, 4641, 12721, 6678,,, 9956, 8127, 1588, 2771, 8330,,, 1715, 1142, 10864, 1130
,, 12856,, 7313,,,,,, 8050, 697,, 4561, 4358,,, 2778, 304,,, 5256,,, 14527,,,, 9872, 8959, 5078, 7386, 824,, 13532, 12404,,,, 3531, 792,, 9904, 9103,,,,, 3070, 12708,,,, 3813,,, 2580, 1746,, 7837, 7919, 2357,,,, 13803, 1939, 5842,,, 9074, 2487,,,,,,,, 3693,,, 10087, 4688, 3009,,,,, 10490, 949, 6479, 5694,,, 3901, 5495, 4642, 13168, 6679,,, 9979, 8128, 1589, 2772, 8331,,, 1716, 1143, 10865, 1131
,, 12857,, 7314,,,,,, 8051, 698,, 4562, 4359,,, 2779, 305,,, 5257,,, 14528,,,, 9873, 8982, 5079, 7405, 845,, 13533, 12405,,,, 3532, 793,, 9905, 9104,,,,, 3071, 12709,,,, 3814,,, 2581, 1747,, 7838, 7920, 2833,,,, 13804, 1960, 5843,,, 9075, 2488,,,,,,,, 3712,,, 10088, 4689, 3010,,,,, 10491, 970, 6499, 5695,,, 3902, 5496, 4666, 13169, 6700,,, 9980, 8129, 1590, 2773, 8332,,, 1717, 1167, 10866, 1150
,, 12858,, 7315,,,,,, 8052, 699,, 4985, 4381,,, 2800, 306,,, 5258,,, 14529,,,, 9892, 8983, 5080, 7406, 846,, 13534, 12406,,,, 3533, 813,, 9924, 9126,,,,, 3072, 12710,,,, 3815,,, 2582, 1748,, 7839, 7921, 2857,,,, 13805, 1961, 5844,,, 9076, 2508,,,,,,,, 3713,,, 10089, 4690, 3011,,,,, 10512, 971, 6500, 5696,,, 3903, 5497, 4667, 13192, 6701,,, 9981, 8148, 2111, 2774, 8352,,, 1736, 1168, 10867, 1152
,, 12859,, 7316,,,,,, 8053, 700,, 5006, 4905,,, 2801, 307,,, 5259,,, 14550,,,, 9893, 8984, 5081, 7407, 847,, 13535, 12407,,,, 3534, 814,, 9925, 9127,,,,, 3073, 12728,,,, 3816,,, 2602, 1749,, 7840, 7922, 2858,,,, 13806, 1962, 5845,,, 9098, 2509,,,,,,,, 3714,,, 10090, 4712, 3012,,,,, 10513, 972, 6501, 5697,,, 3904, 5498, 4668, 13193, 7252,,, 9982, 8149, 2112, 2775, 8353,,, 1737, 1169, 10868, 1153
