1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
 11726, 8557, 358, 11844, 4078, 2744, 14236, 27, 9476, 7940, 12624, 5700, 13947, 13796, 9571, 7671, 7126, 8900, 9861, 266, 3894, 9896, 4629, 1882, 414, 13121, 9628, 4469, 7236, 505, 14946, 57, 10342, 14149, 3053, 547, 151, 4141, 11334, 5215, 5101, 11734, 10223, 5600, 9403, 12095, 8017, 2317, 11324, 655, 2545, 68, 11620, 515, 11017, 64, 10488, 5012, 3471, 1136, 13061, 10829, 8501, 10348, 2033, 7318, 566, 1143, 8385, 3346, 4671, 7187, 4380, 11387, 9155, 245, 4895, 10330, 372, 534, 9728, 6626, 4759, 5535, 9565, 2869, 301, 954, 7509, 196, 3382, 377, 7661, 5888, 184, 5567, 2133, 6048, 4120, 2789
 11727, 8558, 359, 11866, 4079, 2765, 14259, 45, 9477, 7941, 12625, 5722, 14496, 13797, 9572, 7672, 7127, 8901, 9862, 286, 3918, 9897, 4630, 1883, 415, 13122, 9651, 4493, 7237, 506, 14970, 58, 10343, 14172, 3054, 548, 152, 4142, 11335, 5761, 5102, 11735, 10246, 5601, 9424, 12096, 8039, 2336, 11347, 656, 2569, 69, 12169, 516, 11018, 637, 10489, 5558, 3472, 1160, 13062, 10830, 8502, 10349, 2034, 7319, 567, 1144, 8408, 3347, 4692, 7188, 4381, 11408, 9156, 246, 4896, 10351, 373, 558, 9729, 6627, 4760, 5536, 9566, 2891, 302, 955, 7510, 197, 3405, 378, 7684, 5889, 185, 5568, 2134, 6049, 4121, 2790
 11728, 8559, 360, 11867, 4080, 2766, 14260, 46, 9478, 7942, 12647, 5723, 14497, 13798, 9596, 7673, 7151, 8923, 9863, 287, 3919, 9921, 4631, 1884, 416, 13123, 9652, 4494, 7238, 527, 14971, 59, 10366, 14173, 3055, 549, 153, 4165, 11336, 5762, 5103, 11736, 10247, 6051, 9425, 12119, 8040, 2337, 11348, 679, 2570, 87, 12170, 537, 11019, 638, 10513, 5559, 3473, 1161, 13086, 10855, 8503, 10350, 2053, 7320, 591, 1145, 8409, 3348, 4693, 7189, 4382, 11409, 9180, 247, 4897, 10352, 393, 559, 9730, 6628, 4761, 6084, 9567, 2892, 303, 978, 7533, 198, 3406, 379, 7685, 5890, 186, 5569, 2157, 6050, 4145, 2810
 11750, 8560, 361, 11868, 4081, 2767, 14261, 47, 9479, 7964, 12648, 5724, 14498, 13799, 9597, 7696, 7676, 8924, 9886, 288, 3920, 10422, 4632, 1885, 437, 13622, 9653, 4991, 7239, 528, 14995, 60, 10367, 14698, 3079, 550, 154, 4166, 11337, 5763, 5104, 11757, 10248, 6076, 10001, 12120, 8041, 2338, 11896, 680, 2571, 88, 12171, 538, 11042, 639, 10514, 5560, 3497, 1162, 13087, 10856, 8524, 10372, 2054, 7321, 592, 1146, 8410, 3349, 4694, 7190, 4403, 11410, 9181, 267, 4898, 10376, 394, 1107, 9753, 7176, 4783, 6085, 9568, 2893, 304, 979, 7534, 199, 3407, 399, 7686, 5891, 187, 5570, 2158, 6072, 4146, 2811
 11752, 8582, 380, 11869, 4103, 2768, 14286, 48, 9501, 7965, 12649, 5725, 14520, 13821, 10146, 7697, 7677, 8925, 9887, 289, 3942, 10423, 4633, 1886, 438, 13646, 9654, 4992, 7258, 529, 14996, 61, 10864, 14722, 3556, 1073, 155, 4167, 11358, 5786, 5126, 11758, 10249, 6100, 10002, 12121, 8042, 2339, 11897, 681, 2572, 89, 12194, 539, 11043, 640, 10538, 5561, 4022, 1185, 13088, 10880, 8525, 10373, 2055, 7869, 617, 1168, 8432, 3350, 4695, 7191, 4404, 11411, 9205, 268, 4921, 10377, 395, 1108, 9754, 7177, 4784, 6086, 9591, 2894, 305, 980, 7535, 200, 3408, 400, 7709, 5913, 188, 5592, 2159, 6073, 4147, 2812
 11753, 8583, 381, 11870, 4104, 2769, 14811, 49, 9502, 7966, 12650, 5747, 14521, 13822, 10170, 7698, 7678, 8926, 9888, 290, 3943, 10445, 4634, 1904, 439, 13647, 9676, 4993, 7259, 530, 15520, 82, 10865, 14723, 3557, 1097, 156, 4192, 11362, 5787, 5127, 11759, 10250, 6101, 10003, 12144, 8064, 2340, 11898, 704, 2595, 90, 12195, 540, 11044, 662, 10539, 5583, 4023, 1186, 13111, 10881, 8526, 10374, 2056, 7870, 1117, 1169, 8433, 3946, 4719, 7213, 4405, 11412, 9206, 269, 4922, 10400, 396, 1109, 9755, 7201, 4785, 6108, 9592, 2917, 306, 1501, 8031, 221, 3430, 401, 7710, 5914, 207, 5593, 2182, 6074, 4169, 2813
 12276, 8584, 382, 12467, 4105, 2791, 14834, 50, 9503, 7967, 12674, 5748, 14522, 14394, 10171, 7699, 7700, 8948, 9912, 291, 3944, 10446, 4655, 1905, 440, 13648, 9677, 4994, 7260, 531, 15521, 83, 10866, 14724, 3579, 1098, 157, 4716, 11886, 5788, 5626, 11760, 10271, 6123, 10022, 12145, 8065, 2341, 11899, 705, 2596, 91, 12196, 563, 11067, 663, 10540, 5584, 4024, 1187, 13112, 10905, 8527, 10375, 2057, 7871, 1142, 1170, 8434, 3947, 5195, 7214, 4406, 11984, 9231, 270, 4923, 10852, 397, 1110, 9778, 7202, 4786, 6109, 10063, 2918, 307, 1502, 8055, 222, 3431, 402, 7735, 5915, 208, 5594, 2183, 6075, 4170, 2814
 12277, 9132, 383, 12491, 4106, 2792, 14835, 51, 9527, 7989, 12675, 5749, 14523, 14395, 10172, 8272, 7701, 8949, 9913, 310, 3945, 10447, 4656, 1906, 441, 13671, 9678, 5015, 7261, 552, 15545, 84, 10867, 14725, 3580, 1099, 176, 4717, 11887, 5789, 5627, 12306, 10272, 6124, 10023, 12146, 8066, 2342, 11900, 706, 2597, 92, 12219, 564, 11068, 664, 10563, 5585, 4025, 1211, 13113, 10906, 8528, 10398, 2058, 7893, 1167, 1171, 8435, 3948, 5196, 7215, 4407, 11985, 9731, 271, 4945, 10853, 398, 1111, 9779, 7203, 4809, 6110, 10064, 2919, 329, 1526, 8056, 223, 3432, 403, 8209, 5916, 209, 5595, 2184, 6098, 4171, 2815
 12278, 9133, 384, 12492, 4107, 2793, 14836, 52, 9528, 7990, 13150, 5750, 14524, 14396, 10195, 8273, 7702, 8950, 9938, 311, 4518, 10448, 4657, 1907, 462, 13672, 9679, 5016, 7262, 553, 15546, 85, 10868, 14747, 3581, 1122, 177, 4718, 11909, 5790, 5628, 12307, 10273, 6125, 10024, 12696, 8067, 2360, 11921, 730, 2598, 93, 12220, 565, 11069, 665, 10564, 5586, 4046, 1212, 13114, 10907, 9101, 10399, 2078, 7894, 11016, 1172, 8436, 3949, 5197, 7216, 4428, 11986, 9756, 272, 4946, 10854, 417, 1131, 10353, 7204, 4810, 6111, 10065, 2943, 330, 1527, 8057, 224, 4006, 404, 8210, 5939, 210, 5620, 2734, 6099, 4172, 2816
 12279, 9157, 385, 12493, 4129, 2794, 14859, 53, 10051, 7991, 13175, 5773, 14546, 14397, 10196, 8296, 7703, 8973, 10461, 312, 4519, 10470, 4658, 1908, 463, 13673, 9701, 5017, 7263, 554, 15570, 86, 10889, 14748, 3582, 1123, 178, 4740, 11910, 5811, 5629, 12308, 10274, 6126, 10025, 12719, 8089, 2361, 11922, 731, 2620, 94, 12221, 588, 11092, 688, 10565, 5587, 4047, 1760, 13686, 10931, 9102, 10948, 2079, 7895, 11041, 1192, 8456, 3950, 5217, 7240, 4429, 12008, 9780, 273, 4947, 10876, 418, 1132, 10354, 7226, 4834, 6112, 10066, 2944, 856, 1528, 8079, 225, 4030, 405, 8211, 5940, 211, 6093, 2758, 6649, 4194, 2834
 12300, 9158, 386, 12494, 4130, 2817, 14860, 70, 10052, 7992, 13197, 5774, 14547, 14398, 10197, 8297, 7725, 8974, 10486, 313, 4543, 10471, 4682, 1909, 464, 13674, 9702, 5018, 7264, 555, 15571, 107, 10890, 14749, 3583, 1124, 179, 4741, 11911, 5812, 5651, 12309, 10275, 6127, 10026, 12720, 8090, 2362, 11923, 1255, 2621, 112, 12244, 589, 11093, 689, 10589, 5588, 4048, 1761, 13687, 10932, 9103, 10949, 2080, 7896, 11066, 1193, 8457, 3971, 5218, 7738, 4430, 12009, 9781, 274, 4948, 10877, 419, 1133, 10355, 7227, 4835, 6133, 10088, 2968, 879, 1529, 8080, 248, 4031, 424, 8234, 5941, 212, 6094, 2759, 6673, 4195, 2835
 12301, 9159, 387, 12495, 4131, 3341, 14861, 71, 10053, 8540, 13198, 5775, 14548, 14419, 10796, 8298, 7726, 8975, 10487, 314, 4544, 10472, 4707, 1910, 989, 13696, 10251, 5019, 7265, 556, 15595, 108, 10891, 14750, 3603, 1125, 180, 4742, 11912, 5813, 5652, 12331, 10297, 6148, 10027, 12721, 8091, 2363, 11924, 1256, 2622, 113, 12245, 590, 11094, 1264, 11040, 5609, 4049, 1785, 13688, 11455, 9125, 10972, 2081, 7897, 11640, 1194, 8458, 3972, 5219, 7739, 4431, 12010, 9804, 275, 4970, 10878, 420, 1134, 10378, 7228, 5384, 6134, 10089, 3467, 880, 1531, 8081, 249, 4032, 425, 8235, 6513, 213, 6095, 2783, 6674, 4196, 2836
 12302, 9182, 406, , 4651, 3342, 14884, 72, 10073, 8541, 13199, 5798, 15122, 14420, 10797, 8322, 7727, 8998, 10511, 315, 4545, 10473, 5201, 1911, 990, 13697, 10252, 5020, 7283, 557, 15596, 109, 10892, 14773, 3604, 1147, 181, 4743, 11934, 5814, 5653, 12332, 10298, 6149, 10028, 12744, 8092, 2364, 11925, 1279, 2623, 114, 12771, 1090, 11118, 1265, 11063, 5610, 4050, 1786, 13711, 11456, 9126, 10973, 2082, 7917, 11641, 1195, 8459, 3973, 5220, 7740, 4432, 12011, 9805, 292, 4971, 10879, 421, 1156, 10379, 7229, 5385, 6135, 10090, 3468, 881, 1551, 8082, 250, 4056, 426, 8236, 6514, 232, 6096, 2784, 6697, 4219, 2837
 12303, 9183, 407,, 4652, 3343, 14885, 73, 10074, 8564, 13200, 5799, 15147, 14421, , 8897, 7728, 8999, 10512, 316, 4567, 10474, 5202, 1929, 991, 13698, 10253, 5040, 7284, 577, 15620, 110, 10893, 14774, 3605, 1148, 182, 4765, 11935, 5815, 5654, 12333, 10299, 6150, 10048, 12745, 8639, 2365, 11947, 1280, 2645, 115, 12794, 1091, 11119, 1289, 11064, 5611, 4070, 1810, 13712, 11481, 9127, 10974, 2083, 7918, 11642, 1196, 8460, 3974, 5221, 7741, 4454, 12012, 9806, 293, 5496, 10901, 422, 1157, 10403, 7251, 5409, 6136, 10091, 3469, 904, 1552, 8104, 770, 4057, 427, 8258, 6515, 233, 6097, 2808, 6698, 4220, 2838
 12304, 9184, 408,, 4653, 3344, 14886, 74, 10075, 8565, 13222, 5800, , 14422,, , 7750, 9000, 10536, 336, 4568, 10495, 5203, 1930, 1013, 13699, 10276, 5041, 7285, 578, , 111, 10894, 14798, 3606, 1149, 201, 4766, 11936, 5816, 5676, 12334, 10300, 6151, 10049, 12746, 8640, 2366, 11948, 1281, 2646, 116, 12795, 1112, 11144, 1290, 11065, 5612, 4071, 1811, 13713, 11506, 9128, 10975, 2106, 7919, 11643, 1197, 8461, 3975, 5222, 7760, 4455, 12032, 9830, 294, 5497, 10902, 423, 1158, 10404, 7252, 5410, 6137, 10092, 3492, 905, 1553, 8105, 771, 4082, 428, 8259, 6538, 234, 6117, 2809, 6699, 4720, 2839
 12305, 9185, 409,, 4654, 3345, 14911, 75, 10076, 8566, 13223, 5825,, 14423,,, 7751, 9024, 10537, 337, 4569, 10496, 5204, 1931, 1014, 13721, 10277, 5042, 7286, 579,, 133, 10914, 15324, 3607, 1150, 202, 4767, 11937, 5836, 5677, 12335, 10821, 6152, 10050, 12769, 8641, 2367, 11949, 1304, 2647, 117, 12796, 1113, 11693, 14389, 11087, 5613, 4072, 2436, 13736, 11531, 9150, 10997, 2628, 7920, 11644, 1217, 8482, 3997, 5223, 7761, 4980, 12033, 9831, 295, 5498, 10903, 442, 1159, , 7253, 5434, 6158, 10113, 3493, 906, 1554, 8106, 772, , 429, 8260, 6539, 235, 6118, , , 4721, 2840
 12324, 9207, 410,, 4676, 3366, 15459, 76, 10077, 8567, 13224, 6272,, 14424,,, 7752, 9498, 10562, 338, 4570, 10497, 5207, 1932, 1015, 13722, 10278, 5043, 7287, 580,, 134, 10915, 15325, 3608, 1173, 203, 4768, 11958, 5837, 5678, 12356, 10822, 6173, 10601, 12770, 8642, 2386, 11950, 1305, 2648, 118, 12819, 1114, 11694, 14390, 11088, 5614, 4073, , 13737, , 9151, 10998, 2629, 7921, 11645, 1218, 8483, 3998, 5224, 7762, 4981, 12034, 9855, 296, 5521, 10904, 443, 1182,, 7254, 5435, 6159, 10114, 3494, 907, 1555, 8107, 773,, 430, 8261, 6540, 236, 6119,,, 4744, 2841
 12325, 9208, 411,, 4677, 3367, 15460, 77, 10078, 8588, 13225, 6273,, 14445,,, 7753, 9499, 11111, 339, 5169, 10498, 5208, 1933, 1016, 13723, 10301, 5044, 7288, 581,, 609, 10916, 15348, 3609, 1174, 204, 4790, 11959, 5838, 5679, 12357, 10823, 6174, 10602, 13321, 8664, 2387, 11972, 1306, 2670, 119, 12820, 1115, 11717, 14414, 11089, 5634, 4074,, 13738,, 9152, 10999, 2630, 7922, 11664, 1219, 8484, 3999, 5225, 7763, 5003, 12035, 9856, 297, 5522, 10925, 444, 1183,, 7255, 5459, 6160, 10115, 3517, 929, 1556, 8108, 795,, 449, 8262, 6564, 258, 6120,,, 4745, 2860
 12326, 9209, 431,, 4678, 3368, 15461, 78, 10079, 8589, 13247, 6274,, 14446,,, 7775, 9500, , 340, 5170, 10520, 5209, 1934, 1017, 13724, 10302, 5045, 7289, 582,, 632, 10917, 15349, 3627, 1175, 205, 4791, 11960, 5839, 5680, 12358, 10845, 6175, 10626, 13345, 8665, 2388, 11973, 1329, 2671, 138, 12821, 1116, 11718, 15013, 11090, 5635, 4096,, 14311,, 9153, 11022, 2631, 7943, 11665, 1220, 8485, 4000, 5241, 7764, 5004, 12036, 10356, 298, 5523, 10926, 445, 1184,, 7801, 5460, 6161, 10116, 3518, 930, 1577, 8127, 796,, 450, 8282, 6565, 259, 6121,,, 4746, 2861
 12327, 9210, 432,, 4679, 3369, 15484, 95, 10098, 8590, 13248, 6275,, 14447,,, 7776, 9522,, 341, 5193, 10521, 5210, 1935, 1037, 13746, , 5065, 7290, 583,, 633, 10918, 15350, 3628, 1698, 206, 4792, 11961, 5840, 5701, 12359, 10846, 6176, 10627, 13346, 8666, 2389, 11974, 1330, 2672, 139, 12822, 1137, 11719, 15014, 11112, 5636, 4097,, 14312,, 9726, 11023, 2632, 7944, 11666, 1242, 8486, 4571, 5242, 7765, 5005, 12037, 10380, 299, 5546, 10927, 446, 1208,, 7802, , 6162, 10117, 3519, 1481, 1578, 8128, 797,, 451, 8283, , 260, 6122,,, 4747, 2862
 12328, 9232, 433,, 4680, 3370, 15485, 96, 10099, 8591, 13249, 6297,, 14448,,, 7777, 9523,, 362, 5194, 10522, 5211, 1936, 1038, 13747,, 5066, 7310, 584,, 634, 10919, 15373, 3629, 1722, 226, 4793, 11962, 5841, 5702, 12360, 10847, 6177, 10628, 13369, 8667, 2390, 12521, 1331, 2673, 140, 12845, 1138, 11743, 15015, 11113, 5637, 4098,, 14336,, 9727, 11597, 2653, 7945, 11667, 1243, 8487, 4572, 5243, 7766, 5006, 12057, 10381, 300, 5547, 10928, 447, 1209,, 7803,, 6683, 10118, 3542, 1504, 1579, 8129, 798,, 452, 8284,, 283, 6142,,, 4769, 2863
 12329, 9233, 434,, 4681, 3391, 15486, 97, 10100, 8592, 13250, 6298,, 14471,,, 7778, 9524,, 363, , 10523, 5226, 1954, 1039, 13748,, 5067, 7311, 585,, 635, 10940, 15374, 3630, 1723, 227, 4816, 11982, 5863, 5703, 12361, 10848, 6198, 10647, 13370, 8668, 2391, 12522, 1355, 3169, 141, 12846, 1139, 11744, 15016, 11114, 5661, 4099,, 14337,, 9751, 11598, 2654, 7946, 11668, 1244, 8508, 4573, 5244, 7785, 5007, 12058, 10405, 317, 5548, 10929, 448, 1210,, 7826,, 6684, 10138, 3543, 1505, 1580, 8130, 799,, 453, 8285,, 284, 6143,,, 4770, 2864
 12330, 9234, 435,, 4701, 3392, 15510, 98, 10101, 8593, 13273, 6299,, 14472,,, 8276, 9525,, 812,, 10545, 5227, 1955, 1040, 14247,, 5068, 7312, 602,, 636, 10941, 15375, 3631, 1724, 228, 4817, 11983, 6386, 5704, 12381, 10849, 6199, 10648, 13371, 8689, 2392, 12523, 1356, 3170, 142, 12870, 1140, , 15017, 11115, 5662, 4122,, 14338,, 9752, 11599, 2655, 7947, 11669, 1743, 8509, 4574, 5245, 7786, 5029, 12059, 10406, 318, 5571, 10930, 469, 1732,, 7827,, 6685, 10139, 3544, 1506, 1581, 8131, 800,, 454, 8286,, 285, 6144,,, 4771, 2865
 12349, 9235, 436,, 4702, 3393, 15511, 99, 10102, 8613, 13274, 6300,, 15044,,, 8301, 9526,, 836,, 10546, 5228, 1956, 1041, 14272,, 5069, 7313, 603,, 657, 10942, 15398, 3632, 1725, 229, 4818, 11987, 6387, 5705, 12382, 10850, 6200, 10649, 13394, 8690, 2411, 12524, , 3171, 143, 12871, 1141,, 15038, 11136, 6182, 4123,, 14361,, , , 2656, 8493, 11689, 1744, 8510, 4575, 5246, 7787, 5030, 12060, 10429, 319, 5572, 10950, 470, 1733,, 7828,, 6708, 10140, 3568, 1530, 1603, 8132, 820,, 455, 8287,, 783, 6145,,, 4772, 2886
 12350, 9757, 456,, 4703, 3394, 15536, 100, 10103, 8614, 13275, 6322,, 15045,,, 8302, 9548,, 837,, 10547, 5229, 1957, 1062, 14273,, 5070, 7314, 604,, 658, 10943, 15399, 3633, 1747, 230, 5341, 12007, 6388, 5706, 12383, 10851, 6201, 10650, 13395, 8691, 2412, 12525,, 3172, 144, 12896, 1163,, 15039, 11137, 6183, 4648,, 14362,,,, 2657, 8494, 11690, 1745, 8511, 4597, 5247, 7788, 5031, 12061, 10430, 320, 5573, 10951, 471, 1734,, 7829,, 6709, 10141, 3569, 12755, 1604, 8133, 821,, 475, 8307,, 784, 6146,,, 4794, 2887
 12351, 9782, 457,, 4704, 3395, , 101, 10104, 8615, 13298, 6323,, 15046,,, 8303, 9549,, 838,, 10570, 5230, 1958, 1063, 14296,, 5090, 7860, 605,, 659, 10944, 15423, 3652, 1748, 251, 5342, 12510, 6389, 5707, 12384, 10870, 6202, 10651, 13946, 8692, 2413, 12546,, 3194, 164, 13396, 1164,, 15040, 11138, 6184, 4649,, 14363,,,, 2658, 8495, 11691, 1746, 8535, 4598, 5248, 7789, 5032, 12062, 10431, 321, 5574, 10952, 472, 1735,, 7830,, 6710, 10142, 3593, 12756, 1605, 8134, 822,, 476, 8308,, 785, 6147,,, 4795, 2888
 12352, 9783, 458,, 4705, 3417,, 102, 10124, 8616, 13299, 6324,, 15047,,, 8304, 9550,, 861,, 10571, 5231, 1959, 1064, 14297,, 5091, 7861, 606,, 660, 10965, , 3653, 1749, 252, 5365, 12511, 6411, 5726, 12385, 10871, 6223, 10652, 13971, 8714, 2414, 12547,, 3195, 165, 13419, 1165,, , 11139, 6185, 4650,, 14936,,,, 2659, 8496, 11692, 1768, 9008, 4599, 5249, 7790, 5054, 12634, 10454, 322, 5596, 10953, 494, 1756,, 7851,, 6711, 10143, 3594, 12757, 2103, 8135, 823,, 477, 8309,, 786, 6167,,, 4796, 2889
