,grain,FIP
0,1,3.40696220597003e-07
1,2,6.721444815676659e-10
2,3,8.28786645999726e-06
3,4,2.38087762137574e-08
4,5,3.0750529141634374e-07
5,6,5.493567086628234e-07
6,7,1.0358700692751464e-06
7,8,2.4800510364999625e-06
8,9,8.043530685982295e-08
9,10,6.182212605120188e-06
10,11,3.619422440750345e-07
11,12,4.934358523804869e-06
12,13,3.9882022947481175e-08
13,14,3.91375447530437e-08
14,15,6.91061690615762e-08
15,16,4.0239798696619143e-07
16,17,6.983583509409514e-06
17,18,2.391874061063283e-06
18,19,1.1394161313306169e-06
19,20,5.843319790010773e-07
20,21,6.9342186383228e-06
21,22,8.9784423088694e-09
22,23,5.4250919551145503e-08
23,24,6.489092205311337e-06
24,25,1.6104389859101514e-06
25,26,7.601809459864766e-06
26,27,6.177133761634742e-08
27,28,1.2854774078779862e-06
28,29,7.867427148662609e-08
29,30,1.1862092406385042e-08
30,31,2.7977202477123513e-08
31,32,7.107637086677792e-06
32,33,2.595370964585219e-06
33,34,2.9453899036474067e-08
34,35,5.3660907826864296e-06
35,36,5.446705842050216e-06
36,37,2.0802878492534416e-07
37,38,7.630681070767227e-06
38,39,2.660145054499629e-07
39,40,3.991720516928671e-06
40,41,1.0094826883170198e-06
41,42,3.06166383346192e-07
42,43,7.231707372064904e-07
43,44,5.300867895980139e-07
44,45,3.3660828291794796e-06
45,46,9.570960857454803e-07
46,47,1.0440047770033473e-08
47,48,5.909953770026169e-07
48,49,2.3876914293785264e-07
49,50,7.316581531113024e-06
50,51,6.087488230191719e-07
51,52,2.5968515734370542e-06
52,53,8.220664908196685e-06
53,54,1.0222599813885327e-08
54,55,8.611895783634628e-09
55,56,2.878114978098937e-07
56,57,8.596662744533896e-08
57,58,1.3936171427101698e-06
58,59,3.335959849014926e-08
59,60,1.1030511353167755e-06
60,61,5.345326897647198e-06
61,62,8.225256868174143e-09
62,63,6.741227647199436e-07
63,64,7.956435258008347e-09
64,65,1.0594780178178014e-06
65,66,2.5009836590413503e-07
66,67,5.511567090865856e-07
67,68,1.5198595393716373e-06
68,69,2.088170029578547e-06
69,70,1.005524600355887e-07
70,71,3.953102006442964e-06
71,72,2.3594242135972592e-07
72,73,7.147890864608236e-08
73,74,3.7501318268965297e-06
74,75,8.041652255981896e-06
75,76,4.762860582523961e-06
76,77,2.342396326372081e-08
77,78,1.5349215624085894e-06
78,79,4.4895519895550124e-08
79,80,3.93971920345325e-08
80,81,3.840680001528371e-08
81,82,2.7846549147774364e-06
82,83,6.062245503394706e-08
83,84,7.10402973887851e-06
84,85,3.7296310733434594e-06
85,86,9.815132997381672e-09
86,87,3.034266345967578e-08
87,88,2.4917093584743937e-07
88,89,7.717413461315052e-11
89,90,1.4759607465624138e-06
90,91,1.2986745161057352e-06
91,92,8.801113358384153e-07
92,93,5.179338068597765e-06
93,94,7.905857082610165e-08
94,95,6.222524672555687e-07
95,96,1.614927782035632e-06
96,97,1.1656586198951123e-06
97,98,4.1759621850246436e-10
98,99,1.39681406137092e-07
99,100,2.102219609337001e-06
100,101,9.98353601290946e-06
