101
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.80334491,0.56735516,-0.20509595,0.48546079,0.43437681,0.73046577,5.1240063,0.48322639,5.4887366,21.470297,17.248053,12.181283,45.923077,91,112.15385,31.393435,3.5624971,0.46110433,3.6832879,75,10,0.56356335,1,0,0,16848,16200,16848
2,0.66178465,0.45337713,-0.64606714,-0.10056143,-0.28326896,0.70160049,0.38750866,1.003491,6.1464729,21.067297,13.942014,9.5514307,19.434782,64.95652,52.434784,26.280642,0.53814483,1.4253145,0.22931965,44,8,0.43211651,1,1,1,9936,9504,9936
3,0.80664301,0.70448571,0.11495589,0.28339103,-0.13735081,0.94213021,5.522892,0.29643092,5.1595306,35.215141,28.406048,24.808563,71.050812,28.191687,101.99307,56.23122,4.4717941,0.62159729,2.1009264,431,22,0.58959758,1,1,1,93528,93096,93528
4,0.77113569,0.65692723,0.27696952,0.15874855,-0.8737886,0.36685184,3.6290188,0.91610444,3.5999827,17.20785,13.269587,11.304305,130.95,118.35,107.4,25.244877,4.8353486,0.64985162,3.7944441,39,6,0.32582647,1,1,1,8640,8424,8640
5,0.89403296,0.68978429,-0.50105143,-0.56160623,0.54408395,0.3708351,1.9193695,2.4605,5.8302174,20.542858,18.365992,14.170141,112.2809,24.370787,116.66292,32.602047,6.1529641,1.7040988,4.4683223,84,13,0.46615297,1,0,0,19224,18144,19224
6,0.61477536,0.55234104,-0.003484024,-0.71137983,0.26372033,0.65144318,0.92217839,1.5685294,5.6916056,17.349058,10.665774,9.5825968,9.2068968,11.275862,34.655174,22.87096,1.1812401,1.5829434,4.3326278,29,5,0.42663637,1,1,1,6264,6264,6264
7,0.59464073,0.53841293,0.041797124,0.301837,-0.94078571,0.14855847,3.4984293,1.7058663,4.1150279,25.119642,14.937161,13.524739,74.931816,73.840912,105.95454,31.806553,4.8647037,0.49606973,3.1101921,78,14,0.57172447,1,0,0,19008,16848,19008
8,0.2085637,0.17317675,0.20443447,0.3375566,-0.8639769,0.31273946,1.5553677,1.7551365,0.028039305,95.09037,19.832399,16.467442,118.7077,89.469231,90.04615,47.020287,5.3913317,0.81134427,3.3388371,252,21,0.014996933,1,1,1,56160,54432,56160
9,0.48844445,0.35893098,0.4997535,0.018138079,0.50094128,0.7063818,4.7183881,0.64058161,6.2133713,52.669971,25.726355,18.904884,46.262196,121.37195,117.80488,50.970642,2.5610201,1.0473882,2.4884639,321,20,0.12549262,1,1,1,70848,69336,70848
10,0.22450638,0.16540311,0.2294676,-0.40980902,-0.37623233,0.79865539,3.9049194,1.579687,4.733532,60.931831,13.679585,10.078315,92.083336,74.583336,23.833334,29.931112,2.5214841,0.97785538,4.6421947,65,11,0.016864082,1,1,1,15552,14040,15552
11,0.72183663,0.70095587,-0.59393615,0.76043266,0.20042284,0.1697429,1.3162867,1.8314794,4.0254092,23.331913,16.841829,16.354641,29.697248,94.816513,127.89909,35.450825,4.5073771,2.6100695,0.039626587,108,10,0.51174623,1,1,1,23544,23328,23544
12,0.87237996,0.51274508,0.46169919,-0.44088697,0.76749736,0.058312535,2.3862741,0.15604277,1.8732671,62.740139,54.733242,32.169701,97.596024,105.46358,120.39073,56.187698,0.88428438,1.3848211,2.408972,430,25,0.00042276442,1,1,1,97848,92880,97848
13,0.73527855,0.50561738,0.041797124,0.301837,-0.94078571,0.14855847,3.3307829,2.0065277,5.7763247,16.62009,12.220397,8.4034071,120.77778,137.66667,32.777779,21.766991,2.5776448,1.5052866,4.5933595,25,7,0.36122164,1,0,0,5832,5400,5832
14,0.90072531,0.78791505,-0.60150695,0.71896958,0.030757217,0.34688056,5.4784255,0.497706,5.5358162,17.5173,15.778275,13.802144,84.639343,53.065575,119.85246,28.480509,2.5847077,1.1598723,5.6613941,56,9,0.38116109,1,0,0,13176,12096,13176
15,0.24093568,0.16387311,-0.25879502,0.35823825,-0.83786792,0.32041827,2.9031255,1.6085941,4.7098098,80.331367,19.354692,13.164151,31.370861,127.68874,108.8543,39.640949,0.26034778,0.91551673,2.1507232,151,15,0.0079687284,1,1,1,32616,32616,32616
16,0.18246035,0.12204036,0.040461071,0.55283308,-0.59507322,0.58191609,3.8404896,1.6054487,4.7364378,89.768967,16.379278,10.955438,87.39344,132,98.163933,35.989674,5.4359069,1.1750716,2.4404309,113,17,0.0090859672,1,1,1,26352,24408,26352
17,0.81210214,0.67758113,-0.50105143,-0.56160623,0.54408395,0.3708351,3.5633876,1.583362,4.5601568,24.872932,20.199362,16.85343,78.061226,97.530609,105.08163,39.018681,3.8958693,2.0899913,0.24559438,144,13,0.57497305,1,0,0,31752,31104,31752
