91
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.26117456,0.19255911,-0.14503787,0.22373727,0.91178393,0.31233919,3.1242101,1.8518616,6.2758403,51.66317,13.493106,9.9482136,22.521128,87.084511,95.450706,30.532904,4.0467672,0.53980035,6.0380707,69,15,0.041013524,1,1,1,15336,14904,15336
2,0.85927677,0.55436498,0.42863157,0.77405214,0.25148591,0.39226663,1.2335289,1.422105,4.3545389,22.05587,18.952095,12.227001,139.97562,120.58537,25.097561,31.941902,3.6365712,2.1721551,1.5064144,79,10,0.38760367,1,1,1,17712,17064,17712
3,0.76125777,0.64248616,0.64751107,0.39335811,0.55282545,0.34696218,4.8046584,0.69890481,4.2435565,14.360941,10.932378,9.2267056,42.81818,54.545456,114.81818,20.858959,5.2026248,1.5761042,3.1716413,22,5,0.29458997,1,0,0,4752,4752,4752
4,0.68829924,0.60451889,0.059407778,-0.78081942,0.27882016,0.55592364,5.0471539,0.498445,4.4115796,19.849493,13.662391,11.999393,105,54,38.035713,28.137337,4.1771169,0.9760558,5.8700314,54,9,0.55028629,1,0,0,12096,11664,12096
5,0.90532267,0.1186678,0.34022862,-0.095333301,0.41715908,0.83733767,3.1592598,1.5741585,4.7101951,60.696621,54.950027,7.202734,115.60606,45.242424,69.121216,34.437382,2.4061909,0.72226226,2.9525859,99,14,0.0004333636,1,1,1,21384,21384,21384
6,0.81186575,0.56656325,-0.19105016,0.95557439,0.22440447,0.0044816211,1.4521877,2.1222262,4.4740109,24.525269,19.911224,13.895115,46.052631,71.368423,127.63158,35.776077,3.3588917,2.6888371,6.1058235,111,10,0.48806804,1,1,1,24624,23976,24624
7,0.92199469,0.77015924,0.1982642,0.67789435,0.69599521,0.12938781,3.906605,1.2800325,4.69908,53.864616,49.662888,41.484333,48.117645,40.725491,91.882355,49.944469,3.0408628,1.5684953,0.46833995,302,23,5.8121179e-05,1,1,1,66096,65232,66096
8,0.71135497,0.53198636,0.41486055,0.15457681,0.51332468,0.73518336,4.6294436,0.77659434,5.8956084,28.876934,20.54175,15.362134,35.26923,125.73077,53.03846,40.073746,2.8887222,0.91726547,2.1753933,156,11,0.53610289,1,1,1,33696,33696,33696
9,0.93158394,0.66419798,0.16422027,-0.022058086,0.93667603,0.30851778,0.97393745,1.6256382,5.8683953,16.993036,15.830441,11.286741,141.52174,34.304348,90,26.672947,1.7554593,0.33292556,2.0225012,46,9,0.29103956,1,1,1,9936,9936,9936
10,0.92398578,0.45989341,0.082237013,0.23121805,-0.10791095,0.9633953,3.3433828,1.6243589,5.7767692,17.434828,16.109533,8.0181627,69.882355,127.05882,86.470589,24.116339,1.1926727,0.37615135,0.85858065,34,11,0.28598464,1,0,0,7344,7344,7344
11,0.8909269,0.62847161,-0.7146306,-0.56440473,0.40547061,0.079648465,3.5737624,1.9767522,5.7619567,15.405677,13.725332,9.6820307,70.272728,21.363636,86.090912,23.633883,2.1233582,1.1767852,3.9522986,32,8,0.39677539,1,0,0,7128,6912,7128
12,0.23460074,0.12787241,0.56060427,-0.54880673,0.61743325,0.057534315,6.1618423,0.41553041,6.1622868,57.115482,13.399334,7.3034949,21.84,63.599998,69.720001,27.054041,0.88894647,1.8038318,2.4384756,48,8,0.020885097,1,1,1,10800,10368,10800
13,0.78760463,0.56734729,0.37264162,0.2152756,0.29684654,0.85245341,2.0021551,2.1126494,5.5324335,22.052238,17.368446,12.511278,138.66234,67.987015,91.519478,31.532345,3.3303611,0.88977188,2.2826369,76,15,0.39057323,1,1,1,16632,16416,16632
14,0.95212996,0.85673624,0.32285452,0.34016061,0.81202024,0.34738863,1.2405435,1.720368,5.776896,14.557983,13.861093,12.472352,140.69231,20.23077,79.615387,25.244877,2.7865372,0.97627598,1.1635485,39,6,0.32577169,1,1,1,8424,8424,8424
15,0.81488335,0.65230775,-0.0039051429,0.34953713,-0.91110688,0.21838692,6.063776,0.47841257,4.3869586,18.646866,15.19502,12.163495,48.964287,106.5,76.928574,28.480509,6.2643666,2.4038379,4.6904759,56,10,0.41298872,1,0,0,12096,12096,12096
16,0.70820481,0.58428842,-0.0039051429,0.34953713,-0.91110688,0.21838692,6.1916656,0.69054294,4.3254023,17.457289,12.363336,10.200091,129.85715,46.714287,92.828575,23.633883,2.2343981,0.9491846,4.587225,32,7,0.37032524,1,0,0,7560,6912,7560
17,0.18636093,0.15230626,0.52865678,-0.56744081,-0.6289193,0.054712955,3.1804717,1.8464793,0.090248212,99.133217,18.474558,15.09861,78.3629,18.67742,25.911291,46.517357,3.8048449,1.7751497,5.4463792,244,13,0.021155963,1,1,1,53568,52704,53568
18,0.85423297,0.66255713,-0.68925136,-0.70127547,0.11344782,0.1423901,3.5280347,1.9071864,4.5555177,22.56214,19.273323,14.948707,43.263157,82,75.052635,35.989674,4.8137722,1.103506,2.5456226,113,12,0.60484946,1,0,0,24624,24408,24624
19,0.26020211,0.21558781,-0.25433791,0.012042713,0.18555844,0.94907069,1.9481858,1.5938878,4.7170181,97.328003,25.324951,20.982731,66.644035,32.49358,92.625687,60.319206,6.0427909,0.51491535,6.1374187,532,24,0.047376823,1,1,1,117720,114912,117720
20,0.1733807,0.11029205,0.38821152,-0.6302458,-0.040086024,0.67117447,4.7213526,0.57772994,6.2298594,94.223083,16.336464,10.392058,20.024391,88.414635,79.780487,36.512852,2.182529,1.6667795,4.219965,118,9,0.0098009072,1,1,1,26568,25488,26568
21,0.83274496,0.73154044,-0.0039051429,0.34953713,-0.91110688,0.21838692,0.74441928,1.3453652,4.060689,31.824047,26.501314,23.280579,80.771927,84.192986,57.543861,51.442619,1.7167082,1.8156176,1.7450596,330,21,0.58461934,1,0,0,73872,71280,73872
22,0.91828889,0.84275544,0.29290044,-0.23880482,-0.72868657,0.57113707,3.1789978,1.9851272,5.6774688,25.872147,23.758104,21.803892,22.449152,35.31356,116.74577,45.477512,3.3636036,0.77508271,4.7316179,228,14,0.61729693,1,1,1,50976,49248,50976
23,0.72896808,0.29653707,0.54441541,0.30067095,0.76888061,0.14843003,1.5385715,1.5965064,4.9336405,59.895607,43.661983,17.761269,68.321053,122.00526,117.3,52.956497,2.2660911,1.342398,1.2569036,360,17,0.013362304,1,1,1,82080,77760,82080
24,0.86051726,0.77856207,0.059407778,-0.78081942,0.27882016,0.55592364,3.7879653,1.4286345,0.46493304,26.838913,23.095348,20.89576,42.561646,57.986301,58.178082,44.247784,1.1905427,0.88569516,0.9031105,210,14,0.50385779,1,0,0,47304,45360,47304
25,0.19537657,0.13604778,0.059701093,-0.87703651,-0.16677107,0.44657594,1.6119007,2.1413693,0.015708005,84.110756,16.433271,11.443082,52.957447,108.40426,103.04256,38.469048,1.9961687,2.1477995,5.0018282,138,19,0.02052713,1,1,1,30456,29808,30456
26,0.29364553,0.19490682,0.73365808,0.33266187,0.0037504518,0.59250981,4.7267561,0.54949111,6.2734804,101.02969,29.666918,19.691376,120.19936,64.129745,45.170887,63.647072,3.5609648,1.8732214,2.7095611,625,27,0.051336132,1,1,1,136512,135000,136512
27,0.9182179,0.54114074,-0.32875589,-0.37554306,-0.68066764,0.53626359,3.1036055,1.5776026,4.5240431,46.983383,43.140984,25.424623,27.90909,116.93182,29.056818,59.476006,1.7552398,1.0451479,0.051776748,510,21,0.041167133,1,1,1,114048,110160,114048
28,0.88473487,0.72675848,0.50622743,0.17339437,0.46009281,0.70850742,1.1515998,1.9543319,4.1953745,29.3067,25.928659,21.298891,17.636679,32.273357,78.529411,48.232677,2.8956492,1.1292517,2.2356532,272,14,0.66190368,1,1,1,62424,58752,62424
29,0.66171938,0.59220481,0.017768636,0.65934384,-0.67064065,0.33939815,1.6837703,0.20672059,0.79042953,30.65237,20.283268,18.152481,28.408163,58.959183,32.632652,42.109291,5.7877426,1.4405283,2.7000349,181,15,0.57599127,1,1,1,42336,39096,42336
30,0.7938394,0.57505649,-0.0039051429,0.34953713,-0.91110688,0.21838692,0.78402728,1.4093916,4.0851893,23.941462,19.005676,13.767693,72.963303,110.77982,61.018349,35.450825,1.1818519,1.7991934,4.1715693,108,12,0.58140993,1,0,0,23544,23328,23544
31,0.19476943,0.14062093,-0.1356948,-0.50360274,-0.54711354,0.65470445,0.98253477,1.5655739,4.7105856,64.540665,12.570548,9.0757675,132.28125,133.6875,25.78125,29.304098,2.0037117,1.0973656,5.671699,61,7,0.018087165,1,1,1,13824,13176,13824
32,0.26622531,0.17437689,0.062243544,-0.87268275,0.30357465,0.37734988,3.6124258,1.5703902,4.6985078,45.672848,12.159268,7.9642887,104.51351,15.162162,133.7027,24.805748,0.96452653,2.1304574,3.9637117,37,7,0.014937278,1,1,1,7992,7992,7992
33,0.92199928,0.70465654,0.037480161,-0.91505039,0.40123796,0.016914515,1.0524995,0.52663457,0.5217241,21.681715,19.990526,15.278163,57.165138,106.10091,95.256882,35.559902,5.4259167,1.4597133,0.87654203,109,15,0.44056809,1,0,0,23544,23544,23544
34,0.13712656,0.12052219,-0.15365775,-0.24082558,0.7127642,0.64059305,3.1453094,1.4151363,0.016922012,87.553261,12.005877,10.552111,47.93182,81.681816,13.772727,32.472157,0.16419555,0.5794121,4.4416394,83,8,0.0114607,1,1,1,19008,17928,19008
35,0.87895536,0.64280361,-0.18436629,-0.031087356,-0.83996141,0.50941873,2.8653593,2.1322486,5.5021267,23.84866,20.961908,15.330006,53.328358,92.910446,117.89552,37.613895,3.567081,1.0555643,5.6536283,129,13,0.59588712,1,0,0,28944,27864,28944
36,0.80025595,0.55049753,-0.59665602,0.21553285,0.33598462,0.69617641,4.7101316,0.24053977,4.5592604,24.246431,19.403351,13.347602,23.355141,114.86916,96.196259,35.341068,5.4868946,1.3744426,6.180191,107,12,0.5237276,1,1,1,23112,23112,23112
37,0.94749421,0.65471721,-0.41098261,-0.17940736,-0.47668734,0.75609225,3.4776773,1.7327378,4.0973148,19.670866,18.638031,12.878854,71.324997,138.45,57.525002,31.393435,0.97411561,0.93002671,0.15091911,75,11,0.50906336,1,1,1,17280,16200,17280
38,0.69690114,0.6132524,-0.7146306,-0.56440473,0.40547061,0.079648465,3.9155023,1.585402,4.3959713,20.185753,14.067473,12.378962,92.275864,127.96552,59.896553,27.785583,0.75728941,1.3753043,2.3015213,52,13,0.44590178,1,0,0,12528,11232,12528
39,0.88434666,0.65986627,0.59239829,-0.75933981,0.1255704,0.23811635,2.4302928,2.5159376,5.4980378,15.169063,13.41471,10.009553,42.9375,22.875,141.375,22.332619,1.7480286,2.5964732,3.5645833,27,5,0.34898093,1,1,1,6912,5832,6912
40,0.75095618,0.66229022,0.33743715,0.60720897,0.65249813,0.30278629,3.5115867,1.2544678,0.084971771,33.611843,25.241022,22.260796,113.42168,43.680721,68.710846,51.442619,3.0688391,1.5359225,0.94169217,330,22,0.61209118,1,1,1,71712,71280,71712
41,0.17180517,0.13823791,0.25288603,-0.77728099,0.25894734,0.51461565,3.1389139,2.1734009,6.2656212,62.31356,10.705792,8.6140957,125.57143,92.85714,83.571426,25.876261,1.4191489,1.9137117,3.9316502,42,9,0.0076035541,1,1,1,9072,9072,9072
42,0.97099608,0.82514906,-0.62707627,0.14700855,0.58330107,0.49489766,3.7904744,1.6878594,4.3341222,31.714043,30.79421,26.168812,100.44782,94.852173,112.21304,57.003372,2.3857887,2.9326177,2.6705391,449,22,0.68879718,1,0,0,99360,96984,99360
43,0.84297556,0.74648821,0.085844547,-0.31773436,0.70125091,0.63239443,4.4467049,0.90303648,0.37754983,33.630226,28.349459,25.104567,118.59241,95.21801,57.668247,55.792923,0.99769062,0.67075729,3.6115296,421,22,0.62122858,1,1,1,91152,90936,91152
44,0.59685653,0.15664068,0.31647566,-0.19428241,-0.90369004,0.21317089,1.5409192,1.5628195,6.1188731,67.48217,40.277172,10.570453,37.666668,102.37778,24.155556,37.903244,3.9301615,0.76093,5.0313072,132,11,0.00083519245,1,1,1,29160,28512,29160
45,0.21340372,0.17826153,0.33299401,-0.36157739,0.85296613,0.17557226,1.4522586,1.5697786,4.6989865,101.61327,21.68465,18.113739,106.42574,40.306931,75.267326,54.849384,0.94727087,1.0277417,2.6003258,400,21,0.038741611,1,1,1,87264,86400,87264
46,0.73790467,0.64440107,-0.7146306,-0.56440473,0.40547061,0.079648465,6.075273,0.58520198,5.3021355,22.302193,16.456892,14.371556,58.826088,45.52174,30.195652,33.236485,2.0043619,1.595029,1.150756,89,9,0.58853024,1,0,0,19872,19224,19872
47,0.87199438,0.72961444,0.082237013,0.23121805,-0.10791095,0.9633953,1.1303211,1.7780168,0.62881798,28.196115,24.586853,20.572292,99.385544,57.530121,97.939758,46.45372,3.0000429,0.52785039,1.8653179,243,15,0.59149051,1,0,0,53784,52488,53784
48,0.77918369,0.68557537,0.37377626,0.60244936,-0.61015981,0.35362557,1.2859282,2.1196339,3.9745371,14.054857,10.951316,9.635664,21.26087,100.04348,84.130432,21.170332,3.5405712,1.2376492,5.4324698,23,4,0.32703388,1,0,0,4968,4968,4968
49,0.82829177,0.57979828,0.37377626,0.60244936,-0.61015981,0.35362557,0.88099545,1.6040246,5.6913428,24.947334,20.663671,14.464421,83.53125,118.96875,101.67188,37.12151,1.6836487,1.1979237,3.2387981,124,14,0.5435155,1,0,0,27648,26784,27648
50,0.23863964,0.18886454,-0.66691285,-0.24573919,-0.5684424,0.41438225,6.2314548,0.39553168,6.2283621,87.08062,20.780888,16.446442,45.488373,78.837212,52.139534,46.895561,1.2939212,1.5811176,0.5878495,250,24,0.017849917,1,1,1,55728,54000,55728
51,0.77155733,0.55803704,-0.7146306,-0.56440473,0.40547061,0.079648465,3.4528158,1.4157865,6.0821385,20.79332,16.043238,11.603443,111.38095,117.85714,79.190475,29.304098,5.0619788,2.7792909,4.731637,61,9,0.41640371,1,0,0,13608,13176,13608
52,0.60634178,0.48029974,0.55770761,0.73098981,-0.38593766,0.075287938,2.4429376,2.4451456,4.8585234,17.050032,10.338147,8.189126,142.56522,104.73913,37.95652,21.170332,5.4387903,2.3333466,3.6006713,23,7,0.37448758,1,1,1,4968,4968,4968
