,grain,FIP
0,1,1.6860942672045063e-06
1,2,3.24602918493076e-06
2,3,5.456044825990802e-06
3,4,3.164589420515697e-06
4,5,3.2155074101169504e-07
5,6,3.6943462363291417e-06
6,7,8.46575544125497e-07
7,8,1.0819408035793492e-06
8,9,9.173772979841113e-08
9,10,2.745801319844948e-06
10,11,1.2601678961258776e-06
11,12,6.842056320298442e-07
12,13,6.733123745236276e-06
13,14,1.0357070171599172e-09
14,15,1.1993677771291217e-08
15,16,1.0199526773547366e-07
16,17,7.2477706781589856e-06
17,18,6.5469832403089006e-06
18,19,3.1119384503114732e-06
19,20,7.07488212346338e-08
20,21,9.594922927923842e-11
21,22,3.024553920745516e-08
22,23,2.2549136735022974e-08
23,24,8.81097516856922e-06
24,25,6.321778577368631e-06
25,26,4.999799303175084e-10
26,27,5.764741804564034e-07
27,28,3.037402047017432e-06
28,29,5.724233966645081e-06
29,30,3.802271715062681e-08
30,31,5.456160289799591e-09
31,32,4.539265760988912e-07
32,33,1.3427566866221217e-08
33,34,6.530858497779847e-08
34,35,9.25634472079834e-06
35,36,2.869501331685206e-08
36,37,1.0235742745866909e-05
37,38,2.5254049746128293e-08
38,39,8.216529914259294e-06
39,40,2.6647294725974757e-06
40,41,5.095846344879377e-07
41,42,1.471123112887177e-09
42,43,5.952190742981849e-07
43,44,4.405075944758924e-06
44,45,4.229897137210464e-08
45,46,6.545521249116291e-08
46,47,9.5105145697943e-08
47,48,7.652996089429393e-06
48,49,1.3518262558354576e-07
49,50,5.053846146712483e-07
50,51,2.125863260528472e-07
51,52,1.9230085345032522e-06
52,53,2.8940226511764547e-08
53,54,8.501977530228413e-07
54,55,4.794420341630759e-06
55,56,2.6019766423508364e-06
56,57,6.660615111389548e-07
57,58,1.4928757741332842e-07
58,59,6.979850240149476e-10
59,60,1.4101020445646334e-10
60,61,4.6952942859055623e-07
61,62,3.734812873709755e-06
62,63,3.1614263271313304e-08
63,64,4.056927848047346e-07
64,65,1.5153100904965446e-06
65,66,1.4339051396224716e-07
66,67,2.074616350358306e-07
67,68,1.326967647527484e-07
68,69,7.447990976067694e-07
69,70,1.6916142156321334e-07
70,71,5.444457273943245e-06
71,72,3.148308846950949e-07
72,73,1.3582995374118322e-07
73,74,3.05153858783548e-06
74,75,7.399269681250889e-07
75,76,7.439255376740947e-06
76,77,7.161684911893991e-07
77,78,2.6808431267334507e-06
78,79,9.637472469592574e-08
79,80,3.1548604490844555e-08
80,81,2.8292423025596603e-08
81,82,1.6457284201477888e-07
82,83,7.724366750439474e-06
83,84,3.1871399146581724e-07
84,85,5.256527639245496e-06
85,86,5.314763667095586e-07
86,87,8.203447915532206e-07
87,88,3.3673397973293476e-08
88,89,5.868782639583929e-06
89,90,8.424179012338818e-06
90,91,2.3862783435763276e-07
91,92,8.119791624569037e-06
92,93,1.994856619973589e-06
93,94,6.108559814403083e-06
94,95,8.720685705382547e-06
95,96,3.144934293794151e-06
96,97,7.373322035046948e-08
97,98,2.094670812275982e-06
98,99,7.365482858421584e-06
99,100,7.144580293148574e-06
