1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
8667,422,11228,13656,11819,12080,10459,36,12753,6138,9109,11288,2761,3185,1045,2957,7084,240,10851,4376,6246,482,9603,12230,132,7780,6085,5157,4392,493,150,10112,414,1190,280,10521,7189,328,226,460,7794,10448,13228,7635,10502,4896,10469,7969,3432,2798,10849,8249,168,348,803,3961,7569,10884,6933,340,12936,1539,2912,3442,9383,11763,4805,45,8048,4524,13419,1195,6900,30,10961,12125,3258,3870,2269,5947,8849,4871,2639,11800,470,6142,8190,9559,12294,9203,1451,3475,208,8760,7668
8668,423,11229,13657,11842,12103,10482,37,13326,6160,9131,11289,2762,3186,1046,2976,7085,241,10852,4401,6247,483,9626,12253,133,7781,6086,5158,4415,494,171,10113,415,1738,281,10522,7190,329,227,461,7795,10449,13251,7636,10524,4897,10470,7970,3433,2799,10873,8250,169,370,804,3962,7570,10885,6958,341,12937,1540,2913,3467,9384,11764,4806,46,8049,4525,13443,1196,6901,31,10962,12147,3281,3871,2270,5948,8872,4892,2640,12251,495,6143,8191,9560,12315,9204,1452,3476,209,8761,7669
8692,424,11230,13658,11843,12104,10483,38,13327,6161,9132,11290,2784,3187,1619,2977,7108,264,10853,4402,6248,506,9627,12254,134,7782,6087,5705,4416,514,172,10135,416,1739,282,10523,7211,351,228,462,7796,10450,13252,7658,10525,4898,10471,7991,3437,3299,11447,8272,170,371,805,3963,7571,10886,7482,342,12938,1563,2914,3492,9406,11765,4807,47,8050,4526,13444,1197,6902,32,10963,12148,3282,3872,2793,5971,8873,4893,2662,12252,1043,6167,8192,9561,12316,9205,1453,3477,210,8762,7670
8693,425,11253,13659,11844,12105,10484,39,13328,6162,9133,11864,2785,3188,1644,2978,7109,289,11426,4403,6269,507,9628,12255,154,7783,6088,5706,4889,515,173,10136,966,1763,283,10545,7212,352,229,463,7797,10473,13253,7659,10550,4899,10472,7992,3457,3324,11448,8273,192,372,1327,3984,8119,10909,7483,890,12939,1564,2915,3493,9407,11766,5356,48,8074,4527,13445,1198,6903,33,10964,12149,3283,3873,2794,5972,8875,4894,2663,12276,1070,6168,8193,9584,12317,9206,1454,3478,211,8763,7694
9191,426,11254,13680,11867,12129,10485,40,13329,6185,9134,11865,2786,3209,1645,2979,7110,814,11427,4426,6270,508,9649,12256,155,7784,6089,5707,4912,516,174,10137,967,1764,284,10546,7213,353,247,484,7798,10997,13276,7660,11075,4921,10494,7993,3458,3348,11472,8274,193,373,1328,3985,8120,10910,7484,891,12960,1565,2916,3516,9408,11786,5380,49,8597,4548,13446,1199,6904,34,10986,12150,3307,4417,2795,5973,8897,4895,2664,12277,1095,6169,8215,9585,12318,9207,1475,3479,212,8787,8242
9215,427,11802,13681,11868,12130,10507,41,13351,6186,9156,11866,2787,3210,1669,2980,7111,815,11428,4427,6271,533,9650,12279,156,7805,6612,5730,4913,517,175,10138,990,1765,285,10547,7214,354,248,485,7818,10998,13277,7661,11076,4922,10495,8017,3459,3349,11473,8275,194,396,1329,3986,8143,10911,7505,915,12961,1566,2937,3517,9409,11787,5381,50,8598,4549,13468,1200,6924,53,10987,12173,3308,4418,2818,5997,9422,5469,2665,12278,14117,6192,8216,9586,12319,9226,1476,3499,213,9282,8243
9216,428,11803,13682,11869,12679,10508,42,13352,6735,9157,11887,2809,3211,1670,2981,7133,840,11451,4428,6272,1055,9651,12280,157,7806,6613,5731,4914,518,197,10158,991,1787,305,10548,7215,375,249,486,7819,10999,13278,7684,11077,4923,10496,8517,3460,3350,11474,8297,195,397,1330,3987,8144,10934,7506,916,12962,1588,2938,3518,9410,11788,5382,51,8599,4550,13469,1219,6925,54,10988,12174,3332,4419,2819,5998,9423,5470,2687,12301,14118,6193,8217,9587,12341,9227,1477,3500,235,9283,8244
9217,429,11804,13683,12392,12704,10509,43,13353,6736,9158,11888,2810,3212,1671,2982,7134,865,11452,4451,6273,1056,9652,12281,158,7807,6635,5732,4915,519,198,10159,992,1788,306,10549,7238,377,250,487,7820,11021,13301,8211,11099,4947,10497,8541,3461,3373,11497,8298,196,920,1352,3988,8145,10935,7507,917,12963,1589,2939,3519,9411,11789,5405,52,8600,4551,13470,1220,6927,55,10989,12175,3881,4420,2820,6547,9447,5471,2688,12302,14143,6194,8218,9609,12342,9228,1478,3501,236,9284,8267
9240,446,11805,13706,12393,12705,10510,44,13377,6737,9159,11889,2811,3736,1695,2983,7135,13915,11453,4452,6274,1057,9653,12304,179,7808,6636,5733,4916,520,199,10160,993,1789,307,10570,7239,378,251,488,7821,11022,13302,8212,11100,5498,10520,8542,3462,3374,12073,8299,217,921,1353,4011,8146,10959,7508,941,12985,1590,2940,3542,9431,11790,5406,70,8622,4552,13471,1221,7451,56,11011,12198,3882,4442,2821,6572,9448,5472,2689,12303,14144,6218,8219,9610,12343,9229,1479,3502,237,9285,8268
9241,447,11806,13707,12394,12729,10532,60,13378,6738,9182,11890,3333,3760,1696,3002,7136,13939,11476,4453,6275,1058,9675,12305,180,7809,6637,5755,4937,540,200,10161,1014,1790,308,10571,7240,379,252,509,7822,11023,13303,8233,11101,5522,11044,8543,3482,3375,12098,8874,218,922,1354,4012,8147,10960,7509,942,12986,1591,2941,3543,9432,11791,5407,71,8623,4553,13494,1222,7475,57,11013,12199,3883,4443,2822,6573,9449,5493,2690,12325,14145,6219,8220,9611,12344,9230,1501,3503,238,9286,8269
9242,448,11827,14231,12395,12730,10533,61,13379,6739,9183,11891,3334,3761,2294,3003,7161,13940,11477,4476,6298,1079,9676,12306,181,7831,6638,5756,4938,541,747,10162,1015,1812,309,10572,7265,878,253,510,7823,11024,13853,8234,11102,5523,11045,8544,3483,3398, ,8898,219,923,1355,4013,8168,10985,7530,12791,12987,1613,2962,3544,9433,11812,5408,72,8624,4573,13495,1223,7476,58,11537,12200,4507,4444,2843,6597,9472,5494,2713,12326,14168,6243,8221,9612,12367,9231,1502,3504,262,9307,8292
9243,449,11828,14232,12417,12754,10557,62,13927,6740,9708,11892,3335,3762,2295,3004,7708,13941,11478,4477,6299,1080,9677,12854,182,7832,6639,5757,4939,542,748,10163,1016,1813,310,10573,7787,879,270,511,7824,11025,13877,8235,11124,5524,11068,8566,3484,3399,,8899,220,943,1356,4014,8169,11483,7531,12792,12988,1614,2963,3545,9434,11813,5429,73,8625,4574,13496,1244,7477,59,11538,12224,4508,4445,2844,6598,9473,5495,2714,12327,14169,6767,8241,9635,12368,9232,1503,3505,263,9308,8293
9264,450,11829,14255,12418,12755,11057,63,13928,6760,9709,11912,3357,3763,2296,3005,7709,13964,12051,5001,6820,1081,9678,12879,183,7833,6659,5758,4940,543,772,10184,1017,1814,311,10595,7788,901,271,512,7844,11046,13878,8236,11125,5546,11069,8567,3485,3400,,8900,221,944,1357,4038,8170,11508,7532,12816,13538,1615,2964,3546,9435,11814,5430,74,8647,4575,14069,1245,7478,79,11539,12774, ,4446,2845,6622,9474,5496,2715,12328,14170,6768,8245,9636,12369,9251,1504,3524,288,9309,8294
9265,451,11830,14256,12419,13354,11058,64,13952,6761,9710,11913,3358,3784,2320,3006,7710,13965,12052,5026,6821,1082,9700,12880,205,7834,6660,5781,4941,544,773,10185,1018,1815,330,10596,7789,902,272,513,7845,11047,13901,8237,11126,5547,11070,8568,3486,3423,,8923,222,945,1358,4039,8171,11509,7533,13391,13539,1638,2965,3547,9436,11815,5431,75,8648,4579,14070,1246,7500,80,11540,12798,,4447,2846,6623,9475,5497,2739,12350,14194,6792,8246,9637,12866,9252,2050,3525,739,9310,8892
9266,452,11831,14257,12420,13355,11059,65,13953,6762,9732,11914,3359,3785,2321,3007,7734,13966,12076,5027,6822,1083,9701,12904,206,7857,6661,5782,4942,1064,774,10186,1039,1816,331,10597,7790,903,273,534,7846,11048,13902,8258,11127,5548,11071,8569,3487,3424,,8924,242,946,1376,4584,8172,11510,7534,13392,13560,1639,3537,3548,9437,11816,5432,76,8649,4580,14093,1247,7501,81,11561,12799,,4467,2847,7198,9476,5519,2740,12351,14195,6793,8266,9660,12867,9253,2051,3526,759,9311,8893
9267,453,11852,14258,12442, ,11082,66,13954,6763,9733,11915,3360,3786, ,3008,7735,14539,12077,5028,6823,1104,9702,12905,207,8332,6662,5783,4962,1065,775,10187,1040,1837,332,11146,7791,904,274,535,7847,11049,13903,8259,11149,5571,11094,8570,3507,3449,, ,243,947,1377,4585,8194,11511,7555,13415,13561,1664,3538,3567,9438,11838,5433,77,8650,4581,14094,1269,7502,82,11562, ,,4468,2868, ,9497,5520,3213,12352,14220,6794,8270,9661,12868,9254,2052,3527,760,9312, 
9268,454,11853,14280,12443,,11083,67,13977,6764,9734,11916,3361,3787,,3029,7736,14540,12101,5051,6845,1105,9703,12906,730,8333,6663,6305,4963,1066,798,10188,1041,1838,333,11147,7810,926,275,536,7848,11050,14503,8260,11150,5572,11095,8592,3508,3949,,,244,948,1378,4586,8195,11533,7556,13416,13562,2139,3539,3568,9456,11839,5455,78,8672,4598,14095,1270,7503,83,11563,,,4469,2869,,9498,5521,3214,12374,14718,6817,8271,10209,12890,9255,2075,3528,761,9333,
9269,471,11854,14281,12444,,11084,68,13978,6785,9735,11939,3382,3788,,3030,7759,14541,12102,5052,6846,1106,9725,12930,731,8356,6664,6306,4964,1067,799,10211,1042,1839,334,11148,7811,927,276,537,7870,11072,14527,8261,11175,6148,11096,8593,3509,3973,,,245,949,1379,4587,8196,11534,7557,13417,13563,2140,3540,3569,9457,11840,5456,98,8673,4599,14096,1271,7504,84,11564,,,4470,2870,,9499,5545,3215,12375,14742,6818,8291,10210,12891,9256,2076,3529,762,9334,
9289,472,11855,14282,12445,,11085,69,13979,6786,9756,11940,3383,3809,,3031,7760,14563, ,5053,6847,1107,9726,12931,732,8357,6684,6330,4965,1068,800,10212,1592,2338,335,11170,7812,928,294,561,7871,11073, ,8262,11701,6149,11097,8594,3510,3974,,,246,968,1380,4609,8197,11535,7558,13440,13564,2141,3541,3570,9458,11841,5457,99,8674,4600,14119,1272,7523,503,11565,,,4471,2871,,9500,6094,3216,12376,14743,6819,8295,10234,12892,9257,2077,3549,763,9335,
9290,473,11878,14283,12467,,11107,85,14002,6787,9757,12489,3384,3810,,3032,7761,14564,,5054,6848,1108,9750, ,733,8358,6685,6331,4966,1069,824,10213,1616,2363,336,11171,7813,929,295,562,7872,11074,,8283,11702,6172,11119,8595,3511,3998,,,268,969,1381,4610,8694,11536,7559,13441,13584,2163,3562,3571,9459,11863,5981,100,8675,4605,14120,1273,7524,504,11586,,,4472,2872,,9501,6095,3235,12377,14744,6843,8296,10235,12893,9276,2078,3550,764,9336,
9291,474,11879,14284,12468,,11108,86,14003,6788,9758,12490,3385,3811,,3033,7785,14565,,5076,6869,1131,10249,,734,8380,6686,6332,4967,1089,825,10237,1617,2364,337,11172,7814,950,296,1035,7873,11098,,8284,11726,6173,11120,8618,3512,3999,,,269,970,1382,4611,8695,11557,7581,13442,13585,2164,3563,3572,9460,12339,5982,101,8697,4606,14719,1274,7525,505,11587,,,4473,2894,,9522,6096,3236,12398,14765,6844,8317,10236,12894,9277,2079,3551,784,9337,
9292,475,12427,14305,12469,,11109,87,14004,6810,9759,12491,3386,3812,,3034,7786,14566,,5077,6870,1132,10250,,755,8381,6687,6355,4988,1090,1399,10238,1618,2365,338,11173,7815,951,297,1036,7897,11621,,8285,11727,6798,11121,8619,3533,4023,,,694,971,1401,4612,8696,11558,7582,13466,13586,2165,3564,3593,9461,12340,6006,102,8698,5075,14745,1295,7526,527,11588,,,4493,2895,,9523,6097,3237,12399,14766,6868,8318,10260,12895,9278,2100,3552,785,9359,
9293,476,12428,14306,12470,,11110,88,14578,6811,9760,12512,3408,3813,,3059,8334,14588,,5078,6871,1133,10251,,756,8382,6688,6356,4989,1091,1400,10688,1640,2387,339,11174,7816,952,298,1037,8346,11622,,8286,11751, ,11122,8620,3534,4024,,,695,972,1402,4613,8718,11559,7583,13467,13587,2166,3565,3594,9462,12363,6007,103,9223,5099, ,1296,7527,528,11589,,,4494,2896,,9524,6118,3238,12400,14767,7392,8319,10261,12915,9279,2101,3574,786,9360,
9294,477,12429,14307,12492,,11132,89,14579,6812,9781,12513,3409,3834,,3060,8335,14589,,5102,6872,1679,10252,,757,8383,6689,6357,4990,1092,1424,10712,1641,2388,355,11194,7835,953,299,1038,8368,11623,,8309,11752,,11144,8644,3535,4048,,,718,973,1403,4636,8719,11560,8082,13991,13588,2167,3566,3595,9481,12364,6008,125,9224,5100,,1297,7528,529,11590,,,4495,2897,,9525,6119,3239,12401,14768,7417,8320,10262,12916,9280,2102,3575,787,9361,
9315,478,12430,14308,12493,,11133,90, ,6813,9782,12514,3410,3835,,3129,8359,14590,,5626,6873,1680,10253,,758,8384,6709,6358,4991,1093,1425,10713,1642,2389,356,11195,7836,954,300,1059,8369,11624,,8310, ,,11145,9167,3536,4049,,,719,974,1404,4637,8720,11582,8083,13992,13609,2188,3587,4018,9482,12365,6030,126,9225,5101,,1746,7529,530,11611,,,4496,2919,,9548,6120,3240,12402,14769,7418,8321, ,12917,9281,2103,4051,788,9362,
9316,496,12431,14855,12494,,11134,91,,6835,9783,12515,3411,3836,,3130,8360,14591,,5651,6894,1681,10274,,781,8404,6710,6380,4992,1094,12621,10736,1643,2390,357,11196,7837,975,323,1060,8370,11646,,8836,,,11169,9168,3958,4623,,,720,996,1405,4638,8721,11583,8105,14015,13610,2189,3588,4041,9483,12366,6031,127,9247,5103,,1770,7548,531,11612,,,4497,2920,,9549,6121,3241,12424,14770,7442,8343,,12918,9303,2104,4052,789,9363,
9317,497,12452,14856,12495,,11135,92,,6836,9784,12516,3412,3837,,3131,8361,14592,,5652,6895,1682,10275,,782,8405,6711,6381,5014,1114,12622,10737,1665,2412,358,11197,7838,976,324,1061,8371,11647,,8837,,,11669,9169,3982,4624,,,721,997,1406,4662,8743,11584,8106,14016,13611,2190,3589,4042,9484,12386,6032,151,9248,5124,,1771,7549,532,11613,,,4498,2921,,10021,6122,3259,12425,14789,7443,8344,,12919,9304,2105,4053,790,9385,
9318,498,12453,14880,13017,,11157,93,,6837,9807,12517,3434,4336,,3132,8385,14614,,5676,6896,1683,10276,,783,8406,6712,6382,5015,1115,12646,10738,1666,2413,359,11198,7839,977,325,1062,8372,11648,,8858,,,11670,9192,3983,4648,,,742,998,1407,4663,8744,11585,8107,14017,13612,2191,3590,4043,9485,12387,6033,152,9249,5125,,1772,7550,551,11614,,,4518,2922,,10022,6144,3260,12426,14790,7444,8345,,12920,9305,2125,4054,809,9386,
9319,499,12454,14881,13018,,11158,112,,7361,9808,12518,3435,4361,,3133,8386,14615,,5677,6897,1704,10277,,806,8407,6713,6383,5016,1116,12647,10759,1667,2414,360,11199,7840,978,349,1063,8392,11649,,8859,,,11693,9193,4006,4649,,,743,999,1428,5209,8745,11607,8108,14018,13613,2192,3591,4044,9507,12388,6055,572,9250,5126,,1773,7551,552,11615,,,4519,3419,,10023,6145,3261,12449,14791,7468,8765,,12940,9306,2126,4055,810,9387,
9341,500,12455,14882,13019,,11159,113,,7362,10333,12537,3436,4362,,3134, ,15164,,5678,6898,1705,10278,,807,8408,6714,6406,5017,1117,12648,10760,2242,2415,361,11219,7841,979,350,1084,8393,11650,,8860,,,11694,9194,4007,4674,,,744,1022,1429,5210,8746,11608,8109,14039,13634,2213,3612,4066,9508,12389,6056,573,9271,5127,,1774,7552,553,11636,,,4520,3420,,10046,6146,3262,12450,14792,7469,8766,,12941,9777,2127,4074,811,9388,
9342,501,12456,14904,13020,,11160,114,,7363,10334,12538,4009,4363,,3157,,15165,,5679,6923,1706,10299,,808,8409,7234,6407,5041,1118,12671,10761,2267,2416,362,11220,7862,1000,801,1085,8394,11671,,8861,,,11695,9218,4008, ,,,745,1023,1430,5211,8768,11609,8130,14040,13635,2214,3613,4067,9533,12390,6057,574,9272,5128,,1795,7553,554,11637,,,4521,3421,,10047,6147,3263,12451,14793,8042,8767,,12942,9778,2128,4075,812,9389,
9343,502,12477,14905,13021,,11182,115,,7364,10357,12539,4010,4384,,3158,,15166,, ,7446,1707,10300,,830,8410,7235,6408,5489,1119,12672,10762,2268,2436,363,11221,7863,1001,826,1086,8395,11672,,8862,,,11696,9219,4031,,,,746,1546,1431,5234,8769,11610,8131,14041,13636,2215,3614,4068,9956,12391,6058,575,9273,5129,,1796,7554,555,11638,,,4522,3443,,10048,6170,3264,12852,14794,8043,8790,,12943,9779,2129,4076,813,9412,
9367,521,12478,14906,13042,,11683,116,,7365,10358,12540,4034,4385,,3530,,15167,,,7447,1708,10301,,831,8429,7236,6930,5490,1120,12673,10763, ,2437,380,11222,7864,1002,849,1087,8396,11673,,8883,,,11718,9220,4032,,,,767,1547,1432,5235,8770,11632,8132,14042,14163,2216,3615,4091,9957,12410,6079,576,9274,5148,,1797,7574,556,11639,,,5018,3444,,10049,6171,3265,12853,14795,8067,8791,,12944,9780,2150,4077,833,9413,
9815,522,12479,14907,13043,,11684,117,,7384,10359,12541,4035,4386,,3531,,15188,,,7448,1731,10302,,12005,8430,7237,6957,5512,1140,12698,10782,,2438,381,11223,7865,1003,850,1088,8397,11674,,8884,,,11719,9244,4033,,,,768,1548,1455,5236,8771,11633,8133,14043,14186,2237,3616,4092,9981,12411,6080,596,9275,5149,,1798,7575,557,11640,,,5042,3445,,10071,6719,3266,12877,14814,8068,8792,,12945,9801,2151,4078,834,9908,
9816,523,12480,14908,13044,,11685,140,,7385,10360,12542,4036,4387,,3532,,15189,,,7470,1732,10303,,12030,8431,7259,6982,5513,1141,13220,10783,,2439,382,11244,7866,1004,851,1109,8398,11697,,8885,,,11720,9245,4037,,,,769,1549,1926,5237,8772,11634,8134,14065,14187,2238,4138,4093,9982,12412,6081,597,9297,5150,,1799,7576,558,11661,,,5043,3446,,10072,6720,3284,12878,14815,8069,8814,,12966,9802,2152,4079,835,9909,
9817,524,12503,14930,13045,,11707,141,,7386,10381,12564, ,4388,,3553,,15190,,,7471,1733,10325,,12604,8432,7260,6983,5514,1142,13221,10784,,2440,383,11245,7889,1028,873,1110,8417,11698,,8886,,,11721,9818,4056,,,,770,1568,1927,5260,8793,11635,8135,14066,14188,2239,4139,4116,9983,12413,6082,598,9298,5151,,1800,7577,559,11663,,,5044,3447,,10073,6721,3285,12901,14816,8093,8815,,12967,9803,2153,4080,836,9910,
9840,525,12504,14931,13046,,11708,563,,7387,10382,12565,,4409,,3554,,15191,,,7472,1757,10326,,12605,8433,7261,7007,5515,1143,13222,10785,,2441,384,11246,7890,1029,874,1111,8418,12247,,8887,,,11722, ,4057,,,,771,1569,1928,5261,8794,11659,8155,14067,14210,2240,4162,4117,10006,12414,6106,599,9299,5152,,1819,7578,560,11664,,,5045,3448,,10074,6722,3286,12902,14817,8094,8816,,12968,9804,2154,4099,837,9911,
9841,526,13054,14932,13067,,11709,564,,7388,10383,13114,,4410,,3555,,15192,,,7473,1758,10327,,12606,8434,7262,7008,5537,1144,13223,10786,,2442,385,11247,8387,1526,875,1112,8419,12248,,8908,,,11744,,4058,,,,791,1570,1951,5262,8795,11660,8156,14068,14211,2241,4163,4118,10007,12415,6607,600,9300,5153,,1820,8051,577,12163,,,5046,3468,,10075,6743,3287,12903,14818, ,8817,,12969,9805,2175,4100,838,9912,
9842,547,13055,15480,13068,,11710,565,,7389,10384,13115,,4411,,3556,,15213,,,7474,2304,10328,,12629,8455,7263, ,5538,1145,13245,10787,,2461,386,11771,8388,1527,876,1113,8420,12271,,8909,,,11745,,4059,,,,792,1571,1952,5886,8796,12106,8157,14090,14212,2262,4164,4119,10008,12416,6631,601,9322,5154,,1821,8075,578,12164,,,5067,3469,,10076,6744,3288,12926,14819,,8818,,12970,9806,2650,4101,839,9932,
9843,548,13077,15504,13069,,11732,566,,7390,10385,13139,,4412,,3557,,15214,,,7494,2305,10350,,12630,8456,7264,,5539,1166,13246,10788,,2462,387,11772,8389,1528,877,1134,8421,12272,,8910,,,11746,,4060,,,,793,1572,1953,5887,8819,12107,8158,14091,14213,2263,4165,4140,10009,12435,6632,620,9848,5155,,1822,8076,579,12165,,,5068,3470,,10097,6745,3289,12927,14820,,8839,,12992,9826,2675,4102,860,9933,
9864,549,13078,15505,13070,,11733,567,,7391,10407,13140,,4413,,3558,,15215,,,7495,2306,10351,,12631,8457,7284,,5540,1167,13247,10808,,2463,388,11773,8390,1529,897,1135,8422,12273,,8911,,,11747,,4061,,,,794,1573,1954, ,8820,12108,8159,14092,14235,2264,4187,4141,10010,12436,6633,621,9849,5173,,1823,8077,580,12186,,,5069,3471,,10098,6746,3290,12928,14840,,8840,,12993,9827,2676,4103,861,9934,
9865,550,13079,15506,13071,,11734,568,,7409,10408,13141,,4414,,3559,,15216,,,7496,2307,10352,,12654,8458,7285,,5541,1168,13248,10809,,2464,405,11795,8411,1551,898,1136,8423,12274,,8934,,,11770,,4062,,,,795,1574,1955,,8821,12132,8180,14616,14236,2265,4188,4142,10011,12437,6655,622,9850,5174,,1824,8078,581,12187,,,5070,3472,,10099,6747,3291,12929,14841,,8841,,12994,9828,2677,4104,862,9935,
9866,1024,13080,15530,13092,,11735,569,,7410,10409,13164,,4433,,3576,,15217,,,7497,2308,10353,,12655,8459,7286,,5562,1169,13249,10810,,2465,406,11796,8412,1552,899,1137,8442,12296,,8935,,,12295,,4063,,,,796,1593,1956,,9320,12133,8181,14617,14237,2266,4189,4143,10031,12438,6656,623,9872,5175,,1825,8099,582,12188,,,5071,3473,,10100,6748,3309,12951,14842,,8842,,12995,9829,2700,4105,863,9936,
9867,1025,13081,15531,13093,,11736,586,,7411,10982,13165,,4434,,3577,,15239,,,7498,2329,10375,,12656,8481,7287,,5563,1192,13270,10811,,2466,407,11797,8413,1553,900,1159,8443,12297,,8936,,,12320,,4081,,,,797,1594,1957,,9321,12134,8182,14618,14260,2764,4190,4144,10032,12439,6657,624,9873,5176,,1843,8100,583,12189,,,5072,3494,,10101,6769,3310,12952,14843,,8843,,13491,9830,2701,4124,864,9937,
