1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
8016,374,10579,13032,11193,11404,9833,11,12676,5487,7858,10014,2136,2535,369,2905,6458,164,10201,3151,5644,431,9002,11605,104,7132,5462,5081,3765,439,96,110,364,538,230,9296,6563,254,176,410,7744,10373,12028,6984,9851,4247,9844,7917,2812,2099,10197,7598,94,318,153,2737,7517,260,6282,265,12311,913,1663,2867,8785,11163,4131,1,7399,3874,12819,545,6251,3,10287,11498,2631,3817,2193,5297,8198,4243,2610,11626,417,4917,7542,8959,11666,8605,802,2879,159,8658,7018
8591,376,10580,13056,11218,11429,9857,12,12677,5488,8482,10638,2137,2585,394,2928,6459,165,10202,3176,5645,432,9026,11628,105,7156,6036,5082,3766,440,97,111,365,539,231,9896,6564,277,177,411,7745,10397,12602,7009,10451,4248,9845,7918,2835,2124,10198,7623,95,319,728,2738,7518,261,6307,266,12312,914,2287,2892,8786,11164,4155,2,7424,3875,12820,546,6252,4,10311,11499,2632,3818,2194,5298,8222,4244,2611,11651,418,4918,7566,8960,11691,8629,827,2900,160,8659,7592
8615,398,11177,13057,11243,11454,9858,13,12678,6110,8483,10639,2161,3135,395,2929,6460,166,10203,3751,5646,433,9027,11629,106,7157,6037,5106,4337,464,121,135,366,1138,232,9897,6588,278,178,412,7746,10398,12603,7010,10452,4249,9846,7919,2836,2149,10222,7624,118,320,729,2763,7519,286,6881,267,12313,938,2288,2893,8809,11188,4156,20,7973,3899,12821,570,6276,5,10336,11523,2633,3819,2195,5322,8223,4245,2612,11676,419,5517,7567,8961,11692,8630,828,2901,161,8683,7617
8616,399,11178,13606,11768,11479,9859,14,12701,6111,8507,11239,2162,3136,420,2930,6483,189,10226,3776,5647,455,9028,11630,107,7158,6038,5107,4338,465,122,136,367,1139,233,9920,6589,279,201,413,7768,10399,12626,7584,10474,4271,9870,7941,2837,2699,10223,7647,119,321,752,3362,7520,287,6882,290,12314,939,2289,2917,8810,11189,4157,21,7974,3900,12844,571,6277,6,10912,11524,2634,3820,2217,5323,8224,4268,2613,11700,441,5518,7671,8984,12266,8652,829,2903,162,8684,7618
8617,400,11179,13607,11769,12029,9883,15,12702,6112,8508,11240,2709,3137,994,2931,6484,190,10227,3777,5648,456,9051,11631,108,7182,6059,5108,4339,466,123,137,368,1163,234,9921,6614,301,202,434,7769,10400,12627,7608,10475,4272,9871,7942,2860,2724,10797,7648,120,322,753,3363,7521,312,6883,291,12336,940,2290,2918,8811,11214,4731,22,7998,3924,12845,595,6278,7,10913,11548,3231,3843,2218,5347,8797,4845,2614,11724,442,5542,7695,8985,12267,8653,852,2904,163,8685,7619
8640,401,11180,13608,11792,12053,9884,16,12703,6113,8532,11241,2734,3159,995,2952,6485,191,10228,3801,6220,457,9052,11654,109,7732,6060,5130,4364,467,124,138,389,1164,255,9922,7162,302,203,435,7770,10422,12628,7609,10476,4273,9895,7943,2861,2748,10821,7649,142,343,754,3387,7543,313,6906,292,12337,964,2291,2944,8812,11215,4756,23,7999,4475,12846,1146,6851,8,10914,11549,3232,3844,2219,5348,8822,4846,2615,11725,443,5543,7720,8986,12268,8654,853,2926,184,8709,7642
8641,402,11202,13631,11793,12054,10433,17,12726,6114,8533,11263,2735,3160,1019,2953,6508,214,10826,3802,6221,458,9053,11655,128,7733,6061,5131,4365,489,146,139,390,1165,256,9923,7163,303,204,436,7771,10423,12651,7610,10477,4297,10420,7944,2885,2749,10822,7672,143,344,777,3388,7544,314,6907,293,12338,965,2313,2945,8834,11738,4757,24,8000,4499,12869,1170,6876,9,10936,11574,3233,3845,2220,5372,8823,4847,2635,11749,444,5544,8141,8987,12290,9179,854,3451,185,8710,7643
8642,403,11203,13632,11794,12055,10434,18,12727,6135,8557,11264,2736,3161,1020,2954,6509,215,10827,3826,6222,479,9076,11656,129,7756,6062,5132,4389,490,147,9512,391,1187,257,9945,7164,304,223,437,7772,10424,12652,7611,10499,4872,10444,7966,2886,2750,10823,7673,144,345,778,3389,7545,10286,6908,315,12361,989,2314,2946,8835,11739,4780,25,8023,4500,12870,1171,6877,10,10937,12100,3234,3846,2243,5373,8824,4868,2636,11750,445,5567,8142,9010,12291,9180,1426,3452,186,8711,7644
8643,404,11204,13633,11817,12078,10457,19,12728,6136,9107,11265,2759,3162,1021,2955,6510,216,10828,3827,6223,480,9601,11657,130,7757,6063,5133,4390,491,148,9537,392,1188,258,9946,7187,326,224,438,7792,10425,12653,7633,10500,4873,10445,7967,2911,2773,10847,8247,145,346,779,3959,7546,10310,6931,316,12362,1515,2315,3417,9381,11740,4781,26,8024,4501,12871,1172,6878,28,10938,12123,3256,3847,2244,5922,8847,4869,2637,11774,468,5568,8166,9011,12292,9181,1427,3453,187,8735,7645
8666,421,11205,13655,11818,12079,10458,35,12752,6137,9108,11266,2760,3184,1044,2956,7083,239,10829,3851,6245,481,9602,12229,131,7758,6064,5156,4391,492,149,9562,393,1189,259,9947,7188,327,225,459,7793,10447,13227,7634,10501,4874,10446,7968,3407,2774,10848,8248,167,347,780,3960,7547,10335,6932,317,12935,1538,2339,3418,9382,11762,4782,27,8025,4523,13418,1173,6899,29,10939,12124,3257,3869,2245,5923,8848,4870,2638,11775,469,5569,8167,9035,12293,9202,1450,3454,188,8736,7667
