,grain,FIP
0,1,1.6293884584533715e-06
1,2,7.551928472179495e-06
2,3,7.044749787470195e-06
3,4,2.4127278738547892e-06
4,5,4.047009548755206e-08
5,6,1.355184266890208e-07
6,7,8.844984603553254e-06
7,8,6.78491020502025e-07
8,9,8.518381520086717e-10
9,10,1.0056241136983068e-08
10,11,3.36893248381832e-06
11,12,7.140555830630242e-06
12,13,6.142417474167619e-09
13,14,4.958353777735159e-07
14,15,1.1434420441412021e-07
15,16,7.142438977306393e-06
16,17,4.7040809325741517e-07
17,18,5.314820757847768e-08
18,19,1.5495753903714374e-07
19,20,5.665484518006235e-07
20,21,3.4550164080416205e-07
21,22,8.438840055916706e-06
22,23,1.458040500349769e-07
23,24,4.445795750233424e-07
24,25,2.5352444217223116e-06
25,26,5.644672696564531e-06
26,27,1.1879776509097192e-06
27,28,1.8273610147700543e-06
28,29,1.0232547483428836e-06
29,30,7.645871915636493e-07
30,31,4.332388097226007e-07
31,32,8.71515795678069e-06
32,33,4.3936937786877425e-06
33,34,4.2220334614610683e-10
34,35,2.4620943012509285e-06
35,36,1.6708549403575284e-06
36,37,4.64128390097907e-08
37,38,8.395212819620328e-08
38,39,5.214991746672546e-06
39,40,5.799250968953762e-07
40,41,6.5366251711837724e-06
41,42,1.4740606592839868e-07
42,43,1.6227049378406624e-07
43,44,7.099434265403838e-06
44,45,5.871114190742936e-06
45,46,4.4857137270852035e-07
46,47,3.908014513877802e-07
47,48,7.347657969020663e-07
48,49,3.918397319603357e-07
49,50,2.1108275840600785e-08
50,51,8.620221516458843e-06
51,52,4.480911828319681e-10
52,53,5.8347428469684695e-06
53,54,1.6272418539718347e-07
54,55,7.080644660628859e-06
55,56,1.4546451991111824e-08
56,57,2.0034597924086294e-07
57,58,2.170437161995764e-07
58,59,7.970206891271474e-07
59,60,6.591999284560245e-07
60,61,3.5186803020832496e-06
61,62,2.9534185150308683e-06
62,63,3.956870135517502e-08
63,64,3.120488192180647e-07
64,65,2.980472249456342e-06
65,66,4.78991111604022e-08
66,67,3.7973192995344954e-10
67,68,9.571883522479723e-06
68,69,2.0365382551792117e-06
69,70,8.173911439880327e-06
70,71,1.5772504348614177e-10
71,72,8.801243606704171e-06
72,73,4.408492655280696e-07
73,74,1.0418928663383535e-05
74,75,1.5001700144697565e-07
75,76,1.1997392301494154e-09
76,77,1.5890100751029718e-08
77,78,1.1214560802398064e-06
78,79,2.601801867883788e-06
79,80,1.8222626786545107e-07
80,81,6.738075672293261e-09
81,82,3.433891205571515e-06
82,83,3.1920462643254726e-06
83,84,1.241632269268312e-06
84,85,1.8357471935741638e-09
85,86,5.6440271816596696e-08
86,87,1.2430727433961204e-06
87,88,4.253046662992194e-08
88,89,5.171159052429975e-07
89,90,8.516113280017512e-06
90,91,7.120461631521467e-07
91,92,6.27008092780611e-06
92,93,1.9553080291448964e-10
93,94,1.7931489654135126e-07
94,95,6.446941630208811e-07
