Max Schmid of Grain,Misorientation,Shared Surface Area,Grain Size,mP Slip Trans,Sphericity,Delta Max Schmid,Delta Grain Size,FIP
0.4858342803138623,0.9435945858058791,756.0,93528,0.5800318023286111,0.60788959,0.013459465969473283,87048,-20.52947952172609
0.49641642550196985,1.0191856048267192,1368.0,106056,0.535192449649066,0.54482234,0.10593076767006315,95688,-15.137635479962306
0.49460893934444716,1.0394442992390853,1944.0,136512,0.6728090052054557,0.67119652,-0.00470714416975665,100656,-12.932564314845877
0.49598072470963933,0.9435945858058791,2448.0,136512,0.6056631339380273,0.61031401,0.05352548256957601,101088,-12.80464714007426
0.49647472220262456,1.0298090752842735,1332.0,136512,0.6789302583936905,0.63902444,0.00794457841082391,123552,-11.55806186214095
0.4696362210581263,0.8204729133619836,1188.0,134784,0.3158261006006983,0.64780545,-0.030050706140311634,127656,-20.547411909596747
0.4963318517569664,0.9616085501468282,1584.0,134784,0.6667173263371557,0.65077376,-8.457374500342452e-05,62424,-18.455652437661698
0.49647472220262456,0.9212844199786492,612.0,136512,0.04954822963948534,0.63902444,0.11006268004711256,127008,-11.799429173452696
0.48496833488726937,0.9941790785212556,936.0,106056,0.8628691374655556,0.60788959,0.04138593342256286,91800,-21.71293611277959
0.49641642550196985,1.0114292859574108,1584.0,134784,0.5178985551994588,0.67119652,0.0720794566091647,100440,-11.523232399286586
0.49647472220262456,0.8920445656165041,612.0,136512,0.311712442129586,0.63902444,0.19008398969857954,131544,-20.164160384058704
0.49968692719843794,1.038162457901022,864.0,134784,0.7023216707282043,0.68726945,0.030050706140311634,127656,-17.54460616792633
0.4961990378255829,0.9370351369160781,1836.0,136512,0.5912335430396296,0.6124357,0.12972444876806827,107352,-12.824866366173996
0.4816818553684219,0.8828148361574154,1584.0,136512,0.44690934326889636,0.60788959,0.0150522369865434,85536,-12.496065868079251
0.49212445450166614,0.9480127449566658,1116.0,116208,0.46600903037219243,0.60266924,0.06029181656525284,109296,-12.047278432852886
0.49598072470963933,0.9093746442080577,1116.0,106704,0.8528059428684999,0.65077376,0.03422913588272308,88560,-18.161424086940553
0.49498515071585825,0.9049647773143096,1260.0,88776,0.8088608407941875,0.68726945,0.005607917794745287,71496,-14.113253865203353
0.4963728448563588,1.038981028465795,2736.0,136512,0.3525189725538125,0.64482862,0.17679628045519175,93744,-12.993517799584783
0.49598072470963933,0.7793209971923059,864.0,106704,0.909245256495469,0.65077376,0.07234402045439453,97200,-15.458781891320212
0.4993160835142038,1.0741004588367384,2052.0,136512,0.36260383438015376,0.68726945,0.00470714416975665,54000,-13.733408043952272
0.4993160835142038,1.0498526078690449,1584.0,116208,0.929402492251518,0.65077376,0.023692875941631775,66312,-15.709042901216172
0.4816818553684219,0.9784186920322431,1260.0,136512,0.7493061050309763,0.54482234,0.007890945958737572,123984,-15.79655208896085
0.4993160835142038,0.9483861860230454,2268.0,93528,0.6771669921631807,0.67119652,0.015188156680982112,62208,-12.910638900883706
0.49598072470963933,0.9719934527367641,720.0,106704,0.713477947713829,0.65077376,0.02345848687346508,99144,-22.036490155474976
0.49598072470963933,0.9277204736464444,828.0,106704,0.01322936362196356,0.4592973,-0.0003921201467194657,101736,-18.799422096592984
0.4993160835142038,0.9147211689365126,900.0,85752,0.21894019615601348,0.64482862,0.1205251012746783,79704,-11.457479158216112
0.49968692719843794,0.990841767050347,1980.0,134784,0.40807921606048375,0.68726945,0.0582206785689699,95256,-16.380998423175303
0.49460893934444716,1.0519326835205298,648.0,136512,0.1109381296860962,0.49144021,0.14349034499398067,127224,-15.285933223311606
0.49598072470963933,0.9782518909007596,648.0,106704,0.5010308482843843,0.65077376,0.005751805934642862,100656,-15.930340327001929
0.49498515071585825,1.0191856048267192,1584.0,136512,0.9414502430856,0.63902444,0.1798003176500087,105192,-12.068153690121095
0.49641642550196985,1.0342748822506125,1692.0,85968,0.7141654238903609,0.65077376,0.04666949738795284,17064,-11.694354627678479
0.49598072470963933,0.9093746442080577,1476.0,106704,0.25481171099483074,0.59178811,0.045495344189321496,101304,-14.121213410709531
0.49498515071585825,1.009941132187524,1620.0,136512,0.6190900098393791,0.63902444,0.03129023174961526,75168,-16.41604584702708
0.49598072470963933,0.9412400919574416,1044.0,106704,0.766734480422769,0.64482862,0.04104610315036222,93528,-16.10253707546031
0.49460893934444716,1.0383851398962745,2772.0,136512,0.7775924100288042,0.68726945,0.0024844848427810207,79920,-15.961334161684283
0.49498515071585825,0.9266672381620082,1584.0,93528,0.8220629580665679,0.67119652,0.016190930072194964,65016,-13.462329574747253
0.4945270843164553,0.9433690848290617,864.0,93528,0.43131140124532413,0.61031401,0.013361339798517946,88560,-16.104636917937583
0.4961990378255829,1.0372173670941707,2448.0,136512,0.8689348179937637,0.6124357,0.06185306551645431,89424,-11.75453585318156
0.48496833488726937,1.0062615433840187,1260.0,136512,0.8591395631191443,0.60788959,0.003286479518847474,114264,-16.1155651787375
0.49598072470963933,0.9933254000402035,1332.0,134784,0.4800821496729799,0.67119652,0.0671365618147442,118368,-13.834514176724408
0.449746928114017,1.0037955936855818,936.0,106056,0.29400665203996723,0.071112067,-0.02956114961945061,95688,-15.95387486173056
0.49641642550196985,0.9406704852261628,1728.0,106704,0.6726677438303642,0.65077376,0.03682078013875384,72576,-15.92697527809505
0.4666296183818785,0.9521439631150841,1368.0,136512,0.7978124161286949,0.49144021,0.01633127794748368,129816,-12.670730651124986
0.49498515071585825,0.8732823496650357,1404.0,136512,0.8212794447858807,0.63902444,-0.0014895714867663168,121176,-13.037630939489224
0.449746928114017,0.9460580946873101,1296.0,85752,0.5028077834032034,0.64482862,0.04510519418424136,68472,-12.215060932169127
0.49598072470963933,1.038981028465795,1836.0,136512,0.40648705323804735,0.59741384,0.011570889021644049,89640,-12.13537521291009
0.48952468990440423,1.0170746420519017,1044.0,116208,0.38875653980608077,0.65077376,0.06246639843737478,94824,-16.076807640712254
0.4737909094096843,0.884425789782324,1872.0,116208,0.3692874847720522,0.60788959,0.019291440154730888,93528,-17.300406287686737
0.4963318517569664,1.0006567611941448,936.0,93528,0.06444080773991279,0.60788959,0.026244438135703207,84240,-15.79421052132715
0.4801716755975642,0.9356157150046913,792.0,93528,0.27369608670678874,0.60788959,0.07593186955584907,88776,-14.373080922578312
0.49498515071585825,0.9634161037807188,1152.0,93528,0.7428822495587701,0.64780545,0.00045806639940293437,66528,-14.173941102405138
0.49641642550196985,0.8919565770500445,1800.0,134784,0.18474388933951175,0.64780545,0.00021738767638695977,106920,-11.814634214336863
0.49598072470963933,1.045422280520438,1800.0,116208,0.6346543234549278,0.63902444,0.03747873035304933,78192,-13.398210619311381
0.4963318517569664,1.0027885803807977,1872.0,116208,0.34417627964917963,0.64482862,0.10308942235266927,80568,-16.29776814834147
0.4961990378255829,1.0009872849521426,1728.0,134784,0.4107635032311977,0.6124357,0.11428180760313322,113832,-11.96088230897109
0.4993160835142038,0.9042615508751835,1404.0,85752,0.9154159481607262,0.67119652,0.07909678793262137,75816,-24.26366426291814
0.4993160835142038,0.9379342839184797,972.0,136512,0.27102516147296807,0.64482862,0.11220846555252745,121608,-12.346711653979158
0.4993160835142038,0.9756323114307311,1296.0,116208,0.3617608521161024,0.67119652,0.06791654736495595,88128,-13.658124948683392
0.4993160835142038,1.0389568832676517,1800.0,136512,0.808478871252235,0.67119652,0.05196988667322988,20304,-12.149463671245089
0.49641642550196985,0.9408263115793358,1692.0,134784,0.7799561226644351,0.67119652,0.11989038262470991,87048,-14.272931800521679
0.49968692719843794,1.0009872849521426,1872.0,136512,0.8560499952229825,0.68726945,0.04457060372469657,1728,-14.414852409075724
0.49641642550196985,1.0498526078690449,1872.0,93528,0.5824797965924188,0.67119652,0.006891735597565618,11664,-14.638483147681601
0.49460893934444716,0.9225327520802747,1332.0,136512,0.7792320438448666,0.64482862,0.045555561090340035,93528,-11.76999797104649
0.49641642550196985,0.9344673359949227,1728.0,134784,0.40547351707719825,0.64780545,0.011448090614700479,114696,-13.054323274256811
0.49598072470963933,0.9190108399496539,1008.0,106704,0.5351345362190968,0.61031401,0.010146444395777054,91368,-23.92375150040111
0.4963728448563588,0.9634161037807188,1116.0,106704,0.684083202536615,0.64780545,0.06278334574002514,89208,-16.391100993014295
0.48952468990440423,1.0062615433840187,1116.0,81864,0.613947813301617,0.65077376,0.02829509140591152,66744,-20.224041175777103
0.49598072470963933,0.9200265586327113,1008.0,106704,0.5001935268159637,0.60788959,0.05455364241984467,85536,-18.85670926206349
0.4945270843164553,0.8642317439280618,1260.0,93528,0.7028214143150973,0.61031401,0.014355408718891127,88560,-15.08012912496215
0.49460893934444716,1.0480618742344119,2772.0,136512,0.8286480263691163,0.65077376,0.07241904302044994,50544,-18.02659091652332
0.49641642550196985,1.038162457901022,2376.0,136512,0.5747236084865046,0.68726945,0.12230050748802218,30456,-12.651694277767394
0.49968692719843794,0.9595524643321293,1836.0,134784,0.8634333571628591,0.65077376,0.05850267995034003,72360,-16.641297708703576
0.4993160835142038,1.0480618742344119,1944.0,136512,0.6540706229531235,0.60266924,0.07786173346986769,37368,-17.70919455850564
0.4844098356879953,0.7137037481183204,576.0,85968,0.1305374921606771,0.025656493,-0.005545104623542185,79056,-16.483857602059174
0.49641642550196985,0.9035739093509895,864.0,93528,0.5026709613169497,0.64482862,8.457374500342452e-05,83592,-14.823028203563043
0.4963728448563588,0.990841767050347,2736.0,134784,0.729015607176177,0.64780545,0.0003921201467194657,28080,-12.511486229501486
0.49460893934444716,1.0285841113883365,2052.0,136512,0.796528812626795,0.65077376,0.14428446952212048,89640,-11.878283228828016
0.4993160835142038,0.9495565659054561,828.0,136512,0.6740709510891431,0.63902444,0.07215518593256282,126576,-12.092478045214985
0.4993160835142038,1.005782294908165,1764.0,134784,0.6895758502763774,0.64482862,0.0526509108871035,100008,-11.468597390236761
0.4993160835142038,1.005782294908165,1116.0,106704,0.8594850298134032,0.64482862,0.10040800963530316,71712,-11.986922318021078
0.49641642550196985,0.9483861860230454,1548.0,93528,0.47622528634935707,0.64482862,0.026720863345121804,84672,-13.8020117628475
0.49641642550196985,1.0059244832845755,1548.0,116208,0.6254532073133954,0.67119652,0.07052701610538126,22680,-12.289082527791805
0.4993160835142038,0.9665562571187858,972.0,136512,0.23228721328550775,0.57507801,0.15502700678164816,128952,-19.30440106885333
0.48952468990440423,0.9538625789934978,1116.0,116208,0.26153056795019664,0.65077376,0.12347114895664396,111672,-11.650723203397831
0.49498515071585825,1.016101355228523,1152.0,116208,0.46935573697981026,0.63902444,0.06554851492212121,102168,-16.668312100735545
0.49647472220262456,1.0044525638749098,1980.0,136512,0.3349394088279445,0.68726945,0.0014895714867663168,47736,-15.572602895904533
0.4968074332948053,0.9798815955622027,648.0,112536,0.1493668359271715,0.6992591,0.027209931000960086,107568,-23.13833005198141
0.48828153007756314,0.9239927614265775,1152.0,96336,0.695525007993344,0.6992591,-0.011237948946129173,82080,-15.214746849063102
0.4894343378686048,0.8513442720167463,900.0,107784,0.5050154050532286,0.68386078,0.11216258989852079,99792,-14.055338736659008
0.49487480527364236,0.8979320125459008,900.0,124416,0.5063789457954847,0.70566303,0.06238316334644356,115560,-15.784395455531415
0.4995194790236923,0.9823412429154561,576.0,96336,0.47816150467048274,0.61856103,0.09208059228204901,85968,-12.555091378213007
0.4995194790236923,1.014294162533479,900.0,92232,0.38025920843311484,0.58125347,0.04523298308142454,73224,-13.826852696755859
0.4975090663133182,1.0043469722686513,1224.0,112536,0.5992682342283563,0.68386078,0.036425256456969146,73872,-14.108361391876667
0.49954556546665707,0.9704951410817938,1440.0,124416,0.7506154330692959,0.70566303,0.04159572018487839,32184,-16.16425703104536
0.4995194790236923,0.9559054446376933,1728.0,124416,0.6223896654544033,0.70566303,0.12433273924563248,71712,-12.935910119692114
0.48540986659394014,0.8987746673348604,1008.0,96120,0.8988268248506027,0.64021486,0.03010185806734983,76896,-13.252523248369402
0.49816161493757083,0.9272172277452726,720.0,112536,0.9190000785932054,0.60216695,0.028564112643725603,101088,-20.79039070632417
0.4975090663133182,1.0392722063513113,1368.0,101088,0.6698909577642432,0.64484376,0.08579567371450897,87264,-17.259774326420107
0.46891081674967866,0.8025546648852169,648.0,92232,0.931727026330741,0.58125347,0.03967577808019962,87048,-14.286719631556963
0.4975090663133182,1.0392722063513113,612.0,101088,0.5748231721431338,0.60453045,0.02662219684451944,95904,-14.878008263979911
0.4957985433998258,0.9214398941806302,1548.0,124416,0.8237458146239344,0.70566303,0.07704073221029695,101736,-12.789568896853153
0.4957985433998258,1.0472859253906357,720.0,109296,0.5901256724992502,0.61856103,0.004107761589446923,103248,-15.037472040401179
0.49816161493757083,1.0266262455543873,828.0,124416,0.4930942808180602,0.70566303,0.006943555302967697,118800,-18.82828074409454
0.48613451025072485,0.9194990329254247,1296.0,101088,0.8878272897303465,0.6187067,0.0583288002872413,76896,-13.238356873506117
0.4968074332948053,0.926328000276057,936.0,109296,0.7025491331867684,0.64484376,0.0069401054709456456,96336,-16.218165607462446
