Max Schmid of Grain,Misorientation,Shared Surface Area,Grain Size,mP Slip Trans,Sphericity,Delta Max Schmid,Delta Grain Size,FIP
0.4898573223787144,0.7137388230844754,328.5,31387.5,0.02605727143558144,0.20900043673812502,-0.03608076030892125,13891.5,-7.331656575623706
0.45069434954807136,0.750322908037942,424.2857142857143,41394.857142857145,-0.01735136461566277,0.2870451386214286,-0.0036747044368191572,9210.857142857143,-6.76463051453974
0.4810356949205562,0.6550579648597639,246.85714285714286,32184.0,0.17599990819407493,0.21942289454428568,-0.01118736000908783,26784.0,-7.621792059619734
0.4112771197474458,0.732023650220147,414.0,52434.0,0.0007754564006323891,0.420141113,0.04795062506324967,43578.0,-7.236212821768634
0.4754446345258086,0.7857858616920603,583.7142857142857,39821.142857142855,0.0073396151104562135,0.5167311478571429,-0.008017860669515832,-4890.857142857143,-6.863178381921628
0.4762181280036437,0.7157714950379145,580.0,37764.0,-0.02559211285142101,0.21250401038055555,-0.020971071549399603,-17100.0,-7.009440272493321
0.4535568325001413,0.6544230657398138,662.4,47088.0,-0.049963040058287195,0.26906512145100003,-0.0029342747391010726,17496.0,-6.865984317136945
0.49833307796016063,0.7505562459490499,424.8,46742.4,0.0050439989620885955,0.31750985226,-0.04238120165968108,33998.4,-7.413059689696821
0.45525078560318294,0.7311861530633874,516.6,40024.8,0.11396235769113225,0.24491706981549996,-0.005616130526139981,-15271.2,-7.286428237686079
0.44316894606692736,0.7258993640280477,318.0,52632.0,-0.13609686701817228,0.39334109366666664,0.025252140067281475,46152.0,-7.9190807763748206
0.41992255148336405,0.6871665170502713,114.0,33408.0,-0.12485519989130944,0.5092653633333334,0.03225484341990537,27360.0,-7.206526169898166
0.43157745020451593,0.7088218513230676,559.2,45662.4,0.035065625818927366,0.27165424216066664,0.01348015020200605,-12441.6,-6.663222418780193
0.3578528815412878,0.7238651549697991,528.0,52434.0,-0.15486757810634508,0.19955673045833336,0.10520910366761049,20250.0,-7.177749122097753
0.4773475359306083,0.6579383905000344,298.8,31363.2,-0.11464770211828523,0.46782472969999994,-0.021806945519963834,24235.2,-6.968437087789989
0.4825215563056442,0.6173466304565542,483.42857142857144,48507.42857142857,0.15804955730973802,0.13728405614285713,-0.05927944190837831,32739.428571428572,-7.506524095168286
0.41763343763752653,0.7221775920253403,424.0,43344.0,-0.1452148067316113,0.17479363774444445,0.018991619529969514,29520.0,-7.683156377720894
0.488539216234531,0.555046434177145,345.6,31622.4,0.06850327951778387,0.03017649058,-0.025063472709215627,24494.4,-7.099909074669338
0.49558587733107884,0.7844164644659275,772.2,44269.2,0.0464701932668267,0.28609609330999997,-0.04606204596633484,-45154.8,-6.547336055196365
0.4595570069760123,0.7774496099509882,526.5,44523.0,-0.19284656373767067,0.069974656825,-0.033857766561786254,19899.0,-7.315081952868933
0.4080752358836956,0.763975486220049,412.3636363636364,29847.272727272728,0.05607315549818654,0.38170841499999997,0.06516943675013281,12999.272727272728,-7.469207300153632
0.455958037251063,0.7513926327434959,333.0,57024.0,0.09990372281425511,0.157703844775,-0.009474388698299863,47952.0,-7.2815644075989585
0.4145731487249502,0.6545800610471967,423.0,50688.0,-0.05325969412378157,0.2461457469425,0.04327716789260145,36216.0,-7.281267323998371
0.491546550863525,0.8176959204949925,520.0,37320.0,0.16553622425032502,0.2646205294444445,-0.02458092509237089,8592.0,-7.3524762697336365
0.43737127156993266,0.6650676954738983,272.57142857142856,44650.28571428572,0.09360625886301778,0.4883423157142857,0.013153236405312605,37522.28571428572,-7.547723187672874
0.48098053721061523,0.6659286953732477,576.0,54061.71428571428,0.2548240281478017,0.4014319121428572,-0.03752160493384338,41533.71428571428,-7.507206012699188
0.490529861616801,0.753006076614986,459.6923076923077,28212.923076923078,-0.0315955680283994,0.23373764191538465,-0.028054969320619096,4020.923076923077,-6.722681112283501
0.4667921935265019,0.5633848437120597,456.0,43344.0,0.13463133780979689,0.09497157866666667,0.005267386551570201,23688.0,-6.901466111561088
0.4536609723330843,0.696140402442989,324.0,35184.0,-0.015245470571061938,0.3581064881111111,-0.004748754543459287,18552.0,-7.476520208490598
0.46488325582372964,0.7641751696619602,525.1764705882352,44546.82352941176,-0.01119438186381464,0.41442840370588235,-0.005843596369703895,8906.823529411764,-6.885090854056672
0.44787995502608235,0.6558393229869971,530.1818181818181,30524.727272727272,0.06235666893564553,0.3890467359545454,0.007434153133550551,-63651.27272727273,-6.449644969565115
0.4481185242526983,0.6941995588313573,705.0,35145.0,0.1792545490137425,0.2620753848525,0.001882789194501908,-75879.0,-7.009892954943802
0.45488636764468315,0.769376645187123,318.0,41796.0,-0.0815900763539411,0.48797129833333336,0.019442690868755785,37044.0,-7.193000015093471
0.41975218851286245,0.6812144562234111,223.2,42897.6,0.10089947095541892,0.506994786,0.02802149855174977,37065.6,-7.539542070094761
0.47437072994811075,0.7944226392941969,382.5,48897.0,0.09146532555032624,0.273570912875,-0.0020763952321323567,41121.0,-7.276518270086809
0.4305391040386145,0.7740314584743958,534.8571428571429,60449.142857142855,0.1930903672068043,0.42665394552857144,0.0005780201068578207,34529.142857142855,-7.292510986281677
