Max Schmid of Grain,Misorientation,Shared Surface Area,Grain Size,mP Slip Trans,Sphericity,Delta Max Schmid,Delta Grain Size,FIP
0.4985334593299652,0.7137388230844754,328.5,31387.5,0.1747101148893111,0.20900043673812502,-0.05869249628455715,13891.5,-7.331656575623706
0.45107597222686957,0.750322908037942,424.2857142857143,41394.857142857145,-0.05603278638906271,0.2870451386214286,-0.009007332838269698,9210.857142857143,-6.76463051453974
0.45836370084977895,0.6550579648597639,246.85714285714286,32184.0,0.05393071443738407,0.21942289454428568,-0.0020030771078168703,26784.0,-7.621792059619734
0.48220287452516297,0.732023650220147,414.0,52434.0,0.15411114625225136,0.420141113,-0.023462503465925308,43578.0,-7.236212821768634
0.48184840156530767,0.7857858616920603,583.7142857142857,39821.142857142855,0.21293969997600723,0.5167311478571429,-0.03455044665053843,-4890.857142857143,-6.863178381921628
0.4992539159992859,0.7157714950379145,580.0,37764.0,0.009843878622667885,0.21250401038055555,-0.041842954210816484,-17100.0,-7.009440272493321
0.49121406408891766,0.6544230657398138,662.4,47088.0,-0.11077191617889375,0.26906512145100003,-0.04468242879213929,17496.0,-6.865984317136945
0.468259859292286,0.7505562459490499,424.8,46742.4,0.17644725134935807,0.31750985226,-0.009929501930432428,33998.4,-7.413059689696821
0.42624072615119213,0.7311861530633874,516.6,40024.8,0.1660203648866454,0.24491706981549996,0.04037677346694533,-15271.2,-7.286428237686079
0.3175699400859153,0.7258993640280477,318.0,52632.0,0.11468419918718076,0.39334109366666664,0.1320052912903873,46152.0,-7.9190807763748206
0.4643318998522256,0.6871665170502713,114.0,33408.0,0.11201491245115687,0.5092653633333334,-0.001240023933003746,27360.0,-7.206526169898166
0.4613946477293639,0.7088218513230676,559.2,45662.4,0.08892301121862724,0.27165424216066664,-0.010641405677639512,-12441.6,-6.663222418780193
0.4353451738953869,0.7238651549697991,528.0,52434.0,-0.24341152063956625,0.19955673045833336,0.023610460865575732,20250.0,-7.177749122097753
0.4713673416434303,0.6579383905000344,298.8,31363.2,-0.08358689786205023,0.46782472969999994,-0.026283064426000202,24235.2,-6.968437087789989
