,grain,FIP
0,1,1.7004348125265508e-06
1,2,4.800964971488714e-06
2,3,5.447965655687381e-08
3,4,1.2390531225528537e-06
4,5,8.432826067449396e-10
5,6,3.51450993237204e-06
6,7,1.2075025763274419e-06
7,8,1.3749446576246027e-07
8,9,6.417701934172027e-08
9,10,3.2978247290357963e-06
10,11,2.193863900980973e-06
11,12,2.875203859641213e-07
12,13,6.09395193868032e-06
13,14,2.4936778148334975e-06
14,15,6.274622552630932e-08
15,16,3.3161386852470252e-06
16,17,1.32196259041109e-07
17,18,7.550100478706776e-08
18,19,4.979405629009884e-06
19,20,6.277503771798167e-07
20,21,9.081718469367108e-06
21,22,6.345656851099519e-06
22,23,8.159734053869026e-06
23,24,1.474583922031051e-07
24,25,1.1200356048524533e-09
25,26,3.763207349032391e-07
26,27,1.93749876453329e-07
27,28,1.5824489111178337e-06
28,29,9.10674862855774e-08
29,30,1.2046545980310774e-06
30,31,7.176832161397748e-06
31,32,9.907835647381422e-08
32,33,3.7430772650714957e-10
33,34,2.4756730329503557e-08
34,35,5.086654330336414e-06
35,36,2.620261079060611e-10
36,37,3.903671539913304e-06
37,38,3.5757525853623645e-06
38,39,6.042756993799328e-06
39,40,7.863289405729047e-06
40,41,8.130250710740216e-07
41,42,1.3000053984998776e-07
42,43,7.180336100979168e-06
43,44,3.3191421448357675e-06
44,45,1.693730038454927e-06
45,46,3.659314159819534e-06
46,47,1.1629307670965838e-08
47,48,4.681461059295477e-07
48,49,1.0044831893307554e-07
49,50,1.566146012872777e-06
50,51,3.865134256548137e-09
51,52,1.189882869029174e-06
52,53,1.5709093669577178e-09
53,54,5.3787439871824825e-06
54,55,8.772915843620971e-08
55,56,7.69621259692544e-06
56,57,1.7905560453016966e-06
57,58,8.4101379265282e-06
58,59,9.841711066838015e-09
59,60,1.5160269784163262e-06
60,61,2.0446455868267625e-06
61,62,6.906199566827682e-08
62,63,2.2248132148411636e-06
63,64,1.6891200656849605e-06
64,65,1.4427167098589676e-06
65,66,2.1412505818905136e-06
66,67,2.448512344629872e-07
67,68,8.242614933023363e-10
68,69,1.3255118147957867e-08
69,70,4.2783766570274705e-08
70,71,3.3828350020480863e-09
71,72,3.2492980188853216e-06
72,73,1.554053613103e-11
73,74,5.443761995293301e-07
74,75,1.383381398778113e-07
75,76,6.3318468879106295e-06
76,77,1.6988141829098892e-10
77,78,2.2996703378109757e-10
78,79,6.443121646062735e-06
79,80,5.564968485756847e-06
80,81,7.796951463918064e-06
81,82,2.701710896587037e-06
82,83,1.1580752461907892e-09
83,84,3.699893215896892e-07
84,85,2.05463164035551e-06
85,86,7.1085468618004706e-09
86,87,8.620350381805791e-06
87,88,2.6894665556752205e-07
88,89,1.148273687445729e-07
89,90,4.294232953954715e-08
90,91,1.016571562372195e-08
91,92,7.562069798309469e-06
92,93,8.157808983149118e-06
