101
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.97544611,0.63786536,-0.4738912,0.86041158,0.10365153,0.15612628,1.3092885,1.6327652,5.8794899,27.334858,26.663681,17.435959,116.46902,67.9646,98.654869,44.871075,3.5809956,2.7136166,4.1217022,219,20,0.64856571,1,0,0,48816,47304,48816
2,0.67270505,0.51113373,0.26074979,-0.69679451,-0.0088056931,0.66813874,0.45757622,1.1204304,4.5738082,16.818756,11.314063,8.5966339,21.959999,57,116.28,20.858959,3.703831,1.299744,1.4522457,22,9,0.30396315,1,0,0,5400,4752,5400
3,0.18432976,0.14366297,-0.63559806,0.69984883,-0.19179216,0.26351941,1.550627,0.58884072,3.1507027,65.079361,11.996064,9.3494949,105.82353,123.82353,46.764706,27.606318,6.0788603,2.4776139,1.4626207,51,9,0.0060719117,1,1,1,11016,11016,11016
4,0.55981076,0.4716607,0.42268217,0.44054693,-0.79174405,0.019985545,4.4957767,0.86777711,4.0251112,17.781582,9.9543209,8.3868732,20,10,136.5,21.472807,5.4932423,1.3134488,3.8810613,24,5,0.4026902,1,1,1,5184,5184,5184
5,0.70404071,0.15903659,-0.35951677,-0.83506018,0.22874393,0.34799176,2.0124888,0.034450628,2.4028902,62.474236,43.984406,9.9356899,24.923077,43.938461,45.692307,36.512852,0.5827449,2.282541,4.5374246,118,14,0.00089238823,1,1,1,28080,25488,28080
6,0.75291181,0.53151405,0.0058697038,-0.14945355,0.48096883,0.86388552,4.5181704,0.83643281,5.6381235,16.219408,12.211783,8.6208429,88.714287,131.57143,68.35714,22.604996,4.3859682,0.51806211,2.0826502,28,9,0.43231148,1,0,0,6048,6048,6048
7,0.9152531,0.38742959,-0.3987439,0.48650941,0.55049539,0.54887766,0.49875465,0.030990755,6.0616851,58.549828,53.58791,22.683935,117.57938,36.908348,70.492638,63.099247,4.6120987,1.3606287,0.097347341,609,22,0.017001111,1,1,1,131976,131544,131976
8,0.19249256,0.096940592,-0.33894971,0.3609508,0.50058329,0.71010137,0.95434117,1.5726088,4.6711688,86.892418,16.726143,8.4234018,62.266666,106.26667,49,33.111534,4.852325,1.0360123,0.20278436,88,9,0.0078291027,1,1,1,19440,19008,19440
9,0.17300974,0.13639738,-0.19137807,0.92676747,0.32296345,0.013079829,1.5488317,2.2101693,6.2661986,76.93795,13.311016,10.494135,90.92308,36.076923,70.46154,30.969147,3.3857081,2.483315,6.1200242,72,12,0.0073418636,1,1,1,16848,15552,16848
10,0.78965771,0.75049388,-0.11276814,-0.05500643,-0.69739079,0.70562291,0.35196033,0.88123077,5.1660981,55.491272,43.819115,41.645863,43.127659,43.127659,48.787235,48.584755,1.2333574,0.25160024,0.3257041,278,20,6.1061917e-05,1,1,1,60912,60048,60912
11,0.16091004,0.10380799,-0.53033674,-0.64630532,0.4300997,0.34065622,3.0019474,1.553247,4.7421441,65.937866,10.610065,6.8448772,29,61.909092,120.27273,23.385086,6.2658973,1.9800614,4.4986176,31,10,0.0056663365,1,1,1,7128,6696,7128
12,0.34916231,0.26981771,-0.79461277,-0.28924394,-0.34406674,0.40810111,3.2724757,1.6357569,4.6975999,72.062492,25.161505,19.443737,47.134884,83.218605,114.12558,55.257706,1.0495675,2.0154476,0.3513723,409,27,0.0984101,1,1,1,92880,88344,92880
13,0.92423248,0.67899436,-0.71672881,-0.60845912,0.15739961,0.30216336,0.46596229,1.0558938,4.2850294,20.536177,18.980202,13.943948,125.32258,133.19354,102.35484,32.858765,0.22364342,2.4462674,5.0990729,86,10,0.53482234,1,1,1,20088,18576,20088
14,0.1163103,0.1089405,-0.95000499,0.139255,0.27864417,0.021353535,0.068255842,0.16097367,0.032266565,77.952576,9.0666876,8.4921932,110.4,70.800003,140.28,26.280642,4.6433263,2.5751269,4.9344201,44,15,0.01462786,1,1,1,10800,9504,10800
15,0.92275172,0.64948517,-0.98424077,-0.17630106,-0.0077848244,0.011289356,3.7727621,1.1642545,4.4513383,23.672766,21.844084,15.37511,29.117647,21.617647,116.29412,37.710838,0.78093725,3.1141653,0.42644879,130,13,0.53396755,1,1,1,29376,28080,29376
16,0.69584006,0.62991881,0.44403759,-0.51107639,-0.72747701,0.1113948,6.1105356,0.7078324,4.5125794,19.077724,13.275045,12.017418,22.647058,112.52941,14.647058,27.606318,3.7049718,1.4874367,5.4159169,51,8,0.48173448,1,1,1,11016,11016,11016
17,0.69334954,0.6502223,-0.49469659,-0.016030775,0.20313081,0.84484094,1.0019944,1.5980512,5.9842567,15.010653,10.407629,9.7602615,57,12,55.75,20.858959,6.0796213,1.035569,6.0148335,22,9,0.35222301,1,1,1,5184,4752,5184
18,0.67164189,0.5180546,-0.29481477,-0.55023688,-0.7420789,0.24421811,2.4219844,2.494885,5.5428205,19.990461,13.426432,10.356151,80.181816,35.18182,100.22727,25.876261,2.7056978,1.6844361,0.42605388,42,6,0.36239311,1,0,0,9504,9072,9504
19,0.16742896,0.12182198,0.32157028,0.83319193,0.26880097,0.360735,3.4054806,1.6170999,4.74439,80.602356,13.495169,9.8191385,118.13684,28.768421,111.18948,33.727131,3.7036645,2.2083514,1.2987434,93,13,0.020297676,1,1,1,20520,20088,20520
20,0.21206918,0.18855615,-0.54444361,-0.24792479,-0.79453862,0.10403302,3.1502266,2.0372813,6.2827621,99.8424,21.173496,18.825897,79.487671,38.720547,119.33424,52.808983,1.8679147,1.2825943,1.0132889,357,20,0.023657758,1,1,1,78840,77112,78840
21,0.19919677,0.18627572,0.046940021,0.13309586,-0.64837921,0.74812198,6.1400571,0.18923192,6.1421952,100.21878,19.963257,18.668325,77.698227,94.136093,56.946747,50.970642,5.0874262,0.28320691,2.6239512,321,24,0.022129918,1,1,1,73008,69336,73008
