1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
3909,481,3712,305,13835,7277,10,8141,6695,6259,345,4518,6126,10531,6455,1779,4641,222,1436,383,3114,6893,11049,13805,4525,11917,9,7095,8682,1495,10629,2072,18,12580,5031,3793,68,5004,7766,8230,1011,6005,209,3095,7421,315,10020,307,524,4,10228,2281,1721,4038,4888,5921,9458,11129,12946,10272,11132,389,12,5835,3716,7120,2257,3833,4306,14248,5816,11830,6969,9627,2791,226,212,4773,11846,1590,5025,4006,1703,2124,6605,12558,7224,7395,11667,4054,5528,6634,6175,10745,9387,7137,8457,1,7690
3932,482,3713,306,13859,7852,11,8142,6696,6284,397,4543,6151,10532,6480,1780,4642,223,1437,384,3140,6894,11050,13806,4526,11918,34,7096,8683,1496,10630,2596,19,12581,5032,3794,69,5005,7791,8231,1012,6006,210,3147,8044,316,10021,308,525,5,10253,2306,1722,4039,4914,5946,9459,11154,12947,10273,11133,413,13,5836,3767,7145,2258,3857,4307,14249,5817,11855,6994,9651,2814,227,237,4774,11847,1614,5049,4031,1704,2149,6606,12582,7798,7396,11668,4055,5529,6635,6750,10746,9960,7160,8481,2,7715
3933,483,3714,330,13860,7853,35,8143,6697,6309,422,4544,6176,10533,6481,1803,4643,224,1438,385,3739,7442,11074,13829,4550,11942,58,7121,8707,1497,10631,2621,20,12605,5033,4417,70,5029,7816,8255,1013,6030,211,3695,8045,317,10044,332,550,6,10254,2331,2345,4062,4915,5970,9460,11179,12948,10296,11134,414,14,5860,3768,7146,2259,3858,4331,14273,5842,12430,6995,9652,2815,228,238,4797,11848,1615,5626,4032,1705,2726,6630,12583,7799,8019,11669,4079,5552,6659,6773,10747,9985,7161,8482,3,7716
3934,484,3715,331,13861,7854,36,8144,6720,6883,917,4568,6201,10556,6505,1804,4644,246,1462,386,3740,7443,11075,13830,4551,11943,59,7671,9282,1498,11253,2622,21,12606,5056,4418,92,5030,7817,8280,1611,6031,232,3696,8046,318,10045,333,575,7,10255,2356,2346,4063,5511,5971,9461,11204,12971,10297,11156,415,15,6385,4292,7719,2282,3882,4332,14274,5843,12431,7019,10251,2816,229,262,4798,11849,1616,5627,4056,1726,2727,6631,12584,7823,8020,11691,4080,5553,6660,6774,10748,9986,7162,8507,24,7740
3935,485,3737,354,13884,7876,60,8166,6721,6884,918,4569,6701,10557,6506,1805,4667,247,1463,387,3762,7444,11076,13831,4552,11967,82,7695,9283,1520,11254,2646,22,12607,5630,4419,93,5054,7841,8305,1612,6032,233,3697,8070,340,10046,334,600,8,10826,2381,2347,4064,5512,5972,9462,11229,12972,10298,11157,416,16,6386,4293,7720,2283,3883,4356,14275,6368,12454,7020,10252,2839,250,263,4799,11850,1639,5647,4057,1727,2728,6632,12608,7824,8021,11692,4104,5554,6687,6775,10749,10007,7185,8508,25,7741
3957,486,3738,355,13885,7877,61,8167,6722,6885,919,4570,6702,10558,7079,2404,4668,248,1464,388,3763,7467,11099,14407,4575,11968,83,7696,9306,2094,11255,2647,23,12630,5631,4442,94,5055,7842,8306,1613,6055,234,3720,8071,341,10070,357,1098,502,10827,2406,2348,4086,5513,5995,9484,11753,12973,10321,11158,438,17,6410,4315,7742,2284,3907,4357,14299,6392,12455,7594,10276,2863,251,10860,4800,11872,1640,5648,4058,1728,2749,7205,13182,7825,8022,11693,4105,5579,7210,6798,10770,10008,7186,8533,26,8264
3958,487,4287,356,13886,7878,86,8168,6723,6908,920,5142,6726,10580,7080,2405,4669,249,1488,407,3764,7468,11100,14430,4599,11969,84,7697,9307,2095,11256,2648,44,12631,5632,4443,95,5628,7843,8804,1634,6056,235,3721,8095,342,10071,358,1123,503,10828,2905,2349,4087,5514,5996,9485,11754,12996,10322,11159,439,37,6411,4316,7743,2307,3908,4358,14847,6393,12456,7595,10277,2888,252,10861,4824,11873,1641,5649,4081,1729,2750,7229,13183,7826,8594,12266,4129,6127,7211,6799,10771,10009,7762,9057,27,8265
3959,506,4288,374,14459,7901,635,8169,6745,6909,942,5143,6727,10581,7104,2427,4694,270,1489,408,3765,7469,11101,14431,4600,11994,85,7721,9308,2096,11257,2671,45,12632,5633,4444,96,5629,7867,8805,1635,6057,236,3722,8096,343,10095,359,1124,504,10829,2906,2370,4088,5515,5997,9486,11777,12997,10323,11184,440,38,6412,4317,7744,2308,4433,4359,14848,6416,12457,7618,10278,2913,253,10862,4825,11874,1642,5650,4082,1730,2751,7230,13184,7848,8619,12267,4679,6128,7234,6800,10772,10010,7763,9080,28,8266
3960,507,4310,375,14460,7902,636,8191,6746,6910,943,5144,6751,10582,7105,2428,5242,271,1514,409,3766,7492,11675,14432,5076,12518,106,7722,9309,2097,11278,2672,46,12655,5655,5042,115,5653,7868,8806,1636,6629,257,3723,8669,344,10096,932,1125,505,10851,2930,2371,4111,5536,6021,9487,11778,13571,10345,11757,441,39,6434,4318,7745,2309,4434,4381,14849,6417,12479,7619,10301,2938,254,11461,5372,11875,1665,5651,4083,1752,2752,7231,13207,7849,8620,12268,4680,6129,7235,7374,10773,10011,7764,9081,29,8267
4534,508,4311,376,14461,7903,637,8192,6747,6933,944,5145,6752,10583,7106,2429,5243,272,2038,410,3790,7493,11698,14454,5101,12519,107,7746,9331,2098,11279,2673,47,12656,5656,5043,116,5654,7892,8829,1637,6633,258,3745,8670,364,10644,933,1126,526,10852,2931,2372,4112,5537,6046,9509,11779,13572,10346,11758,442,40,6435,4319,7767,2310,4456,4382,14872,6418,12480,7620,10302,2939,255,11462,5373,12422,1666,5652,4084,1753,2753,7232,13208,7850,8621,12269,4704,6152,7236,7375,10774,10012,7765,9082,30,8289
