strain, stress
0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,
8.517352e-03, 1.208157e+03,-1.034843e-07, 2.796837e+02,-4.209201e-03, -1.626834e-02,8.765634e-08, -3.025728e+00,6.641478e-08, -3.468178e+00,3.944116e-08, 1.407625e+00,
1.192893e-02, 1.312247e+03,-6.709284e-07, 3.433661e+02,-7.147309e-03, -6.420687e-02,5.357075e-07, -4.491360e+00,6.066656e-07, -8.783921e+00,1.426456e-07, 3.263131e+00,
1.192893e-02, 1.312247e+03,-6.709284e-07, 3.433661e+02,-7.147309e-03, -6.420687e-02,5.357075e-07, -4.491360e+00,6.066656e-07, -8.783921e+00,1.426456e-07, 3.263131e+00,
5.982417e-03, 3.252620e+02,-6.907631e-07, 1.304871e+02,-4.646084e-03, -5.906373e-02,5.256364e-07, -3.803458e+00,6.498697e-07, -8.146674e+00,1.493406e-07, 3.511060e+00,
5.982417e-03, 3.252620e+02,-6.907631e-07, 1.304871e+02,-4.646084e-03, -5.906373e-02,5.256364e-07, -3.803458e+00,6.498697e-07, -8.146674e+00,1.493406e-07, 3.511060e+00,
2.798122e-07, -5.839112e+02,-6.098750e-07, -7.400983e+01,-1.989524e-03, -5.192465e-02,4.766537e-07, -3.052410e+00,5.905559e-07, -7.047661e+00,1.330829e-07, 3.589600e+00,
2.798122e-07, -5.839112e+02,-6.098750e-07, -7.400983e+01,-1.989524e-03, -5.192465e-02,4.766537e-07, -3.052410e+00,5.905559e-07, -7.047661e+00,1.330829e-07, 3.589600e+00,
1.192899e-02, 1.249959e+03,-7.266079e-07, 3.338929e+02,-7.348827e-03, -6.054959e-02,5.742411e-07, -4.270701e+00,7.461490e-07, -8.861641e+00,1.351209e-07, 3.242877e+00,
1.192899e-02, 1.249959e+03,-7.266079e-07, 3.338929e+02,-7.348827e-03, -6.054959e-02,5.742411e-07, -4.270701e+00,7.461490e-07, -8.861641e+00,1.351209e-07, 3.242877e+00,
5.982450e-03, 2.898791e+02,-7.201938e-07, 1.246809e+02,-4.766760e-03, -5.703116e-02,5.475901e-07, -3.647910e+00,7.471862e-07, -8.104102e+00,1.447168e-07, 3.449364e+00,
5.982450e-03, 2.898791e+02,-7.201938e-07, 1.246809e+02,-4.766760e-03, -5.703116e-02,5.475901e-07, -3.647910e+00,7.471862e-07, -8.104102e+00,1.447168e-07, 3.449364e+00,
3.067331e-07, -6.177521e+02,-6.339095e-07, -7.967790e+01,-2.110054e-03, -5.013615e-02,4.998566e-07, -2.874482e+00,6.778770e-07, -6.992938e+00,1.303052e-07, 3.533169e+00,
3.067331e-07, -6.177521e+02,-6.339095e-07, -7.967790e+01,-2.110054e-03, -5.013615e-02,4.998566e-07, -2.874482e+00,6.778770e-07, -6.992938e+00,1.303052e-07, 3.533169e+00,
1.172852e-02, 1.197186e+03,-7.291660e-07, 3.234519e+02,-7.326454e-03, -5.723474e-02,5.788319e-07, -4.050235e+00,7.954462e-07, -8.710894e+00,1.229931e-07, 3.172291e+00,
1.192902e-02, 1.222559e+03,-7.470186e-07, 3.293270e+02,-7.438748e-03, -5.854050e-02,5.861013e-07, -4.092315e+00,8.182879e-07, -8.807024e+00,1.285995e-07, 3.189670e+00,
1.192902e-02, 1.222559e+03,-7.470186e-07, 3.293270e+02,-7.438748e-03, -5.854050e-02,5.861013e-07, -4.092315e+00,8.182879e-07, -8.807024e+00,1.285995e-07, 3.189670e+00,
5.982469e-03, 2.698175e+02,-7.327959e-07, 1.211257e+02,-4.835973e-03, -5.536105e-02,5.552683e-07, -3.499441e+00,8.045201e-07, -8.033661e+00,1.403571e-07, 3.391768e+00,
