1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
10751,6397,256,2919,14251,22,133,4454,290,12309,245,2287,111,3319,1082,8915,442,9579,2157,10262,3263,137,10822,2666,936,3013,273,3770,452,7061,2143,10176,11307,6990,4137,10646,12629,9383,9347,11312,276,7245,625,11467,11085,3979,1,8476,962,393,5451,3762,7387,1597,11166,11133,7608,3697,193,8313,10,8141,5144,1610,4101,435,5630,3815,194,351,2238,3449,9008,10407,10737,10426,8819,12080,7358,1109,13972,9108,10072,8753,9693,8578,362,2776,629,2316,5947,11807,5260,55,1106,6684,3523,6704,7317,4426,7,481,3851,2984,11001
 10776, 6442, 257, 2920, 14252, 23, 633, 4455, 291, 12310, 269, 2312, 134, 3894, 1083, 8916, 443, 9580, 2755, 10263, 3264, 138, 10823, 2667, 937, 3014, 274, 3771, 453, 7063, 2168, 10201, 11331, 7014, 4660, 10671, 12654, 9384, 9348, 11336, 277, 7249, 1176, 11468, 11086, 3980, 2, 8477, 987, 394, 5499, 3763, 7388, 1598, 11167, 11707, 7609, 3720, 218, 8913, 11, 8142, 5145, 1611, 4102, 1035, 5631, 3839, 195, 375, 2262, 3977, 9058, 10408, 10738, 10427, 8820, 12081, 7383, 1110, 13995, 9109, 10073, 8754, 9694, 8579, 363, 2777, 630, 2317, 5972, 11808, 5261, 78, 1107, 6685, 3548, 6705, 7318, 4427, 8, 482, 3852, 2985, 11576
 11376, 6448, 258, 2921, 14253, 24, 634, 4478, 313, 12909, 270, 2911, 135, 3895, 1084, 8917, 444, 9605, 2756, 10264, 3287, 139, 10824, 2691, 1536, 3038, 275, 3795, 454, 7085, 2244, 10226, 11332, 7015, 4661, 11270, 13229, 9385, 9372, 11337, 301, 7271, 1204, 11492, 11110, 3981, 3, 8478, 1586, 395, 5500, 3788, 7389, 1622, 11191, 11732, 7633, 3721, 219, 8937, 12, 8166, 5146, 2209, 4103, 1059, 5632, 3840, 196, 376, 2263, 3978, 9083, 10432, 10739, 10428, 8844, 12082, 7384, 1134, 13996, 9110, 10074, 8755, 9695, 8603, 387, 2801, 631, 2341, 6571, 11832, 5262, 79, 1130, 6709, 3549, 6706, 7341, 4450, 9, 483, 3876, 3557, 11577
 11377, 6467, 259, 2944, 14276, 25, 658, 4479, 314, 12910, 271, 2912, 136, 3919, 1657, 8940, 445, 9606, 2757, 10265, 3288, 140, 10825, 2692, 1537, 3039, 298, 3819, 476, 7086, 2268, 10227, 11333, 7016, 4662, 11271, 13230, 9408, 9373, 11338, 302, 7272, 1225, 11493, 11111, 4004, 4, 8501, 1587, 396, 6048, 3813, 7411, 1623, 11192, 11733, 7634, 3722, 242, 8938, 13, 8167, 5147, 2210, 4126, 1060, 5633, 3841, 220, 377, 2264, 4001, 9607, 10433, 10762, 10429, 8845, 12105, 7957, 1135, 13997, 9132, 10097, 8778, 9696, 8604, 388, 2802, 654, 2342, 6572, 11833, 5263, 80, 1131, 6710, 3573, 6729, 7342, 4452, 31, 484, 3877, 3558, 11578
 11401, 6472, 278, 2945, 14277, 46, 659, 4480, 315, 12911, 272, 2936, 158, 3920, 1658, 8941, 467, 10177, 2780, 10266, 3289, 162, 10847, 2716, 1560, 3040, 299, 3844, 477, 7087, 2269, 10251, 11334, 7017, 4663, 11272, 13253, 9409, 9396, 11361, 326, 7273, 1250, 11494, 11134, 4005, 5, 8502, 1612, 397, 6049, 4361, 7413, 1647, 11193, 11734, 7635, 3745, 243, 8939, 14, 8191, 5169, 2233, 4127, 1085, 5656, 3842, 221, 399, 2288, 4002, 9608, 10434, 10763, 11026, 8846, 12106, 7982, 1136, 14594, 9133, 10098, 8779, 9697, 8627, 389, 2803, 655, 2366, 6573, 11857, 5285, 102, 1154, 6711, 3574, 6730, 7868, 4453, 32, 505, 3901, 3559, 11579
 11402, 6492, 279, 2946, 14278, 47, 682, 4481, 316, 12933, 294, 2937, 159, 3921, 1681, 8942, 468, 10178, 2781, 10286, 3312, 163, 10848, 2717, 1561, 3063, 300, 4394, 478, 7088, 2742, 10252, 11356, 7039, 4684, 11273, 13254, 9410, 9397, 11362, 327, 7274, 1252, 11518, 11135, 4006, 6, 8503, 2211, 398, 6050, 4362, 7414, 2197, 11216, 11757, 7658, 3746, 244, 8963, 15, 8192, 5170, 2234, 4128, 1634, 5657, 3843, 222, 400, 2289, 4003, 9609, 10458, 10764, 11027, 9444, 12107, 7983, 1159, 14595, 9134, 10099, 8780, 9719, 8628, 390, 2804, 656, 2367, 6596, 11858, 5286, 103, 1155, 6735, 3598, 6731, 7891, 4475, 33, 506, 3902, 3582, 11599
 11426, 6493, 280, 3544, 14301, 48, 683, 4503, 317, 12934, 295, 2938, 160, 3944, 1682, 9515, 469, 10179, 2782, 10287, 3313, 164, 10849, 2741, 1562, 3064, 323, 4395, 479, 7089, 2743, 10276, 11357, 7040, 4685, 11295, 13255, 9411, 9946, 11912, 328, 7275, 1253, 12068, 11136, 4007, 26, 8504, 2212, 417, 6051, 4385, 7988, 2198, 11217, 11758, 7659, 3747, 267, 8964, 16, 8715, 5171, 2235, 4151, 1635, 5658, 3864, 246, 401, 2290, 4025, 9632, 10459, 10765, 11028, 9445, 12130, 8006, 1160, 14596, 9135, 10123, 8804, 9720, 8629, 391, 2826, 1254, 2391, 6597, 11881, 5287, 104, 1179, 6736, 3599, 7304, 7892, 5026, 34, 507, 4451, 3583, 11600
 12001, 6496, 281, 3545, 14302, 49, 684, 4504, 338, 12935, 296, 2961, 161, 3945, 1683, 9516, 470, 10180, 2805, 10288, 3337, 165, 10872, 3265, 2137, 3065, 324, 4396, 480, 7109, 2766, 10277, 11358, 7041, 4686, 11296, 13279, 9435, 9947, 11936, 352, 7296, 1801, 12092, 11159, 4008, 27, 8526, 2213, 418, 6052, 4386, 7989, 2222, 11791, 11759, 7660, 4270, 268, 8965, 17, 8716, 5172, 2236, 4152, 1636, 6155, 3865, 247, 402, 2291, 4026, 9633, 11007, 11363, 11029, 9446, 12131, 8007, 1161, 14597, 9136, 10124, 8805, 9721, 8651, 411, 2827, 1255, 2392, 6598, 11882, 5288, 105, 1180, 6761, 3600, 7305, 7893, 5027, 56, 508, 4476, 3584, 11601
 12002, 6497, 282, 3546, 14303, 50, 685, 4505, 339, 12936, 297, 2962, 183, 3946, 1684, 9517, 471, 10202, 2806, 10289, 3338, 166, 10873, 3266, 2160, 3638, 325, 4419, 501, 7110, 2767, 10278, 11359, 7042, 4687, 11297, 13853, 10008, 9948, 11937, 901, 7297, 1803, 12093, 11160, 4029, 28, 8527, 2237, 419, 6072, 4387, 8010, 2223, 11792, 11782, 7661, 4271, 292, 9513, 18, 8741, 5194, 2258, 4153, 1659, 6156, 4390, 793, 403, 2292, 4027, 9634, 11008, 11364, 11030, 9447, 12679, 8008, 1184, 14598, 9157, 10672, 9378, 9745, 8652, 412, 3377, 1256, 2416, 6621, 11883, 5289, 106, 1205, 6786, 3624, 7306, 7894, 5051, 57, 509, 4477, 3585, 11602
 12003, 6520, 283, 3547, 14876, 51, 706, 4506, 340, 12937, 318, 2963, 184, 3969, 1707, 9540, 472, 10203, 2807, 10290, 3362, 187, 11421, 3267, 2161, 3639, 348, 4420, 502, 7111, 2768, 10826, 11360, 7064, 4688, 11298, 13854, 10009, 9971, 11938, 902, 7298, 1825, 12094, 11184, 4030, 29, 8528, 2813, 420, 6073, 4388, 8011, 2247, 11815, 11783, 7683, 4272, 293, 9514, 19, 8764, 5195, 2259, 4701, 1660, 6157, 4391, 794, 425, 2863, 4028, 9657, 11031, 11365, 11050, 9469, 12680, 8009, 1185, 14619, 9158, 10673, 9379, 10293, 8653, 413, 3401, 1257, 2417, 6622, 11906, 5860, 127, 1206, 7282, 3625, 7329, 7916, 5052, 58, 510, 4500, 3608, 11603
