1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
 5430, 7539, 1961, 788, 13012, 10986, 4136, 6639, 9045, 13674, 826, 4783, 497, 3232, 7348, 1026, 4181, 9649, 13902, 10341, 3978, 5115, 9183, 10070, 437, 51, 12704, 6333, 12922, 728, 11539, 1271, 612, 12036, 11958, 839, 12223, 7086, 3503, 577, 11662, 32, 3773, 4885, 3342, 12809, 8571, 3497, 693, 11495, 2182, 958, 8289, 147, 2152, 9774, 5561, 482, 255, 9501, 3444, 4065, 8576, 43, 2265, 13086, 5721, 10260, 13577, 6823, 14122, 321, 474, 12671, 48, 5572, 11365, 2463, 9379, 8143, 10818, 3807, 4933, 9865, 5330, 194, 1236, 10735, 136, 10834, 9870, 2019, 350, 7288, 714, 12590, 10075, 5057, 2786
 5454, 7561, 1962, 789, 13013, 10987, 4137, 6640, 9046, 13675, 827, 4784, 517, 3233, 7349, 1027, 4182, 9650, 13903, 10342, 3979, 5116, 9184, 10071, 438, 52, 12726, 6352, 13447, 729, 11562, 1272, 613, 12058, 11959, 840, 12224, 7087, 3526, 578, 11663, 33, 3774, 4886, 3343, 12810, 9144, 3498, 694, 11496, 2183, 959, 8290, 148, 2153, 9775, 5562, 501, 256, 9502, 3445, 4089, 8577, 64, 2289, 13110, 5722, 10261, 13578, 6824, 14123, 322, 475, 12672, 49, 5593, 11366, 2464, 9380, 8144, 10819, 4380, 4934, 9866, 5354, 215, 1237, 10736, 137, 10857, 9871, 2020, 373, 7289, 715, 13138, 10076, 5058, 2787
 6003, 7562, 1963, 790, 13034, 10988, 4138, 7163, 9047, 13676, 851, 4785, 518, 3255, 7350, 1028, 4183, 9673, 13926, 10364, 4001, 5117, 9185, 10072, 439, 53, 12727, 6353, 13471, 751, 11563, 1273, 1161, 12059, 11960, 863, 12225, 7088, 3527, 579, 11685, 34, 3775, 4887, 3366, 12834, 9145, 3499, 717, 11497, 2184, 960, 8313, 149, 2154, 9776, 5586, 502, 257, 9503, 3446, 4114, 8578, 65, 2862, 13111, 5723, 10262, 14151, 6825, 14124, 340, 498, 12673, 69, 5594, 11388, 2465, 9381, 8164, 10820, 4381, 4956, 9867, 5355, 216, 1260, 10737, 138, 10858, 9872, 2021, 374, 7309, 716, 13139, 10077, 5059, 2788
 6004, 7563, 1984, 813, 13035, 11010, 4161, 7164, 9048, 13698, 852, 4809, 519, 3256, 7351, 1051, 4205, 9674, 13927, 10365, 4002, 5138, 9207, 10094, 440, 54, 12728, 6354, 13472, 752, 11587, 1274, 1162, 12060, 11983, 864, 12248, 7635, 3528, 601, 11686, 35, 3797, 5414, 3367, 12835, 9146, 3500, 718, 11519, 2185, 961, 8314, 150, 2155, 9777, 5587, 503, 258, 9526, 3447, 4639, 8600, 66, 2863, 13684, 5744, 10284, 14152, 6826, 14125, 341, 1001, 12674, 70, 5595, 11389, 2488, 9382, 8165, 10821, 4405, 4957, 9868, 5356, 217, 1261, 10738, 154, 10859, 9896, 2022, 375, 7310, 740, 13140, 10078, 5083, 2810
 6005, 7564, 1985, 814, 13036, 11011, 4162, 7165, 9068, 13699, 876, 4810, 520, 3257, 7373, 1052, 4206, 10201, 13928, 10366, 4003, 5139, 9208, 10095, 459, 75, 12751, 6355, 13473, 753, 12088, 1296, 1163, 12061, 11984, 865, 12249, 7636, 4126, 602, 11687, 36, 3798, 5438, 3368, 12836, 9169, 3521, 719, 11520, 2757, 962, 8315, 169, 2156, 9778, 6160, 504, 276, 9527, 3448, 4640, 8601, 67, 2864, 13685, 5745, 10285, 14176, 6848, 14145, 342, 1022, 12695, 71, 5596, 11390, 2489, 9401, 8166, 10822, 4406, 4958, 9889, 5381, 218, 1262, 10761, 155, 10882, 10420, 2023, 900, 7311, 741, 13163, 10100, 5084, 2811
 6026, 7585, 1986, 815, 13037, 11012, 4163, 7187, 9069, 13700, 877, 4834, 542, 3258, 7374, 1053, 4207, 10223, 13929, 10367, 4552, 5140, 9209, 10096, 460, 76, 12752, 6356, 13495, 754, 12110, 1297, 1186, 12062, 11985, 887, 12250, 7637, 4127, 603, 11688, 37, 3799, 5439, 3866, 12859, 9170, 3522, 743, 11521, 2758, 982, 8338, 170, 2176, 9779, 6161, 505, 277, 9551, 3449, 4663, 8602, 68, 2887, 13709, 5746, 10286, 14177, 6849, 14146, 343, 1023, 12696, 72, 5597, 11391, 2490, 9402, 8167, 10823, 4407, 4959, 9890, 5382, 219, 1263, 10762, 156, 10883, 10421, 2024, 923, 7312, 742, 13164, 10125, 5633, 2812
 6027, 7586, 2560, 1364, 13038, 11013, 4186, 7188, 9070, 14274, 1452, 4835, 543, 3280, 7375, 1076, 4208, 10224, 14526, 10368, 4576, 5141, 9210, 10645, 461, 77, 12753, 6357, 13496, 776, 12111, 1298, 1187, 12084, 12008, 888, 12274, 7660, 4151, 1101, 11710, 38, 3800, 5459, 3867, 12860, 9171, 3523, 744, 11522, 2782, 983, 8339, 171, 2177, 9798, 6162, 506, 278, 9576, 3450, 4664, 8603, 639, 2888, 13710, 5747, 10287, 14178, 6850, 14147, 344, 1024, 12697, 73, 5618, 11413, 2512, 9403, 8168, 10844, 4430, 4960, 9891, 5854, 240, 1264, 11286, 157, 11457, 10422, 2025, 924, 7313, 12591, 13165, 10651, 5634, 2813
 6028, 7587, 2561, 1389, 13039, 11037, 4187, 7189, 9071, 14275, 1476, 5385, 567, 3281, 7376, 1077, 4231, 10225, 14527, 10389, 4577, 5142, 9211, 10646, 462, 78, 12776, 6358, 13497, 777, 12112, 1299, 1188, 12085, 12009, 889, 12299, 7661, 4152, 1123, 11711, 55, 3822, 5460, 3891, 12861, 9194, 3524, 1241, 11523, 2783, 984, 8340, 172, 2178, 9799, 6163, 507, 279, 10101, 3467, 4665, 8604, 640, 2889, 13711, 5748, 10309, 14201, 6851, 14148, 345, 1025, 12698, 74, 5619, 11414, 2513, 9404, 8191, 10845, 4431, 4981, 9892, 5855, 241, 1287, 11287, 158, 11458, 10423, 2043, 925, 7314, 13191, 13188, 10674, 5657, 2835
 6029, 7588, 2562, 1390, 13061, 11038, 4188, 7190, 9072, 14276, 1477, 5409, 1066, 3282, 7398, 1102, 4232, 10226, 14528, 10390, 4578, 5164, 9232, 10647, 463, 79, 12777, 6359, 13498, 778, 12113, 1321, 1189, 12086, 12010, 890, 12824, 7662, 4751, 1124, 11712, 56, 3823, 5461, 3892, 12884, 9195, 3525, 1242, 11544, 2784, 985, 8362, 173, 2179, 9800, 6164, 527, 280, 10102, 3468, 4689, 8626, 664, 2890, 13734, 5749, 10310, 14202, 6852, 14149, 346, 1047, 12699, 94, 5620, 11415, 2514, 9405, 8192, 10846, 4432, 4982, 9893, 5877, 242, 1288, 11310, 159, 11459, 10444, 2044, 926, 7315, 13214, 13189, 10675, 5658, 2836
 6030, 7611, 2584, 1413, 13062, 11611, 4211, 7191, 9073, 14277, 1501, 5410, 1067, 3283, 7399, 1627, 4233, 10247, 14551, 10391, 4601, 5165, 9233, 10648, 464, 100, 13326, 6377, 13499, 803, 12134, 1322, 1212, 12087, 12509, 912, 12825, 7685, 4777, 1125, 11713, 57, 3824, 5462, 3893, 12885, 9196, 3547, 1265, 11545, 2808, 986, 8363, 174, 2180, 9801, 6186, 528, 281, 10103, 3469, 4690, 8627, 665, 2914, 13735, 5750, 10311, 14203, 6873, 14150, 364, 1048, 12700, 95, 5621, 11416, 2515, 9406, 8664, 10847, 5030, 4983, 9914, 5878, 243, 1782, 11311, 160, 11481, 10445, 2045, 947, 7885, 13215, 13190, 10676, 5659, 2837
 6031, 7612, 2585, 1414, 13063, 11612, 4212, 7212, 9093, 14298, 1502, 5434, 1068, 3305, 7400, 1651, 4234, 10248, 14552, 10392, 4602, 5166, 9234, 10669, 465, 101, 13327, 6378, 13500, 1304, 12135, 1323, 1213, 12660, 12510, 913, 12848, 7686, 5376, 1126, 11736, 58, 3825, 5463, 3915, 13434, 9795, 3548, 1266, 11546, 2809, 1557, 8364, 195, 2181, 9802, 6187, 529, 282, 10126, 3470, 4714, 8628, 689, 3489, 13736, 5770, 10334, 14226, 6874, 14170, 365, 1049, 13248, 96, 6095, 11438, 2537, 9407, 8665, 11421, 5031, 4984, 9915, 5879, 244, 1783, 11312, 161, 11482, 10446, 2046, 948, 7886, 13216, 13762, 10677, 5682, 2838
 6032, 7613, 2586, 1415, 13087, 11635, 4213, 7213, 9094, 14299, 14576, 5435, 1069, 3306, 7401, 1652, 4256, 10249, 14553, 10393, 4603, 5189, 9235, 10670, 466, 102, 13328, 6379, 13520, 1326, 12136, 1324, 1214, 12683, 12511, 914, 12849, 7687, , 1127, 11737, 59, 3848, 5464, 3916, 13435, , 3549, 1267, 11547, , 1558, 8365, 196, 2201, 9803, 6188, 530, 283, 10127, 3471, 5265, 8629, 690, , 13737, 5771, 10335, 14227, 6875, 14171, 366, 1050, 13270, 97, 6096, 11439, 2538, 9427, 8689, 11422, 5055, 4985, 9916, 5880, 265, 1784, 11313, 162, 11483, 10447, 2047, 949, 7887, 13217, 13763, 10699, 5683, 3259
 6051, 8162, 2587, 1416, 13633, 11636, 4761, 7214, 9095, 14300, 14577, 6010, 1070, 3307, 7402, 1653, 4257, 10250, 14554, 10414, 4604, 5190, 9236, 10671, 483, 103, 13329, 6380, 13521, 1327, 12137, 1346, 1238, 12684, 12533, 1463, 12850, 7688,, 1148, 11738, 60, 3849, 5465, 3917, 13459,, 3550, 1268, 11548,, 1559, 8864, 197, 2202, 9804, 6211, 531, 284, 10128, 3472, 5289, 8652, 13141,, 14309, 5772, 10860, 14228, 6897, 14172, 367, 1072, 13271, 98, 6097, 11440, 2539, 9428, 8690, 11423, 5056, 5004, 9917, 5901, 266, 1785, 11335, 179, 11484, 10448, 2048, 950, 7909, 13240, 13764, 10700, 5684, 3260
 6052, 8163, 2609, 1438, 13634, 11637, 4762, 7215, 9096, 14301, 14578, 6034, 1071, 3330, 7423, 1676, 4258, 10251, 15151, 10415, 4626, 5215, 9237, 10672, 484, 626, 13351, 6381, 13522, 1328, 12138, 1347, 1239, 12685, 12534, 1464, 12875, 7710,, 1149, 11763, 61, 4371, 5484, 3918, 13460,, 3573, 1269, 11572,, 1560, 8888, 198, 2203, 9805, 6212, 532, 285, 10151, 3473, 5290, 8653, 13142,, 14310, 5773, 10861, 14253, 6898, 14722, 368, 1073, 13272, 99, 6118, 11989, 2540, 9429, 8691, 11444, , 5005, 9918, 5902, 267, 1808, 11336, 180, 11506, 10469, 2049, 951, 7910, 13241, 13788, 10701, 5707, 3261
 6053, 8186, 2610, 1439, 13635, , 4763, 7216, 9097, 14324, 14601, 6035, 1091, 3331, 7424, 1677, 4259, 10271, 15152, 10416, 4627, 5240, 9258, 10673, 485, 627, 13352, 6382, 13523, 1329, 12139, 1348, 1786, 12686, 12535, 1465, 13449, 7711,, 1150, 12260, 62, 4372, 5485, 3940, 13461,, 4122, 1270, 11573,, 1561, 8889, 199, 2204, 9824, 6762, 553, 286, 10152, 3492, 5314, 8654, 13143,, 14334, 5774, 10884, 14776, 6899, 14723, 369, 1074, 13273, 521, 6119, 11990, 2563, 9952, 8714, 11445,, 5006, 10465, 5903, 268, 1809, 11337, 181, 11507, 10470, 2050, 972, 7911, 13242, 13789, 10702, 5708, 3262
 6054, 8187, 2611, 1440, 13636,, 4764, 7237, 9098, 14325, 14602, 6059, 1092, 3830, 7425, 1678, 4283, 10272, 15153, 10417, 4628, 5713, 9259, 10693, 486, 628, 13353, 6383, 13524, 1330, 12159, 1349, 1787, 12709, 12536, 1488, 13450, 7712,, 1151, 12261, 63, 4373, 5486, 3941, 13484,, 4123, 1289, 12070,, 1582, 8890, 220, 2205, 9825, 6786, 554, 301, 10176, 3493, 5339, 8678, 13166,, 14335, 5775, 10885, 14801, 6900, 14746, 370, 1075, 13274, 522, 6120, 11991, 2564, 9953, 8715, 11446,, 5007, 10466, 5904, 269, 1810, 11338, 182, 11508, 10471, 2051, 973, 7912, 13815, 13813, 10703, 5709, 3263
 6055, 8188, 2612, 1989, 13637,, 4786, 7238, 9118, 14899, 14603, 6060, 1093, 3831, 7948, 1701, 4781, 10273, , 10418, 4651, 5714, 9260, 10694, 487, 629, 13375, 6402, 13546, 1350, 12160, 1871, 1788, 12710, 12558, 1489, 13474, 8260,, 1152, 12262, 80, 4374, 5487, 3942, 13485,, 4124, 1290, 12071,, 1583, 8914, 221, 2206, 10351, 6787, 555, 302, , 3494, , 9176, 13167,, 14336, 5776, 10886, 14826, 6923, 14747, 371, 1098, 13294, 523, 6121, 12013, 2565, 9954, 8716, 11447,, 5009, 10467, 5905, 289, 1811, 11339, 183, 11532, 10472, 2068, 974, 7913, 13816, 13814, 10724, 6283, 3284
 6056, 8189, 2613, 2014, 13638,, 4787, 7239, 9119, 14900, 14626, , 1094, 3832, 7949, 1702, 4782, 10274,, 10419, 4652, 5715, 9261, 10695, 488, 650, 13376, 6403, 13547, 1351, 12161, 1872, 1812, , 12559, 1490, 13475, 8261,, 1153, 12284, 81, 4376, 5488, 3943, 13486,, 4125, 1291, 12072,, 1584, 8915, 222, 2226, 10374, 6788, 1054, 303,, 3495,, 9177, 13168,, 14359, 5795, 10887, 14827, 6924, 14748, 389, 1099, 13295, 544, 6122, 12014, 2588, 9955, 8717, 11448,, 5010, 10489, 5926, 290, 1833, 11360, 184, 12082, 10473, 2069, 975, 7914, 13839, 14387, 10725, 6307, 3285
 6077, 8210, 2635, 2015, 13639,, 4788, 7240, 9120, 14901, 14627,, 1095, 3833, 7950, 2276, 4805, 10275,, 10439, 5176, 5716, 9262, 10696, 489, 651, 13377, 6404, 13548, 1352, 12162, 1873, 1813,, 12560, 1512, , 8262,, 1174, 12285, 82, 4396, 5489, 3944, 13510,, 4146, 1292, 12073,, 1585, 8916, 223, 2227, 10375, 6789, 1055, 304,, 3496,, 9178, 13192,, 14360, 5796, 10908, 14828, 6925, 14749, 390, 1100, 13296, 545, 6123, 12015, 2589, 9976, 8738, 12046,, 5011, 10490, 5927, 291, 1834, 11361, 185, 12083, 10494, 2070, 976, 7934, 13840, 14388, 10726, 6308, 3286
 6078, 8211, 3185, 2039, 13640,, 4789, 7241, 9121, 14924, 14628,, 1096, 3834, 7973, 2277, 4806, 10297,, 10440, 5177, 5717, 9284, 10697, 490, 652, 13378, 6405, 14072, 1353, 12163, 1896, 1814,, 12561, 1513,, 8285,, 1175, 12286, 83, 4397, 5490, 3966, 13511,, 4147, 1293, 12095,, 1586, 8939, 224, 2228, 10376, 6811, 1078, 305,, 3520,, 9179, 13715,, 14361, 5797, 10909, 14851, 7426, 14750, 391, 1626, 13297, 546, 6142, 12016, 3037, 9977, 8739, 12047,, 5035, 10491, 5928, 292, 1835, 11362, 186, 12108, 10495, 2071, 997, 7935, 13841, 14413, 10727, , 3287
 6079, 8212, 3186, 2040, 13658,, 4811, 7263, 9122, 14925, 14651,, 1097, 3855, 7974, 2278, 4807, 10298,, 10441, 5178, 5718, 9285, 10698, 491, 653, 13400, 6406, 14096, 1354, 12164, 1897, 1838,, 12583, 1514,, 8286,, 1176, 12287, 84, 4398, 5509, 3967, 14060,, 4148, 1294, 12096,, 1587, 8940, 246, 2229, 10377, 6812, 1079, 306,, 4016,, 9201, 13738,, 14362, 5798, 10910, 14852, 7427, 14770, 392, 1647, 13298, 547, 6143, 12038, 3038, 9978, 8740, 12048,, 5036, 10492, 5929, 313, 1836, 11363, 187, 12109, 10496, 2072, 998, 7936, 13842, 14438, 10728,, 3288
 6080, 8213, 3209, 2041, 13659,, 4812, 7264, 9123, 14926, 15176,, 1116, 3856, 7975, 2302, 4808, 10299,, 10442, 5201, 5738, 9286, 10718, 508, 654, 13401, 6407, 14097, 1355, 12185, 1898, 1839,, 12584, 1515,, 8287,, 1177, 12288, 85, 4399, 5510, 3968, 14084,, 4149, 1295, 12097,, 1607, 8941, 247, 2230, 10378, 6813, 1080, 307,, 4017,, 9202, 13739,, 14960, 5799, 10911, , 7448, 14771, 393, 1648, 13299, 548, 6144, 12039, 3039, 9979, 8741, ,, 5060, 10493, 5930, 314, 1837, 11385, 206, , 10497, 2073, 999, 7937, 13843, , 10729,, 3308
 6103, 8214, 3210, 2064, 13660,, 4813, 7265, 9143, 15524, 15177,, 1117, 3857, 7998, 15426, 4830, 10300,, 10443, 5202, 5739, 9287, 10719, 509, 675, 13402, 6427, 14098, 1375, 12186, 1899, 1863,, 12585, 1537,, 8310,, 1178, 12309, 86, 4400, 5511, 3969, 14085,, 4150, 1314, 12098,, 1608, 8964, 248, 2231, 10398, 6837, 1081, 308,, 4018,, 9203, 13740,, 14961, 5800, 10912,, 7449, 14772, 394, 1649, 13300, 549, 6145, 12040, 3062, 9980, 8742,,, 5061, 10514, 5931, 315, 1859, 11386, 207,, 10498, 2074, 1000, 7938, 13864,, 10749,, 3309
 6104, 8236, 3211, 2065, 13661,, 4814, 7266, 9147, 15525, 15178,, 1118, 3858, 7999, 15427, 4831, 10323,, 10464, 5203, 5740, 9288, 10720, 510, 676, 13425, 6428, 14173, 1376, 12187, 1900, 15562,, 12586, 1538,, 8311,, 1179, 12310, 87, 4401, 5512, 3991, 14086,, 4171, 1315, 12120,, 1609, 8965, 249, 2252, 10399, 6838, 1103, 309,, 4019,, 9204, 13741,, 14985, 5821, 10913,, 7450, 14773, 395, 1650, 13320, 568, 6146, 12063, 3063, 10001, 8762,,, 5533, 10515, 5951, 338, 1860, 11387, 208,, 10499, 2075, 1548, 7939, 13865,, 10750,, 3310
 6628, 8237, 3212, 2614, 13662,, 4836, 7290, 9148, , 15179,, 1119, 3859, 8000, 15451, 4832, 10324,, 10468, 5204, 5741, 9784, 10721, 511, 677, 13951, 6429, , 1377, 12188, 1921, 15587,, 12608, 1539,, 8312,, 1180, 12311, 88, 4421, 5513, 3992, 14110,, 4172, 1316, 12121,, 1610, 8966, 272, 2253, 10400, 7387, 1104, 310,, 4041,, 9205, 13742,, 14986, 5822, 10933,, 7451, 14774, 415, 1672, 13321, 569, 6147, 12614, 3064, 10002, 8763,,, 5534, 10516, 5952, 339, 1861, 11411, 209,, 10519, 2076, 1549, 7940, 13866,, 10751,, 3311
 6629, 8238, 3234, 2639, 13663,, 4837, 7763, 9644,, 15201,, 1120, 3879, 8001, 15452, 4833, 10824,, 10890, 5226, 5742, 9785, 10722, 512, 678, 13952, 6430,, 1378, 12189, 1922, 15612,, 12609, 1540,, 8335,, 1199, 12312, 105, 4422, 5514, 3993, 14111,, 4173, 1317, 12122,, 1611, 8988, 273, 2254, 10401, 7411, 1105, 311,, 4042,, 9225, 13765,, 14987, 5823, 10934,, 7452, 14775, 416, 1673, 13322, 570, 6148, 12615, 3065, 10003, 8764,,, 5556, 10517, 5953, 363, 1862, 11412, 210,, 10520, 2077, 1550, 7960, 13867,, 10752,, 3312
 6630, 8786, 3235, 2640, 13664,, 4838, 7764, 9645,, 15202,, 1121, 3880, 8023, , 4855, 10825,, 10891, 5227, 5743, 9808, 10723, 513, 679, 13953, 6926,, 1379, 12211, 1923, ,, 12610, 1562,, 8336,, 1200, 12313, 106, 4423, 6013, 3994, 14136,, 4174, 1318, 12123,, 2207, 8989, 274, 2255, 10402, 7412, 1106, 312,, 4043,, 9226, 13766,, , 5824, 10935,, 7473, 14794, 417, 1674, 13323, 571, 6167, 12616, 3088, 10004, 8765,,, 5557, 10518, 5954, 766, 1885, 11886, 211,, 10521, 2093, 1551, 7961, 13868,, 10753,, 3313
