96
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.90355194,0.81564283,0.063497007,-0.77694708,0.62272477,0.067344449,0.82794076,1.3260568,4.5652161,35.593048,32.160168,29.031214,43.214046,82.906357,79.314384,61.541473,5.8977757,2.2844944,0.61467397,565,26,0.68799955,1,0,0,129168,122040,129168
2,0.80798781,0.18984509,0.37331936,-0.85994405,-0.22809614,0.26287088,1.5702752,1.5172906,0.37614366,48.102737,38.866425,9.1320677,93.433739,123.72289,128.85542,30.969147,2.6950538,2.4306424,5.0175056,72,12,0.00099003012,1,1,1,17928,15552,17928
3,0.38804871,0.25035429,0.17442501,0.18781564,0.30727726,0.91645068,1.5546199,1.6823814,6.2714157,71.385078,27.70089,17.871561,54.635822,34.844776,26.014925,51.598034,3.640429,0.51842153,1.9957341,333,17,0.027908169,1,1,1,72360,71928,72360
4,0.14351861,0.122038,0.19123855,0.26232138,-0.75739306,0.5665431,1.9884529,1.5938897,4.6807809,79.518974,11.412453,9.7043362,47.857143,50.714287,41.285713,29.620924,5.0110135,0.66124117,3.1293023,63,11,0.0068304678,1,1,1,13608,13608,13608
5,0.42523575,0.17171746,0.55761069,0.43262494,-0.017075218,0.70824742,1.5346588,1.5929437,6.2030673,79.104042,33.637867,13.583546,34.976746,50.023254,121.62791,47.329231,3.825541,1.5669843,2.5058532,257,17,0.0067565157,1,1,1,55728,55512,55728
6,0.60597849,0.43725353,0.61063808,0.46108618,0.11511543,0.63345796,1.2016957,1.9597794,5.6797328,16.752563,10.151693,7.3251176,120.9,94.800003,70.199997,20.206684,0.18927112,1.787854,3.1677737,20,5,0.3888692,1,0,0,4320,4320,4320
7,0.93587554,0.60439789,-0.40286449,0.26570585,0.85032958,0.20985764,0.30028689,0.61256033,4.2270522,22.983526,21.50972,13.891194,43.684212,64.789474,108.94736,36.095524,5.9506054,1.6389433,2.6556821,114,14,0.45961562,1,0,0,24624,24624,24624
8,0.70729297,0.59089023,0.308119,-0.7883811,0.5323782,0.0095557459,6.1932144,0.56340724,5.5070419,19.941233,14.104294,11.78308,29.4,84.490906,118.52728,27.785583,4.9401145,2.158843,3.2571423,52,8,0.45901629,1,0,0,11880,11232,11880
9,0.21045406,0.1604761,0.094584264,-0.38251111,-0.5535109,0.73373342,3.6810064,1.5702372,4.6700788,91.586342,19.274719,14.69742,44.851852,127.22222,50.308643,46.325924,2.4595015,0.81002802,5.1162753,241,14,0.026275894,1,1,1,52488,52056,52488
10,0.7593084,0.60328799,0.83008653,-0.10509279,-0.095122658,0.53931761,0.24912076,0.60366142,0.21652958,21.862684,16.600521,13.189495,57.759495,11.126582,93.835442,31.670042,3.1902385,1.9825056,3.4421077,77,11,0.44636926,1,1,1,17064,16632,17064
11,0.72284973,0.230398,-0.63465291,0.69266081,-0.030471096,0.34133291,3.1296618,1.5696585,0.24182685,64.096924,46.332443,14.767802,36.935482,81.172043,35.258064,47.935307,5.5431466,2.4420345,0.91810846,267,21,0.0037988776,1,1,1,60264,57672,60264
