Element,FIP
12341,3.19E-05
12342,-2.76E-05
12343,2.52E-05
12344,-2.79E-05
12345,-2.86E-05
12346,-3.73E-05
12347,-4.59E-05
12348,4.24E-05
12349,1.98E-05
12350,2.56E-05
12351,2.71E-05
12352,1.68E-05
12353,-3.21E-05
12354,-5.18E-05
12355,-4.17E-05
12356,-3.53E-05
12357,4.68E-05
12358,5.76E-05
12359,4.85E-05
12360,5.82E-05
12361,3.20E-05
12362,5.69E-05
12363,6.07E-05
12364,3.42E-05
12365,-3.15E-05
12366,-4.75E-05
12367,-5.73E-05
12368,6.01E-05
12369,4.64E-05
12370,3.60E-05
12371,-2.59E-05
12372,-2.50E-05
12373,3.47E-05
12374,3.58E-05
12375,-3.23E-05
12376,3.39E-05
12377,-3.84E-05
12378,-3.28E-05
12379,3.72E-05
12380,4.19E-06
12381,2.32E-05
12382,-2.89E-05
12383,3.15E-05
12384,6.98E-05
12385,5.16E-05
12386,4.46E-05
12387,3.48E-05
12388,3.31E-05
12389,4.95E-05
12390,4.59E-05
12391,6.86E-06
12392,4.92E-05
12393,5.21E-05
12394,4.74E-05
12395,-3.34E-05
12396,-4.87E-05
12397,-6.63E-05
12398,5.37E-05
12399,4.00E-05
12400,-3.65E-05
12401,-2.68E-05
12402,-2.46E-05
12403,3.74E-05
12404,-2.90E-05
12405,-2.85E-05
12406,3.38E-05
12407,-3.63E-05
12408,-2.89E-05
12409,2.55E-05
12410,7.21E-06
12411,1.97E-05
12412,2.40E-05
12413,3.78E-05
12414,4.10E-05
12415,5.92E-05
12416,6.25E-05
12417,3.42E-05
12418,3.66E-05
12419,4.59E-05
12420,2.68E-05
12421,6.42E-06
12422,2.73E-05
12423,4.35E-05
12424,-3.10E-05
12425,-4.29E-05
12426,-5.70E-05
12427,4.93E-05
12428,5.73E-05
12429,5.50E-05
12430,4.94E-05
12431,-3.38E-05
12432,-2.63E-05
12433,3.34E-05
12434,-2.03E-05
12435,-3.04E-05
12436,4.29E-05
12437,3.36E-05
12438,-2.70E-05
12439,2.30E-05
12440,1.59E-05
12441,4.40E-05
12442,1.71E-05
12443,4.47E-05
12444,1.95E-05
12445,4.30E-05
12446,5.83E-05
12447,4.08E-05
12448,4.35E-05
12449,4.78E-05
12450,2.84E-05
12451,5.32E-06
12452,2.63E-05
12453,4.13E-05
12454,1.69E-05
12455,-3.50E-05
12456,-5.12E-05
12457,4.61E-05
12458,6.10E-05
12459,6.79E-05
12460,5.86E-05
12461,-3.93E-05
12462,-2.49E-05
12463,-1.68E-05
12464,-1.61E-05
12465,-3.42E-05
12466,-3.68E-05
12467,1.62E-05
12468,2.97E-05
12469,2.52E-05
12470,1.04E-05
12471,6.57E-05
12472,2.80E-05
12473,4.46E-05
12474,9.47E-06
12475,2.84E-05
12476,7.09E-05
12477,4.41E-05
12478,4.55E-05
12479,-4.61E-05
12480,-2.51E-05
12481,7.92E-06
12482,1.81E-05
12483,3.89E-05
12484,1.60E-05
12485,1.97E-05
12486,5.46E-05
12487,5.35E-05
12488,6.65E-05
12489,8.39E-05
12490,5.52E-05
12491,-3.48E-05
12492,2.37E-05
12493,9.50E-06
12494,1.65E-05
12495,-3.49E-05
12496,3.03E-05
12497,4.56E-06
12498,2.43E-05
12499,1.95E-05
12500,1.67E-05
12501,6.85E-05
12502,4.07E-05
12503,1.71E-05
12504,6.84E-06
12505,2.20E-05
12506,-6.62E-05
12507,-5.93E-05
12508,-5.06E-05
12509,-3.89E-05
12510,3.07E-05
12511,1.72E-05
12512,1.18E-05
12513,1.81E-05
12514,1.58E-05
12515,5.85E-06
12516,5.71E-05
12517,5.28E-05
12518,7.43E-05
12519,9.14E-05
12520,5.87E-05
12521,2.93E-05
12522,2.32E-05
12523,1.79E-05
12524,1.29E-05
12525,-3.57E-05
12526,-2.45E-05
12527,-1.59E-05
12528,1.78E-05
12529,1.55E-05
12530,1.81E-05
12531,4.82E-05
12532,5.27E-05
12533,2.76E-05
12534,3.73E-05
12535,3.86E-05
12536,-5.83E-05
12537,-6.49E-05
12538,-4.26E-05
12539,3.96E-05
12540,4.82E-05
12541,1.64E-05
12542,1.67E-05
12543,2.06E-05
12544,1.66E-05
12545,2.08E-05
12546,-4.87E-05
12547,-6.23E-05
12548,6.91E-05
12549,8.93E-05
12550,6.20E-05
12551,2.23E-05
12552,2.53E-05
12553,1.37E-05
12554,1.05E-05
12555,-3.31E-05
12556,-2.34E-05
12557,-1.81E-05
12558,-2.23E-05
12559,1.40E-05
12560,1.97E-05
12561,-3.99E-05
12562,5.07E-05
12563,-2.96E-05
12564,-3.70E-05
12565,-5.01E-05
12566,-5.86E-05
12567,-5.64E-05
12568,-3.17E-05
12569,3.19E-05
12570,4.95E-05
12571,2.15E-05
12572,1.14E-05
12573,2.49E-05
12574,2.52E-05
12575,2.71E-05
12576,4.62E-05
12577,6.23E-05
12578,7.69E-05
12579,9.44E-05
12580,6.78E-05
12581,4.69E-05
12582,4.17E-05
12583,1.65E-05
12584,2.38E-05
12585,-2.85E-05
12586,-2.59E-05
12587,-1.59E-05
12588,-1.55E-05
12589,1.51E-05
12590,2.20E-05
12591,-3.32E-05
12592,-4.70E-05
12593,-0.002938588
12594,-3.75E-05
12595,5.82E-05
12596,5.74E-05
12597,4.43E-05
12598,2.74E-05
12599,2.20E-05
12600,2.78E-05
12601,4.45E-05
12602,2.31E-05
12603,2.74E-05
12604,6.97E-05
12605,7.15E-05
12606,6.62E-05
12607,6.59E-05
12608,5.52E-05
12609,5.16E-05
12610,5.31E-05
12611,4.32E-05
12612,4.45E-05
12613,3.67E-05
12614,2.42E-05
12615,-1.71E-05
12616,-2.30E-05
12617,-2.55E-05
12618,-1.90E-05
12619,2.17E-05
12620,-2.82E-05
12621,-3.10E-05
12622,-3.74E-05
12623,1.99E-05
12624,3.20E-05
12625,5.73E-05
12626,4.49E-05
12627,2.60E-05
12628,4.59E-05
12629,6.03E-05
12630,3.11E-05
12631,5.82E-05
12632,2.85E-05
12633,4.49E-05
12634,6.38E-05
12635,6.19E-05
12636,-5.79E-05
12637,4.62E-05
12638,4.16E-05
12639,4.88E-05
12640,4.34E-05
12641,4.14E-05
12642,4.61E-05
12643,4.14E-05
12644,3.42E-05
12645,1.58E-05
12646,2.16E-05
12647,-1.97E-05
12648,1.80E-05
12649,-2.65E-05
12650,-2.20E-05
12651,-3.49E-05
12652,3.94E-05
12653,3.42E-05
12654,3.20E-05
12655,4.96E-05
12656,4.83E-05
12657,2.39E-05
12658,4.32E-05
12659,6.57E-05
12660,2.65E-05
12661,5.54E-05
12662,5.36E-05
12663,3.04E-05
12664,4.46E-05
12665,6.01E-05
12666,5.64E-05
12667,4.36E-05
12668,4.39E-05
12669,2.90E-05
12670,2.86E-05
12671,3.97E-05
12672,4.46E-05
12673,4.47E-05
12674,2.18E-05
12675,2.15E-05
12676,2.49E-05
12677,1.58E-05
12678,2.04E-05
12679,2.54E-05
12680,-1.90E-05
12681,3.58E-05
12682,4.22E-05
12683,2.77E-05
12684,2.81E-05
12685,3.90E-05
12686,4.73E-05
12687,3.17E-05
12688,3.54E-05
12689,-5.50E-05
12690,-2.04E-05
12691,-4.23E-05
12692,5.31E-05
12693,2.68E-05
12694,4.41E-05
12695,6.12E-05
12696,4.66E-05
12697,5.61E-05
12698,6.57E-05
12699,-1.95E-05
12700,4.07E-06
12701,3.55E-05
12702,3.93E-05
12703,4.68E-05
12704,2.63E-05
12705,2.73E-05
12706,2.99E-05
12707,4.49E-05
12708,1.89E-05
12709,4.54E-05
12710,4.14E-05
12711,3.89E-05
12712,2.99E-05
12713,2.40E-05
12714,2.71E-05
12715,2.77E-05
12716,4.28E-05
12717,3.31E-05
12718,4.10E-05
12719,4.56E-05
12720,4.84E-06
12721,3.77E-05
12722,4.61E-05
12723,2.59E-05
12724,3.90E-05
12725,5.65E-05
12726,4.61E-05
12727,5.44E-05
12728,-7.83E-05
12729,-1.83E-05
12730,-4.12E-06
12731,-2.64E-05
12732,-3.19E-05
12733,4.55E-05
12734,3.78E-05
12735,-3.39E-05
12736,-3.58E-05
12737,-2.85E-05
12738,1.33E-05
12739,-3.54E-05
12740,4.50E-05
12741,2.92E-05
12742,3.28E-05
12743,3.48E-05
12744,2.35E-05
12745,3.27E-05
12746,4.72E-05
12747,3.36E-05
12748,3.91E-05
12749,4.20E-05
12750,2.17E-05
12751,4.51E-05
12752,3.95E-05
12753,2.46E-05
12754,2.61E-05
12755,3.82E-05
12756,6.05E-05
12757,5.45E-05
12758,6.81E-05
12759,2.53E-05
12760,-5.21E-06
12761,-2.50E-05
12762,4.13E-05
12763,3.90E-05
12764,4.74E-05
12765,3.56E-05
12766,-3.25E-05
12767,-2.90E-05
12768,-2.17E-05
12769,-3.27E-05
12770,-3.32E-05
12771,2.65E-05
12772,3.67E-05
12773,2.99E-05
12774,2.56E-05
12775,-5.39E-05
12776,4.76E-05
12777,4.44E-05
12778,4.00E-05
12779,3.98E-05
12780,5.15E-05
12781,6.16E-05
12782,4.53E-05
12783,4.73E-05
12784,3.09E-05
12785,8.13E-06
12786,6.29E-05
12787,7.50E-05
12788,6.76E-05
12789,4.14E-05
12790,2.23E-05
12791,4.29E-05
12792,4.50E-05
12793,2.57E-05
12794,3.67E-05
12795,-4.09E-05
12796,-4.01E-05
12797,-3.10E-05
12798,-2.56E-05
12799,-2.18E-05
12800,-3.03E-05
12801,-3.56E-05
12802,-3.57E-05
12803,2.47E-05
12804,3.28E-05
12805,4.21E-05
12806,3.09E-05
12807,4.21E-05
12808,4.56E-05
12809,4.64E-05
12810,8.19E-05
12811,6.99E-05
12812,4.04E-05
12813,5.40E-05
12814,2.85E-05
12815,6.89E-06
12816,5.32E-05
12817,6.54E-05
12818,6.41E-05
12819,5.58E-05
12820,4.55E-05
12821,4.19E-05
12822,5.14E-05
12823,1.53E-05
12824,2.25E-05
12825,4.97E-05
12826,5.68E-05
12827,3.44E-05
12828,-1.98E-05
12829,-2.05E-05
12830,-2.48E-05
12831,-4.37E-05
12832,-4.76E-05
12833,3.71E-05
12834,2.55E-05
12835,2.40E-05
12836,2.30E-05
12837,2.48E-05
12838,4.57E-05
12839,6.61E-05
12840,8.97E-05
12841,7.79E-05
12842,5.18E-05
12843,3.85E-05
12844,3.21E-05
12845,1.51E-05
12846,-3.87E-05
12847,4.57E-05
12848,3.96E-05
12849,6.52E-05
12850,4.89E-05
12851,5.93E-05
12852,4.44E-05
12853,1.94E-05
12854,4.96E-05
12855,4.51E-05
12856,4.94E-05
12857,2.50E-05
12858,1.31E-05
12859,1.75E-05
12860,3.04E-05
12861,4.67E-05
12862,5.08E-05
12863,2.98E-05
12864,2.22E-05
12865,3.07E-05
12866,2.04E-05
12867,2.24E-05
12868,4.31E-05
12869,6.79E-05
12870,9.25E-05
12871,8.27E-05
12872,6.33E-05
12873,3.93E-05
12874,2.84E-05
12875,2.93E-05
12876,1.52E-05
12877,2.80E-05
12878,4.17E-05
12879,4.58E-05
12880,4.73E-05
12881,5.52E-05
12882,3.28E-05
12883,2.96E-05
12884,6.11E-05
12885,4.66E-05
12886,3.87E-05
12887,3.08E-05
12888,1.87E-05
12889,1.95E-05
12890,2.80E-05
12891,3.40E-05
12892,3.18E-05
12893,2.06E-05
12894,2.81E-05
12895,2.83E-05
12896,2.45E-05
12897,2.59E-05
12898,3.18E-05
12899,5.77E-05
12900,9.15E-05
12901,8.05E-05
12902,6.10E-05
12903,5.08E-05
12904,3.12E-05
12905,3.67E-05
12906,2.32E-05
12907,2.22E-05
12908,3.77E-05
12909,3.46E-05
12910,4.41E-05
12911,-4.09E-05
12912,2.30E-05
12913,3.51E-05
12914,5.75E-05
12915,5.61E-05
12916,4.01E-05
12917,2.94E-05
12918,1.71E-05
12919,2.58E-05
12920,2.17E-05
12921,1.67E-05
12922,3.41E-05
12923,2.89E-05
12924,3.15E-05
12925,3.18E-05
12926,1.52E-05
12927,3.34E-05
12928,3.44E-05
12929,4.74E-05
12930,7.58E-05
12931,7.73E-05
12932,5.80E-05
12933,4.10E-05
12934,3.35E-05
12935,2.93E-05
12936,2.68E-05
12937,2.80E-05
12938,3.93E-05
12939,2.83E-05
12940,3.44E-05
12941,4.43E-05
12942,3.76E-05
12943,3.26E-05
12944,6.34E-05
12945,7.44E-05
12946,4.31E-05
12947,2.68E-05
12948,2.79E-05
12949,2.20E-05
12950,2.08E-05
12951,1.22E-05
12952,5.17E-05
12953,5.43E-05
12954,5.40E-05
12955,5.25E-05
12956,2.95E-05
12957,3.64E-05
12958,4.30E-05
12959,3.73E-05
12960,6.14E-05
12961,7.08E-05
12962,3.66E-05
12963,4.10E-05
12964,3.65E-05
12965,2.08E-05
12966,2.39E-05
12967,3.58E-05
12968,4.84E-05
12969,3.18E-05
12970,3.55E-05
12971,-4.33E-05
12972,3.88E-05
12973,2.96E-05
12974,6.10E-05
12975,-5.73E-05
12976,3.87E-05
12977,3.08E-05
12978,3.56E-05
12979,2.44E-05
12980,1.26E-05
12981,3.32E-05
12982,4.83E-05
12983,6.18E-05
12984,4.95E-05
12985,3.75E-05
12986,3.87E-05
12987,4.18E-05
12988,4.08E-05
12989,3.82E-05
12990,4.29E-05
12991,4.26E-05
12992,2.96E-05
12993,3.78E-05
12994,3.62E-05
12995,1.76E-05
12996,1.78E-05
12997,3.98E-05
12998,5.62E-05
12999,3.74E-05
13000,4.20E-05
13001,5.01E-05
13002,2.14E-05
13003,4.00E-05
13004,5.11E-05
13005,-5.08E-05
13006,-4.71E-05
13007,4.83E-05
13008,4.20E-05
13009,2.55E-05
13010,1.81E-05
13011,1.79E-05
13012,5.06E-05
13013,4.98E-05
13014,4.14E-05
13015,3.13E-05
13016,4.68E-05
13017,4.97E-05
13018,4.35E-05
13019,3.11E-05
13020,1.72E-05
13021,3.50E-05
13022,2.78E-05
13023,3.56E-05
13024,3.24E-05
13025,1.90E-05
13026,1.62E-05
13027,4.03E-05
13028,6.03E-05
13029,4.81E-05
13030,6.31E-05
13031,3.36E-05
13032,3.73E-05
13033,6.24E-05
13034,3.82E-05
13035,-4.47E-05
13036,4.40E-05
13037,5.03E-05
13038,3.85E-05
13039,3.50E-05
13040,2.11E-05
13041,2.29E-05
13042,3.61E-05
13043,3.89E-05
13044,2.81E-05
13045,4.33E-05
13046,5.55E-05
13047,5.01E-05
13048,4.42E-05
13049,2.11E-05
13050,1.24E-05
13051,2.95E-05
13052,3.54E-05
13053,3.60E-05
13054,2.77E-05
13055,1.94E-05
13056,1.55E-05
13057,3.63E-05
13058,6.57E-05
13059,5.83E-05
13060,5.62E-05
13061,3.38E-05
13062,4.12E-05
13063,6.10E-05
13064,5.27E-05
13065,-3.41E-05
13066,4.09E-05
13067,3.42E-05
13068,2.80E-05
13069,3.61E-05
13070,3.20E-05
13071,3.81E-05
13072,2.83E-05
13073,3.99E-05
13074,4.10E-05
13075,3.87E-05
13076,6.81E-05
13077,4.72E-05
13078,4.41E-05
13079,2.57E-05
13080,1.55E-05
13081,1.77E-05
13082,2.70E-05
13083,3.25E-05
13084,2.27E-05
13085,0.005084791
13086,2.35E-05
13087,-0.009365344
13088,6.21E-05
13089,5.84E-05
13090,5.35E-05
13091,4.21E-05
13092,4.08E-05
13093,5.49E-05
13094,5.30E-05
13095,4.23E-05
13096,2.95E-05
13097,3.78E-05
13098,2.18E-05
13099,1.75E-05
13100,-2.90E-05
13101,5.63E-05
13102,3.76E-05
13103,2.54E-05
13104,2.59E-05
13105,2.17E-05
13106,5.81E-05
13107,5.01E-05
13108,5.05E-05
13109,3.46E-05
13110,2.89E-05
13111,2.40E-05
13112,2.36E-05
13113,2.79E-05
13114,1.73E-05
13115,2.55E-05
13116,3.75E-05
13117,-5.27E-05
13118,6.70E-05
13119,5.69E-05
13120,3.77E-05
13121,4.66E-05
13122,5.58E-05
13123,5.64E-05
13124,2.35E-05
13125,2.03E-05
13126,4.28E-05
13127,2.30E-05
13128,2.87E-05
13129,1.34E-05
13130,1.64E-05
13131,-7.30E-05
13132,5.55E-05
13133,3.36E-05
13134,1.22E-05
13135,1.35E-05
13136,3.56E-05
13137,3.74E-05
13138,4.47E-05
13139,3.42E-05
13140,2.92E-05
13141,3.06E-05
13142,4.01E-05
13143,1.50E-05
13144,1.21E-05
13145,2.85E-05
13146,-4.58E-05
13147,5.85E-05
13148,6.44E-05
13149,5.59E-05
13150,3.08E-05
13151,4.27E-05
13152,5.62E-05
13153,3.13E-05
13154,1.30E-05
13155,2.29E-05
13156,4.89E-05
13157,1.75E-05
13158,1.51E-05
13159,1.12E-05
13160,3.31E-05
13161,8.44E-05
13162,8.18E-05
13163,4.86E-05
13164,1.55E-05
13165,1.34E-05
13166,3.76E-05
13167,3.70E-05
13168,3.62E-05
13169,3.46E-05
13170,3.12E-05
13171,3.31E-05
13172,3.01E-05
13173,1.65E-05
13174,1.83E-05
13175,2.59E-05
13176,4.69E-05
13177,5.83E-05
13178,5.63E-05
13179,5.56E-05
13180,3.51E-05
13181,4.88E-05
13182,3.79E-05
13183,-1.89E-05
13184,2.12E-05
13185,3.06E-05
13186,4.26E-05
13187,1.73E-05
13188,-0.000422425
13189,2.65E-05
13190,-4.72E-05
13191,5.39E-05
13192,7.51E-05
13193,5.67E-05
13194,3.25E-05
13195,-2.51E-05
13196,3.62E-05
13197,4.45E-05
13198,4.67E-05
13199,5.28E-05
13200,4.30E-05
13201,6.44E-05
13202,3.97E-05
13203,3.74E-05
13204,1.55E-05
13205,1.63E-05
13206,-0.008882092
13207,5.47E-05
13208,5.55E-05
13209,5.56E-05
13210,4.29E-05
13211,4.38E-05
13212,2.76E-05
13213,2.35E-05
13214,2.86E-05
13215,2.56E-05
13216,3.18E-05
13217,2.86E-05
13218,3.47E-05
13219,2.65E-05
13220,-3.70E-05
13221,2.81E-05
13222,5.54E-05
13223,5.05E-05
13224,3.48E-05
13225,-2.76E-05
13226,3.66E-05
13227,4.51E-05
13228,5.18E-05
13229,5.19E-05
13230,4.85E-05
13231,6.20E-05
13232,4.68E-05
13233,3.82E-05
13234,4.84E-05
13235,2.24E-05
13236,5.11E-05
13237,5.60E-05
13238,6.56E-05
13239,5.62E-05
13240,3.80E-05
13241,3.53E-05
13242,-2.28E-05
13243,-2.59E-05
13244,-2.56E-05
13245,-1.79E-05
13246,-3.18E-05
13247,3.77E-05
13248,3.78E-05
13249,3.10E-05
13250,1.43E-05
13251,2.61E-05
13252,1.79E-05
13253,4.77E-05
13254,3.99E-05
13255,3.65E-05
13256,4.71E-05
13257,5.10E-05
13258,7.25E-05
13259,6.20E-05
13260,5.09E-05
13261,5.57E-05
13262,2.94E-05
13263,3.66E-05
13264,7.24E-05
13265,-4.33E-05
13266,4.31E-05
13267,-5.34E-05
13268,-6.61E-05
13269,5.05E-05
13270,3.14E-05
13271,-3.33E-05
13272,-2.30E-05
13273,-2.30E-05
13274,-2.10E-05
13275,1.80E-05
13276,-3.19E-05
13277,-3.30E-05
13278,3.18E-05
13279,2.92E-05
13280,1.08E-05
13281,1.43E-05
13282,1.67E-05
13283,3.52E-05
13284,3.42E-05
13285,3.90E-05
13286,3.48E-05
13287,2.84E-05
13288,4.16E-05
13289,4.74E-05
13290,4.58E-05
13291,4.36E-05
13292,1.77E-05
13293,2.28E-05
13294,-6.19E-05
13295,-6.08E-05
13296,5.47E-05
13297,7.07E-05
13298,-5.99E-05
13299,-4.25E-05
13300,-3.04E-05
13301,-3.34E-05
13302,-2.57E-05
13303,-1.35E-05
13304,-1.94E-05
13305,2.40E-05
13306,3.49E-05
13307,4.02E-05
13308,-3.67E-05
13309,3.54E-05
13310,1.54E-05
13311,1.26E-05
13312,1.90E-05
13313,2.41E-05
13314,2.84E-05
13315,4.23E-05
13316,2.95E-05
13317,3.74E-05
13318,4.39E-05
13319,4.62E-05
13320,4.10E-05
13321,2.94E-05
13322,1.93E-05
13323,1.15E-05
13324,-5.24E-05
13325,-6.02E-05
13326,6.59E-05
13327,7.89E-05
13328,5.06E-05
13329,4.23E-05
13330,-3.62E-05
13331,-3.17E-05
13332,-1.83E-05
13333,-1.07E-05
13334,-2.25E-05
13335,-3.48E-05
13336,3.11E-05
13337,3.26E-05
13338,3.68E-05
13339,4.24E-05
13340,3.43E-05
13341,1.69E-05
13342,3.45E-05
13343,1.75E-05
13344,3.90E-05
13345,3.68E-05
13346,3.96E-05
13347,4.86E-05
13348,5.20E-05
13349,4.03E-05
13350,4.62E-05
13351,1.66E-05
13352,2.01E-05
13353,1.25E-05
13354,-3.91E-05
13355,-6.18E-05
13356,-6.88E-05
13357,7.46E-05
13358,6.10E-05
13359,4.83E-05
13360,3.77E-05
13361,-2.48E-05
13362,-1.03E-05
13363,-1.19E-05
13364,-2.39E-05
13365,3.65E-05
13366,2.34E-05
13367,2.93E-05
13368,2.98E-05
13369,4.18E-05
13370,5.47E-05
13371,2.04E-05
13372,4.16E-05
13373,1.99E-05
13374,3.18E-05
13375,3.81E-05
13376,2.44E-05
13377,5.60E-05
13378,4.83E-05
13379,-3.55E-05
13380,4.00E-05
13381,3.88E-05
13382,3.87E-05
13383,1.80E-05
13384,-2.66E-05
13385,-5.48E-05
13386,-6.49E-05
13387,7.85E-05
13388,7.54E-05
13389,4.32E-05
13390,3.58E-05
13391,-1.41E-05
13392,9.34E-06
13393,1.90E-05
13394,-2.50E-05
13395,2.30E-05
13396,1.08E-05
13397,2.30E-05
13398,2.64E-05
13399,4.24E-05
13400,4.64E-05
13401,3.46E-05
13402,2.25E-05
13403,3.70E-05
13404,3.08E-05
13405,2.46E-05
13406,-4.67E-05
13407,-6.67E-05
13408,-5.34E-05
13409,-2.34E-05
13410,2.52E-05
13411,2.92E-05
13412,2.58E-05
13413,1.77E-05
13414,4.15E-05
13415,4.93E-05
13416,8.32E-05
13417,8.90E-05
13418,7.81E-05
13419,3.86E-05
13420,2.44E-05
13421,-1.89E-05
13422,1.35E-05
13423,1.74E-05
13424,5.64E-06
13425,-2.90E-05
13426,-1.48E-05
13427,-1.16E-05
13428,9.81E-06
13429,2.94E-05
13430,4.51E-05
13431,-3.25E-05
13432,2.36E-05
13433,2.63E-05
13434,3.17E-05
13435,2.93E-05
13436,5.37E-05
13437,-6.63E-05
13438,-4.64E-05
13439,2.48E-05
13440,3.62E-05
13441,3.78E-05
13442,1.23E-05
13443,1.53E-05
13444,5.67E-05
13445,5.19E-05
13446,8.19E-05
13447,9.12E-05
13448,7.44E-05
13449,3.93E-05
13450,2.68E-05
13451,2.21E-05
13452,2.07E-05
13453,7.74E-06
13454,4.08E-06
13455,-2.56E-05
13456,-2.50E-05
13457,-9.93E-06
13458,-8.51E-06
13459,2.15E-05
13460,3.58E-05
13461,-3.54E-05
13462,-3.20E-05
13463,1.68E-05
13464,3.42E-05
13465,4.08E-05
13466,4.57E-05
13467,4.68E-05
13468,3.55E-05
13469,2.57E-05
13470,3.52E-05
13471,4.75E-05
13472,9.52E-06
13473,2.02E-05
13474,6.31E-05
13475,6.36E-05
13476,7.40E-05
13477,8.97E-05
13478,7.27E-05
13479,5.11E-05
13480,5.05E-05
13481,4.01E-05
13482,3.62E-05
13483,1.45E-05
13484,6.18E-06
13485,-2.25E-05
13486,-2.81E-05
13487,-2.41E-05
13488,-1.71E-05
13489,1.68E-05
13490,-3.20E-05
13491,-3.64E-05
13492,3.40E-05
13493,1.76E-05
13494,3.48E-05
13495,4.87E-05
13496,4.53E-05
13497,3.34E-05
13498,3.05E-05
13499,5.84E-05
13500,4.07E-05
13501,4.19E-05
13502,4.65E-05
13503,4.05E-05
13504,5.40E-05
13505,8.88E-05
13506,9.49E-05
13507,7.21E-05
13508,2.32E-05
13509,2.04E-05
13510,3.00E-05
13511,4.66E-05
13512,4.35E-05
13513,3.55E-05
13514,2.29E-05
13515,-1.54E-05
13516,-1.77E-05
13517,-2.54E-05
13518,3.12E-05
13519,2.78E-05
13520,-2.58E-05
13521,-2.77E-05
13522,2.33E-05
13523,2.76E-05
13524,3.34E-05
13525,3.25E-05
13526,3.10E-05
13527,3.79E-05
13528,3.05E-05
13529,5.99E-05
13530,4.08E-05
13531,3.09E-05
13532,4.28E-05
13533,6.77E-05
13534,6.73E-05
13535,8.51E-05
13536,7.99E-05
13537,4.97E-05
13538,2.86E-05
13539,2.17E-05
13540,3.38E-05
13541,4.27E-05
13542,4.55E-05
13543,3.91E-05
13544,2.78E-05
13545,7.48E-06
13546,-1.77E-05
13547,2.44E-05
13548,3.00E-05
13549,3.26E-05
13550,2.64E-05
13551,2.25E-05
13552,2.32E-05
13553,3.13E-05
13554,3.71E-05
13555,3.78E-05
13556,2.87E-05
13557,3.70E-05
13558,3.56E-05
13559,5.42E-05
13560,4.75E-05
13561,2.68E-05
13562,4.40E-05
13563,5.59E-05
13564,4.95E-05
13565,7.93E-05
13566,7.22E-05
13567,4.56E-05
13568,1.32E-05
13569,2.23E-05
13570,2.17E-05
13571,3.39E-05
13572,4.28E-05
13573,3.81E-05
13574,1.53E-05
13575,1.44E-05
13576,1.43E-05
13577,2.49E-05
13578,2.98E-05
13579,3.54E-05
13580,3.13E-05
13581,2.49E-05
13582,3.98E-05
13583,2.79E-05
13584,2.41E-05
13585,3.81E-05
13586,2.91E-05
13587,3.86E-05
13588,3.61E-05
13589,4.69E-05
13590,-3.97E-05
13591,3.16E-05
13592,4.86E-05
13593,5.35E-05
13594,3.76E-05
13595,7.56E-05
13596,8.66E-05
13597,6.02E-05
13598,1.89E-05
13599,1.36E-05
13600,1.05E-05
13601,1.44E-05
13602,4.61E-05
13603,4.35E-05
13604,1.91E-05
13605,-2.26E-05
13606,-2.45E-05
13607,-2.51E-05
13608,3.12E-05
13609,3.23E-05
13610,3.39E-05
13611,3.53E-05
13612,3.63E-05
13613,3.20E-05
13614,1.81E-05
13615,3.42E-05
13616,3.41E-05
13617,3.64E-05
13618,3.87E-05
13619,2.68E-05
13620,-3.04E-05
13621,-2.75E-05
13622,3.61E-05
13623,4.67E-05
13624,3.71E-05
13625,6.45E-05
13626,8.42E-05
13627,7.91E-05
13628,-2.07E-05
13629,5.22E-06
13630,6.25E-06
13631,-3.24E-06
13632,-3.77E-05
13633,4.83E-05
13634,-2.54E-05
13635,-2.34E-05
13636,-1.78E-05
13637,-2.66E-05
13638,-3.94E-05
13639,-4.83E-05
13640,3.49E-05
13641,3.71E-05
13642,3.72E-05
13643,2.55E-05
13644,2.28E-05
13645,3.84E-05
13646,3.58E-05
13647,3.96E-05
13648,4.27E-05
13649,2.64E-05
13650,-2.76E-05
13651,-3.99E-05
13652,3.80E-05
13653,2.87E-05
13654,3.44E-05
13655,5.16E-05
13656,7.08E-05
13657,7.36E-05
13658,4.65E-05
13659,6.75E-06
13660,-1.14E-05
13661,6.68E-06
13662,3.13E-05
13663,5.57E-05
13664,-2.82E-05
13665,-2.21E-05
13666,-1.16E-05
13667,-2.11E-05
13668,-4.39E-05
13669,-4.84E-05
13670,2.74E-05
13671,3.70E-05
13672,3.92E-05
13673,2.08E-05
13674,2.25E-05
13675,3.33E-05
13676,3.82E-05
13677,5.60E-05
13678,4.70E-05
13679,3.16E-05
13680,-3.32E-05
13681,-4.35E-05
13682,4.17E-05
13683,2.38E-05
13684,4.66E-05
13685,3.81E-05
13686,6.28E-05
13687,8.16E-05
13688,6.42E-05
13689,2.96E-05
13690,2.53E-05
13691,3.64E-05
13692,4.85E-05
13693,3.70E-05
13694,-2.64E-05
13695,-1.73E-05
13696,-1.53E-05
13697,-3.22E-05
13698,-4.48E-05
13699,-3.12E-05
13700,-3.64E-05
13701,-4.09E-05
13702,-3.10E-05
13703,2.35E-05
13704,2.27E-05
13705,2.94E-05
13706,-5.96E-05
13707,6.53E-05
13708,4.92E-05
13709,6.32E-05
13710,4.07E-05
13711,5.82E-05
13712,3.58E-05
13713,-1.88E-05
13714,4.15E-05
