Element,FIP
3785,3.31E-05
3786,6.37E-05
3787,-9.43E-05
3788,-0.000103014
3789,5.41E-05
3790,4.63E-05
3791,3.55E-05
3792,2.08E-05
3793,3.34E-05
3794,3.60E-05
3795,-3.64E-05
3796,-2.97E-05
3797,-2.44E-05
3798,-2.15E-05
3799,-3.68E-05
3800,3.95E-05
3801,4.39E-05
3802,4.87E-05
3803,3.66E-05
3804,3.66E-05
3805,2.78E-05
3806,2.25E-05
3807,7.20E-06
3808,5.85E-06
3809,-3.48E-05
3810,-3.37E-05
3811,-4.19E-05
3812,-4.55E-05
3813,3.70E-05
3814,3.04E-05
3815,-3.22E-05
3816,-5.20E-05
3817,-7.00E-05
3818,8.17E-05
3819,5.54E-05
3820,3.90E-05
3821,1.94E-05
3822,3.00E-05
3823,3.65E-05
3824,3.52E-05
3825,6.24E-05
3826,5.10E-05
3827,3.18E-05
3828,4.69E-05
3829,-4.00E-05
3830,-4.23E-05
3831,3.63E-05
3832,3.53E-05
3833,4.21E-05
3834,3.13E-05
3835,2.55E-05
3836,3.07E-05
3837,9.77E-06
3838,1.25E-05
3839,5.17E-05
3840,3.23E-05
3841,3.79E-05
3842,3.83E-05
3843,3.49E-05
3844,3.26E-05
3845,3.61E-05
3846,5.20E-05
3847,-4.75E-05
3848,-5.25E-05
3849,6.70E-05
3850,-4.60E-05
3851,-2.66E-05
3852,2.01E-05
3853,2.49E-05
3854,2.85E-05
3855,4.95E-05
3856,5.81E-05
3857,1.35E-05
3858,4.75E-05
3859,-4.48E-05
3860,4.02E-05
3861,2.79E-05
3862,2.34E-05
3863,3.59E-05
3864,2.66E-05
3865,2.36E-05
3866,2.78E-05
3867,1.96E-05
3868,3.14E-05
3869,5.57E-05
3870,4.95E-05
3871,4.93E-05
3872,4.20E-05
3873,3.60E-05
3874,2.22E-05
3875,4.20E-05
3876,-4.44E-05
3877,-3.85E-05
3878,-3.60E-05
3879,-5.80E-05
3880,-5.49E-05
3881,3.18E-05
3882,2.22E-05
3883,2.85E-05
3884,3.63E-05
3885,4.61E-05
3886,5.37E-05
3887,1.90E-05
3888,2.52E-05
3889,4.89E-05
3890,3.12E-05
3891,2.46E-05
3892,2.52E-05
3893,2.36E-05
3894,2.42E-05
3895,3.14E-05
3896,2.16E-05
3897,3.56E-05
3898,5.26E-05
3899,5.86E-05
3900,4.71E-05
3901,4.26E-05
3902,5.20E-05
3903,3.93E-05
3904,2.44E-05
3905,5.47E-05
3906,-3.37E-05
3907,-3.09E-05
3908,-3.82E-05
3909,-4.99E-05
3910,4.16E-05
3911,3.46E-05
3912,3.47E-05
3913,-3.95E-05
3914,-4.78E-05
3915,-4.97E-05
3916,3.12E-05
3917,2.56E-05
3918,3.10E-05
3919,-3.30E-05
3920,3.96E-05
3921,1.92E-05
3922,3.32E-05
3923,2.39E-05
3924,2.55E-05
3925,3.40E-05
3926,2.26E-05
3927,4.69E-05
3928,5.65E-05
3929,4.32E-05
3930,3.70E-05
3931,5.19E-05
3932,4.17E-05
3933,3.92E-05
3934,3.79E-05
3935,4.41E-05
3936,2.67E-05
3937,2.34E-05
3938,3.04E-05
3939,4.10E-05
3940,-3.26E-05
3941,-0.008120166
3942,4.64E-05
3943,-4.15E-05
3944,-4.26E-05
3945,-4.05E-05
3946,-3.53E-05
3947,3.74E-05
3948,3.13E-05
3949,3.05E-05
3950,3.42E-05
3951,1.91E-05
3952,1.75E-05
3953,1.41E-05
3954,1.96E-05
3955,2.60E-05
3956,2.61E-05
3957,4.56E-05
3958,6.10E-05
3959,3.80E-05
3960,4.38E-05
3961,6.31E-05
3962,3.35E-05
3963,2.42E-05
3964,3.87E-05
3965,2.61E-05
3966,1.89E-05
3967,-2.29E-05
3968,-0.006275771
3969,3.14E-05
3970,-4.14E-05
3971,-3.99E-05
3972,-5.02E-05
3973,-5.29E-05
3974,-4.86E-05
3975,5.11E-05
3976,-4.46E-05
3977,-3.73E-05
3978,1.91E-05
3979,2.33E-05
3980,1.28E-05
3981,1.70E-06
3982,1.89E-05
3983,1.63E-05
3984,2.61E-05
3985,2.94E-05
3986,2.10E-05
3987,3.86E-05
3988,5.38E-05
3989,4.84E-05
3990,5.63E-05
3991,6.70E-05
3992,5.69E-05
3993,2.23E-05
3994,3.46E-05
3995,1.87E-05
3996,1.74E-05
3997,-0.005793926
3998,0.005407716
3999,3.11E-05
4000,3.05E-05
4001,4.55E-05
4002,5.84E-05
4003,4.53E-05
4004,5.11E-05
4005,-6.14E-05
4006,-3.96E-05
4007,-2.45E-05
4008,3.01E-05
4009,8.99E-06
4010,2.11E-06
4011,5.91E-06
4012,2.23E-05
4013,2.64E-05
4014,2.84E-05
4015,2.37E-05
4016,-4.51E-05
4017,3.84E-05
4018,4.12E-05
4019,4.95E-05
4020,6.13E-05
4021,5.79E-05
4022,5.74E-05
4023,5.62E-05
4024,1.90E-05
4025,1.19E-05
4026,1.51E-05
4027,0.006326737
4028,-0.005453316
4029,-2.06E-05
4030,-3.40E-05
4031,6.30E-05
4032,6.38E-05
4033,4.71E-05
4034,4.14E-05
4035,4.71E-05
4036,-4.75E-05
4037,-3.29E-05
4038,-1.93E-05
4039,7.04E-07
4040,4.06E-06
4041,1.76E-05
4042,-2.34E-05
4043,-3.30E-05
4044,3.30E-05
4045,-2.01E-05
4046,4.35E-05
4047,5.09E-05
4048,4.19E-05
4049,4.51E-05
4050,5.96E-05
4051,5.21E-05
4052,5.47E-05
4053,6.43E-05
4054,1.08E-05
4055,8.79E-06
4056,-2.50E-05
4057,-3.00E-05
4058,-3.39E-05
4059,-0.00587122
4060,4.17E-05
4061,5.99E-05
4062,5.89E-05
4063,4.48E-05
4064,3.07E-05
4065,3.62E-05
4066,5.05E-05
4067,-3.68E-05
4068,-1.86E-05
4069,1.45E-06
4070,1.51E-05
4071,1.90E-05
4072,2.69E-05
4073,3.12E-05
4074,-2.85E-05
4075,3.42E-05
4076,2.08E-05
4077,4.79E-05
4078,4.80E-05
4079,4.47E-05
4080,5.02E-05
4081,5.12E-05
4082,5.53E-05
4083,5.65E-05
4084,3.36E-05
4085,3.10E-05
4086,3.52E-05
4087,3.84E-05
4088,5.43E-05
4089,6.34E-05
4090,4.28E-05
4091,4.97E-05
4092,4.89E-05
4093,4.74E-05
4094,3.14E-05
4095,2.37E-05
4096,4.15E-05
4097,3.51E-05
4098,1.67E-05
4099,2.33E-05
4100,2.02E-05
4101,2.20E-05
4102,2.62E-05
4103,3.97E-05
4104,-3.54E-05
4105,3.31E-05
4106,2.18E-05
4107,2.48E-05
4108,5.94E-05
4109,5.25E-05
4110,3.83E-05
4111,4.56E-05
4112,5.10E-05
4113,4.70E-05
4114,2.39E-05
4115,2.52E-05
4116,2.45E-05
4117,3.31E-05
4118,4.54E-05
4119,6.99E-05
4120,5.79E-05
4121,3.55E-05
4122,4.89E-05
4123,4.39E-05
4124,3.69E-05
4125,1.62E-05
4126,2.33E-05
4127,4.01E-05
4128,3.74E-05
4129,3.30E-05
4130,2.87E-05
4131,4.02E-05
4132,2.21E-05
4133,3.81E-05
4134,4.88E-05
4135,2.75E-05
4136,2.15E-05
4137,2.40E-05
4138,6.30E-05
4139,3.93E-05
4140,2.49E-05
4141,3.24E-05
4142,4.77E-05
4143,3.42E-05
4144,2.73E-05
4145,3.47E-05
4146,-2.73E-05
4147,6.02E-06
4148,4.16E-05
4149,7.81E-05
4150,5.17E-05
4151,4.03E-05
4152,4.65E-05
4153,3.90E-05
4154,3.33E-05
4155,3.64E-05
4156,2.86E-05
4157,3.42E-05
4158,4.15E-05
4159,5.25E-05
4160,3.57E-05
4161,3.14E-05
4162,4.16E-05
4163,-2.76E-05
4164,-3.66E-05
4165,-4.49E-05
4166,-2.97E-05
4167,-3.21E-05
4168,-5.97E-05
4169,3.62E-05
4170,2.28E-05
4171,2.97E-05
4172,3.36E-05
4173,3.32E-05
4174,3.54E-05
4175,-4.54E-05
4176,3.34E-05
4177,6.38E-06
4178,4.05E-05
4179,5.91E-05
4180,5.54E-05
4181,6.62E-05
4182,3.59E-05
4183,3.02E-05
4184,3.17E-05
4185,2.86E-05
4186,3.56E-05
4187,3.71E-05
4188,5.54E-05
4189,6.48E-05
4190,3.84E-05
4191,2.05E-05
4192,2.86E-05
4193,5.69E-05
4194,6.74E-05
4195,-3.93E-05
4196,-2.50E-05
4197,-3.80E-05
4198,-5.18E-05
4199,3.56E-05
4200,2.61E-05
4201,2.55E-05
4202,3.51E-05
4203,3.71E-05
4204,-3.18E-05
4205,-4.76E-05
4206,2.50E-05
4207,2.39E-05
4208,2.99E-05
4209,4.31E-05
4210,6.96E-05
4211,5.83E-05
4212,3.87E-05
4213,3.90E-05
4214,3.90E-05
4215,2.16E-05
4216,3.81E-05
4217,3.92E-05
4218,5.74E-05
4219,6.44E-05
4220,3.31E-05
4221,3.29E-05
4222,2.47E-05
4223,5.82E-05
4224,6.55E-05
4225,-2.90E-05
4226,-2.46E-05
4227,-3.71E-05
4228,-4.05E-05
4229,2.73E-05
4230,3.28E-05
4231,3.18E-05
4232,2.07E-05
4233,2.94E-05
4234,4.24E-05
4235,-3.86E-05
4236,3.74E-05
4237,3.16E-05
4238,3.06E-05
4239,4.98E-05
4240,6.65E-05
4241,5.14E-05
4242,3.78E-05
4243,4.20E-05
4244,4.24E-05
4245,2.72E-05
4246,3.08E-05
4247,3.96E-05
4248,6.29E-05
4249,5.75E-05
4250,1.77E-05
4251,2.95E-05
4252,3.24E-05
4253,-4.65E-05
4254,-5.90E-05
4255,-2.87E-05
4256,-2.20E-05
4257,-3.37E-05
4258,-3.85E-05
4259,1.84E-05
4260,4.12E-05
4261,2.93E-05
4262,1.89E-05
4263,3.81E-05
4264,2.83E-05
4265,3.65E-05
4266,4.00E-05
4267,4.10E-05
4268,3.40E-05
4269,4.70E-05
4270,6.64E-05
4271,5.44E-05
4272,2.29E-05
4273,-3.11E-05
4274,-3.68E-05
4275,-3.24E-05
4276,-1.78E-05
4277,9.41E-05
4278,7.73E-05
4279,3.71E-05
4280,1.52E-05
4281,2.82E-05
4282,4.26E-05
4283,4.94E-05
4284,-5.39E-05
4285,-3.58E-05
4286,-1.85E-05
4287,-2.55E-05
4288,-3.21E-05
4289,-3.80E-05
4290,4.13E-05
4291,1.76E-05
4292,2.92E-05
4293,2.34E-05
4294,3.65E-05
4295,4.38E-05
4296,3.64E-05
4297,5.80E-05
4298,5.75E-05
4299,5.39E-05
4300,6.62E-05
4301,5.55E-05
4302,-1.69E-05
4303,-3.54E-05
4304,-3.96E-05
4305,-3.38E-05
4306,-2.73E-05
4307,7.18E-05
4308,5.55E-05
4309,4.30E-05
4310,1.87E-05
4311,2.80E-05
4312,4.78E-05
4313,5.46E-05
4314,5.36E-05
4315,-3.42E-05
4316,-1.89E-05
4317,-1.72E-05
4318,-2.87E-05
4319,3.48E-05
4320,1.61E-05
4321,2.70E-05
4322,3.34E-05
4323,2.94E-05
4324,4.69E-05
4325,5.95E-05
4326,3.77E-05
4327,5.99E-05
4328,6.68E-05
4329,6.39E-05
4330,6.05E-05
4331,3.22E-05
4332,-2.00E-05
4333,-3.05E-05
4334,-3.69E-05
4335,-2.77E-05
4336,-2.14E-05
4337,4.72E-05
4338,4.48E-05
4339,4.84E-05
4340,1.85E-05
4341,2.34E-05
4342,4.42E-05
4343,5.72E-05
4344,5.30E-05
4345,4.39E-05
4346,3.20E-05
4347,2.07E-05
4348,2.82E-05
4349,1.73E-05
4350,2.55E-05
4351,1.90E-05
4352,3.08E-05
4353,3.93E-05
4354,4.77E-05
4355,6.47E-05
4356,5.14E-05
4357,6.39E-05
4358,6.34E-05
4359,6.79E-05
4360,6.47E-05
4361,1.91E-05
4362,3.21E-05
4363,-2.24E-05
4364,-2.66E-05
4365,2.37E-05
4366,2.21E-05
4367,3.03E-05
4368,4.35E-05
4369,0.006658816
4370,2.38E-05
4371,2.36E-05
4372,3.61E-05
4373,5.29E-05
4374,5.90E-05
4375,4.41E-05
4376,2.51E-05
4377,2.38E-05
4378,2.05E-05
4379,1.61E-05
4380,1.41E-05
4381,1.14E-05
4382,2.63E-05
4383,3.63E-05
4384,5.31E-05
4385,6.67E-05
4386,6.65E-05
4387,7.08E-05
4388,5.65E-05
4389,6.97E-05
4390,6.04E-05
4391,2.70E-05
4392,3.86E-05
4393,-1.26E-05
4394,1.70E-05
4395,2.08E-05
4396,-3.45E-05
4397,-4.17E-05
4398,-4.38E-05
4399,-3.61E-05
4400,2.51E-05
4401,4.06E-05
4402,2.24E-05
4403,4.28E-05
4404,7.35E-05
4405,3.29E-05
4406,1.73E-05
4407,2.23E-05
4408,2.05E-05
4409,2.82E-05
4410,9.51E-06
4411,1.23E-05
4412,2.21E-05
4413,2.79E-05
4414,6.08E-05
4415,6.87E-05
4416,7.01E-05
4417,7.79E-05
4418,5.82E-05
4419,6.40E-05
4420,5.31E-05
4421,4.68E-05
4422,4.66E-05
4423,-1.59E-05
4424,8.05E-06
4425,1.68E-05
4426,-4.45E-05
4427,-4.95E-05
4428,-0.006608794
4429,3.59E-05
4430,2.51E-05
4431,-3.52E-05
4432,3.91E-05
4433,3.95E-05
4434,8.16E-05
4435,2.65E-05
4436,1.44E-05
4437,1.96E-05
4438,1.69E-05
4439,1.53E-05
4440,1.39E-05
4441,1.51E-05
4442,1.21E-05
4443,2.66E-05
4444,6.36E-05
4445,8.13E-05
4446,7.09E-05
4447,7.50E-05
4448,5.68E-05
4449,5.34E-05
4450,4.20E-05
4451,3.91E-05
4452,-3.40E-05
4453,3.65E-06
4454,-1.02E-05
4455,1.75E-05
4456,-4.66E-05
4457,-5.06E-05
4458,-4.79E-05
4459,-3.76E-05
4460,-2.98E-05
4461,4.43E-05
4462,5.06E-05
4463,5.79E-05
4464,5.50E-05
4465,2.22E-05
4466,1.35E-05
4467,1.62E-05
4468,1.79E-05
4469,1.15E-05
4470,1.36E-05
4471,9.93E-06
4472,6.65E-06
4473,3.73E-05
4474,6.55E-05
4475,8.46E-05
4476,7.44E-05
4477,6.59E-05
4478,5.34E-05
4479,5.05E-05
4480,4.50E-05
4481,2.86E-05
4482,-3.00E-05
4483,-7.97E-07
4484,9.27E-08
4485,-4.23E-05
4486,-5.43E-05
4487,-4.58E-05
4488,4.73E-05
4489,-2.78E-05
4490,-2.95E-05
4491,5.21E-05
4492,5.90E-05
4493,6.65E-05
4494,2.17E-05
4495,1.97E-05
4496,1.95E-05
4497,1.86E-05
4498,1.75E-05
4499,3.00E-05
4500,2.99E-05
4501,9.89E-06
4502,5.19E-06
4503,4.34E-05
4504,6.37E-05
4505,6.45E-05
4506,5.41E-05
4507,4.92E-05
4508,6.25E-05
4509,5.62E-05
4510,3.59E-05
4511,1.81E-05
4512,1.60E-05
4513,4.14E-06
4514,2.52E-05
4515,-5.86E-05
4516,-6.73E-05
4517,-5.48E-05
4518,-2.54E-05
4519,2.51E-05
4520,2.77E-05
4521,-2.20E-05
4522,3.78E-05
4523,-3.69E-05
4524,-2.55E-05
4525,2.35E-05
4526,1.81E-05
4527,2.66E-05
4528,1.94E-05
4529,2.49E-05
4530,2.74E-05
4531,9.81E-06
4532,8.25E-06
4533,3.52E-05
4534,5.66E-05
4535,7.14E-05
4536,6.41E-05
4537,5.79E-05
4538,6.61E-05
4539,5.74E-05
4540,2.81E-05
4541,1.13E-05
4542,1.53E-05
4543,1.27E-05
4544,1.63E-05
4545,7.33E-05
4546,7.72E-05
4547,-4.47E-05
4548,2.60E-05
4549,1.55E-05
4550,-2.65E-05
4551,-2.75E-05
4552,-3.23E-05
4553,4.64E-05
4554,-3.41E-05
4555,-1.95E-05
4556,1.30E-05
4557,2.04E-05
4558,1.79E-05
4559,1.96E-05
4560,2.41E-05
4561,2.05E-05
4562,1.65E-05
4563,2.95E-05
4564,-5.51E-05
4565,-7.16E-05
4566,6.97E-05
4567,7.35E-05
4568,6.90E-05
4569,5.31E-05
4570,2.17E-05
4571,8.09E-06
4572,9.49E-06
4573,1.03E-05
4574,3.50E-05
4575,7.59E-05
4576,7.68E-05
4577,5.26E-05
4578,2.39E-05
4579,1.44E-05
4580,-2.28E-05
4581,-3.27E-05
4582,-3.81E-05
4583,-4.81E-05
4584,-4.20E-05
4585,2.28E-05
4586,7.36E-06
4587,1.60E-05
4588,2.05E-05
4589,1.81E-05
4590,1.59E-05
4591,2.30E-05
4592,3.18E-05
4593,2.88E-05
4594,4.74E-05
4595,7.63E-05
4596,7.70E-05
4597,7.15E-05
4598,7.50E-05
4599,5.14E-05
4600,2.38E-05
4601,5.53E-06
4602,1.53E-06
4603,5.54E-06
4604,3.19E-05
4605,7.17E-05
4606,6.97E-05
4607,4.65E-05
4608,3.81E-05
4609,-1.44E-05
4610,-2.19E-05
4611,-3.96E-05
4612,-5.28E-05
4613,-5.51E-05
4614,-4.04E-05
4615,2.10E-05
4616,8.95E-06
4617,8.44E-06
4618,1.21E-05
4619,1.70E-05
4620,2.47E-05
4621,-3.18E-05
4622,-4.72E-05
4623,-3.99E-05
4624,4.35E-05
4625,7.91E-05
4626,7.39E-05
4627,7.22E-05
4628,7.47E-05
4629,5.64E-05
4630,1.89E-05
4631,2.37E-07
4632,1.01E-06
4633,9.08E-07
4634,2.63E-05
4635,4.88E-05
4636,-4.95E-05
4637,-2.64E-05
4638,-2.68E-05
4639,-2.07E-05
4640,2.10E-05
4641,-5.02E-05
4642,-7.02E-05
4643,-5.23E-05
4644,-3.33E-05
4645,-3.39E-05
4646,-2.74E-05
4647,1.34E-05
4648,1.01E-05
4649,2.60E-05
4650,-3.87E-05
4651,-4.53E-05
4652,-4.93E-05
4653,2.81E-05
4654,4.43E-05
4655,7.82E-05
4656,6.79E-05
4657,5.89E-05
4658,6.64E-05
4659,5.71E-05
4660,1.88E-05
4661,1.01E-06
4662,4.38E-07
4663,1.11E-06
4664,3.52E-05
4665,4.61E-05
4666,-4.30E-05
4667,-2.59E-05
4668,-2.47E-05
4669,-2.37E-05
4670,3.00E-05
4671,5.15E-05
4672,-6.74E-05
4673,-5.08E-05
4674,-2.30E-05
4675,-3.32E-05
4676,-4.31E-05
4677,1.92E-05
4678,1.13E-05
4679,3.08E-05
4680,-4.43E-05
4681,-4.67E-05
4682,4.31E-05
4683,1.96E-05
4684,4.25E-05
4685,6.74E-05
4686,6.96E-05
4687,6.64E-05
4688,6.41E-05
4689,6.28E-05
4690,2.20E-05
4691,1.82E-06
4692,4.51E-07
4693,1.61E-06
4694,1.97E-05
4695,4.41E-05
4696,-4.35E-05
4697,-2.88E-05
4698,-3.00E-05
4699,-3.34E-05
4700,3.49E-05
4701,4.57E-05
4702,5.75E-05
4703,4.20E-05
4704,-1.97E-05
4705,-1.96E-05
4706,-4.33E-05
4707,2.30E-05
4708,1.47E-05
4709,3.01E-05
4710,-4.72E-05
4711,3.85E-05
4712,3.99E-05
4713,3.03E-05
4714,3.28E-05
4715,4.22E-05
4716,6.30E-05
4717,6.31E-05
4718,6.00E-05
4719,5.60E-05
4720,2.28E-05
4721,6.94E-06
4722,2.01E-07
4723,4.51E-07
4724,1.79E-05
4725,3.12E-05
4726,-4.35E-05
4727,-3.44E-05
4728,-2.55E-05
4729,-3.95E-05
4730,-2.91E-05
4731,4.06E-05
4732,4.68E-05
4733,3.56E-05
4734,3.04E-05
4735,-9.30E-06
4736,-2.96E-05
4737,3.40E-05
4738,2.29E-05
4739,6.40E-05
4740,4.26E-05
4741,3.15E-05
4742,3.64E-05
4743,3.73E-05
4744,4.32E-05
4745,3.53E-05
4746,5.71E-05
4747,-6.24E-05
4748,-5.03E-05
4749,5.34E-05
4750,3.49E-05
4751,1.10E-05
4752,8.51E-07
4753,4.65E-06
4754,2.51E-05
4755,3.49E-05
4756,4.28E-05
4757,4.67E-05
4758,3.37E-05
4759,-3.56E-05
4760,-3.03E-05
4761,3.85E-05
4762,3.58E-05
4763,1.97E-05
4764,4.01E-05
4765,1.87E-05
4766,-2.09E-05
4767,3.40E-05
4768,2.21E-05
4769,8.30E-05
4770,5.99E-05
4771,3.76E-05
4772,2.98E-05
4773,4.20E-05
4774,5.28E-05
4775,3.95E-05
4776,4.14E-05
4777,-5.54E-05
4778,-5.12E-05
4779,4.03E-05
4780,4.44E-05
4781,1.97E-05
4782,1.01E-05
4783,1.93E-05
4784,3.26E-05
4785,3.18E-05
4786,2.13E-05
4787,3.74E-05
4788,4.09E-05
4789,-3.03E-05
4790,-3.38E-05
4791,3.05E-05
4792,2.16E-05
4793,1.58E-05
4794,3.10E-05
4795,2.20E-05
4796,2.23E-05
4797,2.94E-05
4798,3.10E-05
4799,6.72E-05
4800,7.02E-05
4801,5.39E-05
4802,2.53E-05
4803,4.64E-05
4804,5.38E-05
4805,3.54E-05
4806,4.39E-05
4807,-5.16E-05
4808,-3.97E-05
4809,-3.53E-05
4810,4.96E-05
4811,2.80E-05
4812,1.80E-05
4813,3.08E-05
4814,2.34E-05
4815,2.60E-05
4816,2.78E-05
4817,3.39E-05
4818,3.22E-05
4819,2.38E-05
4820,3.10E-05
4821,1.93E-05
4822,1.22E-05
4823,1.82E-05
4824,2.04E-05
4825,2.46E-05
4826,1.99E-05
4827,3.40E-05
4828,7.22E-05
4829,5.67E-05
4830,8.19E-05
4831,6.09E-05
4832,1.90E-05
4833,4.70E-05
4834,4.76E-05
4835,3.13E-05
4836,-3.21E-05
4837,-4.34E-05
4838,3.76E-05
4839,3.77E-05
4840,4.05E-05
4841,-3.67E-05
4842,2.29E-05
4843,2.30E-05
4844,2.60E-05
4845,2.41E-05
4846,4.54E-05
4847,2.85E-05
4848,-3.42E-05
4849,3.10E-05
4850,2.87E-05
4851,1.37E-05
4852,1.35E-05
4853,2.40E-05
4854,2.06E-05
4855,2.08E-05
4856,2.02E-05
4857,4.75E-05
4858,6.25E-05
4859,6.52E-05
4860,8.19E-05
4861,3.62E-05
4862,2.31E-05
4863,2.53E-05
4864,4.72E-05
4865,-0.004984738
4866,2.20E-05
4867,-3.64E-05
4868,-3.96E-05
4869,2.92E-05
4870,-3.68E-05
4871,-4.68E-05
4872,3.72E-05
4873,3.32E-05
4874,4.21E-05
4875,2.78E-05
4876,-4.29E-05
4877,-3.69E-05
4878,-3.80E-05
4879,2.38E-05
4880,4.74E-06
4881,1.35E-05
4882,1.78E-05
4883,2.95E-05
4884,1.92E-05
4885,1.67E-05
4886,1.92E-05
4887,4.73E-05
4888,6.26E-05
4889,6.46E-05
4890,6.69E-05
4891,4.34E-05
4892,2.89E-05
4893,1.54E-05
4894,2.11E-05
4895,2.97E-05
4896,-2.43E-05
4897,-0.006317382
4898,3.92E-05
4899,-0.005573555
4900,0.007563039
4901,-3.79E-05
4902,5.35E-05
4903,7.11E-05
4904,4.62E-05
4905,-3.74E-05
4906,4.87E-05
4907,4.06E-05
4908,-3.67E-05
4909,1.41E-05
4910,6.67E-06
4911,2.85E-06
4912,2.15E-05
4913,3.21E-05
4914,1.65E-05
4915,-2.18E-05
4916,-1.80E-05
4917,4.20E-05
4918,7.62E-05
4919,6.46E-05
4920,6.99E-05
4921,6.73E-05
4922,4.93E-05
4923,9.23E-06
4924,1.03E-05
4925,3.01E-05
4926,-3.30E-05
4927,-3.00E-05
4928,-4.42E-05
4929,-2.65E-05
4930,-1.45E-05
4931,3.63E-05
4932,6.19E-05
4933,6.14E-05
4934,4.76E-05
4935,4.52E-05
4936,4.70E-05
4937,4.81E-05
4938,3.43E-05
4939,8.03E-06
4940,2.92E-06
4941,1.78E-05
4942,-2.63E-05
4943,3.43E-05
4944,3.88E-05
4945,-1.64E-05
4946,1.88E-05
4947,5.15E-05
4948,5.85E-05
4949,6.78E-05
4950,6.89E-05
4951,6.18E-05
4952,5.23E-05
4953,2.59E-05
4954,2.48E-05
4955,-2.35E-05
4956,-0.006695963
4957,-3.90E-05
4958,0.007222487
4959,-3.63E-05
4960,0.00471664
4961,4.77E-05
4962,7.09E-05
4963,4.85E-05
4964,4.16E-05
4965,5.36E-05
4966,3.56E-05
4967,4.75E-05
4968,3.83E-05
4969,2.71E-06
4970,2.53E-06
4971,1.99E-05
4972,-3.31E-05
4973,-3.25E-05
4974,-3.28E-05
4975,2.63E-05
4976,1.47E-05
4977,4.06E-05
4978,4.91E-05
4979,7.06E-05
4980,6.48E-05
4981,5.31E-05
4982,5.11E-05
4983,3.20E-05
4984,1.82E-05
4985,2.83E-05
4986,3.56E-05
4987,6.14E-05
4988,6.82E-05
4989,4.91E-05
4990,4.28E-05
4991,4.57E-05
4992,6.61E-05
4993,4.29E-05
4994,3.28E-05
4995,3.30E-05
4996,4.20E-05
4997,3.15E-05
4998,2.60E-05
4999,2.01E-05
5000,1.26E-05
5001,1.88E-05
5002,3.42E-05
5003,3.18E-05
5004,-2.60E-05
5005,2.42E-05
5006,2.06E-05
5007,2.01E-05
5008,5.03E-05
5009,7.59E-05
5010,5.93E-05
5011,4.74E-05
5012,5.24E-05
5013,2.42E-05
5014,-1.05E-05
5015,1.84E-05
5016,2.68E-05
5017,6.35E-05
5018,6.63E-05
5019,4.38E-05
5020,4.10E-05
5021,4.26E-05
5022,5.03E-05
5023,4.29E-05
5024,4.20E-05
5025,3.01E-05
5026,2.85E-05
5027,3.39E-05
5028,2.93E-05
5029,4.12E-05
5030,3.30E-05
5031,2.68E-05
5032,2.35E-05
5033,3.02E-05
5034,3.76E-05
5035,2.03E-05
5036,1.80E-05
5037,2.18E-05
5038,4.64E-05
5039,6.29E-05
5040,4.86E-05
5041,3.71E-05
5042,4.36E-05
5043,1.68E-05
5044,1.06E-05
5045,-2.47E-05
5046,-4.01E-05
5047,-4.36E-05
5048,5.89E-05
5049,5.14E-05
5050,4.00E-05
5051,4.99E-05
5052,3.99E-05
5053,3.74E-05
5054,3.77E-05
5055,3.73E-05
5056,4.08E-05
5057,3.96E-05
5058,3.42E-05
5059,4.26E-05
5060,3.55E-05
5061,3.73E-05
5062,1.63E-05
5063,4.41E-05
5064,4.53E-05
5065,2.42E-05
5066,1.98E-05
5067,1.92E-05
5068,3.71E-05
5069,5.15E-05
5070,5.39E-05
5071,3.91E-05
5072,3.15E-05
5073,1.56E-05
5074,1.10E-05
5075,-3.13E-05
5076,-4.77E-05
5077,-3.93E-05
5078,4.20E-05
5079,5.16E-05
5080,3.22E-05
5081,4.46E-05
5082,4.97E-05
5083,1.81E-05
5084,2.02E-05
5085,4.20E-05
5086,4.96E-05
5087,4.97E-05
5088,4.00E-05
5089,4.13E-05
5090,3.43E-05
5091,3.50E-05
5092,2.25E-05
5093,4.28E-05
5094,4.15E-05
5095,-3.45E-05
5096,-2.73E-05
5097,-2.08E-05
5098,-3.46E-05
5099,4.85E-05
5100,5.50E-05
5101,3.97E-05
5102,1.47E-05
5103,1.46E-05
5104,-1.83E-05
5105,-3.20E-05
5106,-5.54E-05
5107,4.35E-05
5108,3.26E-05
5109,4.55E-05
5110,3.63E-05
5111,4.16E-05
5112,4.33E-05
5113,2.73E-05
5114,2.25E-05
5115,3.46E-05
5116,4.81E-05
5117,5.49E-05
5118,6.64E-05
5119,3.67E-05
5120,3.78E-05
5121,2.63E-05
5122,1.37E-05
5123,0.005682402
5124,4.61E-05
5125,-3.78E-05
5126,-2.07E-05
5127,-1.90E-05
5128,-3.28E-05
5129,5.24E-05
5130,5.05E-05
5131,3.01E-05
5132,2.25E-05
5133,-1.09E-05
5134,2.04E-05
5135,-3.39E-05
5136,5.17E-05
5137,4.90E-05
5138,3.75E-05
5139,3.57E-05
5140,4.62E-05
5141,4.01E-05
5142,1.09E-05
5143,3.64E-05
5144,3.53E-05
5145,2.56E-05
5146,4.45E-05
5147,5.74E-05
5148,7.93E-05
5149,4.49E-05
5150,3.28E-05
5151,3.64E-05
5152,3.58E-05
5153,3.43E-05
5154,4.93E-05
5155,-3.74E-05
5156,-1.75E-05
