95
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.72140789,0.6700117,-0.24546596,-0.22028624,-0.61962086,0.7122432,4.3860021,1.0108439,0.031773865,26.425058,19.063246,17.705099,95.78981,125.17834,95.254776,40.159191,1.4473549,0.67222047,6.2677636,157,15,0.61626548,1,1,1,33912,33912,33912
2,0.80586904,0.18235408,0.82156998,0.29286543,0.31879616,0.3709738,3.1657569,1.5389496,4.2532234,76.799538,61.890373,14.004709,106.6129,106.82258,85.677422,53.442364,2.7741232,2.1193984,2.0892682,370,25,0.0019872901,1,1,1,80352,79920,80352
3,0.2165388,0.17783678,0.083083764,-0.63003021,0.54650843,0.54542416,1.5459045,2.1656055,0.0077980021,58.877575,12.74928,10.470599,20.047619,128.04762,115,29.620924,0.91552132,1.3772726,3.7948818,63,8,0.012064043,1,1,1,13608,13608,13608
4,0.8487258,0.7501567,-0.82545346,0.40330631,0.14117843,0.36883494,0.72785002,1.2256786,0.4954409,17.562206,14.905497,13.174406,35.290909,127.69091,135.43637,28.309963,5.4631453,2.329607,0.08891207,55,10,0.37614578,1,1,1,11880,11880,11880
5,0.75658321,0.63310832,0.21772985,-0.56463921,-0.33190849,0.72361106,1.2880689,1.8358681,4.7250714,24.39292,18.455273,15.44336,108.52066,134.2562,126.47108,36.615704,2.3688869,1.2999442,4.7744017,119,11,0.58226657,1,1,1,26136,25704,26136
6,0.55908066,0.43723834,0.33949718,-0.52615488,0.6885407,0.36580655,1.5657333,2.1808612,5.6441112,18.486937,10.33569,8.0831976,22.200001,52.68,118.68,21.766991,3.911284,2.7197018,4.362236,25,12,0.40512341,1,0,0,5400,5400,5400
7,0.87582493,0.69123846,0.11375876,0.68137282,-0.13714363,0.70991659,1.5489111,1.9366693,4.2442436,20.508833,17.962147,14.176494,47.696629,118.48315,108.64045,33.111534,2.3146451,1.2488158,2.5183012,88,11,0.52412558,1,0,0,19224,19008,19224
8,0.92381537,0.23492925,0.037034217,-0.89579821,0.24018577,0.37213552,1.555339,1.5834401,4.4647045,72.162582,66.664902,16.9531,83.782204,46.545666,59.810303,54.711914,1.0389621,2.223897,4.0979176,397,21,0.0014344084,1,1,1,92232,85752,92232
9,0.70654529,0.51466399,-0.415939,0.23731786,0.87412405,0.081130534,4.5253768,0.8357898,4.0384574,17.872292,12.627584,9.1982241,12.352942,54.529411,129.70589,23.877548,4.286447,0.99875444,5.3234282,33,7,0.42973217,1,1,1,7344,7128,7344
10,0.88068122,0.52471381,-0.81256485,0.16168363,0.30034235,0.47264284,2.7151444,2.3703153,5.0813708,24.755608,21.801798,12.989609,68.900826,129.7934,70.438019,36.717983,5.5206904,1.9528279,5.9135184,120,10,0.55839634,1,1,1,26136,25920,26136
