1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
1465,12836,1557,14024,2260,604,4109,8447,785,152,3382,12328,5813,456,9109,13028,7996,338,10340,5591,2000,601,4156,230,13467,8325,12230,2766,14542,11681,10916,9298,5021,8619,9136,8134,7286,1927,2693,164,1136,7855,7614,3522,9169,13947,4398,102,5894,5289,564,504,12193,8252,7507,3187,7796,1577,9370,272,4148,617,3750,1010,661,3644,47,9979,1603,5121,31,7012,12312,6959,9236,8777,13690,8852,42,148,5820,3396,535,4615,3712,7966,14102,184,4249,10196,328,4888,8192
2037,12837,1558,14025,2284,605,4110,8448,1335,153,3383,12351,5814,457,9132,13051,7997,339,10341,5592,2001,602,4157,253,14040,8350,12231,2767,14543,11682,10917,9299,5044,8620,9137,8135,7287,1928,2694,165,1137,7856,7615,3544,9170,13970,4399,125,5916,5290,1138,1076,12194,8253,7508,3188,7797,1600,9371,273,4172,618,4251,1011,1285,3645,48,9980,1604,5143,32,7536,12313,6981,9237,8778,13691,8853,43,149,5821,3397,555,4616,3736,7967,14103,185,4250,10745,329,5463,8764
2038,12858,1559,14048,2285,606,4111,8449,1359,154,3384,12352,5836,458,9133,13052,7998,340,10364,5616,2002,1151,4158,254,14041,8800,12232,2768,14544,11683,10941,9321,5045,8621,9161,8635,7309,2501,3242,189,1709,7876,7616,3545,9171,13971,4422,126,5917,5311,1139,1077,12195,8254,7531,3189,8343,1601,9372,274,4173,1166,4275,1012,13134,3646,49,9981,1605,5144,33,7537,12333,6982,9258,8779,13714,8854,63,168,5822,3419,556,4617,4236,7968,14126,186,4274,10746,330,5464,8765
2039,12859,1582,14049,2309,607,4134,8467,1360,155,3385,12353,5837,459,9134,13053,7999,341,10365,5617,2026,1152,4181,255,14042,8823,12732,3340,14565,11705,10942,9322,5046,8644,9162,8658,7310,2502,3243,190,1710,7877,7637,3546,9193,13972,4423,150,5918,5312,1140,1078,12196,8276,7532,3210,8344,1625,9373,275,4196,1167,4299,1013,13135,3647,50,9982,1606,5145,34,7538,12334,6983,9259,8780,14264,8876,64,169,5823,3420,557,4618,4237,7969,14127,187,4849,10768,331,5465,8766
2062,12860,1583,14050,2310,608,4135,8468,1361,156,3404,12376,5838,480,9135,13054,8000,342,10913,5642,2051,1153,4182,279,14065,8824,12755,3341,14566,11706,11515,9323,5621,8645,9634,8659,7311,2503,3244,215,1711,7878,7638,3570,9194,13973,4424,151,5919,5313,1161,1101,12197,8277,7533,3211,8345,1626,9395,292,4197,1168,4300,1034,13136,3648,70,10527,1607,5146,53,7561,12335,6984,9260,8801,14265,8877,65,170,5843,3421,558,4619,4238,7989,14128,188,4850,10769,351,5486,8767
2063,12861,1584,14073,2859,609,4136,8469,1383,702,3405,12377,5839,481,9157,13077,8022,361,10914,6166,2076,1176,4183,828,14066,8825,12756,3342,14567,11707,11516,9346,5622,8646,9635,8660,7312,2524,3245,762,1712,7879,7639,3571,9195,13995,4445,176,5920,5314,1162,1102,12198,8278,7534,3212,8346,1650,9396,293,4198,1191,4324,1035,13137,3669,71,10528,1627,5147,54,7562,12336,6985,9261,8802,14289,8878,66,171,5844,3444,581,4620,4260,7990,14151,207,4873,10770,352,5487,8768
2064,12862,1608,14074,2860,610,4159,8470,1384,703,3406,12378,5840,482,9158,13078,8023,362,10938,6190,2077,1177,4206,829,14067,8848,12757,3343,14568,11708,11517,9347,5644,8668,9636,8661,7335,2525,3246,789,1734,7880,7640,4092,9196,13996,4446,177,5942,5315,1163,1103,12744,8279,7555,3213,8347,1651,9397,294,4222,1192,4325,1036,13138,3670,72,10529,1628,5167,55,7563,12337,7006,9262,8803,14290,9451,67,172,5845,3445,13655,4640,4261,7991,14152,208,4874,10771,353,5488,8769
2065,12884,2129,14075,2884,627,4160,8471,1385,704,3407,12951,5841,483,9159,13601,8024,363,10939,6191,2101,1178,4207,830,14068,8849,12779,3344,14569,11729,11540,9348,5645,8669,9659,8683,7336,2526,3266,790,1735,7881,7641,4093,9219,13997,4447,201,5943,5337,1164,1104,12745,8280,7556,3214,8348,1675,9398,295,4223,1193,4349,1037,13158,3671,73,10530,1629,5168,56,7564,12338,7007,9283,8804,14314,9452,68,173,5846,3446,13656,4641,4262,7992,14153,209,4875,10772,354,5489,8789
2087,12885,2130,14099,2885,628,4161,8472,1386,727,3409,12952,5861,484,9160,13626,8572,364,10940,6192,2102,1201,4208,853,14090,8850,12780,3345,14590,11730,11541,9871,5646,8670,9660,8684,7337,2527,3267,815,1736,7901,7662,4094,9220,13998,4448,202,5944,5338,1165,1126,12746,8301,7557,3236,8349,1676,9399,296,4696,1194,4350,1038,13159,3672,74,10531,1630,5169,57,7586,12339,7008,9284,8805,14315,9453,69,174,5847,3470,13680,4642,4263,8015,14176,210,4899,10793,355,5490,8790
2088,12886,2131,14100,2909,629,4184,8473,1407,728,3431,12953,5862,1057,9182,13627,8573,365,10963,6215,2573,1202,4209,854,14091,8873,12781,3365,14591,11731,11542,9872,5669,8671,9661,8685,7858,2528,3268,10738,1737,7902,7663,4095,9221,13999,4449,226,5967,5339,1186,1127,12768,8302,7558,3237,8367,1700,9400,297,4697,1217,4374,1060,13160,3673,75,10552,1631,5170,58,7587,12359,7009,9285,9376,14914,9454,86,175,5848,3996,13681,4643,4264,8016,14177,211,5499,10794,356,5511,8791
2089,13359,2132,14649,2910,630,4185,8493,1408,729,3432,12976,5863,1058,9183,13628,8574,366,10964,6216,2574,1226,4232,855,14092,8874,12782,3366,14592,11732,11543,9895,5670,8693,9662,8686,7859,2548,3269,11286,1738,7903,7664,4096,9244,14021,4470,227,5968,5340,1187,1128,12769,8303,7559,3238,8368,1725,9421,298,4721,1218,4375,1061,13161,3695,95,10553,1632,5171,59,7588,12360,7010,9286,9377,14915,9455,87,193,5869,3997,13705,4644,4265,8017,14178,212, ,10795,357,5512,8792
2090,13360,2133,14650,3510,631,4186,8494,1409,730,3457,12977,5864,1059,9184,13651,8597,367,10965,6217,2575,1227,4233,878,14116,8875,12804,3367,14593,11733,11566,9896,6246,8694,9683,8708,7860,2549,3270,11287,1760,7904,7665,4117,9245,14022,4471,251,6517,5341,1188,1701,12770,8304,7560,3262,8369,2126,9422,299,4722,1219,4851,1062,13162,3696,96,10554,1633,5172,80,7589,12361,7011,9287,9378,14939,9476,88,194,5870,4019,13706,4665,4285,8041,14676,213,,10796,376,5513,8793
2114,13384,2134,14673, ,632,4210,8495,1410,752,3458,12978,5865,1081,9185,13652,8598,368,10966,6218,2576,1776,4234,879,14690,8898,12805,3368,14594,11754,11567,9897,6269,8695,9684,8709,7882,2550,3271,11311,1761,7905,7666,4118,9741,14023,4472,252,6518,5362,1189,1702,12771,8305,7582,3263,8370,2127,9423,300,4723,1242,4876,1063,13736,3697,97,10555,1652,5194,81,7611,12362,7579,9288,9379,15539,9477,89,195,5871,4020,14229,4666,4286,8540,14701,214,,10797,377,5514,8794
2115,13385,2154,14674,,633,4211,8496,1411,753,3932,13576,5887,1082,9208,13653,8599,388,10988,6240,2577,1777,4731,1479,14691,8899,12806,3369,14616,11755,12140,9898,6270,8696,9685,8710,7883,2551,3291,11312,1762,7925,7688,4119,9765,14047,4473,651,6519,5363,1764,1703,12772,8326,7583,3737,8371,2128,9424,318,4747,1243,4877,1085,13737,3698,98,10556,1653,5195,82,7612,12363,7580,9312,9380, ,9478,90,196,5872,4021,14230,4667,4287,8541,14702,231,,10818,378,5536,8795
2662,13386,2155,14675,,634,4235,8497,1432,754,3933,13577,5888,1083,9209,13654,8600,389,10989,6241,2578,1778,4732,1504,14692,8900,12807,3370,14617,11756,12141,9920,6894,8718,9686,8711,7884,2552,3292,11336,1763,7926,7689,4120,9766,14595,4998,652,6542,5364,1788,1726,12773,8327,7584,3738,8372,2151,9425,319,4748,1244,4878,1086,13738,3721,99,10576,1654,5196,83,7613,12364,7581,9337,9381,,9479,91,197,5873,4022,14254,4668,4288,8542,14726,232,,10819,379,5537,8815
2663,13409,2156,14699,,1105,4709,8518,1433,755,3956,13578,5889,1084,9707,13676,8622,390,10990,6242,2579,1801,4756,13305,14715,8923,12808,3390,14641,11757,12142,9921,6895,8719,9687,8733,7885,2553,3293,11337,1785,7927,7690,4121,9767,14596,5022,676,6543,5365,1789,1727,12793,8328,8131,3761,8373,2152,9446,320,4772,1792,4900,1087,13758,3722,470,10577,1655,5694,84,8161,12908,7585,9833,9401,,9480,92,198,5895,4044,14255,5191,4289,8543,14727,233,,10820,380,6136,8816
2664,13410,2157,14700,,1107,4710,8519,1434,756,3957,13602,6386,1106,9732,13677,8623,391,11014,6243,2580,1802,4757,13329,14716,8924,12829,3391,15166,11780,12166,9922,7520,8720,9688,8734,7886,3126,3294,11338,1786,7928,7691,4122,9768,14597,5023,677,6544,5366,1790,1728,12794,8329,8132,3762,8374,2153,9447,321,4773,1793,4901,1563,13759,3723,471,10578,1656,5718,85,8162,12909,7604,9834,9402,,9501,93,199,5896,4045,14256,5192,4290,8563,14728,234,,10821,381,6137,8817
2687,13411,2158,15274,,1108,4711,8520,1435,777,3958,13603,6411,14155,9733,13678,8624,392,11039,6266,2598,1826,4780,13330,14717,8925,12830,3392,15167,11781,12167,9923,8145,8721,9708,8735,7908,3127,3295,11339,1787,7929,7692,4142,9791,14598,5024,701,6545,5388,1811,1729,12795,8330,8133,3763,8375,2175,9448,322,4774,1794,4902,1564,13760,4219,472,10579,1657,5719,106,8163,12910,7605,9835,9403,,9502,94,200,5897,4046,14257,5193,4310,8564,14751,235,,10822,382,6138,8818
2688,13412,2159,15275,,1129,4733,8521,1436,778,3959, ,6412,14156,9734,13679,8625,393,11538,6267,2599,2401,4781,13331,14741,8949,12831,3393,15168,11782,12168,9924, ,8743,9709,8736,7909,3128,3316,11361,2334,8401,7714,4143,9792,14620,5025,725,6567,5389,1812,1751,12796,8351,8155,3764,8392,2176,9971,323,4797,1817,4924,1586,13761,4220,473,10580,1658,5720,107,8164,12911,7606,9836,9404,,9503,115,217,6442,4047,14279,5215,4311,8565,14752,236,,10823,383,6139,8819
2689,13413,2181,15299,,1130,4734,9067,1959,779,3960,,6413,14157,9757,13702,8647,410,11539,6268,2600, ,4782,13332,15316,8950,12832,3417,15190,12281,12191,9945,,8744,9710,8760,7910,3149,3317,11362,2335,8402,7715,4144,9793,14621,5047,726,6568,5390, ,1752,12797,8352,8156,3765,8393,2177,9972,324,4798,1818,4925,1587,13762,4221,474,10581,1677,5721,108,8186,12933,7607,9837,9405,,9504,116,218,6443,4068,14280,5216,4312,8566,14753,237,,10844,401,6161,8841
2690,13434,2182,15300,,1131,4735,9068,1960,780,3980,,6436,14179,9758,13703,8648,411,11563,6791,2601,,4783,13355,15341,8975,12854,3965,15191,12305,12192,9946,,8745,9711,8761,7911,3150,3318,11363,2336,8403,7716,4145,9794,14622,5048,750,6569,5413,,1753,12798,8353,8157,3766,8394,2178,9973,325,4799,1819,4926,1588,13763,4242,475,10582,1678,5742,109,8187,12934,7608,9858,9426,,9505,117,219,6444,4069,14281,5217,4313,8567,14776,238,,10845,402,6162,8842
2712,13435,2183,15325,,1132,4736,9069,1984,781,3981,,6437,14180,9759,13704,8649,412,11564,6815,2602,,4805,13904, ,9449,12855,3966,15192,12306,12791,9947,,8746,9712,9308,7912,3151,3319,11364,2337,8425,7740,4146,9795,14623,5049,751,6593,5414,,2326,12817,8354,8158,3786,8395,2200,9995,343,4821,1842,4927,1589,13783,4243,494,10603,1679,5743,110,8188,12935,7609,9859,9427,,9526,118,220,6445,4070,14282,5218,4314,8568,14777,239,,10846,403,6163,9364
2713,13436,2184, ,,1133,4737,9070,1985,802,3982,,6438,14181,9782,13727,8650,413,11565,6816,2603,,4806,13905,,9450,12856,3967,15193,12307,12792,9948,,9269,9713,9309,7933,3152,3320,11365,2360,8426,7741,4147,9796,14624,5050,776,7167,5438,,2351,12818,8879,8159,3787,8396,2201,9996,344,4822,1843,4949,1611,13784,4244,495,10604,1680,5744,132,8189,12936,7610,9860,9428,,9527,141,221,6446,4071,14304,5219,4335,8588,14778,240,,11370,404,6787,9365
2714,13437,2207,,,1134,4758,9071,1986,803,3983,,6439,14182,9783,13728,9197,414,11588,6817,2604,,4807,13906,,9472,12857,3968,15215,12329, ,9949,,9270,9735,9310,7934,3153,3867,11366,2361,8427,8215,4167,9817,14646,5069,801,7168,5439,,2352,12819,8901,8160,3788,8397,2202,9997,345,4823,1844,4950,1612,13785,4245,496,10605,1681,5745,133,8190,12937,7630,9861,9429,,9551,142,222,6447,4072,14305,5240,4336,8589,14779,256,,11371,405, ,9366
2715,13438,2208,,,1154,4759,9072,2008,804,3984,,6440,14205,9784,14201,9198,415,11589,6840,2605,,4808,13907,,9473,12880,3969,15216,12330,,9970,,9294,9736,9311,7935,3154,3868,11386,2362,8428,8216,4168,9818,14647,5070,826,7169,5890,,2353,12820,8902,8180,3789,8398,2225,9998,346,4824,1868,4951,1613,13786,4246,497,10606,1682,5746,653,8211,12938,7631,9862,9430,,9576,143,223,6467,4621,14306,5241,4337,8590,14801,257,,11372,426,,9367
2739,13439,2209,,,1155,4760,9073,2009,805,3985,,6461,14206,9785,14202,9199,416,11590,6841,2624,,4830,13908,,9474,12881,3970,15217,12331,,9974,,9295,9737,9333,7936,3173,3869,11387,2363,8429,8239,4169,9819,14648,5071,851,7170,5912,,2376,12821,8903,8181,3790,8399,2226,9999,347,4847,1869,4952,1614,13787,4247,498,10607,1683,5747,654,8212,12958,7632,9882,9976,,10076,166,224,6468,4622,14307,5242,4338,8591,14802,258,,11394,427,,9368
2740,13459,2754,,,1156,4761,9074,2010,806,3986,,6462,14207,9807,14203,9222,417,11591,6842,2625,,4831,13928,,9475,12882,3990,15218,12332,,10497,,9319,9738,9334,7937,3174,3870,11388,2385,8450,8240,4170,9820,14672,5072,876,7193,5913,,2377,12822,8904,8182,3791,8400,2227,10021,348,4848,2418,4974,1636,13788,4266,499,11151,1704,5767,655,8213,12959,7633,9883,9977,,10077,167,225,6469,4645,14329,5243,4360,8592,14803,259,,11395,428,,9369
3288,13460,2755,,,1157,4762,9092,2011,827,4004,,6463,14231,9808,14226,9223,418,11592,6865,2626,,4832,13929,,9497,13356,3991,15240,12354,,10521,,9320,9739,9335,7960,3175,3871,11389,2386,8451,8241,4171,9821,15246,5073,10699,7194,5914,,2976,12823,8905,8183,3810,8417,2249,10022,349,5296,2419,4975,1637,13808,4267,500,11152,1705,5768,656,8214,12960,7634,9884,10001,,10078,191,245,6470,4646,14330,5244,4361,8593,14826,260,,11396,429,,9388
3289,13461,2756,,,1158,4784,9093,2012,852,4005,,6464,14755,9809,14227,9224,419,11613,6866,2627,,4833,13930,,9498,13357,3992,15241,12355,,10522,,9344,9740,9336,7961,3176,3891,11390,2387,8452,8242,4194,9822,15247,5074,10700,7218,5915,,2977,12843,8926,8184,3811,8418,2250,10023,350,5297,2443,4976,1638,13809,4268,518,11153,1706,5769,657,8236,12961,7635,9885,10002,,10079,192,246,6471,4647,14331,5245,4362,8613,14827,261,,11397,454,,9389
3313,13462,2757,,,1159,4785,9094,2032,877,4006,,6465,14756,9810,14228,9225,435,11614,6867,2628,,4834,13931,,9499,13358,3993,15242,12356,,10523,,9345,9760,9357,7962,3177,3892,11391,2388,8453,8262,4195,9843,15248,5095,10724, ,5936,,15451,12844,8927,8185,3812,8419,2251,10024,369,5320,2444,4999,1639,13810,4269,519,11154,1707,5770,658,8237,12962,7636,9886,10003,,10080,216,247,6472,4669,14332,5265,4385,8614,14828,262,,11418,902,,9390
3314,13463,2758,,,1160,4786,9095,2033,1326,4007,,6466,14757,10357,14251,9226,436,11615,6868,2629,,4855,13932,,9500,13380,3994, ,12357,,10524,,9919,9761,9358,7985,3178,3893,11392,2410,8454,8263,4692,9844,15272,5096,10725,,5937,,15452,12845,8928,8207,3813,8420,2274,10025,370,5321,2469,5000,1661,13811,4270,520,11155,2179,5771,659,8238,12963,7655,9887,10004,,10101,565,248,6473,4670,14355,5266,4386,8615,15301,263,,11419,903,,9391
3315,13464,2759,,,1179,4787,9096,2034,1327,4008,,6486,14780,10358,14252,9246,437,11639,6891,2630,,4856,13953,,9522,13381,3995,,12358,,10545,,9944,9762,9359,8484,3179,3894,11393,2411,8455,8264,4693,9845,15273,5097,10749,,5938,,15453,12846,8929,8208,3814,8421,2275,10046,371,5322,15565,5475,1662,13812,4271,521,11176,2180,5772,678,8762,12964,7656,9907,10005,,10102,586,249,6492,4671,14356,5267,4860,8616,15302,264,,11420,904,,9392
3338,13483,2779,,,1180,4809,9097,2035,1328,4009,,6487,14781,10382,14253,9247,438,11664,6892,2649,,4857,13954,,9523,13382,4015,,12379,,10546,,9969,9763,9360,8485,3751,3895,11411,2412,8474,8265,4717,9846, ,5098,10750,,5939,,15476,12847,8930,8209,3815,8422,2276,10047,372,5345,15566,5476,1663,14337,4272,522,11177,2203,5791,679,8763,12983,7657,9908,10006,,10103,587,250,6493,4672,14357,5268,4885,8617,15326,280,,11421,927,,9393
3339,13484,2780,,,1181,4810,9098,2036,1329,4010,,6488,14782,10383,14276,9248,439,12164,7416,2650,,4858,13955,,9524,13383,4016,,12380,,10547,,10569,9764,9361,8509,3752,3896,11412,2413,8475,8266,4718,9869,,5623,10774,,5940,,15477,12848,8951,8756,3816,8423,2277,10048,373,5346,15567,5477,1664,14338,4273,523,11178,2204,5792,680,8786,12984,7658,9909,10026,,10104,588,721,6494,4694,14854,5269,4889,8618,15327,281,,11422,928,,9394
3913,13485,2781,,,1182,4811,9116,2056,1351,4011,,6489,14804,10384,14277,9249,440,12165,7441,2651,,4859,13956,,9525,13403,4017,,12381,,10548,, ,9786,9362,8510,3753,3916,11413,2436,8476,8267,4719,9870,,5647,10775,,5941,,15478,12871,8952,8757,3835,8424,2300,10049,374,5347,15568,5478,1685,14339,4292,524,11179,2205,5793,681,8787,12985,7659,9910,10027,,10105,589,722,6495,4695,14855,5270,4890,8639,15328,282,,11443,929,,9413
3938,13486,2782,,,1183,4812,9117,2057,1352,4012,,6490,14805,10407,14278,9250,441,12188,7442,2652,,5355,13957,,9548,13404,4018,,12382,,10549,,,9787,9385,8511,3774,3917,11414,2437,8477,8287,4720,9894,,5648,10799,,5961,, ,12872,8953,8758,3836,8943,2301,10050,375,5348,15591,5500,1686,14360,4293,525,11180,2206,5794,682,8788,12986,7660,9911,10028,,10126,590,723,6496,5295,14879,5816,4910,8640,15351,283,,11444,930,,9414
3939,13487,2783,,,1184,4835,9118,2058,1353,4013,,6491,14806,10408,14301,9273,442,12189,7465,2653,,5356,13978,,9549,13405,4041,,12383,,10570,,,9788,9386,8534,3775,3918,11415,2959,8478,8288,4742,10366,,5649,10800,,5962,,,13369,8954,8759,3837,8944,2302,10071,394,5371,15592,5501,1687,14361,4294,544,11181,2228,5795,683,8811,12987,7661,9912,10029,,10127,611,724,6497, ,14880,5817,4911,8641,15352,284,,11445,952,,9415
3940,13488,2784,,,1185,4836,9119,2059,1354,4029,,6511,14807,10409,14302,9274,443,12190,7466,2654,,5357,13979,,9550,13406,4042,,12404,,10571,,,9811, ,8535,3776,3919,11416,2960,8479,8289,4743,10367,,5650,10824,,5963,,,13370,8955,8781,3838,8945,2325,10072,395,5372,15593,5502,1688,14362,4295,545,11201,2229,5796,684,8812,12988,8204,9913,10030,,10128,612,744,6498,,14881,5842,4912,8642,15353,285,,11446,953,,9416
3963,13508,2806,,,1203,5334,9120,2060,1355,4030,,6512,14829,10432,14303,9275,444,12213,7467,2655,,5380,13980,,9574,13407,4043,,12405,,10572,,,9812,,8536,3777,3920,11417,2961,8480,8290,4744,10390,,5671,10825,,5964,,,13393,8956,8782,3839,8946,2327,10073,396,5373,15617,5503,1689,14363,4296,546,11202,2230,5797,685,8813,12989,8205,9932,10031,,10129,613,745,6499,,14882,5866,4913,8643,15376,286,,11447,954,,9417
3964,13509,2807,,,1204,5335,9121,2061,1376,4031,,6513,14830,10433,14327,9847,460,12214,7490,2675,,5381,13981,,9575,13408, ,,12406,,10573,,,10235,,8537,3778,3921,11436,2962,8481,8291,4745,10391,,5672,10849,,5965,,,13394,8976,8783,3840,8947,2328,10596,397,5374, ,5504,1713,14364,4297,547,11203,2231,6293,705,8814,13008,8206,9933,10051,,10130,614,746,6520,,14904,5867,4914,8664,15377,287,,11448,955,,9418
4563,13510,2808,,,1205,5336,9122,2081,1377,4032,,7036,14831,10434,14328,9848,461,12215,7491,2676,,5382,13982,,9600,13427,,,12407,,10574,,,10256,,8559,3799,3941,11437,2985,8499,8292,4746,10392,,5673,10850,,5966,,,13395,8977,8784,3860,8948,2329,10597,398,5396,,5524,2187,14383,4298,548,11204,2232,6318,706,8836,13009,8210,9934,10052,,10151,615,747,6521,,14905,5868,4915,8665,15378,288,,11468,956,,9419
 ,13511,2809,,,1206,5358,9123,2082,1378,4033,,7037,14832,11007,14352,9849,462,12216,7492,2677,,5405,14003,,10074,13428,,,12431,,10595,,,10257,,8560,3800,3942,11911,2986,8500,8311,4767,10393,,5674,10875,,5987,,,13396,8978,8785,3861,8968,2330,10598,399,5397,,5525,2188,14384,4318,549,11205,2233,6319,707,8837,13010,8229,9935,10053,,10152,616,748,6522,,14906, ,4935,8666,15401,306,,11469,976,,9420
,13512,2833,,,1207,5359,9144,2083,1379,4034,,7038,14856,11032,14353,9873,463,12239,7516,2678,,5406,14004,,10075,13429,,,12432,,10599,,,10258,,8561,4376,3943,11912,2987,8501,8312,4768,10394,,5675,11324,,5988,,,13418,8979,8806,3862,8969,2350,10620,400,5398,,5526,2189,14385,4319,550,11206,2252,6320,708,8838,13011,8230,9936,10054,,10153,635,749,6523,,14907,,4936,8667,15402,307,,11470,977,,9439
