strain, stress
0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,0.000000e+00, 0.000000e+00,
2.529060e-05, -1.121124e-05,3.295746e-05, -1.029000e-05,-1.400099e-04, -2.070995e+01,-9.838215e-12, -3.028576e-01,-1.742781e-11, -4.510870e-01,3.416794e-11, 4.538750e-02,
5.057600e-05, -4.574726e-05,6.590782e-05, -4.234628e-05,-2.800395e-04, -4.140843e+01,-3.938221e-11, -6.057611e-01,-6.984116e-11, -9.020669e-01,1.367263e-10, 9.077298e-02,
7.585619e-05, -1.140043e-04,9.885109e-05, -1.049272e-04,-4.200889e-04, -6.209541e+01,-8.869651e-11, -9.087097e-01,-1.573725e-10, -1.352940e+00,3.077281e-10, 1.361575e-01,
1.011312e-04, -2.089571e-04,1.317873e-04, -1.918155e-04,-5.601581e-04, -8.277093e+01,-1.579253e-10, -1.211704e+00,-2.802723e-10, -1.803707e+00,5.472865e-10, 1.815402e-01,
1.264009e-04, -3.342395e-04,1.647164e-04, -3.061727e-04,-7.002470e-04, -1.034350e+02,-2.470569e-10, -1.514744e+00,-4.386486e-10, -2.254367e+00,8.554715e-10, 2.269214e-01,
1.516655e-04, -4.714067e-04,1.976384e-04, -4.329042e-04,-8.403557e-04, -1.240876e+02,-3.561232e-10, -1.817831e+00,-6.326334e-10, -2.704919e+00,1.232310e-09, 2.722992e-01,
1.769249e-04, -6.639015e-04,2.305533e-04, -6.075477e-04,-9.804842e-04, -1.447286e+02,-4.853392e-10, -2.120961e+00,-8.626046e-10, -3.155366e+00,1.677886e-09, 3.176787e-01,
2.021790e-04, -8.672484e-04,2.634611e-04, -7.937826e-04,-1.120633e-03, -1.653583e+02,-6.346391e-10, -2.424139e+00,-1.128409e-09, -3.605705e+00,2.192329e-09, 3.630543e-01,
2.274280e-04, -1.092959e-03,2.963618e-04, -1.001491e-03,-1.260801e-03, -1.859765e+02,-8.040330e-10, -2.727363e+00,-1.430506e-09, -4.055937e+00,2.775698e-09, 4.084280e-01,
2.526717e-04, -1.352267e-03,3.292555e-04, -1.238871e-03,-1.400989e-03, -2.065832e+02,-9.938062e-10, -3.030633e+00,-1.769059e-09, -4.506062e+00,3.427956e-09, 4.538011e-01,
2.779104e-04, -1.674202e-03,3.621423e-04, -1.527136e-03,-1.541196e-03, -2.271783e+02,-1.203685e-09, -3.333967e+00,-2.144447e-09, -4.956076e+00,4.149594e-09, 4.991785e-01,
3.031455e-04, -2.023703e-03,3.950251e-04, -1.843147e-03,-1.681424e-03, -2.477608e+02,-1.431433e-09, -3.637549e+00,-2.560489e-09, -5.405912e+00,4.941357e-09, 5.445795e-01,
3.283878e-04, -2.378203e-03,4.279227e-04, -2.166005e-03,-1.821671e-03, -2.683233e+02,-1.668859e-09, -3.941621e+00,-3.027552e-09, -5.855189e+00,5.806136e-09, 5.900791e-01,
3.536977e-04, -2.759379e-03,4.609434e-04, -2.505734e-03,-1.961938e-03, -2.888236e+02,-1.898694e-09, -4.244316e+00,-3.570442e-09, -6.302250e+00,6.747196e-09, 6.357270e-01,
3.793376e-04, -3.176535e-03,4.945664e-04, -2.888609e-03,-2.102225e-03, -3.090763e+02,-2.094749e-09, -4.535623e+00,-4.271499e-09, -6.741193e+00,7.737567e-09, 6.810782e-01,
4.061108e-04, -3.643890e-03,5.301348e-04, -3.287905e-03,-2.242532e-03, -3.285459e+02,-2.253797e-09, -4.790189e+00,-5.321318e-09, -7.156897e+00,8.637222e-09, 7.270287e-01,
4.356120e-04, -4.214740e-03,5.698787e-04, -3.741050e-03,-2.382859e-03, -3.462800e+02,-2.433862e-09, -4.975521e+00,-6.893948e-09, -7.528903e+00,9.244749e-09, 7.811269e-01,
4.696539e-04, -4.869467e-03,6.158985e-04, -4.513017e-03,-2.523205e-03, -3.613068e+02,-2.800785e-09, -5.083557e+00,-8.765248e-09, -7.853027e+00,9.545020e-09, 8.511727e-01,
5.090518e-04, -5.647486e-03,6.689364e-04, -5.373688e-03,-2.663572e-03, -3.732446e+02,-3.592973e-09, -5.148861e+00,-1.045587e-08, -8.150551e+00,9.613139e-09, 9.402375e-01,
5.532644e-04, -6.494027e-03,7.282747e-04, -6.485164e-03,-2.803958e-03, -3.824125e+02,-5.107971e-09, -5.220504e+00,-1.172193e-08, -8.449614e+00,9.310147e-09, 1.052845e+00,
6.010586e-04, -7.483193e-03,7.925106e-04, -7.589655e-03,-2.944365e-03, -3.894708e+02,-7.611510e-09, -5.326428e+00,-1.248144e-08, -8.769435e+00,8.254336e-09, 1.188665e+00,
6.512585e-04, -8.562791e-03,8.602638e-04, -8.748258e-03,-3.084791e-03, -3.950580e+02,-1.121455e-08, -5.469992e+00,-1.259664e-08, -9.115796e+00,6.025169e-09, 1.339833e+00,
7.030118e-04, -9.746498e-03,9.304812e-04, -9.898308e-03,-3.225237e-03, -3.996493e+02,-1.591484e-08, -5.641692e+00,-1.192582e-08, -9.481777e+00,2.340257e-09, 1.497359e+00,
7.557462e-04, -1.094726e-02,1.002476e-03, -1.111772e-02,-3.365704e-03, -4.035586e+02,-2.167682e-08, -5.829699e+00,-1.036658e-08, -9.853867e+00,-2.931155e-09, 1.655950e+00,
8.090764e-04, -1.220996e-02,1.075840e-03, -1.231521e-02,-3.506190e-03, -4.069833e+02,-2.843409e-08, -6.024840e+00,-7.866434e-09, -1.021815e+01,-9.829911e-09, 1.814365e+00,
8.627520e-04, -1.348715e-02,1.150330e-03, -1.355361e-02,-3.646697e-03, -4.100464e+02,-3.611404e-08, -6.221682e+00,-4.406488e-09, -1.056328e+01,-1.834358e-08, 1.972759e+00,
9.166201e-04, -1.479649e-02,1.225779e-03, -1.478773e-02,-3.787223e-03, -4.128277e+02,-4.464414e-08, -6.417879e+00,4.949493e-12, -1.088176e+01,-2.844205e-08, 2.130854e+00,
9.705905e-04, -1.610564e-02,1.302058e-03, -1.600567e-02,-3.927770e-03, -4.153817e+02,-5.396595e-08, -6.613023e+00,5.346913e-09, -1.116954e+01,-4.010657e-08, 2.288015e+00,
1.024609e-03, -1.744218e-02,1.379065e-03, -1.723418e-02,-4.068336e-03, -4.177472e+02,-6.404041e-08, -6.807328e+00,1.160634e-08, -1.142518e+01,-5.332835e-08, 2.443642e+00,
1.078641e-03, -1.878494e-02,1.456716e-03, -1.845233e-02,-4.208923e-03, -4.199538e+02,-7.483745e-08, -7.001136e+00,1.875977e-08, -1.164930e+01,-6.809978e-08, 2.597140e+00,
1.132662e-03, -2.012672e-02,1.534943e-03, -1.965664e-02,-4.349529e-03, -4.220244e+02,-8.633778e-08, -7.194441e+00,2.678674e-08, -1.184394e+01,-8.442023e-08, 2.747844e+00,
1.186655e-03, -2.141437e-02,1.613691e-03, -2.086725e-02,-4.490156e-03, -4.239776e+02,-9.853294e-08, -7.387013e+00,3.566883e-08, -1.201189e+01,-1.022897e-07, 2.895068e+00,
1.240604e-03, -2.274158e-02,1.692916e-03, -2.204473e-02,-4.630803e-03, -4.258278e+02,-1.114337e-07, -7.578167e+00,4.539974e-08, -1.215609e+01,-1.217213e-07, 3.038182e+00,
1.294502e-03, -2.398668e-02,1.772577e-03, -2.325742e-02,-4.771469e-03, -4.275871e+02,-1.250486e-07, -7.767399e+00,5.596468e-08, -1.227936e+01,-1.427167e-07, 3.176790e+00,
1.348344e-03, -2.515913e-02,1.852640e-03, -2.452344e-02,-4.912156e-03, -4.292653e+02,-1.393922e-07, -7.953884e+00,6.735290e-08, -1.238428e+01,-1.652688e-07, 3.310692e+00,
1.402123e-03, -2.657919e-02,1.933080e-03, -2.555829e-02,-5.052863e-03, -4.308704e+02,-1.544866e-07, -8.136081e+00,7.954424e-08, -1.247318e+01,-1.893806e-07, 3.439665e+00,
1.455844e-03, -2.778404e-02,2.013863e-03, -2.678841e-02,-5.193590e-03, -4.324096e+02,-1.703176e-07, -8.313863e+00,9.252363e-08, -1.254821e+01,-2.149979e-07, 3.563832e+00,
1.509506e-03, -2.913322e-02,2.094965e-03, -2.779328e-02,-5.334338e-03, -4.338892e+02,-1.868985e-07, -8.485962e+00,1.062594e-07, -1.261161e+01,-2.420961e-07, 3.683051e+00,
1.563117e-03, -3.039165e-02,2.176358e-03, -2.887343e-02,-5.475105e-03, -4.353147e+02,-2.042132e-07, -8.652345e+00,1.207440e-07, -1.266520e+01,-2.706108e-07, 3.797445e+00,
1.616681e-03, -3.164641e-02,2.258014e-03, -2.989048e-02,-5.615893e-03, -4.366911e+02,-2.222561e-07, -8.812685e+00,1.359523e-07, -1.271073e+01,-3.004862e-07, 3.907046e+00,
1.670207e-03, -3.284743e-02,2.339908e-03, -3.093883e-02,-5.756701e-03, -4.380228e+02,-2.410135e-07, -8.967157e+00,1.518727e-07, -1.274954e+01,-3.316553e-07, 4.011993e+00,
