88
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.68135965,0.59854257,-0.72071576,-0.23173313,-0.38162571,0.53031158,5.9743085,0.63246119,5.5438161,18.087534,12.324116,10.826159,131.46153,117.76923,115,25.027239,0.93486828,1.7175858,0.31268436,38,5,0.40188417,1,1,1,8424,8208,8424
2,0.23304154,0.17716321,0.76441282,-0.16015258,0.16236268,0.60304433,3.8743877,1.5515735,4.7521667,83.073097,19.359482,14.717497,44.694443,23.111111,110.63889,44.457489,2.6720674,1.7925613,3.0851142,213,15,0.023075636,1,1,1,46656,46008,46656
3,0.83743066,0.7077316,-0.61206716,0.70528895,0.022312708,0.35699219,2.1427743,2.1438875,5.0503654,19.957212,16.712782,14.124351,69.074997,105.525,94.800003,31.941902,3.2596097,2.4347036,4.2662578,79,9,0.51486093,1,0,0,17280,17064,17280
4,0.8458584,0.24463706,0.45118031,0.63475406,0.55780941,0.28700578,3.1785769,1.5719144,0.31279284,77.37114,65.44503,18.927847,85.564484,52.514019,48.644859,60.129642,2.9988565,1.7853923,1.093133,527,23,0.0019761052,1,1,1,115560,113832,115560
5,0.89443916,0.57375997,0.50990081,-0.31210634,-0.53988713,0.59254766,5.8474517,0.43988666,4.9962482,14.914411,13.340033,8.557292,63,17.538462,108.69231,22.053432,5.2168412,0.3733303,1.2780432,26,7,0.30282766,1,0,0,5616,5616,5616
6,0.49714008,0.12723437,-0.34195265,-0.67526257,0.65149289,0.051437743,1.5611098,1.5677974,0.096644305,65.54435,32.584724,8.3394938,61.87912,41.835163,18.032967,32.985634,5.8932214,1.7171404,3.689137,87,9,0.0012693674,1,1,1,19656,18792,19656
7,0.51767182,0.42092612,-0.79989928,-0.3642852,0.4738982,0.053645898,3.1526027,2.2172842,5.7375741,22.084412,11.432478,9.2959061,73.349998,33.450001,60.150002,25.458828,0.53088337,1.6531903,5.944097,40,7,0.52424723,1,0,0,8640,8640,8640
8,0.71311134,0.60518867,0.36866474,0.2333069,-0.29351211,0.85059088,4.5769768,0.76400673,4.3986506,15.327814,10.930438,9.2762203,94.25,113,94.25,21.170332,5.9978466,1.1343187,4.3311443,23,5,0.32021198,1,0,0,5184,4968,5184
9,0.14865912,0.096225217,0.46098745,0.46851781,-0.025861628,0.75320166,3.1722517,1.9745113,0.016948428,83.354179,12.391359,8.0207739,105.29032,78.967743,80.709679,29.304098,3.9694142,1.4344107,2.3824153,61,10,0.008559946,1,1,1,13392,13176,13392
10,0.65223014,0.5710898,0.41295758,0.088423654,0.82137907,0.38338459,4.8656955,0.69391054,6.0065241,36.689423,23.929947,20.952955,60.993176,28.085323,80.795219,49.103493,2.2184355,0.8720026,1.7965603,287,20,0.37370092,1,1,1,63288,61992,63288
11,0.7699281,0.69522989,0.50990081,-0.31210634,-0.53988713,0.59254766,0.67099363,1.2077039,5.7555447,16.340115,12.580714,11.360136,79.105263,101.05264,48.63158,24.805748,3.0505087,0.22021192,0.11459313,37,9,0.41593328,1,0,0,8208,7992,8208
12,0.57804042,0.37833971,0.46437132,0.21146375,0.0017583967,0.86002284,3.1613691,2.1565242,6.2812939,30.315777,17.523743,11.469662,137.16667,34.166668,106.25,30.969147,3.566864,1.0709568,2.7122321,72,10,0.083995685,1,1,1,15552,15552,15552
13,0.81706315,0.74203581,0.21134038,0.66187412,0.64357185,0.32105008,3.7187092,1.760002,5.8024297,15.993204,13.067458,11.86753,47.195122,10.170732,54.951218,25.669241,3.2952518,1.5362736,0.7718057,41,7,0.45010114,1,1,1,8856,8856,8856
14,0.24391578,0.16188501,-0.27375451,-0.50354242,0.012802973,0.81935316,0.12489334,0.29223436,0.10737104,98.039299,23.913332,15.871093,82.276192,81.971428,116.44762,50.651066,1.0572113,1.2206801,5.194725,315,18,0.015854141,1,1,1,68040,68040,68040
15,0.9167853,0.82534397,0.35381219,0.6029107,0.60422504,0.38239741,1.3734629,1.283474,5.0119877,31.299627,28.695038,25.832958,46.092232,44.533981,30.975729,54.295311,3.1751461,1.5481631,1.0949274,388,25,0.64374089,1,1,1,88992,83808,88992
16,0.80697745,0.6200211,0.1057272,0.14198571,-0.55825084,0.81056637,0.40665296,0.72780555,0.31596798,30.968378,24.990782,19.201048,78.272728,130,131.88637,47.573517,4.6754451,0.35592768,2.8139668,261,9,0.64525133,1,1,1,57024,56376,57024
17,0.14604326,0.10183149,-0.20942064,0.7280075,-0.45205107,0.47095421,3.1364875,1.4018512,6.2709565,92.547981,13.516007,9.4242983,89.373627,138.42857,73.087914,33.483604,5.75741,1.7190427,2.0556171,91,10,0.0099933352,1,1,1,19656,19656,19656
18,0.2140815,0.17050464,-0.56288183,-0.49425554,0.56497484,0.3459464,0.048738349,0.55334973,0.011910154,87.801361,18.796646,14.970539,45.16,60.52,48.200001,44.317905,5.9823914,1.693352,4.5412474,211,17,0.022837205,1,1,1,48600,45576,48600
19,0.29526979,0.28174162,0.2408281,-0.71088243,-0.3073664,0.58495629,4.6898937,0.34669378,0.002782735,82.432716,24.33989,23.224728,85.056,109.464,92.795998,58.767891,2.3812363,1.6978419,4.8695517,492,26,0.051859856,1,1,1,108000,106272,108000
20,0.17380412,0.13433416,-0.92084092,-0.10796171,0.34281212,0.15124863,0.083397299,0.65933287,0.10734238,90.199036,15.676964,12.116812,97.414284,44.828571,63.942856,38.282303,5.2446103,2.3734572,5.0111909,136,11,0.013280201,1,1,1,30240,29376,30240
21,0.6421091,0.55208784,-0.79989928,-0.3642852,0.4738982,0.053645898,2.0847881,2.1404548,5.0175447,23.056763,14.804957,12.729359,71.675674,46.459461,50.027027,31.253284,2.8264191,0.33481392,5.0164766,74,10,0.52230489,1,0,0,15984,15984,15984
22,0.8066631,0.78864032,-0.51390642,-0.28241611,0.37531394,0.7178306,4.8807664,0.70709169,5.5592513,26.299919,21.215176,20.741177,20.043478,21.811594,57.434784,43.606419,0.020740157,1.2532014,5.2989335,201,13,0.66758269,1,1,1,44712,43416,44712
23,0.79068053,0.60082966,-0.0059465501,-0.77074742,-0.36414006,0.52279538,0.94910735,1.1622008,3.9727829,19.894501,15.730195,11.953207,11,49.666668,92.714287,29.620924,2.1714711,1.7600988,5.3284941,63,9,0.49404937,1,1,1,13608,13608,13608
24,0.16722918,0.11648009,-0.1255109,-0.20431618,-0.39848119,0.88527662,1.6170167,0.27093327,3.1566424,70.471535,11.784897,8.2085304,40.733334,118.46667,42.066666,25.244877,1.4428844,0.48429412,5.6862092,39,10,0.0045694471,1,1,1,9720,8424,9720
25,0.87090176,0.43183446,0.11173911,-0.15425524,-0.14641985,0.97071159,1.3447168,2.1106415,5.496676,15.630982,13.61305,6.7499967,90.818184,37.363636,101.72727,20.858959,3.7570796,1.674286,4.9331193,22,6,0.30740619,1,0,0,4752,4752,4752
26,0.78160214,0.13340102,-0.47213402,-0.51241541,-0.63650042,0.33073729,5.9785705,0.027832929,0.21870159,58.206375,45.494228,7.7647896,35.074074,31.962963,33.296295,32.209209,1.9178663,1.5417523,0.26528862,81,11,0.00034591372,1,1,1,17496,17496,17496
27,0.76012909,0.60232675,0.82183605,-0.45252466,-0.20149218,0.28143898,5.6143537,0.27616805,4.8281813,21.141245,16.070074,12.733936,90.257141,61.714287,117.51428,30.679699,4.1595178,0.77341479,6.0476985,70,12,0.40435243,1,0,0,15120,15120,15120
28,0.28366026,0.2037499,-0.87705177,0.45300341,0.12489507,0.099846698,2.7161613,0.16546378,2.7635877,92.455444,26.225935,18.837788,100.2,119.14545,46.963634,58.688152,4.9100251,2.8204131,5.8635569,490,26,0.054498516,1,1,1,106920,105840,106920
29,0.52163494,0.28154796,-0.64650208,0.67582321,0.038039777,0.35192481,3.1186116,1.5450791,0.12289985,69.820198,36.420654,19.657736,40.81982,115.70271,23.972973,50.864563,5.3679442,2.4179575,0.69989574,319,18,0.0047833808,1,1,1,71928,68904,71928
30,0.39988673,0.33988073,-0.48673394,0.35685855,-0.19031027,0.77428943,3.1364751,1.9342153,6.2552814,56.798534,22.71298,19.304728,121.18241,107.93159,84.127037,50.054478,5.8915524,1.2958616,0.87365222,304,20,0.103787,1,1,1,66312,65664,66312
31,0.7971735,0.66784179,0.50990081,-0.31210634,-0.53988713,0.59254766,3.8923175,1.2570719,3.8749619,20.634844,16.449551,13.780811,55.592594,97.148148,36.777779,31.393435,5.3647199,2.4100091,0.79362404,75,14,0.56767595,1,0,0,17496,16200,17496
32,0.16946103,0.14658962,-0.52958989,-0.17687464,-0.72959167,0.39489996,1.0291882,1.5861945,4.7358522,98.454102,16.684132,14.43235,105.62687,42.701492,80.014923,42.795979,1.397023,1.1847811,0.75235063,190,11,0.015974725,1,1,1,43416,41040,43416
33,0.66943347,0.61359513,0.50990081,-0.31210634,-0.53988713,0.59254766,0.90404969,1.3035767,3.7284207,17.797287,11.914101,10.920328,53.526318,130.10527,116.36842,25.027239,5.0657134,0.83049726,0.88541317,38,8,0.43399987,1,0,0,8208,8208,8208
34,0.86625111,0.70957327,0.52076286,-0.51606625,0.1163274,0.67003703,1.2283813,1.7494253,4.7030711,30.677137,26.574104,21.767677,105.71613,22.838709,107.59355,50.109303,2.1888242,1.6459036,3.750561,305,15,0.59320694,1,1,1,66960,65880,66960
35,0.79983318,0.5926491,0.18481445,0.17122029,0.22325416,0.94163948,4.3677793,0.68952942,5.7336273,32.763229,26.205116,19.417099,24.366337,125.83168,131.35643,49.217289,3.6560347,0.50936466,2.1615655,289,12,0.72319096,1,1,1,65448,62424,65448
36,0.65829957,0.6307525,0.66156226,-0.49540746,-0.44106007,0.34981838,3.5764875,1.4356968,4.4646349,28.806755,18.963474,18.169933,78.298248,34.789474,119.80701,40.994339,3.3990891,1.9457036,4.6846118,167,16,0.55332232,1,1,1,36936,36072,36936
37,0.97891462,0.89111489,0.022952035,-0.74427283,-0.51102972,0.42939469,0.81730932,1.472104,5.7450738,33.667088,32.957207,30.001244,34.171955,90.806343,97.196999,61.722481,2.4736125,1.6799506,5.5535483,570,25,0.68783408,1,1,1,129384,123120,129384
