,grain,FIP
0,1,1.0185002042162561e-07
1,2,8.561843491230452e-06
2,3,1.812225668431171e-06
3,4,2.278829971512361e-06
4,5,4.928396473363362e-06
5,6,5.72926315966598e-06
6,7,5.593651460486303e-08
7,8,2.1331709387917808e-07
8,9,5.4766957083478626e-06
9,10,1.1124473866245525e-07
10,11,7.876294672492848e-06
11,12,2.8600704854650057e-07
12,13,1.1452945263653718e-06
13,14,6.624473768655301e-06
14,15,1.3528321174350443e-07
15,16,5.957186928982339e-07
16,17,2.6234090888333055e-07
17,18,3.7789241148102185e-08
18,19,9.259825606822493e-06
19,20,5.284633069841217e-07
20,21,1.1051350302212364e-08
21,22,5.985184932406524e-08
22,23,9.363758472418614e-08
23,24,5.703346732141759e-07
24,25,1.0272507880151789e-08
25,26,2.1058872469750417e-07
26,27,2.986305768444847e-06
27,28,1.9044373525855456e-08
28,29,7.534431065038765e-08
29,30,1.5500672055638427e-06
30,31,2.2013692933792963e-08
31,32,9.866753350405189e-06
32,33,5.641397988785981e-08
33,34,4.876830435671877e-07
34,35,4.070952742300009e-11
35,36,8.3129553418022e-06
36,37,2.996350590032838e-08
37,38,4.848278121566717e-06
38,39,5.38646073537939e-11
39,40,8.021471675924965e-09
40,41,2.3033200341589515e-07
41,42,7.98549793414224e-06
42,43,4.198620660834675e-08
43,44,1.1296556197868634e-05
44,45,1.0251963786797972e-06
45,46,5.550802721760923e-07
46,47,1.9027256778534764e-08
47,48,1.8307825683972207e-07
48,49,7.44853958048567e-06
49,50,8.320179522982073e-06
50,51,8.965110222763334e-11
51,52,7.945169100465817e-08
52,53,9.814465651836526e-08
53,54,9.368902456388711e-07
54,55,9.537003735531521e-08
55,56,2.5916151983823182e-06
56,57,1.0084513188718744e-12
57,58,6.367097224024899e-07
58,59,5.4229604062428725e-06
59,60,5.583835704298317e-07
60,61,1.5411497073738697e-06
61,62,8.794107178121067e-07
62,63,2.6504490284386314e-06
63,64,2.2938608869641424e-06
64,65,1.061855152903741e-06
65,66,1.419699557135722e-06
66,67,3.781094160548906e-08
67,68,5.684785734511107e-08
68,69,1.2000730405849944e-06
69,70,8.408609931569359e-06
70,71,1.4202842935517158e-06
71,72,6.371698721365502e-06
72,73,1.9637058771378653e-07
73,74,7.629403188837002e-06
74,75,5.8664784471754113e-08
75,76,5.969663132992297e-06
76,77,6.906990247978922e-07
77,78,8.983804623653726e-06
78,79,8.887285940439759e-07
79,80,6.655347496701971e-07
80,81,1.9967552444647305e-06
81,82,9.02343617434069e-06
82,83,5.089916440874765e-07
83,84,1.8786432907092008e-07
84,85,2.955319283767592e-08
85,86,1.3559215614805326e-06
86,87,1.2351092168767447e-08
87,88,5.57620088693697e-07
88,89,5.211659653827239e-06
89,90,5.658767619149265e-07
90,91,1.2400919938357228e-06
91,92,7.121194292160635e-08
92,93,1.2565127326304866e-06
93,94,2.166880624860541e-08
