1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
3282,10355,,,4067,3182,4454,10614,4209,,,1165,979,,12856,14126,,3982,12605,5036,,4869,13211,,6367,1888,14330,12688,8357,10468,5548,,,,14070,12463,4796,,,12000,6117,757,10638,6280,,13869,7959,7900,,5683,,7287,,5117,7416,783,,2160,1995,8137,12898,3578,14772,,10071,,13276,,6597,1992,8878,,,,13612,,1250,6991,223,7241,9568,,,998,1129,1082,,,4275,10556,8112,3115,9301,7022,7868,10569,516,1277,910,10525,8931,241,,4023
3283,10356,,,4536,3199,4455,10615,4210,,,1166,980,,13403,14127,,3983,12627,5037,,4870,13212,,6368,1889,14331,12689,8358,10469,5566,,,,14089,12464,4797,,,12501,6118,758,10660,6281,,13870,7960,7921,,5684,,7786,,5118,7440,802,,2161,1996,8138,13421,3599,14773,,10072,,13277,,6598,2514,8879,,,,13635,,1748,6992,224,7242,9569,,,999,1130,1083,,,4726,10557,8113,3116,9302,7023,7869,10570,536,1278,932,10529,9382,242,,4043
3284,10357,,,4537,3200,4474,10616,4211,,,1167,981,,13404,14150,,4002,12628,5038,,4871,13213,,6369,1911,14332,12690,8359,10488,5567,,,,14090,12465,4798,,,12526,6119,759,10661,6305,,13892,7961,7922,,5685,,7787,,5139,7938,803,,2162,1997,8157,13446,3600,14774,,10073,,13297,,6600,2515,8900,,,,13636,,1749,6993,225,7263,9570,,,1000,1152,1084,,,4727,10558,8635,3117,9303,7024,7870,10571,537,1279,933,11002,9383,243,,4044
3285,10358,,,4538,3700,4475,10617,4212,,,1168,1002,,13405,14175,,4003,12629,5061,,4872,13234,,6391,1912,14333,12712,8360,10489,5568,,,,14091,12466,5319,,,12547,6120,784,10662,6778,,13893,7982,7923,,5686,,7810,,5140,7962,804,,2163,1998,8158,13447,3601,14795,,10074,,13298,,6601,2516,8901,,,,13637,,1750,6994,226,7264,9571,,,1019,1153,1085,,,4728,10578,8636,3715,9325,7025,7894,10572,538,1280,934,11003,9402,244,,4045
3307,10830,,,4539,3701,4476,10639,4213,,,1169,1503,,13428,14677,,4004,12630,5062,,4873,13235,,6392,1913,14334,12713,8381,10490,5569,,,,14092,12467,5320,,,12548,6121,1281,11110,6779,,13894,7983,7924,,5706,,7811,,5141,7963,805,,2183,1999,8159,13448,3624,14796,,10075,,13299,,6625,2517,8902,,,, ,,1772,7009,227,7265,9572,,,1020,1154,1106,,,4729,10579,8637,3716,9326,7026,7895,10573,539,1299,935,11004,9403,262,,4046
3308,10831,,,4560,3723,4477,11215,4214,,,1170,1504,,13429,14701,,4005,12653,5063,,4893,13236,,6942,1914,14354,12714,8382,10491,5570,,,,14093,12487,5321,,,12549,6122,1306,11134,6780,,13895,7984,7925,,5707,,7812,,5142,7964,806,,2184,2018,8160,13449,3625,14797,,10096,,13300,,6650,2518,8903,,,,,,1773,7010,245,7266,9573,,,1021,1155,1107,,,4730,10580,8658,3739,9327,7027,8392,10574,540,1300,957,11005,9404,263,,4047
3309,10853,,,4561,3724,4478,11216,4233,,,1171,1505,,13430,14702,,4006,12678,5086,,4894,13237,,6943,1936,14355,12715,8383,10492,5571,,,,14094,12488,5343,,,12550,6123,1331,11135,6781,,13916,7985,7947,,5708,,7834,,5143,7965,807,,2185,2019,8161, ,4150,14798,,10097,,13323,,7076,2519,8904,,,,,,1774,7011,246,7267,9593,,,1022,1156,1108,,,4751,10581,8659, ,9328,7046,8393,10575,561,1301,958,11006,9405,264,,4048
3832,10854,,,4562,3725,4479,11217,4234,,,1190,1506,,13453,14703,,4007,12703,5087,,4895,13259,,6967,1937,14356,12738,8384,10493,5572,,,,14113,12489,5344,,,12551,6142,1332,11159,6782,,13917,7986,7948,,5709,,7835,,5165,7987,808,,2186,2020,8162,,4151,14799,,10098,,13324,,7077,2520,8925,,,,,,1775,7012,247,7268,9594,,,1023,1177,1109,,,4752,10582,8660,,9350,7047,8394,10595,562,1302,959,11007,9406,265,,4068
3833,10855,,,4563,3726,4480,11239,4235,,,1191,1507,,13454,14726,,4008,13127,5088,,4896,13260,,6968,1938,14357,12739,8385,10516,5573,,,,14114,12490,5345,,,12571,6143,1333,11160,6801,,13918,8007,7949,,5710,,7836,,5166,7988,828,,2187,2021,8182,,4152,14800,,10099,,13325,,7095,2539,8926,,,,,,1797,7013,248,7269,9595,,,1024,1178,1110,,,4753,10583,8661,,9351,7048,8416,10596,563,1303,982,11026,9407,266,,4072
3834,10856,,,4564,3727,4499,11240,4236,,,1192,1527,,13455,14727,,4027,13128,5111,,4897,13261,, ,1939,14358,12740,8386,10517,5591,,,,14115,12491,5346,,,12572,6144,1334,11161,6802,,13919,8008,7950,,5731,,7837,,5167,7989,829,,2188,2022,8183,,4174,14822,,10100,,13851,,7096,2540,8927,,,,,,1798,7014,249,7288,9596,,,1025,1179,1131,,,4754,10602,8662,,9352,7049,8417,10597,564,1304,983,11027,9408,267,,4073
3856,10857,,,4565,3728,4500, ,4237,,,1193,1528,,13479,14728,,4028,13129,5112,,4898,13262,,,1960,14880,12764,8406,10891,5592,,,,14116,12492,5347,,,12573,6145,1357,11184,6803,,13920,8009,7973,,5732,,7858,,5168,7990,830,,2189,2023,8184,,4175,14823,,10122,,13875,,7097,2541,8928,,,,,,1799,7015,250,7289,9597,,,1044,1180,1132,,,4755,10603,8663,,9353,7050,8418,10598,587,1305,984,11028,9427,268,,4568
3857,10858,,,4566,3748,4501,,4238,,,1194,1529,,13480,14750,,4029,13130,5113,,4918,13284,,,1961,14881,12765,8407,10913,5593,,,,14117,12493,5368,,,12574,6146,1358,11185,6804,,13941,8506,8451,,5733,,7859,,5764,7991,831,,2190,2043,8185,,4176,14824,,10123,,13876,,7101,2542,8929,,,,,,1800,7016,251,7290,9618,,,1045,1181,1133,,,4756,10604,8683,,9374,7051,8419,10599,588,1324,1009,11029,9428,269,,4569
3858,10878,,,4588,3749,4502,,4239,,,1195,1530,,14028,14775,,4030,13152,5136,,4919,13285,,,1962,14882,13287,8408,10914,5594,,,,14118,12511,5369,,,12575,6147,1359,11186,6805,,13942,8507,8452,,5734,,7860,,5765,8012,832,,2207,2044,8186,,4177,15372,,10124,,13877,,7102,2543,9426,,,,,,1822,7017,252,7291,9619,,,1046,1182,1134,,,4757,10605,8684,,9375,7052,8441,10600,988,1325,1483,11030,9429,287,,4570
3859,10879,,,4589,3750,4503,,4258,,,1196,1531,,14029,15351,,4031,13153,5137,,4920,13286,,,1963,14883,13312,8409,10915,5595,,,,14642,12512,5370,,,12576,6148,12584,11187,6806,,13943,8508,8471,,5735,,7861,,5766,8013,833,,2208,2045,8187,,4178,15396,,10125,,13897,,7120,2544,9451,,,,,,1823,7018,270,7292,9620,,,1047,1201,1135,,,4776,10606,8685,,9376,7071,8442,10621,989,1326,1484,11031,9430,288,,4571
3860,10880,,,4590,3751,4504,,4259,,,1217,1532,,14030,15352,,4032,13154,5138,,4921,13760,,,1985,14884,13313,8410,10916,5596,,,,14643,12513,5371,,,12596,6670,13131,11209,6807,,13944,8509,8472,,5755,,7862,,5767,8014,853,,2209,2046,8207,,4199,15397,,10147,,13898,,7121,2564,9452,,,,,,1824,7019,271,7293,9621,,,1048,1202,1157,,,4777,10607,8686,,9377,7072,8443,10622,990,1327,1508,11032,9431,289,,4593
3881,10881,,,4591,3752,4505,,4260,,,1218,1552,,14053, ,,4033,13155,5637,,4922,13785,,,1986,14905,13314,8411,10917,5597,,,,14644,12514,5372,,,12597,6671,13132,11210,6808,,13945,8510,8473,,5756,,7885,,5768,8015,854,,2210,2047,8208,,4200,15398,,10148,,13899,,7122,2565,9453,,,,,,1825,7020,272,7294,9642,,,1049,1203,1158,,,4778,10608,8687,,9401,7073,8444,10623,991,1328,10935,11051,9432,290,,4594
3882,10882,,,4592,3753,4525,,4261,,,1219,1553,,14054,,,4051,13177,5638,,4923,13786,,,1987,14906,13315,8412,10918,5598,,,,14664,12515,5393,,,12598,6672,13133,11211,6826,,13966,8531,8474,,5757,,7886,,5791,8016,855,,2211,2048,8209,,4201,15422,,10149,,13900,,7123,2566,9476,,,,,,1847,7034,273,7295,9643,,,1050,1204,1159,,,4779,10626,8688,,9925,7074,8445,10624,992,1329,10936,11052,9433,291,,4595
3883,10883,,,4613,3754,4526,,4262,,,1220,1554,,14055,,,4052,13178,5662,,5448,13787,,,1988,14907,13337,8430,10937,5617,,,,14665,12516,5394,,,12599,6694,13134,11212,6827,,13967,8532,8475,,5760,,7887,,5792,8038,856,,2212,2068,8210,,4202, ,,10150,, ,,7124,2567,9477,,,,,,1848,7035,274,7315,9644,,,1069,1205,1160,,,4780,10627,8707,,9928,7075,8467,10625,993,1330,10960,11053,9454,292,,4596
3884,10903,,,4614,3755,4527,,4263,,,1221,1555,,14078,,,4053,13179,5663,, ,13810,,,2461,14908,13338,8431,10938,5618,,,,14666,12517,5395,,,12600,6695,13156,11213,6828,,13968,8533,8476,,5781,,8436,,5793,8039,857,,2213,2069,8233,,4224,,,10173,,,,7125,2568,9478,,,,,,1849,7036,275,7316,10070,,,1070,1206,1183,,,4781,10628,8708,,9950,7098,8468,10646,1011,1349,10961,11054,9455,293,,4597
3885,10904,,,4615,3756,4528,,4283,,,1242,1556,,14079,,,4054,13180,5687,,,13811,,,2462,14909,13339,8432,10939,5619,,,,14667,12518,5396,,,12624,6696,13157,11234,6829,,13969,8534,8477,,6282,,8437,, ,8040,1354,,2214,2070,8234,,4225,,,10174,,,,7126,2569,9501,,,,,,1850,7037,276,7317,10095,,,1074,1207,1184,,,4782,10629,8709,,9951,7099,8469,10647,1012,1350,10985,11055,9456,313,,4598
3906,10905,,,4616,3757,4529,,4284,,,1243,1557,,14080,,,4055,13202,5688,,,13812,,,2484,14929,13340,8433,10940,5620,,,,14668,12536,5397,,,13126,6697,13158,11235,6830,,13970,8535,8478,,6285,,8460,,,8064,1355,,2215,2071,8758,, ,,,10175,,,,7127,2589,9502,,,,,,1872,7038,294,7318,10119,,,1075,1226,1185,,,4799,10630,8710,,9952,7100,8470,10671,1013,1351,11534,11056,9457,314,,4599
3907,10906,,,4617,3773,4550,,4285,,,1244,1577,,14104,,,4056,13203,5711,,,13813,,,2485,14930,13363,8434,10941,5621,,,,14669,12537,5420,,,13151,6698,13159,11236,6831,,13991,8536,8496,,6306,,8461,,,8588,1356,,2216,2094,8759,,,,,10176,,,,7145,2590,9503,,,,,,1873,7039,295,7341,10120,,,1099,1227,1208,,,4800,10631,8711,,9953,7598,8493,11073,1014,1352,11535,11057,9458,338,,4618
3908,10907,,,4638,3774,4551,,4286,,,1245,1578,,14704,,,4057,13204,5712,,,13835,,,2486,14931,13364,8435,10942,5622,,,,14689,12538,5423,,,13172,6718,13181,11237,6832,,13992,8537,8497,,6307,,8462,,,8589,1377,,2217,2095,8760,,,,,10198,,,,7146,2591,9504,,,,,,1874,7040,296,7342,10121,,,1100,1228,1209,,,4801,10632,8712,,9975,7599,8494,11095,1015,1353,11536,11058,9459,738,,4619
3909,10908,,,4639,3775,4552,,4287,,,1246,1579,,14729,,,4076,13205,5713,,,13836,,,2487,14932,13365,8455,10943,5623,,,,14690,12539,5944,,,13173,6719,13182,11238,6833,,13993,8556,8498,,6308,,8484,,,8612,1378,,2232,2521,8761,,,,,10199,,,,7147,2592,9526,,,,,,1875,7041,297,7367,10144,,,1568,1229,1210,,,4802,10651,8713,,9976,7600,8495,11096,1016,1375,11537,11074,9479,739,,4620
3910,10909,,,4640,3776,5076,,4288,,,1268,1580,, ,,,4077,13227,5736,,,13837,,,2488,14933,13938,8456,10944,5642,,,,14691,12540,5945,,,13174,6720,13183,11259,6851,,13994,8557,8499,,6309,,8485,,,8613,1379,,2233,2522,8762,,,,,10200,,,,7148,2593,9527,,,,,,2373,7042,298,7813,10145,,,1569,1230,1233,,,4803,11133,8733,,9977,7622,8519,11097,1017,1876,11559,11075,9480,740,,4621
3932,10928,,,4641,3777,5077,,4309,,,1269,1581,,,,,4078,13228,5737,,,13838,,,2511,14934,13939,8457,10945,5643,,,,14692,12541,5969,,,13175,6721,13184,11260,6852,,13995,8558,8500,,6310,,8486,,,8614,1380,,2234,2545,8783,,,,,10701,,,,7149,2614,9528,,,,,,2374,7043,299,7814,10146,,,1570,1231,1234,,,4804,11155,8734,,9999,7623,8520,11098,1018,1901,11560,11076,9481,741,,4622
3933,10929,,,4642,3778,5078,,4310,,,1270,1602,,,,,4079,13229,5738,,,13859,,,2512,14954,13989,8458,10962,5644,,,,14693,12542,5970,,,13176,6722,13206,11261,6853,,14019,8559,8501,,6330,,8487,,,8615,1381,,2235,2546,8784,,,,,10721,,,,7150,2615,9529,,,,,,2375,7044,300,7815,10168,,,1571,1232,1631,,,4805,11156,8735,,10000,7624,8545,11119,1035,1902,11561,11077,9482,742,,4623
3934,10930,,,4663,3779,5079,,4311,,,1271,1603,,,,,4080,13230,5761,,,13860,,,2513,14955,13990,8459,10963,5645,,,,14694,12543,5971,,,13196,6723,13207,11262,6854,,14517,8560,8502,,6331,,8511,,,8638,1382,,2236,2547,8785,,,,,10722,,,,7151,2616,9551,,,,,,2397,7060,301,7838,10169,,,1593,1253,1632,,,4806,11157,8736,,10001,7625,9017,11120,1036,1903,11562,11078,9483,743,,4624
4506,10931,,,4664,3780,5080,,4312,,,1718,1604,,,,,4081,13253,5762,,,13861,,,2536,14956, ,8481,10964,5646,,,,14695,12562,5994,,,13197,6743,13208,11285,6855,,14518,8561,8503,,6332,,9086,,,8639,1402,,2237,2548,8786,,,,,10723,,,,7152,2617,9552,,,,,,2398,7061,322,7839,10170,,,1594,1254,1656,,,4807,11158,8737,,10026,7626,9018,11121,1037,1904,11584,11079,9484,744,,4643
4507,10932,,,4665,3781,5099,,4313,,,1719,1605,,,,,4082,13254, ,,,13862,,,2537,14957,,8482,10965,5668,,,,14714,12563,5995,,,13198,6744,13209,11286,6856,,14519,8562,8521,,6333,,9087,,,8640,1403,,2238,2570,8787,,,,,10724,,,,7170,3139,9553,,,,,,2399,7062,323,7840,10171,,,1595,1255,1657,,,4824,11179,8738,, ,7646,9019,11122,1038,1924,11585,11080,9505,761,,4644
4510,10933,,,4666,3798,5100,,4333,,,1720,1606,,,,,4106,13255,,,,13885,,,2538,14958,,8483,10966,5669,,,,14715,12564,5996,,,13199,6745,13231,11287,6857,,14520,8581,8522,,6334,,9110,,,8664,1404,,2239,2571,8808,,,,,10725,,,,7171,3140,9554,,,,,,2400,7063,324,7841,10172,,,1596,1256,1658,,,4825,11180,9260,,,7647,9041,11123,1039,1925,11586,11081,9506,762,,4645
4532,10934,,,4667,3799,5101,,4334,,,1742,1628,,,,,4107,13278,,,,13886,,,2561,14979,,8932,10967,5670,,,,14716,12565,6019,,,13200,6746,13232,11759,6858,,14542,8582,8523,,6335,,9111,,,9237,1405,,2240,2572,8809,,,,,10726,,,,7172,3141,9578,,,,,,2422,7064,325,7863,10193,,,1597,1677,1659,,,4826,11181,9261,,,7648,9042,11124,1040,1926,11610,11082,9507,763,,4646
 ,10955,,,4691,3800,5102,,4335,,,1743,1630,,,,,4530,13279,,,,13887,,,2562,14980,,8933,10968,5694,,,,14717,12566,6020,,,13201,6747,13233,11760,6877,,14543,8583,8524,,6336,, ,,,9238,1406,,2241,2573,8810,,,,,10747,,,,7173,3142,10051,,,,,,2423,7065,326,7864,10194,,,1598,1701,1681,,,4827,11182,9262,,,7649,9043,11143,1041,1927,12084,11083,9508,764,,4647
,10956,,,4692,3801,5103,,4336,,,1744,2128,,,,,4531,13304,,,,13910,,,2563,14981,,8956,10969,5695,,,,14718,12567,6021,,,13220,6748,13256,11784,6878,,14544,8584,8525,,6355,,,,,9239,1407,,2256,2594,8811,,,,,10748,,,,7174,3143,10076,,,,,,2424,7066,350,7865,10195,,,1599,1702,1682,,,4828,11183,9283,,,7650,9044,11144,1042,1928,12085,11099,9509,765,,4648
,10957,,,5161,3802,5104,,4337,,,1745,2129,,,,,4553,13752,,,,13911,,,2585,14982,,8957,10970,5719,,,,14719,12568,6620,,,13221,6769,13257,11785,6879,,14545,8585,8526,,6356,,,,,9240,1408,,2257,2595,8834,,,,,10749,,,,7175,3144,10077,,,,,,2425,7067,351,7866,10196,,,1619,1703,1683,,,4829,11203,9284,,,7651,9067,11145,1043,1929,12108,11100,9530,766,,4649
,10958,,,5162,3803,5105,,4338,,,1746,2130,,,,,4554,13753,,,,13912,,,2586,14983,,8958,10987,5720,,,,14738,13014,6645,,,13222,6770,13258,11809,6880,,14567,8586,8527,,6357,,,,,9263,1409,,2258,2596,8835,,,,,10750,,,,7176,3145,10101,,,,,,2447,7068,376,7867,10197,,,1620,1704,1684,,,4830,11204,9285,,,7652,9068,11146,1061,1930,12109,11101,9531,767,,4668
,10959,,,5163,3804,5124,,4339,,,1766,2131,,,,,4555,13754,,,,14385,,,2587,15556,,8959,10988,6166,,,,14739,13015, ,,,13223,6771,13282,11810,6881,,14568,8587,8546,,6358,,,,,9264,1427,,2259,2597,9384,,,,,10751,,,,7177,3164,10102,,,,,,2448,7086,401,7888,10217,,,1621,1705,1706,,,4831,11205,9286,,,7671,9069,11147,1062,1931,12110,11102,9532,768,,4669
,10980,,,5164,3805,5125,,4358,,,1767,2132,,,,,4556,13755,,,,14410,,,2588,15557,,8981,10989,6167,,,,14740,13016,,,,13224,7296,13283,11811,6882,,14569,8606,8547,,6359,,,,,9265,1428,,2260,2598,9385,,,,,10772,,,,7196,3165,10103,,,,,,2449,7087,672,7889,10218,,,1622,1726,1707,,,4832,11206,9287,,,7672,9070,11148,1063,1949,12111,11103,9533,769,,4670
,10981,,,5186,3806,5126,,4359,,,1768,2153,,,,,4557,13777,,,,14411,,,2611,15581,,8982,10990,6168,,,,14741,13039,,,,13225,7319,13756,11834,6903,,14570,8607,8548,,6360,,,,,9862,1429,,2261,2599,9386,,,,,10773,,,,7197,3166,10126,,,,,,2450,7088,697,7890,10219,,,1623,1727,1708,,,4833,11207,9308,,,7673,9092,11149,1064,1950,12112,11104,9555,785,,4671
,10982,,,5187,3824,5127,,4360,,,1769,2154,,,,,4558,13778,,,,14412,,,2612,15582,,8983,10991,6169,,,,14742,13040,,,,13246,7320,13757,11835,6904,,14593,8608,8549,,6380,,,,,9863,1430,,2262,2618,9387,,,,,10774,,,,7198,3167,10127,,,,,,2473,7089,722,7891,10220,,,1624,1728,1709,,,4849,11208,9309,,,7674,9093,11168,1065,1951,12133,11105,9556,786,,4672
,10983,,,5188,3825,5128,,4361,,,1770,2155,,,,,4576,13779,,,,14435,,,2613,15606,,8984,10992,6170,,,,14743,13041,,,,13247,7321,13758,11836,6905,,14594,8609,8550,,6381,,,,, ,1431,,2263,2619,9409,,,,,10775,,,,7199,3168,10128,,,,,,2474,7090,723,7892,10221,,,1625,1729,1710,,,4850,11227,9310,,,7675,9094,11169,1066,1952,12134,11106,9557,787,,4673
,10984,,,5189,4299,5129,,4362,,,1771,2156,,,,,4577,13780,,,,14436,,,3109,15607,,8985,10993,6171,,,,14744,13042,,,,13248,7322,13759,11837,6906,,14618,8610,8551,,6384,,,,,,1432,,2283,2620,9410,,,,,10776,,,,7200,3169,10151,,,,,,2475,7091,724,7893,10222,,,1644,1730,1731,,,4851,11228,9311,,,7676,9095,11170,1067,1953,12135,11107,10008,788,,4674
,11456,,,5190,4300,5130,,4363,,,1790,2157,,,,,4578,13802,,,,14437,,,3110, ,,9005,10994,6172,,,,14765,13063,,,,13249,7343,13781,11859,6907,,14619,8611,8552,,6406,,,,,,1433,,2284,2621,9411,,,,,10798,,,,7201,3170,10152,,,,,,2498,7092,725,7912,10223,,,1645,1751,1732,,,4852,11229,9312,,,7677,9118,11171,1068,1954,12136,11108,10027,789,,4693
,11478,,,5191,4323,5150,,4364,,,1791,2177,,,,,4579,13803,,,,14438,,,3111,,,9006,11012,6173,,,,14766,13064,,,,13751,7344,13782,11860,6930,,15143,8632,8571,,6931,,,,,,1453,,2285,2622,9412,,,,,10799,,,,7202,3189,10153,,,,,,2499,7093,747,7913,10242,,,1646,1752,1733,,,4853,11230,9333,,,7696,9119,11172,1086,1955,12137,11109,10028,790,,4697
,11479,,,5192,4324,5151,,4834,,,1792,2178,,,,,4580,13804,,,,14439,,,3112,,,9007,11013,6174,,,,14767,13065,,,,13776,7345,13783,11861,7401,,15144,8633,8572,,6932,,,,,,1454,,2286,2623,9434,,,,,10800,,,,7227,3190,10177,,,,,,2500,7514,748,7914,10243,,,1647,1753,1734,,,4854,11231,9334,,,7697,9120,11173,1087,1956,12138,11125,10029,791,,4698
,11480,,,5212,4325,5152,,4835,,,1793,2179,,,,,4581,13827,,,,14460,,,3113,,,9008,11014,6191,,,,14768,13066,,,,13801,7346,13784,11862,7402,,15145,8634,8573,,6933,,,,,,1455,,2310,2624,9435,,,,,10801,,,,7701,3191,10178,,,,,,2998,7515,749,7915,10244,,,1648,1754,1735,,,4855,11232,9335,,,7698,9144,11174,1088,1975,12158,11128,10030,792,,5169
,11481,,,5213,4326,5153,,4836,,,1794,2180,,,,,4582,13828,,,,14461,,,3135,,,9009,11015,6192,,,,14769,13067,,,,13821,7347,13805,11884,7403,,15168,9131,8574,,6955,,,,,,1456,,2757,2642,9436,,,,,10823,,,,7702,3192,10203,,,,,,2999,7538,750,7916,10245,,,1649,1755,1757,,,4856,11233,9336,,,7699,9145,11175,1089,1976,12159,11129,10031,793,,5170
,11482,,,5214,4327,5154,,4837,,,1795,2181,,,,,4583,13829,,,,14462,,,3136,,,9010,11016,6193,,,,15291,13086,,,,13822,7348,13806,11885,7404,,15169,9132,8575,,6956,,,,,,1457,,2758,2643,9460,,,,,10824,,,,7720,3193,10727,,,,,,3000,7539,751,7917,10246,,,1650,1756,1758,,,4857,11251,9337,,,7700,9170,11193,1090,1977,12160,11130,10032,810,,5193
,11483,,,5215,4328,5175,,4838,,,1796,2182,,,,,4584,13852,,,,14463,,,3137,,,9011,11017,6194,,,,15292,13087,,,,13823,7368,13807,11886,7405,,15193,9133,8598,,6957,,,,,,1458,,2782,2644, ,,,,,10825,,,,7721,3194,10752,,,,,,3023,7540,770,7918,10247,,,1669,1776,1759,,,4858,11252,9358,,,7724,9666,11194,1091,1978,12161,11131,10033,811,,5194
,11503,,,5216,4348,5176,,4839,,,1817,2202,,,,,4601,13853,,,,14464,,,3138,,,9030,11018,6195,,,,15293,13088,,,,13824,7369,13808,11910,7406,,15194,9134,8599,,6958,,,,,,1478,,2783,2645,,,,,,10849,,,,7722,3214,10777,,,,,,3024,7541,771,7919,10267,,,1670,1777,1760,,,4874,11253,9359,,,7725,9667,11195,1092,1979,12162,11132,10034,812,,5195
,11504,,,5217,4349,5701,,4840,,,1818,2203,,,,,4602,13854,,,,14485,,,3160,,,9031,11019,6196,,,,15294,13089,,,,13825,7370,13809,11911,7407,,15218,9135,8600,,6959,,,,,,1479,,2784,2646,,,,,,10850,,,,7723,3215,10802,,,,,,3025,7542,772,7920,10268,,,1671,1778,1782,,,4875,11254,9360,,,8272,9668,11196,1111,2000,12183,11150,10035,813,,5196
,11505,,,5238,4350,5702,,4859,,,1819,2204,,,,,4603,13878,,,,14486,,,3161,,,9032,11038,6197,,,,15314,13090,,,,13826,7371,13830,12409,7426,, ,9155,9076,,6980,,,,,,1480,,2785,2647,,,,,,11351,,,,7726,3216, ,,,,,,3048,7563,773,7939,10269,,,1672,1779,1783,,,4876,11255,9361,,,8273,9669,11197,1112,2001,12184,11154,10052,814,,5197
,11506,,,5239,4351,5703,,4860,,,1820,2205,,,,,4604,13879,,,,14487,,,3162,,,9033,11039,6198,,,,15315,13091,,,,13845,7372,13831,12410,7427,,,9156,9077,,6981,,,,,,1481,,2786,2648,,,,,,11352,,,,7727,3217,,,,,,,3049,7564,774,7940,10270,,,1673,1780,1784,,,4877,11256,9362,,,8274,9692,11198,1113,2002,12185,11626,10053,815,,5198
,11507,,,5240,4352,5704,,4861,,,1821,2206,,,,,4605,14377,,,,14488,,,3163,,,9034,11040,6199,,,,15316,13092,,,,13846,7373,13832,12434,7428,,,9157,9096,,6982,,,,,,1482,,2787,2649,,,,,,11372,,,,7728,3218,,,,,,,3050,7565,775,7941,10720,,,1674,1781,1785,,,4878,11257, ,,,8275,9693,11199,1114,2551,12186,11627,10054,816,,5199
,11508,,,5241,4353,5705,,4862,,,1843,2228,,,,,4606,14378,,,,14510,,,3185,,,9035,11041,6216,,,,15317,13111,,,,13847,7946,13833,12435,7429,,,9158,9097,,6983,,,,,,1980,,2788,2667,,,,,,11373,,,,7744,3740,,,,,,,3073,7566,776,7942,10744,,,1675,1801,1808,,,4879,11781,,,,8297,9694,11200,1115,2552,12187,11628,10055,817,,5218
,11528,,,5242,4354,5724,,4863,,,1844,2229,,,,,4607,14402,,,,14511,,,3186,,,9036,11042,6217,,,,15318,13112,,,,13848,7970,13834,12459,7430,,,9159,9098,,6984,,,,,,1981,,2789,2668,,,,,,11374,,,,7745,3741,,,,,,,3074,7567,794,7943,10745,,,1694,1802,1809,,,4880,11782,,,,8298,9717,11218,1116,2553,12208,11629,10056,818,,5219
,11529,,,5263,4373,5725,,4864,,,1845,2230,,,,,4608,14403,,,,14512,,,3187,,,9037,11043,6218,,,,15319,13113,,,,13849,7971,13855,12460,7431,,,9160,9099,,6985,,,,,,2003,,2790,2669,,,,,,11375,,,,7746,3742,,,,,,,3075,7568,795,7944,10746,,,1695,1803,1810,,,4881,11783,,,,8299,9718,11219,1136,2574,12209,11630,10057,835,,5220
,11530,,,5264,4374,5726,,4865,,,1846,2231,,,,,4609,14427,,,,14535,,,3188,,,9055,11044,6219,,,,15339,13114,,,,13850,7972,13856,12461,7432,,,9161,9100,,7005,,,,,,2004,,2791,2670,,,,,,11376,,,,7747,3743,,,,,,,3098,7587,796,7945,10768,,,1699,1804,1833,,,4882,11805,,,,8300,9719,11220,1137,2575,12210,11631,10058,836,,5221
,11531,,,5265,4375,5727,,4883,,,1868,2254,,,,,4626,14428,,,,14536,,,3760,,,9056,11063,6220,,,,15340,13115,,,,13871, ,13857,12484,7451,,,9180,9101,,7006,,,,,,2005,,2792,2671,,,,,,11377,,,,7748,3764,,,,,,,3099,7588,797,7966,10769,,,1700,1805,1834,,,4899,11806,,,,8324,9720,11221,1138,2576,12211,11651,10059,837,,5222
,11532,,,5266,4376,5728,,4884,,,1869,2753,,,,,4627,14452,,,,14560,,,3761,,,9057,11064,6221,,,,15341,13116,,,,13872,,13858,12485,7452,,,9181,9102,,7556,,,,,,2006,,2807,2672,,,,,,11397,,,,7749,3765,,,,,,,3100,7589,798,7967,10770,,,1724,1806,1858,,,4900,11807,,,,8325,9743,11222,1139,2577,12212,11652,10060,838,,5223
,11533,,,5267,4377,5729,,4885,,,1870,2754,,,,,4628,14453,,,,15010,,,3762,,,9058,11065,6222,,,,15342,13117,,,,13873,,13880,12486,7453,,,9182,9103,,7557,,,,,,2027,,2808,2673,,,,,,11398,,,,7750,3766,,,,,,,3123,7590,799,7968,10771,,,1725,1807,2281,,,4901,11808,,,, ,9744,11223,1140,2578,12235,11653,10078,839,,5224
,11555,,,5288,4378,5730,,4886,,,1871,2755,,,,,4629,15002,,,,15011,,,3763,,,9059,11066,6223,,,,15343,13118,,,,13874,,13881,12509,7454,,,9183,9104,,7580,,,,,,2028,,2809,2674,,,,,,11399,,,,7751,3767,,,,,,,3648,7591,800,7969,10793,,,2194,1826,2282,,,4924,11828,,,,,9745,11224,1161,2579,12236,11654,10079,840,,5243
