1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
 7230, 10655,, 7297, 12256,, 6380,,, 12350,,,, 7622, 11884, 11793,, 12551,,,, 8601,,, 996,,, 3628, 8783, 1737, 11041,, 15392, 6194,,,,, 2546, 11828,, 2711, 2576, 5041, 12170,, 3262,,,,, 2510, 9346,, 7664,, 4003, 10883,, 11139, 4767,, 5439, 8924,, 9315, 3419, 15454,, , 1312,, 13920,, 1423, 13374, 13726,, 7076, 1058, 286, 8658, 8982,, 4821,,
 7231, 10656,, 7298, 12257,, 6829,,, 12371,,,, 7623, 11885, 11794,, 12573,,,, 8602,,, 997,,, 3629, 8784, 1738, 11042,, 15416, 6195,,,,, 2547, 11829,, 2712, 2577, 5042, 12171,, 3263,,,,, 2511, 9347,, 7665,, 4004, 10884,, 11140, 4768,, 5440, 8925,, 9333, 3439, 15455,,, 1316,, 13941,, 1424, 13375, 13748,, 7077, 1059, 287, 8683, 8983,, 4846,,
 7232, 10657,, 7299, 12258,, 6830,,, 12372,,,, 7624, 11886, 11795,, 12574,,,, 8603,,, 998,,, 3630, 8785, 1739, 11043,, , 6196,,,,, 2548, 11830,, 2733, 2578, 5043, 12172,, 3264,,,,, 2530, 9348,, 7666,, 4024, 10885,, , 4769,, 5441, 8926,, 9334, 3440, 15476,,, 1317,, 13942,, 1425, 13376, 13749,, 7078, 1060, 288, , 9008,, 4847,,
 7233, 10658,, 7300, 12259,, 6831,,, 12373,,,, 8225, 11887, 11796,, 12575,,,, 8604,,, 999,,, 3651, 8786, 1740, 11044,,, 6218,,,,, 2549, 11831,, 2734, 2579, 5044, 12173,, 3265,,,,, 2531, 9349,, 7667,, 4025, 10886,,, 4770,, 5461, 8946,, 9335, 3441, 15477,,, 1336,, 13943,, 1445, 13377, 13750,, 7079, 1081, 289,, 9033,, 4871,,
 7234, 10676,, 7301, 12260,, 6852,,, 12374,,,, 8249, 11888, 11797,, 12599,,,, 8605,,, 1000,,, 3652, 8787, 1741, 11045,,, 6219,,,,, 2550, 11832,, 2735, 2580, 5061, 12174,, 3266,,,,, 2532, 9350,, 7689,, 4026, 10887,,, 4791,, 5462, 8947,, 9336, 3442, 15478,,, 1337,, 13944,, 1446, 13378, 14274,, 7080, 1082, 290,, 9532,, 4872,,
 7235, 10677,, 7317, 12281,, 6853,,, 12895,,,, , 11889, 11815,, 12600,,,, 8606,,, 1020,,, 3653, 8788, 1742, 11046,,, 6220,,,,, 2566, 11833,, 2736, 2581, 5062, 12193,, 3267,,,,, 2533, 9369,, 7690,, 4027, 10888,,, 4792,, 5463, 8948,, 9337, 3443, 15479,,, 1338,, 14466,, 1447, 13379, 14275,, 7081, 1083, 291,, 9556,, 4873,,
 7255, 10678,, 7318, 12282,, 6854,,, 12896,,,,, 11909, 11816,, 13123,,,, 8607,,, 1021,,, 3654, 8789, 1743, 11065,,, 6221,,,,, 2567, 11851,, 2737, 2601, 5063, 12194,, 3268,,,,, 2534, 9370,, 7691,, 4028, 10889,,, 4793,, 5464, 8949,, 9338, 3444, 15480,,, 1341,, 14467,, 1448, 13380, 14276,, 7100, 1084, 311,, 9557,, 4896,,
 7256, 10679,, 7319, 12283,, 6855,,, 12897,,,,, 11910, 11817,, 13124,,,, 8626,,, 1022,,, 3655, 8790, 1744, 11066,,, 6244,,,,, 2568, 11852,, 2757, 2602, 5064, 12195,, 3290,,,,, 2535, 9371,, 7692,, 4029, 10890,,, 4794,, 5465, 8950,, 9339, 3464, 15502,,, 1342,, 14468,, 1449, 13399, 14297,, 7101, 1107, 312,, 9558,, 4897,,
 7257, 10680,, 7320, 12284,, 6856,,, 12898,,,,, 11911, 11818,, 13125,,,, 8627,,, 1023,,, 3676, 8791, 1760, 11067,,, 6245,,,,, 2569, 11853,, 2758, 2603, 5065, 12196,, 3291,,,,, 2536, 9372,, 7693,, 4049, 10891,,, 4795,, 5466, 8951,, 9358, 3465, 15503,,, 1363,, 14469,, 1450, 13400, 14298,, 7102, 1108, 313,, 9559,, 4898,,
 7258, 10681,, 7321, 12285,, 6857,,, 12899,,,,, 11912, 11819,, 13126,,,, 8628,,, 1024,,, 3677, 8808, 1761, 11068,,, 6246,,,,, 2570, 11854,, 2759, 2604, 5066, 12197,, 3292,,,,, 2555, 9373,, 7713,, 4050, 10892,,, 4816,, 5488, 8970,, 9359, 3466, 15504,,, 1366,, 14490,, 1471, 13401, 14299,, 7103, 1109, 314,, 9582,, 4899,,
 7259, 10682,, 7322, 12307,, 6876,,, 12900,,,,, 11913, 11820,, 13147,,,, 8629,,, 1025,,, 3678, 8809, 1762, 11069,,, 6717,,,,, 2571, 11855,, 2760, 2605, 5067, 12198,, 3293,,,,, 2556, 9374,, 7714,, 4051, 10908,,, 4817,, 5860, 8971,, 9360, 3490, 15505,,, 1862,, 14491,, 1472, 13402, 14300,, 7104, 1553, 337,, 9583,, 4920,,
 7281, 10683,, 7323, 12308,, 6877,,, 12919,,,,, 12286, 11821,, 13148,,,, 8630,,, 1047,,, 3679, 8810, 1763, 11070,,, 6718,,,,, 2572, 11856,, 2761, 2606, 5068, 12199,, 3294,,,,, 2557, 9375,, 7715,, 4052, 10909,,, 4818,, 5885, 8972,, 9361, 3911, ,,, 1863,, 14492,, 1473, 13403, 14301,, 7105, 1554, 338,, 9608,, 4921,,
 7282, 10701,, 7324, 12309,, 6878,,, 12920,,,,, 12310, 11822,, 13149,,,, 8631,,, 1048,,, 3680, 8811, 1764, 11091,,, 6719,,,,, 2573, 11857,, 2762, 2607, 5086, 12217,, 3295,,,,, 2558, 9393,, 7716,, 4053, 10910,,, 4819,, 5886, 8973,, 9362, 3912,,,, 1864,, 14493,, 1474, 13404, 14322,, 7106, 1555, 708,, 9633,, 4922,,
 7283, 10702,, 7325, 12831,, 6879,,, 12921,,,,, 12311, 11823,, 13150,,,, 8632,,, 1049,,, 3701, 8812, 1765, 11092,,, 6741,,,,, 2574, 12254,, 2763, 2608, 5087, 12218,, 3296,,,,, 2559, 9394,, 7717,, 4054, 10911,,, 5368,, 5887, 8974,, 9363, 3913,,,, 1865,, 14494,, 1999, 13405, 14323,, 7125, 1556, 709,, 9658,, 4923,,
 7284, 10703,, 7342, 12832,, 6880,,, 12922,,,,, 12312, 11840,, 13151,,,, 8651,,, 1050,,, 3702, 8813, 1766, 11093,,, 6742,,,,, 2575, 12279,, 2782, 2626, 5088, 12219,, 3316,,,,, 2560, 9395,, 7741,, 4576, 10912,,, 5369,, 5910, 8975,, 9364, 3914,,,, 1866,, 14495,, 2000, 13425, 14324,, 7126, 1557, 710,, 10183,, 4924,,
 7759, 10704,, 7343, 12833,, 6881,,, 12923,,,,, 12313, 11841,, 13172,,,, 8652,,, 1074,,, 3703, 8814, 1767, 11094,,, 6743,,,,, 2591, 12280,, 2783, 2627, 5089, 12220,, 3317,,,,, 2561, 9396,, 8266,, 4577, 10913,,, 5370,, 5911, 8995,, 9385, 3936,,,, 1867,, 14516,, 2022, 13426, 14325,, 7127, 1578, 733,, 10207,, 4945,,
 7760, 10705,, 7344, 12855,, 6882,,, 12924,,,,, 12314, 11842,, 13173,,,, 8653,,, 1075,,, 3704, 8815, 1768, 11116,,, 6744,,,,, 2592, 12304,, 2784, 2628, 5090, 12221,, 3318,,,,, 2582, 9397,, 8267,, 4599, 10914,,, 5393,, 5912, 8996,, 9386, 3937,,,, 1887,, 14517,, 2023, 13427, 14326,, 7128, 1579, 734,, 10208,, 4946,,
 7782, 10706,, 7345, 12856,, 6883,,, 12925,,,,, 12334, 11843,, 13174,,,, 8654,,, 1496,,, 3726, 8816, 1769, 11117,,, 6745,,,,, 2593, 12305,, 2785, 2629, 5091, 12222,, 3319,,,,, 2583, 9398,, 8291,, 4600, 10915,,, 5394,, 5913, 8997,, 9387, 3938,,,, 1888,, 14518,, 2024, 13428, 14327,, 7129, 1580, 735,, 10233,, 4947,,
 7783, 10707,, 7346, 12857,, 6901,,, 12943,,,,, 12335, 11844,, 13175,,,, 8655,,, 1497,,, 3727, 8833, 1770, 11118,,, 6746,,,,, 2594, 12328,, 2786, 2630, 5092, 12223,, 3320,,,,, 2584, 9399,, 8292,, 4601, 10916,,, 5395,, 5914, 8998,, 9388, 3939,,,, 1889,, 14519,, 2025, 13429, 14347,, 7130, 1581, 736,, 10258,, 4948,,
 7784, 10708,, 7347, 12858,, 6902,,, 12944,,,,, 12336, 11845,, 13176,,,, 8656,,, 1498,,, 3728, 8834, 1786, 11592,,, 6747,,,,, 2595, 12329,, 2787, 2631, 5093, 12224,, 3321,,,,, 2585, 9400,, 8316,, 4602, 10917,,, 5417,, 5935, 8999,, 9389, 3940,,,, 1890,, 14520,, 2047, 13430, 14348,, 7131, 1582, 737,, ,, 4949,,
 7785, 10726,, 7348, 12859,, 6903,,, 12945,,,,, 12337, 11865,, 13196,,,, 8657,,, 1499,,, 3729, 8835, 1787, 11616,,, 6765,,,,, 2596, 12330,, 2788, 2632, 5539, 12244,, 3322,,,,, 2586, 9418,, 8317,, 4603, 10934,,, 5418,, 5936, 9000,, 9390, 3965,,,, 1891,, 14541,, 2048, 13450, 14349,, 7150, 1583, 758,,,, 4970,,
 7806, 10727,, 7370, 12882,, 6904,,, 12946,,,,, 12338, 11866,, 13197,,,, 8676,,, 1519,,, 3751, 8836, 1788, 11617,,, 6766,,,,, 2597, 12331,, 2809, 2633, 5563, 12245,, 3323,,,,, 2609, 9419,, 8339,, 4624, 10935,,, 5419,, 5937, 9021,, 9911, 3966,,,, 1892,, 14542,, 2049, 13451, 14350,, 7151, 1584, 759,,,, 4971,,
 7807, 10728,, 7371, 12883,, 6905,,, 12947,,,,, 12339, 11867,, 13198,,,, 8677,,, 1520,,, 3752, 8837, 1789, 11618,,, 6767,,,,, 2598, 12332,, 2810, 2651, 5564, 12246,, 3342,,,,, 3006, 9420,, 8340,, 4625, 10936,,, 5442,, 5938, 9022,, 9912, 3990,,,, 1912,, 14543,, 2050, 13452, 14351,, 7152, 1603, 760,,,, 4972,,
 7808, 10729,, 7372, 12884,, 6906,,, 12948,,,,, 12340, 11868,, 13199,,,, 8678,,, 1521,,, 3753, 8838, 1790, 11619,,, 6768,,,,, 2599, 12333,, 2811, 2652, 5565, 12247,, 3343,,,,, 3007, 9421,, 8341,, 4626, 10937,,, 5443,, 5939, 9023,, 9913, 3991,,,, 1916,, 14544,, 2072, 13453, 14352,, 7153, 1604, 761,,,, 4973,,
 7809, 10730,, 7821, 12885,, 6907,,, 12949,,,,, 12359, 11869,, 13200,,,, 8679,,, 1522,,, 3754, 8839, 1791, 11640,,, 6769,,,,, 2600, 12351,, 2812, 2653, 5588, 12248,, 3344,,,,, 3008, 9422,, 8342,, 4627, 10938,,, ,, 5940, 9024,, 9914, 3992,,,, 1936,, 14545,, 2073, 13454, 14372,, 7154, 1605, 762,,,, 4974,,
 7810, 10731,, 7844, 12908,, 6908,,, 12950,,,,, 12360, 11890,, 13201,,,, 8680,,, 1523,,, 3776, 8840, 1792, 11641,,, 6770,,,,, 2617, 12352,, 2813, 2654, 5589, 12249,, 3345,,,,, 3009, 9423,, 8917,, 4628, 10939,,,,, 5941, 9025,, 9915, 4014,,,, 1941,, 14567,, 2074, 13455, 14373,, 7155, 1606, 763,,,, 4995,,
 7831, 10732,, 7845, 12909,, 6909,,, 12967,,,,, 12361, 11891,, 13222,,,, 8681,,, 1524,,, 3777, 8841, 1793, 11642,,, 6771,,,,, 2618, 12353,, 2836, 2655, 5590, 12271,, 3346,,,,, 3010, 9424,, 8942,, 4629, 10940,,,,, 5960, 9047,, 9934, 4015,,,, 1961,, 14568,, 2097, 13475, 14374,, 7174, 1607, 764,,,, 4996,,
 7832, 10733,, 7846, 13456,, 6926,,, 12968,,,,, 12362, 11892,, 13223,,,, 8682,,, 1544,,, 3778, 8842, 1794, 11643,,, 6772,,,,, 2619, 12354,, 2837, 2656, 5591, 12272,, 3347,,,,, 3031, 9425,, 8967,, 4649, 10941,,,,, 5961, 9048,, 9935, 4016,,,, 1966,, 14569,, 2098, 13476, 14375,, 7175, 1608, 782,,,, 4997,,
 7833, 10751,, 7847, 13457,, 6927,,, 12969,,,,, 12363, 11893,, 13224,,,, 8701,,, 1545,,, 3779, 8860, 1795, 11644,,, 6791,,,,, 2620, 12355,, 2838, 2657, 5592, 12273,, 3348,,,,, 3032, 9443,, ,, 4650, 10960,,,,, 5962, 9049,, 9936, 4017,,,, 1988,, 15094,, , 13477, 14875,, 7176, 1609, 783,,,, 4998,,
 7834, 10752,, 7848, 13483,, 6928,,, 12970,,,,, 12364, 11894,, 13225,,,, 8702,,, 1546,,, 3801, 8861, 1811, 11645,,, 6792,,,,, 2621, 12356,, 2863, 2658, 5612, 12274,, 3368,,,,, 3033, 9444,,,, 4651, 10961,,,,, 5963, 9072,, 9937, 4018,,,, 2487,, 15117,,, 13478, 14899,, 7177, 1610, 784,,,, 4999,,
 7835, 10753,, 7869, 13484,, 6929,,, 12971,,,,, 12365, 11895,, 13249,,,, 8703,,, 1547,,, 3802, 8862, 1812, 11646,,, 6793,,,,, 2622, 12357,, 3310, 2676, 5613, 12297,, 3369,,,,, 3034, 9445,,,, 4652, 10962,,,,, 5964, 9073,, 9938, 4038,,,, 2488,, 15118,,, 13479, 14900,, 7178, 1611, 785,,,, 5497,,
 7856, 10754,, 7870, 13509,, 6930,,, 12972,,,,, 12384, 11915,, 13250,,,, 8706,,, 1548,,, 4174, 8863, 1813, 11665,,, 6794,,,,, 2623, 12358,, 3311, 2677, 5614, 12671,, 3370,,,,, 3035, 9446,,,, 4653, 10963,,,,, 5965, 9501,, 9939, 4039,,,, 2489,, 15119,,, 13924, 14901,, 7179, 1612, 786,,,, 5522,,
 7857, 10755,, 7871, ,, 6931,,, 12973,,,,, 12385, 11916,, 13747,,,, 8707,,, 1549,,, 4175, 8864, 1814, 11666,,, 6795,,,,, 2624, 12376,, 3333, 2678, 5615, 12672,, 3371,,,,, 3036, 9447,,,, 4654, 10964,,,,, 5966, 9502,, 9958, 4040,,,, 2490,, 15141,,, 13925, 14922,, 7180, 1628, 787,,,, 5523,,
 7858, 10756,, 7872,,, 6932,,, 12974,,,,, 12386, 11917,, 13751,,,, 9129,,, 1550,,, 4176, 8865, 1815, 11667,,, 6796,,,,, 2625, 12377,, 3334, 2679, 5616, 12673,, 3372,,,,, 3056, 9448,,,, 4675, 10965,,,,, 5967, 9524,, 9959, 4041,,,, 2491,, 15142,,, 13926, 14923,, 7198, 1629, 788,,,, 5546,,
 7859, 10757,, 7873,,, 6933,,, 12975,,,,, 12387, 11918,, 13752,,,, 9130,,, 1569,,, 4177, 8866, 1816, 11668,,, 6797,,,,, 2643, 12378,, 3335, 2680, 5617, 12695,, 3373,,,,, 3057, 9449,,,, 4676, 10966,,,,, 5985, 9525,, 9960, 4042,,,, 2492,, 15143,,, 13927, 14924,, 7199, 1630, 789,,,, 5547,,
 7860, 10758,, 7874,,, 6951,,, 12994,,,,, 12388, 11919,, 13772,,,, 9131,,, 1570,,, 4178, 8867, 1817, 11669,,, 6816,,,,, 2644, 12379,, 3336, 2681, 5618, 12696,, 3394,,,,, 3058, 9450,,,, 4677, 10986,,,,, 5986, 9526,, 9961, 4043,,,, 2493,, 15144,,, 13928, 14925,, 7200, 1631, 790,,,, 5548,,
 7881, 10759,, 7876,,, 6952,,, 12995,,,,, 12389, 11940,, 13773,,,, 9132,,, 1571,,, 4179, 8888, 1818, 11670,,, 6817,,,,, 2645, 12380,, 3358, 2682, 5637, 12697,, 3395,,,,, 3059, 9468,,,, 4678, 10988,,,,, 5987, 9527,, 9962, 4044,,,, 2512,, 15145,,, 13929, 14926,, 7201, 1632, 791,,,, 5549,,
 7882, 10778,, 7893,,, 6953,,, 12996,,,,, 12390, 11941,, 13774,,,, 9133,,, 1572,,, 4199, 8889, 1819, 11671,,, 6818,,,,, 2646, 12381,, 3359, 2683, 5638, 12698,, 3396,,,,, 3060, 9469,,,, 4679, 10989,,,,, 5988, 9547,, 9963, 4063,,,, 2516,, 15167,,, 13949, 14927,, 7202, 1633, 806,,,, 5571,,
 7883, 10779,, 7894,,, 6954,,, 12997,,,,, 12408, 11942,, 13775,,,, 9152,,, 1573,,, 4200, 8890, 1838, 11690,,, 6819,,,,, 2647, 12382,, 3360, 2703, 5639, 12718,, 3397,,,,, 3061, 9470,,,, 5201, 10990,,,,, 5989, 9548,, 9964, 4064,,,, 2537,, 15168,,, 13950, 14947,, 7203, 1634, 807,,,, 5572,,
 7884, 10780,, 7895,,, 6955,,, 12998,,,,, 12409, 11943,, 13776,,,, 9153,,, 1574,,, 4201, 8891, 1839, 11691,,, 6820,,,,, 2648, 12383,, 3361, 2704, 5640, 12719,, 3398,,,,, 3082, 9471,,,, 5225, 11014,,,,, 5990, 9549,, 9983, 4065,,,, 2541,, 15169,,, 13951, 14948,, 7204, 1635, 808,,,, 5573,,
 7908, 10781,, 7896,,, 6956,,, 12999,,,,, 12410, 11968,, 13777,,,, 9154,,, 1575,,, 4202, 8892, 1840, 11692,,, 6821,,,,, 2649, 12401,, 3382, 2705, 5641, 12720,, 3420,,,,, 3083, 9472,,,, 5226, 11039,,,,, 5991, 9550,, 9984, 4066,,,, 2613,, 15192,,, 13952, 14949,, 7224, 1636, 809,,,, 5574,,
 7909, 10782,, 7897,,, 6957,,, 13000,,,,, 12411, 12366,, 13796,,,, 9155,,, 1594,,, 4203, 8914, 1841, 11693,,, 6822,,,,, 2650, 12402,, 3383, 2706, 5642, 12721,, 3421,,,,, 3084, 9473,,,, 5227, 11414,,,,, 5992, 9551,, 9985, 4067,,,, 3113,, 15193,,, 13953, 14950,, 7225, 1637, 810,,,, 5596,,
 8407, 10783,, 7898,,, 6958,,, 13497,,,,, 12412, 12367,, 13797,,,, 9156,,, 1595,,, 4204, 8915, 1842, 11694,,, 6843,,,,, 2671, 12403,, 3384, 2707, 5643, 12722,, 3422,,,,, 3085, 9474,,,, 5228, 11415,,,,, 5993, 9571,, 9986, 4068,,,, 3114,, 15194,,, 13954, 14951,, 7226, 1655, 811,,,, 5597,,
 8408, 10784,, 7899,,, 6978,,, 13498,,,,, 12413, 12368,, 13798,,,, 9157,,, 1596,,, 4205, 8916, 1843, 11695,,, 6844,,,,, 2672, 12404,, 3385, 2729, 5644, 12723,, 3445,,,,, 3086, 9475,,,, 5249, 11416,,,,, 6010, 9572,, 9987, 4069,,,, 3115,, ,,, 13955, 14952,, 7227, 1656, 812,,,, 5598,,
 8409, 10803,, 7900,,, 6979,,, 13499,,,,, 12414, 12369,, 13799,,,, 9158,,, 1597,,, 4224, 8939, 2263, 11696,,, 6845,,,,, 2673, 12405,, 3386, 2730, 5645, 12743,, 3862,,,,, 3087, 9497,,,, 5250, 11435,,,,, 6011, 9573,, 9988, 4090,,,, 3116,,,,, 13974, 14972,, 7228, 1657, 813,,,, 5599,,
 8410, 10804,, 7901,,, 6980,,, 13500,,,,, 12433, 12370,, 13800,,,, 9177,,, 1598,,, 4225, 8940, 2288, 11716,,, 6846,,,,, 2674, 12406,, 3387, 2731, 5662, 12744,, 3863,,,,, 3107, 9498,,,, 5251, 11436,,,,, 6012, 9574,, 9989, 4091,,,, 3117,,,,, 13975, 14973,, 7229, 1658, 814,,,, 5621,,
 8432, 10805,, 7918,,, 6981,,, 13517,,,,, 12434, 12391,, 13801,,,, 9178,,, 1599,,, 4226, 8941, 2289, 11717,,, 6847,,,,, 3118, 12407,, 3407, 2732, 5663, 12745,, 3864,,,,, 3108, 9499,,,, 5252, 11437,,,,, 6013, 9575,, 10010, 4092,,,, 14465,,,,, 13976, 14974,, 7252, 1659, 815,,,, 5622,,
 8433, 10806,, 7919,,, 6982,,, 13518,,,,, 12435, 12392,, 13802,,,, 9179,,, 1600,,, 4227, 9382, 2290, 11718,,, 6869,,,,, 3119, 12426,, 3408, 2754, 5664, 12746,, 3865,,,,, 3109, 9500,,,, 5253, 11438,,,,, 6014, 9576,, 10011, 4536,,,, 15037,,,,, 13977, 14975,, 7253, 1660, 816,,,, 5623,,
 8434, 10807,, 7920,,, 7003,,, 13519,,,,, 12436, 12393,, 13821,,,, 9180,,, 1619,,, 4228, 9383, 2312, 11719,,, 6870,,,,, 3120, 12427,, 3409, 2755, 5665, 12747,, 3866,,,,, 3110, 9523,,,, 5254, 11439,,,,, 6015, 9595,, 10012, 4537,,,, 15041,,,,, 13978, 14976,, 7254, 1680, 830,,,, 5624,,
 8435, 10808,, 7921,,, 7004,,, 13520,,,,, 12437, 12394,, 13822,,,, 9181,,, 1620,,, 4229, 9384, 2313, 11720,,, 6871,,,,, 3121, 12428,, 3410, 2756, 5666, 12748,, 3867,,,,, 3111, 9945,,,, 5275, 11440,,,,, 6016, 9596,, 10013, 4538,,,, 15062,,,,, 13979, 14977,, 7653, 1681, 831,,,, 6172,,
 8456, 10809,, 7922,,, 7005,,, 13521,,,,, 12438, 12395,, 13823,,,, 9182,,, 1621,,, 4230, 9407, 2314, 11721,,, 6872,,,,, 3142, 12429,, 3411, 2779, 5667, 12768,, 3887,,,,, 3112, 9948,,,, 5276, 11441,,,,, 6017, 9597,, 10014, 4539,,,, 15063,,,,, 13980, 14978,, 7654, 1682, 832,,,, 6173,,
 8457, 10831,, 7923,,, 7006,,, 13522,,,,, 12439, 12396,, 13824,,,, 9183,,, 1622,,, 4231, 9408, 2315, 11745,,, 7366,,,,, 3143, 12430,, 3412, 2780, 5668, 12769,, 3888,,,,, 3129, 9949,,,, 5277, 11442,,,,, 6018, 9598,, 10015, 4561,,,, 15064,,,,, 13999, 14997,, 7655, 1683, 833,,,, 6197,,
 8458, 10832,, 7924,,, 7452,,, 13523,,,,, 12458, 12397,, 13825,,,, 9201,,, 1623,,, 4250, 9409, 2316, 12242,,, 7367,,,,, 3144, 12431,, 3434, 2781, 5669, 12770,, 3889,,,,, 3130, 9950,,,, 5278, 11460,,,,, 6035, 9599,, 10536, 4562,,,, 15065,,,,, 14000, 14998,, 7676, 1684, 834,,,, 6198,,
 8459, 10833,, 7925,,, 7453,,, 13524,,,,, 12459, 12398,, 13826,,,, 9202,,, 1624,,, 4251, 9410, 2317, 12243,,, 7368,,,,, 3145, 12432,, 3435, 2804, 5687, 12771,, 3890,,,,, 3131, 9969,,,, 5279, 11461,,,,, 6036, 9600,, 10537, 4563,,,, 15066,,,,, 14001, 14999,, 7677, 1685, 835,,,, 6199,,
 8460, 10857,, 7926,,, 7454,,, 13525,,,,, 12460, 12415,, 13848,,,, 9203,,, 1625,,, 4252, 9411, 2318, 12266,,, 7369,,,,, 3146, 12451,, 3436, 3176, 5688, 12772,, 3891,,,,, 3132, 9970,,,, 5301, 11462,,,,, 6037, 9601,, 10538, 4564,,,, 15087,,,,, 14002, 15000,, 7678, 1706, 836,,,, 6222,,
 8481, 10858,, 7943,,, 7455,,, 13541,,,,, 12461, 12416,, 13849,,,, 9204,,, 1645,,, 4253, 9412, 2336, 12267,,, 7390,,,,, 3147, 12452,, 3437, 3177, 5689, 12773,, 3892,,,,, 3133, 9971,,,, 5302, 11463,,,,, 6038, 9620,, 10539, 4565,,,, 15088,,,,, 14003, 15500,, 7679, 1707, 837,,,, 6223,,
 8482, 11251,, 7944,,, 7456,,, 13542,,,,, 12462, 12417,, 13850,,,, 9205,,, 1646,,, 4254, 9413, 2337, 12268,,, 7391,,,,, 3148, 12453,, 3438, 3178, 5690, 12774,, 3893,,,,, 3134, 9972,,,, 5303, 11464,,,,, 6039, 9621,, 10540, 4590,,,, 15089,,,,, 14004, 15501,, 7680, 1708, 838,,,, 6224,,
 8483, 11252,, 7945,,, 7457,,, 13543,,,,, 12463, 12418,, 13851,,,, 9206,,, 1647,,, 4255, 9414, 2338, 12269,,, 7392,,,,, 3149, 12454,, 3462, 3201, 5691, 12793,, 3894,,,,, 3135, 9973,,,, , 11465,,,,, 6040, 9622,, 10559, 4591,,,, 15090,,,,, 14005, 15524,, 7701, 1709, 839,,,, 6247,,
 8484, 11253,, 7946,,, 7476,,, 13544,,,,, 12464, 12419,, 13875,,,, 9207,,, 1648,,, 4256, 9415, 2339, 12270,,, 7393,,,,, 3150, 12455,, 3463, 3202, 5692, 12794,, 3915,,,,, 3136, 9974,,,,, 11466,,,,, 6041, 9623,, 10560, 4615,,,, 15091,,,,, 14024, 15525,, 7702, 1710, 840,,,, 6248,,
 8485, 11254,, 7947,,, 7477,,, 13545,,,,, 12483, 12420,, 13900,,,, 9226,,, 1649,,, 4275, 9432, 2340, 12290,,, 7394,,,,, 3167, 12456,, 3935, 3203, 5693, 12795,, 3916,,,,, 3137, 9975,,,,, 11467,,,,, 6042, 9624,, 10561, 4616,,,, 15092,,,,, 14025, 15526,, 7703, 1732, 841,,,, 6249,,
 8506, 11255,, 7948,,, 7478,,, 13546,,,,, 12484, 12421,, 14376,,,, 9227,,, 1650,,, 4276, 9433, 2341, 12291,,, 7395,,,,, 3168, 12457,, 3959, 3204, 5694, 12796,, 3917,,,,, 3154, 9994,,,,, 11484,,,,, 6043, 9625,, 10562, 4617,,,, 15115,,,,, 14026, 15527,, 7704, 1733, 855,,,, 6798,,
 8507, 11256,, 7949,,, 7479,,, 13547,,,,, 12485, 12422,, 14377,,,, 9228,,, 1671,,, 4277, 9434, 2342, 12292,,, 7396,,,,, 3169, 12476,, 3960, 3205, 5712, 12797,, 3918,,,,, 3155, 9995,,,,, 11485,,,,, 6060, 9647,, 10563, 4640,,,, 15116,,,,, 14027, 15547,, 7705, 1734, 856,,,, 6823,,
 8508, 11257,, 7950,,, 7480,,, 13548,,,,, 12486, 12423,, 14396,,,, 9229,,, 1672,,, 4278, 9435, 2343, 12293,,, 7397,,,,, 3170, 12477,, 3961, 3206, 5713, 12798,, 3919,,,,, 3156, 9996,,,,, 11486,,,,, 6061, 9648,, 10564, 4641,,,, ,,,,, 14028, 15548,, 7706, 2179, 857,,,, 6824,,
 8509, 11258,, 7968,,, 7481,,, 13549,,,,, 12487, 12440,, 14397,,,, 9230,,, 1673,,, 4279, 9436, 2344, 12294,,, 7415,,,,, 3171, 12478,, 3983, 3226, 5714, 12799,, 3920,,,,, 3157, 9997,,,,, 11487,,,,, 6062, 9649,, 10583, 4642,,,,,,,,, 14029, 15549,, 7726, 2180, 858,,,, 6848,,
 9034, 11276,, 7969,,, 7482,,, 13550,,,,, 12488, 12441,, 14398,,,, 9231,,, 1674,,, 4280, 9437, 2361, 12295,,, 7416,,,,, 3172, 12479,, 3984, 3227, 5715, 12818,, 3921,,,,, 3158, 9998,,,,, 11488,,,,, 6063, 9650,, 10584, 4643,,,,,,,,, 14030, 15550,, 7727, 2181, 859,,,, 6849,,
 9035, 11277,, 7970,,, 7501,,, 13566,,,,, 12489, 12442,, 14399,,,, 9232,,, 1675,,, 4301, 9438, 2362, 12296,,, 7417,,,,, 3173, 12480,, 3985, 3228, 5716, 12819,, 3922,,,,, 3159, 9999,,,,, 11489,,,,, 6064, 9672,, 10585, 4663,,,,,,,,, 14049, 15551,, 7728, 2182, 860,,,, 6873,,
 9057, 11278,, 7971,,, 7502,,, 13567,,,,, 12509, 12443,, 14400,,,, 9251,,, 1698,,, 4302, 9439, 2363, 12315,,, 7418,,,,, 3174, 12481,, 3986, 3229, 5717, 12820,, 3923,,,,, 3160, 10000,,,,, 11490,,,,, 6065, 9673,, 10586, 4664,,,,,,,,, 14050, 15552,, 7729, 2203, 861,,,, 6874,,
