,grain,FIP
0,1,1.5440229759354283e-09
1,2,7.875966820338731e-07
2,3,2.948889649085893e-06
3,4,2.065095472525048e-06
4,5,6.248608597688961e-08
5,6,3.5975951358879634e-11
6,7,6.410346952462738e-06
7,8,9.783215970562965e-07
8,9,7.585790168972592e-06
9,10,7.356467223066111e-06
10,11,6.853354975765455e-08
11,12,3.3716933980280053e-06
12,13,2.825928678398518e-07
13,14,1.079068733548828e-06
14,15,1.5908353745084881e-06
15,16,8.941900643112066e-07
16,17,6.351218503501762e-08
17,18,7.778823513339931e-08
18,19,3.37453962698361e-07
19,20,1.5569300921777034e-07
20,21,3.6291188909459908e-06
21,22,1.8290513570772297e-07
22,23,8.755445263292856e-08
23,24,1.849962909461264e-06
24,25,2.3670910312122643e-06
25,26,7.164332605075363e-07
26,27,3.6222407787341695e-07
27,28,5.112922286527036e-07
28,29,1.2171106038364166e-07
29,30,7.827235314765406e-06
30,31,1.271632237598959e-06
31,32,8.018501733542965e-09
32,33,8.039426023432981e-09
33,34,1.8631011319203602e-07
34,35,1.0940857445751422e-10
35,36,3.5244583590391335e-06
36,37,8.235565925719391e-06
37,38,1.8268775805203849e-09
38,39,4.332347940880491e-07
39,40,8.045783368884584e-06
40,41,2.6497751065928492e-08
41,42,3.4672081309190573e-07
42,43,2.064305483490856e-06
43,44,7.334792858139359e-08
44,45,1.592091172807929e-06
45,46,2.1908763500093437e-06
46,47,3.8559136131966813e-07
47,48,1.8752004057882734e-07
48,49,4.6268360695173434e-07
49,50,2.7688995877599768e-06
50,51,9.021861529324684e-10
51,52,1.5700099465476538e-07
52,53,1.075658204626366e-09
53,54,1.7578483766215526e-06
54,55,3.1164831782841456e-06
55,56,1.5410512893171647e-07
56,57,7.712613887474388e-06
57,58,1.1063778081467072e-08
58,59,4.729934010058417e-06
59,60,1.029677958850782e-05
60,61,5.9736487068542145e-09
61,62,1.3025476507033216e-09
62,63,1.98798045819783e-06
63,64,5.421356734398681e-11
64,65,2.2994793937938286e-07
65,66,6.301293412988044e-06
66,67,1.0726511394927494e-09
67,68,1.1596370955729338e-06
68,69,1.8157155877231298e-06
69,70,1.1653475200520702e-06
70,71,6.139979003663878e-07
71,72,7.633094497776916e-06
72,73,3.6613098376424834e-06
73,74,2.0084312177657883e-06
74,75,2.884442855550973e-07
75,76,7.580228096741072e-07
76,77,6.520285597224908e-08
77,78,1.5290526082179858e-06
78,79,7.235625164447351e-08
79,80,2.7465085377991364e-06
80,81,2.151598392099206e-06
81,82,5.308770246086025e-09
82,83,4.3381499791576105e-07
83,84,4.123701332833389e-06
84,85,1.8138543992318829e-06
85,86,6.243343343580374e-06
86,87,3.7219131198356425e-08
87,88,4.380536859664093e-08
88,89,2.6241195391508833e-11
89,90,2.09072725005238e-07
90,91,1.2004271920022666e-06
91,92,3.301333145445678e-06
92,93,5.914247322267951e-07
93,94,1.7705783399914452e-06
94,95,4.422043377747703e-06
95,96,4.529855063981696e-07
96,97,4.0239962021164765e-07
