,grain,FIP
0,1,0.00035267373570867716
1,2,0.0008091271294080975
2,3,0.0003599220017245809
3,4,0.00040852764268200153
4,5,0.000689816092484036
5,6,0.00027790674795848765
6,7,0.00047255050580484334
7,8,0.00037286323207776675
8,9,0.0003569493508629854
9,10,0.000544431613272631
10,11,0.0007603547358983088
11,12,0.0004512069584497499
12,13,0.00031433631673272687
13,14,0.0008834303037747406
14,15,0.0005173958877644055
15,16,0.0004223562091265015
16,17,0.000769388953162826
17,18,0.0005107430265875433
18,19,0.0008478387351566033
19,20,0.0006092177469710425
20,21,0.0006941629384112504
21,22,0.0006323520216302836
22,23,0.0001285022318183158
23,24,0.0008696473446030217
24,25,0.0004022687816822997
25,26,0.0004412873418176073
26,27,0.0005279185575202441
27,28,0.0010253082266891303
28,29,0.00122118540700497
29,30,0.0004498035607058904
30,31,0.0010221346102324707
31,32,0.0009339164339481521
32,33,0.0005546348044904737
33,34,0.0006865645294527524
34,35,0.0006758010406554649
35,36,0.0006845504654678052
36,37,0.0008027721734539105
37,38,0.000823444950810189
38,39,0.0004187271748776713
39,40,0.0002169469290598055
40,41,0.0003594694888550046
41,42,0
42,43,0.0006844121781050116
43,44,0.0003738792612729859
44,45,6.788388989042751e-05
45,46,0.0009177414311601777
46,47,0.00064706504701056
47,48,0.0006156938724536919
48,49,0.0009374240098766142
49,50,0.0005285171752812775
50,51,0.00021770917753343984
51,52,0.00017640495590248123
52,53,0.000453584474392708
53,54,0.0009429517021534566
54,55,0.0003823936558056931
55,56,0.0006669969011385531
56,57,0.0007482512428877039
57,58,0.0007396212383275063
58,59,0.00047807779370035076
59,60,0.0003090730519672445
60,61,0.0008165386630397709
61,62,0.0002954786029677489
62,63,0.00025348177388797086
63,64,0.0006940589679568125
64,65,0.0007970813505609682
65,66,0.0003998515327785422
66,67,0.000901976298860412
67,68,0.0006210601238789729
68,69,0.0002297480791126268
69,70,0.00019770066396834215
70,71,0.00023249138940688088
71,72,0
72,73,0.0003210783440872634
73,74,0.0007158426728112507
74,75,0.0005733930881636305
75,76,0.0007011307627037569
76,77,0.0010695034232881342
77,78,0.0003622579108993661
78,79,0.0009385827551053089
79,80,0.0002734607559638314
80,81,0.0005415187397831793
81,82,0.0009030131671251953
82,83,0.0002885546350730755
83,84,0.0006594810846972085
84,85,0.0008440081562368094
85,86,0.0008576251375893168
86,87,0.0007869864734151411
87,88,0.0005619842976390003
88,89,0.0004109197428619237
89,90,0.0003422826361574152
90,91,0.0010597149535538184
91,92,0.0006928318348893145
92,93,0.000626739348394939
93,94,0.0004925880817839591
94,95,0.000574681090915207
95,96,0.00014828258215819482
96,97,0.0009218970228007434
97,98,0.0007919243946353877
98,99,0.00018338370882019494
99,100,0.0006614424854982118
