1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
 10229, 66, 8163, 5152,, 3765, 1038, 10542, 2686, 5368, 10961, 10846, 3232, 8628,, 1703, 4624, 10900, 9959, 762, 5890, 2717, 3170, 8357, 3650, 835, 11466, 3158, 10123, 1331,, 8173, 1627, 5372, 7366, 8604, 2311,, 8950, 6024, 14502,, 278, 4617,, 10784, 2798, 1379, 623, 13680,,, 5595,, 4087, 6819, 2430, 14469, 7960, 2179, 7829, 7162, 962, 4938, 7036, 2876,, 12215, 12353, 9046, 8222, 6979, 7842, 10444, 14258, 9399, 6809, 5665, 13754, 945,, 7745, 95, 533, 13183, 5389, 10937, 475, 4413,, 1110, 7052, 2746,, 2981, 3261, 249
 10230, 67, 8164, 5153,, 3766, 1039, 10543, 2687, 5369, 10983, 10847, 3233, 8629,, , 5098, 10921, 9960, 763, 5891, 2718, 3171, 8358, 3651, 836, 11467, 3159, 10124, 1877,, 8174, 1628, 5868, 7388, 8605, 2312,, 8974, 6025, 14503,, 279, 4618,, 10785, 2799, 1380, 1099, 14154,,, 5596,, 4088, 6820, 2453, 14470, 7961, 2200, 7830, 7184, 963, 4960, 7037, 2877,, 12216, 12376, 9047, 8241, 6980, 7843, 10445, 14259, 9400, 6810, 5666, 13776, 946,, 7746, 96, 534, 13206, 5390, 10938, 492, 4414,, 1135, 7053, 2747,, 2982, 3262, 250
 10253, 68, 8165, 5176,, 3767, 1040, 10544, 2705, 5391, 10984, 10848, 3234, 8630,,, 5122, 10922, 10430, 764, 5892, 2739, 3192, 8359, 3652, 837, 11489, 3160, 10146, 1878,, 8175, 1629, 5869, 7389, 8606, 2334,, 8975, 6044, 14504,, 280, 4619,, 10786, 2819, 1403, 1100, 14179,,, 6195,, 4110, 6842, 2454, 14492, 7962, 2201, 7851, 7185, 964, 4961, 7038, 2878,, 12238, 12377, 9048, 8242, 6981, 7864, 10446, 14260, 9401, 6811, 5667, 13777, 947,, 8270, 97, 553, 13207, 5411, 11462, 493, 4415,, 14184, 7078, 3272,, 3483, 3263, 266
 10254, 83, 8166, 5177,, 4267, 1041, 10545, 2706, 5392, 10985, 10849, 3235, 8631,,, 5123, 10923, 10431, 765, 5914, 2740, 3193, 8360, 3653, 838, 11490, 3180, 10147, 1879,, 8197, 1651, 5870, 7390, 8607, 2335,, 8999, 6045, 14526,, 281, 4642,, 10787, 2820, 1404, 1123, 14180,,, 6196,, 4111, 6843, 2455, 14493, 7963, 2202, 7852, 7186, 987, 4962, 7039, 2879,, 12239, 12378, 9069, 8243, 7004, 7865, 10447, 14261, 9421, 6812, 5668, 13778, 948,, 8271, 98, 554, 13208, 5412, 11463, 494, 4437,, 14185, 7079, 3294,, 3506, 3264, 267
 10255, 84, 8185, 5178,, 4268, 1042, 10546, 2707, 5393, 10986, 10850, 3255, 8632,,, 5124, 10924, 10432, 784, 5915, 2741, 3194, 8361, 3654, 858, 11491, 3181, 10148, 1880,, 8198, 1652, 5893, 7391, 8608, 2336,, 9000, 6046, 14527,, 282, 4643,, 10808, 2821, 1405, 1124, 14204,,, 6197,, 4112, 6844, 2456, 14494, 7964, 2203, 7853, 7187, 988, 4963, 7040, 2900,, 12240, 12401, 9070, 8244, 7005, 7866, 10448, 14284, 9422, 6834, 5669, 13779, 949,, 8272, 99, 555, 13755, 5413, 11486, 495, 4438,, 14186, 7103, 3295,, 3507, 3265, 268
 10828, 85, 8186, 5200,, 4289, 1063, 10547, 2708, 5394, 11006, 10871, 3256, 8633,,, 5145, 10925, 10433, 785, 5916, 2742, 3195, 8380, 3655, 859, 11492, 3182, 10149, 1881,, 8199, 1676, 5894, 7414, 9131, 2337,, 9024, 6047, 14528,, 283, 4644,, 10809, 2822, 1428, 1125, 14205,,, 6220,, 4113, 6845, 2457, 14495, 7965, 2204, 7854, 7209, 1539, 4986, 7041, 2901,, 12241, 12402, 9071, 8245, 7006, 7867, 10449, 14285, 9423, 6835, 5691, 13803, 950,, 8294, 100, 556, 13756, 5414, 11487, 496, 4439,, 14208, 7626, 3296,, 3508, 3266, 269
 10829, 86, 8187, 5201,, 4290, 1064, 10548, 2709, 5395, 11007, 10872, 3257, 8652,,, 5146, 10946, 10454, 786, 5917, 2743, 3196, 8381, 3675, 860, 11514, 3183, 10171, 1882,, 8200, 2226, 5895, 7415, 9155, 2359,, 9025, 6048, 15102,, 301, 4667,, 10810, 2823, 1429, 1146, 14206,,, ,, 4136, 7367, 2478, 14517, 7986, 2225, 7877, 7210, 1564, 4987, 7042, 2902,, 12263, 12403, 9072, 8246, 7029, 7868, 10450, 14286, 9424, 6836, 5692, 13804, 971,, 8295, 101, 557, 13757, 5415, 11488, 497, 4440,, 14209, 7627, 3297,, 3530, 3267, 270
 10830, 87, 8188, 5202,, 4291, 1065, 10567, 2710, 5416, 11008, 11320, 3258, 8653,,, 5147, 10947, 10455, 787, 5938, 2764, 3217, 8382, 3676, 861, 11515, 3184, 10172, 1902,, 8223, 2251, 5896, 7416, 9156, 2360,, 9599, 6049, 15103,, 302, 4668,, 10811, 2824, 1430, 1147, 14229,,,,, 4137, 7368, 2479, 14518, 7987, 2227, 7878, , 1587, 4988, 7061, 2903,, 12264, 12404, 9094, 8247, 7054, 7890, 10467, 14884, 9425, 6837, 5693, 13829, 972,, 8296, 102, 558, 13758, 5961, 11510, 516, 4441,, 14210, 7651, 3298,, 3531, 3268, 271
 10852, 88, 8189, 5203,, 4292, 1066, 10568, 2711, 5417, 11009, 11321, 3259, 8654,,, 5148, 10948, 10456, 788, 5939, 2765, 3218, 8383, 3677, 862, 11516, 3185, 10173, 1903,, 8224, , 5918, 7439, 9157, 2361,, 9600, 6050, 15126,, 303, 4669,, 10833, 2845, 1978, 1148, 14230,,,,, 4138, 7369, 2480, 14519, 7988, 2250, 8376,, 1588, 5012, 7062, 2904,, 12265, 12426, 9644, 8267, 7501, 7891, 10468, 14885, 9446, 6859, 5694, , 973,, 8297, 120, 580, 13780, 5962, 11511, 517, 4462,, 14785, 7652, 3319,, 3532, 3286, 272
 10853, 89, 8190, 5225,, 4293, 1067, 10569, 2712, 5418, 11010, 11322, 3260, 8655,,, 5149, 10949, 10457, 789, 5940, 2766, 3219, 8384, 3678, 863, 11517, 3205, 10174, 1904,, ,, 5919, 7440, 9179, 2362,, 9624, 6069, 15127,, 304, 4692,, 10834, 2846, 1979, 1149, 14231,,,,, , 7392, 3054, 15043, 7989, 2701, 8377,, 1612, 5013, 7063, 2925,, 12266, 12427, 9645, 8268, 7502, 7892, 10469, 14886, 9447, 6860, 5716,, 974,, 8298, 121, 581, 13781, 5963, 11512, 518, 4463,, 14786, 7677, 3320,, 3533, 3287, 273
 10854, 90, 8191, 5226,, 4314, 1088, 10570, 2730, 5419, 11031, 11323, 3281, 8656,,, 5150, 10950, 10458, 790, 5941, 2767, 3220, 8385, 3679, 864, 11539, 3206, 10197, 1905,,,, 5920, 7441, 9180, 2363,, 9625, 6070, 15128,, 305, 4693,, 10835, 2847, 1980, 1150, 14232,,,,,, 7393, 3055, 15044, 8012, 2702, 8378,, 12787, 5538, 7064, 2926,, 12267, 12428, 9646, 8269, 7503, 8368, 10470, 14909, 9448, 6861, 5717,, 975,, 8299, 122, 582, 13782, 5964, 11513, 519, 4464,, 14787, , 3321,, 3555, 3288, 274
 10855, 91, 8210, 5250,, 4315, 1089, 10571, 2731, 5441, 11032, 11324, 3282, 8657,,, 5169, 10972, 10459, 791, 5942, 2768, 3243, 8386, 3680, 883, 11540, 3207, 10198, 1906,,,, 5921, 7464, 9181, 2384,, 10225, 6071, 15151,, 306, 4694,, 10859, 2848, 2003, 1170, 14254,,,,,, 7394, 3056, 15068, 8013, 2703, 8379,, 13360, 5561, 7065, 2927,, 12287, 12451, 9647, 8292, 7504, 8391, 10471, , 9449, 6862, 5718,, 998,, 8318, 123, 605, 13783, 5985, 11536, 520, 4465,, 14808,, 3322,, 3556, 3289, 275
 10878, 92, 8211, 5776,, 4316, 1090, 10572, 2732, 5442, 11033, 11345, 3283, 8658,,, 5170, 10973, 10479, 813, 5965, 2788, 3244, 8405, 3681, 884, 11541, 3208, 10199, 1907,,,, 5922, 7465, 9182, 2385,, , 6072, 15152,, 307, 4717,, 10860, 2849, 2004, 1171, 14255,,,,,, 7395, 3078, 15069, 8461, 2726, 8401,, 13361, 5562, 7066, 2928,, 12288, 12452, 9648, 8293, 7505, 8392, 10472,, 9450, 6884, 5719,, 999,, 8319, 124, 606, 13805, 5986, 11537, 521, 4466,, 14809,, 3323,, 3557, 3290, 291
 10879, 115, 8212, 5777,, 4317, 1091, 10573, 2733, 5443, 11034, 11346, 3284, 8677,,, 5171, 10974, 10480, 814, 5966, 2789, 3245, 8406, 3700, 885, 12012, 3209, 10223, 1928,,,, 5943, 7466, 9183, 2386,,, 6073, ,, 308, 4718,, 11359, 2873, 2005, 1172, 14256,,,,,, 7417, 3079, 15092, 8462, 2727, 8402,, 13385, 5563, 7067, 2929,, 12289, 12878, 9669, 8769, 7506, 8393, 10473,, 9473, 6885, 5742,, 1000,, 8320, 125, 1006, 13806, 5987, 11538, 541, 4489,, 14810,, 3324,, 3580, 3291, 292
 10880, 116, 8213, 5778,, 4318, 1092, 10574, 2734, 5444, 11557, 11347, 3285, 8678,,, 5172, 10975, 10481, 1410, 5967, 2790, 3269, 8407, 3701, 886, 12013, 3210, 10224, 1929,,,, 5944, 7490, 9204, 2387,,, 6074,,, 327, 4719,, 11384, 2874, 2028, 1173, 14257,,,,,, 7418, 3080, 15093, 8485, 2728, 8403,, 13386, 5585, 7087, 2950,, 12290, 12879, 9670, 8770, 7526, 8415, 10474,, 9474, 6886, 5743,, 1024,, 8321, 126, 1007, 13807, 5988, 11563, 542, 5014,, 14811,, 3344,, 3581, 3292, 293
 , 117, 8214, 5801,, 4339, 1113, 10593, 2735, 5468, 11558, 11348, 3857, 8679,,, 5173, 10998, 10482, 1411, 5990, 2791, 3743, 8408, 3702, 887, 12014, 3682, , 1930,,,, 5945, 7966, 9205, 2388,,, 6075,,, 328, 5217,, 11385, 3373, 2029, 1174, 14279,,,,,, 7419, 3104, 15094, 8486, 2750, 8404,, 13387, 5586, 7088, 2951,, 12291, 12902, 9671, 8793, 7527, 8416, 10475,, 9475, 6887, 5744,, 1025,, 8322, 127, 1031, 13808, 5989, 11564, 543, 5037,, 14812,, 3345,, 3582, 3293, 294
, 141, 8215, 5802,, 4340, 1114, 10594, 2736, 5992, 11559, 11349, 3858, 8680,,, 5174, 10999, 10483, 1412, 5991, 2792, 3744, 8409, 3703, 888, 12015, 3683,, 1931,,,, 5946, 7990, 9206, 2409,,, 6093,,, 329, 5242,, 11386, 3374, 2030, 1175, 14280,,,,,, 7420, 3105, 15095, 8487, 2751, 8425,, 13411, 5587, 7089, 2952,, 12292, 12903, 9672, 8794, 7528, 8417, 10494,, 9974, 6888, 5768,, 1548,, 8323, 146, 1032, 13830, 6010, 12111, 544, 5038,, 14833,, 3346,, 3606, 3312, 295
, 512, 8235, 5803,, 4341, 1115, 10595, 2737, 5993, 11560, 11350, 3859, 8681,,, 5175, 11000, 10484, 1413, 6515, 2793, 3745, 8410, 3704, 889, 12016, 3706,, 1932,,,, 5947, 7991, 9207, 2410,,, 6094,,, 330, 5243,, 11408, 3395, 2053, 1194, 14281,,,,,, 7442, , 15117, 8488, 2752, 8426,, 13412, 5588, 7090, 2953,, 12312, 12904, 9694, 8795, 7529, 8418, 10495,, 9975, 6909, 5769,, 1549,, 8324, 147, 1033, 13831, 6011, 12112, 545, 5039,, 14834,, 3347,, 3607, 3313, 296
, 513, 8236, 5826,, 4342, 1116, 10596, 2738, 6016, 11561, 11370, 3860, 8682,,, 5193, 11499, 10485, 1414, 6516, 2794, 3746, 8411, 3705, 890, 12017, 3707,, 1954,,,, 5948, 8014, 9208, 2411,,, 6095,,, 331, 5267,, 11409, 3396, 2054, 1195, 14305,,,,,, 7443,, 15118, 8489, 2753, 8427,, 13413, 5611, 7091, 2954,, 12313, 12926, 9695, 8817, 7530, 8439, 10496,, 9997, 6910, 6218,, 1571,, 8343, 148, 1056, 13832, 6012, 12135, 567, 5040,, 14835,, 3348,, 4132, 3314, 316
, 535, 8237, 5827,, 4343, 1139, 10597, 2755, 6017, 11562, 11371, 3880, 8683,,, 5194, 11500, 10505, 1439, 6517, 2813, 3747, 8430, 3724, 908, 12037, 3708,, 1955,,,, 5949, 8015, 9230, 2412,,, 6096,,, 332, 5268,, 11410, 3397, 2055, 1196, 14306,,,,,, 7444,, 15119, 8509, 2754, 8428,, 13437, 5612, 7092, 2976,, 12314, 12927, 9696, 8818, 7531, 8440, 10497,, 9998, 6911, 6219,, 1572,, 8344, 149, 1057, 13833, 6013, 12136, 568, 5062,, 14836,, 3349,, 4156, 3315, 317
, 536, 8238, 5828,, 4364, 1140, 10598, 2756, 6018, 11581, 11372, 3881, 8702,,, 5195, 11523, 10506, 12584, 6539, 2814, 3768, 8431, 3725, 909, 12038, 3709,, 1956,,,, 5968, 8016, 9231, 2413,,, 6097,,, 354, 5292,, 11411, 3398, 2604, 1197, 14779,,,,,, 7445,, 15120, 8510, 2775, 8429,, 13438, 5613, 7112, 2977,, 12315, 12928, 9697, 8819, 7532, 8441, 10919,, 9999, 6912, 6242,, 1573,, 8345, 150, 1058, 13855, 6014, 12137, 593, 5063,, 14858,, 3370,, 4157, 3316, 318
, 537, 8239, 5851,, 4365, 1141, 10619, 2757, 6019, 11582, 11373, 3882, 8703,,, 5196, 11524, 10507, 12585, 6540, 2815, 3769, 8432, 3726, 910, 12039, 3710,, 2481,,,, 5969, 8038, 9232, 2859,,, 6098,,, 355, 5293,, 11433, 3399, 2629, 1198, 14804,,,,,, 7467,, 15142, 8511, 2776, 8450,, 13439, 5637, 7113, 2978,, 12316, 12951, 9719, 8820, 7551, 8442, 10920,, 10000, 6936, 6243,, 1574,, 8346, 151, 1059, 13856, 6015, 12162, 969, 5064,, 14859,, 3371,, 4181, 3317, 319
, 538, 8240, 6426,, 4366, 1165, 10620, 2758, 6041, 11583, 11374, 3883, 8704,,, 5197, 11525, 10508, 12586, 6541, 2816, 3770, 8433, 3727, 911, 12040, 3731,, 2482,,,, 5970, 8039, 9780, 2884,,, 6099,,, 356, 5317,, 11434, 3420, 2653, 1199, 14829,,,,,, 7468,, 15143, 8512, 2777, 8451,, 13985, 5638, 7114, 2979,, 12317, 12952, 10269, 8821, 7552, 8443, 10944,, 10021, 6937, 6244,, 1599,, 8347, 152, 1080, 13857, 6035, 12761, 970, 5065,, 14860,, 3372,, 4182, 3318, 769
, 539, 8714, 6427,, 4367, 1166, 10621, 2759, 6042, 11584, 11375, 3884, 8705,,, 5198, 11547, 10509, 12609, 6542, 2817, 3771, 8434, 3728, 912, 12041, 3732,, 2503,,,, 5971, 8040, 9781, 2885,,, 6100,,, 357, 5318,, 11435, 3421, 2654, 1200, 14854,,,,,, 7469,, 15144, 8513, 2778, 8452,, 13986, 6187, 7115, 2980,, 12337, 12953, 10270, 8841, 7553, 8464, 10945,, 10022, 7383, 6264,, 1600,, 8348, 171, 1081, 14331, 6036, , 994, 5087,, 14861,, 3897,, 4206, 3338, 792
, 540, 8715, 6451,, 4368, 1589, 10622, 2760, 6043, 11585, 11394, 3885, 8706,,, 5199, 11548, 10510, 12610, 6563, 2818, 3772, 8435, 3729, 913, 12042, 3733,, 2504,,,, 5972, 8041, 9782, 2909,,, 6120,,, 802, 5342,, 11436, 3422, 2678, 1218, 14855,,,,,, 7470,, , 8514, 2779, 8453,, 13987, 6188, 7116, 3001,, 12338, 12976, 10271, 8842, 7554, 8465, 10967,, 10023, 7384, 6265,, 1624,, 8369, 173, 1082, 14332, 6037,, 995, 5088,, 15385,, 3898,, 4207, 3339, 793
, 559, 8738, 6452,, 4390, 1590, 10645, 2761, 6066, 11586, 11395, 3908, 8707,,, 5218, 11549, 10511, 12611, 6564, 2839, 3793, 8436, 3730, 934, 12062, 3734,, 2505,,,, 5973, 8064, 9805, 2910,,, 6121,,, 803, 5343,, 11437, 3423, 15079, 1219, 14879,,,,,, 7471,,, 8515, 2800, 8454,, 14010, 6212, 7117, 3002,, 12339, 12977, 10294, 8843, 7555, 8466, 10968,, 10024, 7385, 6266,, 1625,, 8370, 174, 1083, 14355, 6038,, 996, 5089,, 15386,, 3919,, 4232, 3340, 794
, 560, 8739, 6453,, 4391, 1591, 11116, 2762, 6067, 11587, 11396, 3909, 8708,,, 5219, 11550, 10531, 12612, 6565, 2840, 3794, 8456, 3750, 935, 12063, 3735,, 2506,,,, 5994, 8065, 9806, 2911,,, 6122,,, 805, ,, 11457, 3424, 15104, 1220, 14904,,,,,, 7992,,, 8534, 2801, 8455,, 14011, 6213, 7118, 3003,, 12340, 12978, 10295, 8844, 7556, 8467, 10969,, 10025, 7386, 6267,, 12173,, 8371, 175, 1084, 14356, 6039,, 997, 5090,, 15410,, 3920,, , 3341, 817
, 561, 8740, 6476,, 4891, 1613, 11117, 2763, 6068, 11588, 11397, 4507, 8729,,, 5220, 11572, 10532, 12634, 6566, 2841, 3795, 8457, 3751, 936, 12064, 3755,, 2527,,,, 5995, 8066, 9807, 2934,,, 6123,,, 806,,, 11458, 3445, 15105, 1221, ,,,,,, 7993,,, 8535, 2802, 8475,, 14012, 6237, 7137, 3004,, 12341, 13000, 10296, 8845, 7557, 8468, 10970,, 10046, 7387, 6268,, 12798,, 8372, 199, 1103, 14357, 6040,, 1019, 5091,, 15411,, 3921,,, 3861, 818
, 562, 8741, ,, 4892, 1614, 11118, 2780, 6641, 11605, 11398, 4508, 8730,,, 5221, 11573, 10533, 12635, 6567, 2842, 3796, 8458, 3752, 1408, 12065, 3756,, 2528,,,, 5996, 8089, 9829, 2935,,, 6124,,, 807,,, 11459, 3446, 15129, 1222,,,,,,, 8017,,, 8536, 2803, 8476,, 14013, 6238, 7138, 3005,, 12342, 13001, 10319, 8846, 7558, 8490, 10971,, 10047, 7407, 6269,, 12799,, 8397, 200, 1104, 14377, 6062,, 1020, 5114,, 15412,, 3922,,, 3862, 819
, 563, 8742,,, 4893, 1615, 11119, 2781, 6642, 11606, 11399, 4509, 8731,,, 5222, 11574, 10534, 12636, 6590, 2843, 3797, 8459, 3753, 1409, 12066, 3757,, 2529,,,, 6493, 8090, 9830, 2936,,, 6146,,, 826,,, 11460, 3447, 15130, 1223,,,,,,, 8018,,, 8537, 2804, 8477,, 14035, 6813, 7139, 3455,, 12362, 13002, , 8866, 7576, 8491, 10992,, 10048, 7408, 6270,, 12800,, 8920, 225, 1105, 14378, 6063,, 1021, 5639,, 15433,, 3923,,, 3863, 820
, 564, 8760,,, 4914, 1616, 11141, 2782, 6643, 11607, 11400, 4510, 8732,,, 5223, 11575, 10535, 12658, 6591, 2868, 3817, 8460, 3754, 1433, 12067, 3758,, 2530,,,, 6494, 8091, 9832, 2937,,, 6147,,, 827,,, 11461, 3448, 15131, 1224,,,,,,, 8019,,, 8538, 2825, 8478,, 14036, 6838, 7140, 3456,, 12363, 13003,, 8867, 7577, 8492, 10993,, 10049, 7409, 6290,, 12821,, 8921, 601, 1106, 14379, 6064,, 1022, 5662,, 15434,, 3924,,, 3864, 821
, 565, 8761,,, 4915, 1637, 11142, 2783, 6666, 11608, 11419, , 8733,,, 5224, 11598, 10536, 12659, 6592, 3342, 3818, 8481, 3775, 1434, 12068, 3759,, 2531,,,, 6495, 8616, 9855, 2938,,, 6148,,, 828,,, 11483, 3449, , 1225,,,,,,, 8042,,, 8539, 2826, 8479,, 14037, 6863, 7141, 3477,, 12364, 13025,, 8868, 7578, 8493, 10994,, 10050, 7410, 6291,, 12822,, 8943, 602, 1107, 14380, 6065,, 1023, 5663,, 15435,, 3944,,, 3865, 822
, 566, 8762,,, 4916, 1638, 11143, 2784, 6667, 11609, 11420,, 8755,,, 5246, 11599, 10557, 12660, 6615, 3364, 3819, 8482, 3776, 1435, 12087, 3760,, 2553,,,, 6518, 8640, 10405, 2958,,, 6171,,, 829,,, 11484, 3470,, 1244,,,,,,, 8043,,, 8540, 2827, 8480,, 14038, , 7142, 3478,, 12365, 13026,, 8869, 7579, 8516, 10995,, 10071, 7411, 6292,, 12823,, 8944, 624, 1108, 14381, 6586,, 1044, 5664,, 15436,, 3945,,, 3866, 841
, 583, 8763,,, 4917, 1639, 11144, 2785, , 11610, 11421,, 8756,,, 5247, 11600, 10558, 12661, 6616, 3365, 3820, 8483, 3777, 1436, 12088, 3761,, 2554,,,, 6519, 8641, 10406, 2959,,, 6172,,, 830,,, 11485, 3471,, 1245,,,,,,, 8044,,, 8541, 2828, 8501,, 14039,, 7143, 3479,, 12366, 13027,, 8870, 7580, 8517, 10996,, 10072, 7412, 6293,, 12824,, 8945, 625, 1109, 14382, 6587,, 1045, 5687,, 15437,, 3946,,, 3867, 842
, 584, 8764,,, 4918, 1640, 11145, 2786,, 11611, 11422,, 8757,,, 5248, 11624, 10559, 13184, 6617, 3366, 3821, 8484, 3778, 1437, 12089, 3780,, 2555,,,, 6520, 8664, 10407, 2960,,, 6173,,, 831,,, 12009, 3472,, 1246,,,,,,, 8045,,, 8559, 2829, 8502,, 14061,, 7163, 3480,, 12387, 13028,, 8871, 7581, 8993, 10997,, 10073, 7413, 6294,, 12825,, 8946, 626, 1128, 14383, 6588,, 1046, 5688,, 15458,, 3947,,, 3886, 843
, 585, 8765,,, 4939, 1641, 11146, 2787,, 11612, 11423,, 8758,,, 5249, 11625, 10560, 13185, , 3367, 3822, 8508, 3779, 1438, 12090, 3781,, 2556,,,, 6521, 8665, , 2961,,, 6575,,, 832,,, 12010, 3473,, 1247,,,,,,, 8067,,, 8560, 2850, 8503,, 14062,, 7164, 3481,, 12388, 13029,, 8891, 7582, 9017, 11017,, 10074, 7434, 6295,, 12846,, 8947, 627, 1129, 14402, 6589,, 1047, 5689,, 15459,, 3948,,, 3887, 844
, 586, 8766,,, 4940, 1642, 11147, 2805,, 11630, 11424,, 8759,,, 5272, 12149, 10561, 13186,, 3389, 3842, 8933, 3803, 1458, 12091, 3782,, 2579,,,, 6543, 8666,, 2962,,, 6598,,, 851,,, 12011, 3474,, 1723,,,,,,, 8068,,, 8561, 2851, 8504,, 14063,, 7165, 3482,, 12389, 13050,, 8892, 7583, 9018, 11018,, 10075, 7435, 6315,, 12847,, 8948, 644, 1130, 14403, 6609,, 1048, 5690,, 15460,, 3949,,, 3888, 845
, 587, 8767,,, 4941, 1662, 11166, 2806,, 11631, 11425,, 8784,,, 5273, 12150, 10583, 13187,, 3390, 3843, 8956, 3804, 1459, 12092, 3783,, 2580,,,, 6544, 8689,, 2963,,, 6599,,, 852,,, 12033, 3497,, 1724,,,,,,, 8069,,, 8562, 2875, 8527,, 14064,, 7166, 3501,, 12390, 13051,, 8893, 7584, 9040, 11019,, 10098, 7436, 6316,, 12848,, 8949, 645, 1131, 14404, 6610,, 1049, 5712,, 15461,, 3969,,, 3889, 846
, 588, 8768,,, 4942, 1663, 11167, 2807,, 11632, 11444,, 9228,,, 5274, 12174, 10584, 13209,, 3391, 3844, 8957, 4251, 1460, 12113, 3784,, 3130,,,, 6545, 8690,, 2983,,, 6600,,, 853,,, 12034, 3498,, 1725,,,,,,, 8070,,, 8563, 3326, 8528,, 14087,, 7188, 3502,, 12391, 13052,, 8894, 7601, 9041, 11020,, 10099, 7437, 6317,, 12849,, 8968, 646, 1132, 14405, 6611,, 1050, 5713,, 15462,, 3970,,, 3890, 847
, 589, 8785,,, 4943, 1664, 11168, 2808,, 11633, 11445,, 9229,,, 5723, 12175, 10585, 13210,, 3392, 3845, 8958, 4252, 1461, 12114, 3785,, 3153,,,, 6546, 8691,, 2984,,, 6620,,, 855,,, 12035, 3499,, 1747,,,,,,, 8092,,, 8564, 3327, 8976,, 14088,, 7189, 3503,, 12840, 13053,, 8895, 7602, 9042, 11021,, 10599, 7438, 6318,, 12850,, 8969, 647, 1133, 14406, 6612,, 1068, 5714,, 15484,, 3971,,, 3891, 848
, 590, 8786,,, 4964, 1665, 11169, 2809,, 11634, 11446,, 9253,,, 5724, 12198, 10609, 13211,, 3413, 3846, 8959, 4275, 1462, 12115, 3786,, 3154,,,, 6547, 8716,, 2985,,, 6621,,, 856,,, 12036, 3998,, 1748,,,,,,, 8093,,, 8565, 3328, 9001,, 14089,, 7613, 3504,, 12841, 13054,, 8917, 7603, 9043, 11022,, 10600, 7459, 6319,, 13422,, 8970, 648, 1134, 14407, 6613,, 1069, 5715,, 15485,, 3972,,, 3892, 866
, 591, 8787,,, 4965, 1666, 11170, 2810,, 11635, 11447,, 9254,,, 5746, 12199, 11055, 13212,, 3414, 3868, 8981, 4276, 1463, 12116, 3805,, 3155,,,, 6568, 9266,, 2986,,, 6622,,, 857,,, 12058, 3999,, 1749,,,,,,, 8094,,, 8566, 3351, 9002,, 14611,, 7614, 3505,, 12842, 13076,, 8918, 7604, 9064, 11023,, 10623, 7460, 6320,, 13423,, 8971, 649, 1153, 14408, 6614,, 1070, 6288,, 15486,, 3973,,, 3911, 867
, 592, 8788,,, 4966, 1667, 11171, 2811,, 11636, 11448,, 9255,,, 5747, 12200, 11056, 13213,, 3415, 3869, 8982, 4277, 1464, 12117, 3806,, 3178,,,, 6569, 9290,, 2987,,, 6623,,, 876,,, 12059, 4020,, 1750,,,,,,, 8095,,, 8584, 3352, 9026,, 14612,, 7615, 3524,, 12863, 13077,, 8919, 7605, 9065, 11024,, 10624, 7461, 6341,, 13424,, 8972, 650, 1154, 14427, 6634,, 1071, 6289,, 15487,, 3974,,, 3912, 868
, 607, 8789,,, 4967, 1687, 11172, 2812,, 11637, 11449,, 9256,,, 5748, 12224, 11057, 13214,, 3416, 3870, 8983, 4278, 1482, 12138, 3807,, 3179,,,, 6570, 9291,, 2988,,, 6624,,, 877,,, 12060, 4021,, 1770,,,,,,, 8617,,, 8585, 3353, 9027,, 14635,, 7636, 3525,, 12864, 13078,, 9418, 7606, 9066, 11025,, 10625, 7462, 6342,, 13425,, 8973, 651, 1155, 14428, 6635,, 1072, 6312,, 15509,, 3995,,, 3913, 869
, 608, 8790,,, 4968, 1688, 11173, 2832,, 11655, 11450,, 9277,,, 5749, 12225, 11058, 13233,, 3417, 3871, 8984, 4279, 1483, 12139, 3808,, 3204,,,, 6571, 9315,, 3008,,, 6625,,, 878,,, 12061, 4022,, 1771,,,,,,, 8642,,, 8586, 3375, 9028,, 14636,, 7637, 3526,, 12865, 13101,, 9419, 7607, 9067, 11026,, 10646, 7463, 6343,, 13446,, 8994, 652, 1156, 14429, 6636,, 1073, 6313,, 15510,, 3996,,, 3914, 870
, 609, 8791,,, 4989, 1689, 11174, 2833,, 11656, 11470,, 9278,,, 5750, , 11079, 13234,, 3438, 3893, 8985, 4280, 1484, 12140, 3809,, ,,,, 6572, ,, 3009,,, 6644,,, 879,,, 12083, 4023,, 1772,,,,,,, 8643,,, 8587, 3376, 9029,, 14637,, 7638, 3527,, 12866, 13102,, 9420, 7608, 9068, 11042,, 10647, 7484, 6344,, 13447,, 8995, 669, 1157, 14430, 6637,, 1074, 6314,, 15511,, 3997,,, 3915, 871
