99
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.87156564,0.79933375,0.1938532,-0.19595182,0.70116431,0.65756553,2.1877167,2.0567367,5.5263486,23.105368,20.137844,18.468901,83.199997,48.439999,94.440002,39.287785,1.4808182,1.7422872,1.182662,147,19,0.59080911,1,0,0,32400,31752,32400
2,0.18193494,0.15228871,-0.4183974,-0.73522633,-0.48518977,0.22130677,1.6894443,1.6088333,4.7044578,78.677238,14.314138,11.981654,75,92.176468,111.64706,34.085957,2.1962891,2.0166502,0.089433521,96,16,0.0089985179,1,1,1,22032,20736,22032
3,0.76677883,0.62065202,-0.33592471,-0.59588069,0.36460474,0.6317786,4.2504601,0.94193894,6.2521205,16.69791,12.803604,10.363592,19.971428,15,92.314285,24.350492,0.53404444,1.5065907,4.7023063,35,9,0.35862654,1,1,1,7560,7560,7560
4,0.82114697,0.62112468,0.75329709,-0.41155463,-0.37421271,0.35090059,1.1435033,1.0923204,3.7956409,32.521015,26.704533,20.199604,20.302326,71.312294,33.55814,49.555565,3.4591022,2.0642464,4.4591565,295,21,0.54224861,1,1,1,65016,63720,65016
5,0.23148228,0.17342983,0.36834922,0.79113704,0.48779696,0.021797184,0.24518591,0.031502068,0.21989506,62.872486,14.553865,10.903964,125.09303,24.27907,90.976746,32.858765,2.7505014,2.1213486,0.48040166,86,14,0.01734606,1,1,1,18576,18576,18576
6,0.14419772,0.1090389,0.60248917,0.28788692,0.086821415,0.73931724,1.5468026,1.9097593,0.035455141,91.910942,13.253348,10.021869,72.310349,87.758621,91.896553,32.985634,3.4704475,1.4623278,2.5789392,87,12,0.0067021474,1,1,1,18792,18792,18792
7,0.82443416,0.74299926,-0.48799965,-0.78896201,-0.047200449,0.37036115,1.0333439,1.1468027,3.9434235,20.917645,17.24522,15.541794,81.25,78.3125,82.8125,31.806553,3.817728,1.5796114,5.800478,78,13,0.53674549,1,0,0,20736,16848,20736
8,0.7130962,0.53464293,-0.1189817,0.44611254,-0.062922157,0.88479817,5.6804395,0.28478342,4.6509767,15.280585,10.896527,8.1696568,80.14286,21,108.42857,20.538002,1.4280317,1.544189,0.64739323,21,7,0.31971443,1,0,0,4536,4536,4536
9,0.25793439,0.21316925,-0.32348844,-0.14895271,-0.93442363,0.0045573753,0.065752074,0.40046754,0.092201993,99.75988,25.731504,21.265739,86.826401,90.79747,81.813744,60.205612,1.9974355,0.72825545,1.1344028,529,25,0.038899425,1,1,1,119448,114264,119448
10,0.71960926,0.68087769,0.30633676,-0.85988855,-0.35573113,0.20051169,3.3417304,2.2286146,5.584579,14.830447,10.672127,10.09772,115.8,44.52,113.16,21.766991,6.2066865,1.7161415,6.0404835,25,7,0.3414937,1,0,0,5400,5400,5400
11,0.61499292,0.49667233,-0.68517464,0.4473184,0.16122644,0.55176806,3.6967142,1.2318333,6.0266304,16.600016,10.208891,8.2447681,18.428572,20.142857,105,20.538002,5.4205217,1.9167734,0.29409292,21,8,0.27963692,1,1,1,4536,4536,4536
12,0.69791889,0.52567893,0.13543342,0.0048441687,0.52009064,0.84329122,5.0009365,0.26151463,5.2805791,27.900925,19.472582,14.666928,45.744526,80.211678,91.510948,38.188244,5.7640138,0.80280203,3.1408598,135,13,0.54767376,1,0,0,29592,29160,29592
