,grain,FIP
0,1,0.0003955518700686452
1,2,0.0005027440855156212
2,3,0.00025796178198982036
3,4,0.0008153605052240387
4,5,0.000544465930354507
5,6,0.00044805676329951865
6,7,0.0003948477129623631
7,8,0.0003806527269261647
8,9,0.0005417996441678856
9,10,0.00019301215731391146
10,11,0.00042628914121734364
11,12,0.0006982761155392475
12,13,0
13,14,0.00034730576670906376
14,15,0.00040177437738015114
15,16,0.0008604511659127355
16,17,0.0006125485310142976
17,18,0.0006912552900875232
18,19,0.00034724640627628226
19,20,0.0006114981053314449
20,21,0.0008362218044925418
21,22,0.00021286559743327027
22,23,0.0006669874063856033
23,24,0.0008072159545281298
24,25,0.0006501677455594512
25,26,0.00031609890690212686
26,27,0.0003142629208444372
27,28,0.0004218781389196509
28,29,0.0010187208179747733
29,30,0.0004754375864373293
30,31,0.0005488907932553646
31,32,0.0006794083070160694
32,33,0.00110933280487134
33,34,0.0007873757926422089
34,35,0.0005946261715421217
35,36,0.0004878064432045563
36,37,0.0004237082960269967
37,38,0.0007678109725220724
38,39,0.0009734803634482462
39,40,0.00046555306292421587
40,41,0.0006360564247674344
41,42,0.0004098457009850292
42,43,0.0008459218045860355
43,44,0.00018247744542151562
44,45,0.0006972777181531364
45,46,0.0004726399336057086
46,47,0.0005165700383322395
47,48,0.0005097951555822121
48,49,0.0005997366184610807
49,50,0.0006303649355935825
50,51,0.0005844722837950772
51,52,0.0004981957332615801
52,53,0.00021941248504674988
53,54,0.00023998224440094712
54,55,0.0006167251703291238
55,56,0.0007996813018380212
56,57,0.0003427213952499012
57,58,0.0004281082989977341
58,59,0.0006628476250183276
59,60,0.00035526717465032625
60,61,0.0006671867877147924
61,62,0.0003924433143698987
62,63,0.0007973412414757654
63,64,0.0009200576043584467
64,65,0.0005816278995522742
65,66,0.00044949178304415545
66,67,0.0004209143846366956
67,68,0.00052675058773879
68,69,0.0010801402015455774
69,70,0.00029816633254323296
70,71,0.0006834640083142276
71,72,0.00015637952908642121
72,73,0.000485429423207341
73,74,0.0005625013429469297
74,75,0.0006488531101024404
75,76,0.0005858869809881689
76,77,0.0006990683011294091
77,78,0.00023142960722279777
78,79,0.0008499349590781901
79,80,0.0004943757030233836
80,81,0.0005512628625917623
81,82,0.0006513180061174409
82,83,0.0005898042324214836
83,84,0.000226108327400161
84,85,0.0006315049798149754
85,86,0.00017041013152303
86,87,0.00026959872249891656
87,88,0.00030809176262416675
88,89,0.0002955706563234628
89,90,0.00039384518785349066
90,91,0.0004264988615993815
91,92,4.9690406878087436e-05
92,93,0.0009272337674097544
93,94,0.00010486322931436917
94,95,0.0006793299819746805
95,96,0.0006295175952507173
96,97,0.0005352631876152133
97,98,0.0004950848264544516
98,99,0.0005322214919740429
