95
Feature_ID,AspectRatios_0,AspectRatios_1,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,EulerAngles_0,EulerAngles_1,EulerAngles_2,NumElements,NumNeighbors,Omega3s,Phases,SurfaceFeatures,SurfaceFeatures_2,Volumes,Volumes2,Volumes_2
1,0.36034748,0.35181156,-0.58719021,0.28741598,0.27529028,0.70485103,2.2134914,1.5902045,4.7212343,72.478134,26.117311,25.498646,83.964104,35.338463,33.820515,61.541473,5.4556451,1.4250817,0.082847305,565,27,0.095354684,1,1,1,126360,122040,126360
2,0.92095321,0.56737775,-0.045417946,0.27595681,0.33384854,0.90018338,1.8561289,2.0983098,5.8794241,29.461475,27.132641,16.715786,109.61345,116.52101,35.34454,45.6101,4.5203676,0.56689942,1.0525326,230,14,0.65364736,1,1,1,51408,49680,51408
3,0.31525975,0.26957566,-0.75334495,0.48868144,-0.43802741,0.042353168,2.8069539,1.4846499,4.742537,64.827171,20.437399,17.475828,36.707546,19.811321,121.95283,43.893784,0.89895701,2.2302389,2.0498536,205,14,0.023464039,1,1,1,45792,44280,45792
4,0.79469901,0.70601594,-0.40293613,0.69819635,-0.16489075,0.56830925,4.3910704,0.5633502,6.21488,25.405401,20.189646,17.936619,22.063292,113.8481,70.253166,39.018681,5.5181966,1.8751444,1.3297668,144,16,0.54467088,1,1,1,34128,31104,34128
5,0.76032299,0.54904044,-0.52531886,0.21125618,0.77274168,0.28684705,4.9272361,0.52007341,4.5445166,16.657764,12.66528,9.1457853,122.22581,118.74194,141.7742,21.766991,4.685473,1.2037909,5.4501872,25,9,0.39027557,1,1,1,6696,5400,6696
6,0.68669915,0.60225642,-0.85218018,-0.46360597,0.14585346,0.19386913,1.0956864,1.6038978,5.7090955,15.570508,10.692254,9.3774376,93.959999,18.120001,35.16,21.472807,1.3265817,1.7105154,6.1247272,24,6,0.38392311,1,0,0,5400,5184,5400
7,0.24199486,0.1873607,0.11212715,-0.47016913,-0.19054139,0.85443693,1.5525299,2.1176631,0.0094872583,61.528549,14.889592,11.528032,80.381447,24.092783,120.71134,33.96719,2.0243182,1.0089649,4.6976914,95,12,0.023829287,1,1,1,20952,20520,20952
8,0.63327503,0.17883611,0.53892231,-0.61435729,-0.31742051,0.48101157,4.3319831,0.047247972,4.2690015,71.197174,45.087391,12.732626,97.211006,26.06422,54.055046,44.526955,2.8741832,1.9131914,4.5756116,214,19,0.0015737248,1,1,1,47088,46224,47088
9,0.90396118,0.78283137,-0.88975686,0.27868423,-0.067684479,0.35508689,2.0969102,2.0071006,5.471231,32.842159,29.688038,25.709873,81.93541,120.68819,96.701561,56.876129,6.1680045,2.4018829,0.49188939,446,22,0.6721893,1,1,1,96984,96336,96984
10,0.6550799,0.44634306,0.88441378,0.2188542,0.0076804315,0.41213596,3.764714,1.0746703,3.9992871,24.541895,16.076902,10.954104,132.08571,31.542856,64.800003,30.679699,3.3655429,2.2918413,2.8803756,70,9,0.40633017,1,1,1,15120,15120,15120
11,0.8333025,0.66609621,-0.24930887,-0.20904009,0.87411726,0.36064726,0.724576,1.4737005,4.2395458,14.745933,12.287822,9.8222094,68.35714,91.928574,124.07143,22.604996,5.6795125,2.2586763,0.27210358,28,10,0.35142604,1,0,0,6048,6048,6048
12,0.20095497,0.17804304,0.46261299,-0.87371445,0.04852939,0.14232768,1.5553267,1.5128818,4.7241821,68.073616,13.679731,12.120033,49.129032,130.2258,27.32258,32.209209,1.7291405,2.8397,3.8968306,81,9,0.013849665,1,1,1,20088,17496,20088
13,0.24175619,0.2087092,-0.94204676,0.3011592,-0.1457025,0.024936043,3.2180326,2.0362504,0.0064785206,62.389702,15.083096,13.021304,24.891891,82.135132,45.918919,35.230625,1.0918767,2.8448634,1.710713,106,12,0.022240827,1,1,1,23976,22896,23976
14,0.55988836,0.47437656,0.44567859,0.65524173,0.58449346,0.17434512,1.5319016,1.6403272,4.2957788,25.232445,14.127353,11.96968,141.67606,16.014084,20.577465,28.980268,2.8341787,1.8296187,0.88717771,59,5,0.46516183,1,1,1,15336,12744,15336
15,0.22964397,0.22162445,0.50115275,0.84295493,0.078053251,0.17938972,3.0664802,0.3678838,3.0705898,60.256096,13.837448,13.354223,23.25,131.9375,45.9375,32.730907,3.7656114,2.7477832,1.6967781,85,8,0.017370149,1,1,1,20736,18360,20736
16,0.7925058,0.57478529,0.74962556,0.37279078,0.53156346,0.12856428,3.4108305,2.0273178,0.66071278,22.637203,17.940115,13.011532,107.11364,56.93182,117.95454,32.472157,0.40347645,2.2277837,4.2409711,83,13,0.46704271,1,0,0,19008,17928,19008
17,0.24193512,0.1460664,0.78867429,-0.10763845,0.42182904,0.43412793,1.0914606,1.5645074,4.7175646,98.780968,23.898584,14.42858,108.61564,78.478828,85.143326,50.054478,2.23492,1.8412684,2.5062044,304,19,0.021685634,1,1,1,66312,65664,66312
18,0.85567439,0.51482129,-0.924196,-0.2232437,0.12834786,0.28204751,2.2165606,2.3865709,4.9336772,30.65996,26.234943,15.784401,57.900002,33.218182,130.33636,44.665237,6.0931478,2.5114646,5.6191192,216,13,0.56956053,1,1,1,47520,46656,47520
19,0.72704715,0.64315873,-0.3473801,-0.83726257,0.38557422,0.17219479,2.0812802,2.4618084,5.6422915,27.940365,20.313963,17.970089,111.54237,84.220337,107.64407,41.638756,2.8331354,2.3177595,1.4420923,175,15,0.57386136,1,0,0,38232,37800,38232
