,grain,FIP
0,1,0.0005962151696245492
1,2,9.10179085207253e-05
2,3,0.0004275311288157494
3,4,0.0005770580651010816
4,5,0.00039403000137740917
5,6,0.0007150901486356987
6,7,0.0007235448765667119
7,8,0.0004418487145225548
8,9,0.0005692738708324328
9,10,0.001155136827325651
10,11,0.0005547750293522986
11,12,0.0007400994200846853
12,13,0.0006296566370954194
13,14,0.00019705333036943543
14,15,0.0006039999142135669
15,16,0.00042894789916101273
16,17,0.00036233715379377184
17,18,0.0006476277757216655
18,19,9.413034649301193e-05
19,20,0.00019338382204523493
20,21,0.0006914730368037836
21,22,0.0005944756732071233
22,23,0.0006365144584450392
23,24,0.0007598405472695882
24,25,0.0006044814757077307
25,26,0.0003542308628444858
26,27,0.00040423340276823287
27,28,0.00038282157535792584
28,29,0.0006473007068945124
29,30,0.0003752366902276403
30,31,0.0007321289759143267
31,32,0
32,33,0.00012030168580001626
33,34,0.0004065773342293398
34,35,0.0009583673826004972
35,36,0.0008579965582058581
36,37,0.0002183022415578724
37,38,0.0001935801289150049
38,39,0.00045335779535396876
39,40,0.00048375947945316874
40,41,0.00028172004304919264
41,42,0.0008192995977103886
42,43,0.0003061424308194647
43,44,0.0006292375687977706
44,45,8.137030748846416e-05
45,46,0.000907688737321433
46,47,0.0001859744103567233
47,48,0.0008178924360154431
48,49,0.0008547254099662083
49,50,0.00042084564812745143
50,51,0
51,52,0.00043368038780991936
52,53,0.0005210038437997874
53,54,0.0005662002940509949
54,55,0.0003013507287379769
55,56,0.000759342678913782
56,57,0.0003955547300754018
57,58,0.00014158262677890668
58,59,0.00017084841077822752
59,60,0.00037820419832583496
60,61,0.0002991259551925154
61,62,0.0004927726242400811
62,63,0.0006884853224835592
63,64,0.0003042172863728259
64,65,0.0006891478496263392
65,66,0.0005353113032635425
66,67,0.0005606630411883669
67,68,0.0002703792504950999
68,69,0.0007284880995907648
69,70,0.0004524835187042452
70,71,0.0005444438703570201
71,72,0.0005523842199824657
72,73,0.00048172433591071417
73,74,0.00023411735158189147
74,75,0.0004423240615140641
75,76,0.00036405839717130816
76,77,0.0007609558326303719
77,78,0.00039886949362014687
78,79,0.0003808854050622187
79,80,0.0005813907691697702
80,81,0.0005012041187905684
81,82,0.0004935146634865859
82,83,0.0005132436032428084
83,84,0.0006683710792992236
84,85,0.0005027863217179351
85,86,0.0001914137718988283
86,87,0.0005256990157430549
87,88,0.00042529114129072516
88,89,0.0004244702599571149
89,90,0.00012094997595976481
90,91,0.00033731176239195076
91,92,0.0006374062732844464
92,93,0.0006949546446873084
93,94,0.00028848938405176935
94,95,0.000580738022586078
95,96,0.0006752440862947669
96,97,0.0007063719350929976
97,98,0.000498915986303372
98,99,0.0008028171996676091
99,100,0.00022573347775154754
100,101,0.0004645075186006908
101,102,0.0006793749592580169
102,103,0.0006511303175269423
103,104,0.00046989461845439766
104,105,0.00080219630123578
